Id,SalePrice
1461,130236.9227669553
1462,158387.72783734466
1463,186825.43623006385
1464,183765.8035619146
1465,202318.1327380952
1466,183734.8927234986
1467,170149.3240398082
1468,174153.16378855443
1469,182526.82140873015
1470,119051.35584859585
1471,198010.27167674276
1472,94362.41666666669
1473,102635.0374114774
1474,155110.89670470625
1475,141117.96785714285
1476,385638.175
1477,271283.9503571429
1478,310391.105
1479,266083.68433333334
1480,440346.015
1481,335115.3401666667
1482,217915.4531903288
1483,179270.24062068964
1484,171856.68702380953
1485,171864.30145833336
1486,202905.23791102684
1487,324340.605
1488,241322.28
1489,207636.05591418385
1490,201974.38104010024
1491,195177.4461917983
1492,107757.15682884747
1493,177130.506927443
1494,321869.3116666667
1495,327095.6688888889
1496,228616.98466666669
1497,185001.04062770563
1498,156909.75075757573
1499,155606.675
1500,152626.75517708762
1501,173931.85302966298
1502,155980.70666666667
1503,296923.08
1504,236286.29333333336
1505,212165.70529437225
1506,185714.99564790988
1507,216512.09523809524
1508,202916.07913533834
1509,159653.66697150326
1510,151025.80973151547
1511,150039.72214673914
1512,163712.24916381025
1513,158485.14988290914
1514,173505.34166666665
1515,185255.67348484852
1516,176294.89572865985
1517,154393.4973015873
1518,127381.41176500583
1519,230557.58
1520,135837.17023686477
1521,147846.4468002137
1522,168516.19314535908
1523,116466.6420638528
1524,124822.09850458328
1525,135921.2304105804
1526,133435.75641233768
1527,98204.54831932773
1528,129247.20237720617
1529,138955.6780499332
1530,170868.17685611077
1531,132608.1123809524
1532,115261.08968253968
1533,146028.55409722222
1534,118486.19646416901
1535,178806.54611111112
1536,120985.69557433456
1537,87122.98
1538,207676.67
1539,231344.065
1540,112233.09833333333
1541,159307.26478540027
1542,150265.0202020202
1543,239633.66833333336
1544,90886.48357142859
1545,106372.50479021488
1546,124043.08416284116
1547,142401.53543650795
1548,141929.67456834353
1549,108112.21463675212
1550,144929.18336080588
1551,125187.08241758242
1552,158108.96666666667
1553,152453.6032828283
1554,112003.7432002801
1555,177743.31520833337
1556,96791.76
1557,140780.37833333333
1558,93503.69723544974
1559,110555.195
1560,153158.0775
1561,160460.98662698411
1562,126859.53628471395
1563,121387.30138591083
1564,166448.35235042733
1565,156301.8968627451
1566,235449.46
1567,82252.09333333332
1568,219222.95535714284
1569,146762.54988095237
1570,120091.33988576608
1571,134709.99697916664
1572,146166.24359591494
1573,251091.81514285714
1574,109214.57375000003
1575,219656.31227272726
1576,218912.02083333337
1577,201672.4838903743
1578,153912.06612739165
1579,143682.1302777778
1580,195641.0738338255
1581,144545.0476475279
1582,127003.66245455934
1583,355835.725
1584,250256.76758333333
1585,139181.94037917728
1586,77744.46714285715
1587,98469.94170186335
1588,151534.50630418194
1589,105478.13246031744
1590,132950.2752461743
1591,104153.5186904762
1592,129242.85918067228
1593,116029.95692718327
1594,128544.88594304389
1595,124613.04535714285
1596,244716.815
1597,169165.6475
1598,181298.19227272726
1599,231065.005
1600,196951.4394047619
1601,74993.01325396825
1602,112756.62737435935
1603,102329.08130952381
1604,279698.235
1605,270626.707875
1606,170905.43134853843
1607,166315.14708333334
1608,205617.44477034637
1609,196275.1814002207
1610,161464.3629235209
1611,149810.96730669116
1612,156549.62985380116
1613,170771.27250957853
1614,126826.93920454544
1615,82815.88277777778
1616,75195.49575396825
1617,89029.21423382172
1618,125303.03502610332
1619,129075.30643939394
1620,150476.26
1621,140299.54915889667
1622,152297.44174603175
1623,302238.9088095238
1624,211173.80805555554
1625,133913.8471969697
1626,173771.5637126105
1627,187339.51399807847
1628,311490.5516666667
1629,172400.7300490196
1630,338860.71642857144
1631,225981.35799999998
1632,257613.82892857143
1633,169604.33059232027
1634,181620.7035654268
1635,173241.86322015754
1636,160403.56646751091
1637,183611.47496286393
1638,223690.0801388889
1639,183300.6342511488
1640,260176.615
1641,190238.15458165677
1642,220400.24988277923
1643,234181.19502380956
1644,224268.09833333333
1645,179638.87966036412
1646,154267.484882677
1647,156741.54973057646
1648,133878.08028277277
1649,138406.54755968446
1650,119391.77924305372
1651,121169.10944047623
1652,96415.95011904763
1653,99328.88651785714
1654,156342.52723839722
1655,159039.15515151515
1656,155368.6662590965
1657,156704.28765739815
1658,153804.629518281
1659,144381.29285714286
1660,146853.98932338494
1661,433333.505
1662,400861.49
1663,396450.8035714286
1664,424082.25
1665,310656.21
1666,348598.395
1667,365799.59833333327
1668,322995.15357142856
1669,292649.575
1670,339614.505
1671,291303.17658730154
1672,423240.42
1673,308110.69666666666
1674,254641.155
1675,182240.04195169744
1676,178821.51171612742
1677,211150.44153246752
1678,434819.49
1679,386795.14
1680,311158.4366666667
1681,251795.9508333333
1682,307886.9866666667
1683,183124.50821678317
1684,170694.44913273
1685,173825.9806679776
1686,167511.8221212121
1687,167895.61426024954
1688,187788.4515830286
1689,189317.66073086855
1690,188223.49750056825
1691,172026.3160357736
1692,283893.9476666667
1693,170800.608125
1694,180994.1359417956
1695,168247.95259358286
1696,282750.935
1697,169328.97759358288
1698,369797.4316666667
1699,354131.55833333335
1700,250905.755
1701,271249.28016666666
1702,269575.2038571429
1703,267280.8051666666
1704,310089.96722222224
1705,237314.59333333335
1706,423242.135
1707,200826.1105816628
1708,199759.60362170447
1709,286839.4733333333
1710,236506.85078431372
1711,276596.8251666667
1712,247208.52
1713,251675.71666666665
1714,217737.4788043478
1715,194072.74999715827
1716,199465.21108184254
1717,177832.9083151624
1718,126740.86
1719,218008.72177154195
1720,265562.975
1721,189415.7554753489
1722,106624.1828125
1723,160239.5181453634
1724,203499.71549472198
1725,237203.93899509803
1726,181645.47913741664
1727,165630.9659262452
1728,187790.72058574695
1729,168245.61976977016
1730,163676.15833333333
1731,125940.78887943074
1732,130822.99433387791
1733,129259.21747731941
1734,137142.76915970637
1735,128932.26769459709
1736,115670.31999687704
1737,380933.1
1738,235796.6725
1739,293018.705
1740,187154.13441176474
1741,167484.1507470862
1742,173524.03105996602
1743,170095.14924242423
1744,320718.5507142857
1745,228319.99222222224
1746,260354.215
1747,215377.18
1748,202416.53432072827
1749,161936.3030094528
1750,151906.49283810475
1751,242249.11833333335
1752,124016.62492393114
1753,146577.9215945513
1754,236899.66833333336
1755,167080.70500418806
1756,119885.37247863247
1757,117251.30513668785
1758,157195.34227494727
1759,178185.63053338
1760,160089.30055104318
1761,157219.6926977853
1762,172754.80378288377
1763,167692.2421111663
1764,118574.95747697698
1765,175225.62025898078
1766,172326.9022755821
1767,207145.39513610228
1768,139716.57467742465
1769,160959.26704721572
1770,141571.50022302146
1771,138868.06134409137
1772,139232.32293290045
1773,141426.9306456044
1774,126248.12433264655
1775,134190.66178503638
1776,112924.44935637318
1777,115090.34713987907
1778,126408.63278693528
1779,115566.51575396824
1780,176707.07145299145
1781,134492.9879791049
1782,95134.60161111111
1783,129621.98586507938
1784,96554.96264536341
1785,118106.58175925928
1786,153020.57053613054
1787,189312.6231818182
1788,64784.0003968254
1789,107103.17763186812
1790,87288.06866666667
1791,171028.01
1792,156982.25217992783
1793,146549.71576534573
1794,139381.56460653385
1795,143801.49890269444
1796,118331.76997131191
1797,130915.64387737533
1798,121431.85332080211
1799,110714.99231997677
1800,121890.06188811189
1801,133259.84562806637
1802,152472.7428644768
1803,154340.46408394203
1804,138376.03375360748
1805,134699.13053452395
1806,128085.87091269842
1807,166612.38
1808,121345.23729365077
1809,131887.84841269843
1810,152088.87055555556
1811,116072.82663443583
1812,123820.17769480521
1813,122629.36002853049
1814,101975.38400186742
1815,70024.7103968254
1816,99635.94100595692
1817,115927.23625000002
1818,136960.7468521348
1819,118256.4943609944
1820,71425.33333333334
1821,121786.8680952381
1822,146632.60253541052
1823,70009.15
1824,132891.4026068376
1825,139148.2348319328
1826,99420.39115079366
1827,110473.76320057717
1828,141783.73641636144
1829,116383.44713570715
1830,150020.77244320695
1831,183569.81
1832,108393.11023809524
1833,153997.491754386
1834,129527.59696031746
1835,200085.77
1836,128596.45401777618
1837,103017.43095238096
1838,147603.89716015835
1839,86982.72408730158
1840,166394.81285714285
1841,153002.0890674603
1842,89060.30092592593
1843,148060.72074029772
1844,134965.5741941392
1845,159712.60121794872
1846,148468.05432713113
1847,162912.1013852814
1848,72321.24444444444
1849,128673.30269607843
1850,130211.67800240185
1851,157836.4899891775
1852,127921.75158794424
1853,135045.15183531743
1854,180439.13469127248
1855,145221.74397727274
1856,229067.95664899293
1857,177421.26441558442
1858,136584.69190476192
1859,120591.64082399628
1860,150411.12657142858
1861,120180.32670634921
1862,294371.46
1863,292463.615
1864,292463.615
1865,333271.2035714286
1866,330143.59857142856
1867,242110.355
1868,312602.7813095238
1869,196016.70311029945
1870,267452.1011904762
1871,254455.53333333333
1872,172932.22632176115
1873,240486.9019444444
1874,144025.79900005992
1875,223315.4031599833
1876,195854.01675361622
1877,216669.96581510597
1878,218057.4745493197
1879,136730.5443001443
1880,135445.80707972584
1881,245966.8
1882,264907.23083333333
1883,203275.03802908515
1884,222092.33103391356
1885,264091.90285714285
1886,309399.55511904764
1887,206766.11293206792
1888,294379.88
1889,169151.6028787648
1890,137483.69641310078
1891,139396.837027972
1892,111383.02230555555
1893,149545.82054112555
1894,133410.56278544376
1895,160343.5199084249
1896,127650.46530608786
1897,118637.37109287056
1898,109096.83714285714
1899,130740.34373814557
1900,146570.411875
1901,166859.84057040184
1902,141333.7405930181
1903,234447.96958333335
1904,134530.88679780383
1905,177359.9631139165
1906,156806.47776556775
1907,208757.56
1908,110490.06345238096
1909,137743.97120129867
1910,125434.06109523807
1911,192339.04227272727
1912,275069.7361111111
1913,149547.44625
1914,73831.29380718955
1915,317939.575
1916,78149.77380952382
1917,267886.26037500007
1918,142341.51466866702
1919,161055.6453043532
1920,162673.59722222222
1921,392577.77
1922,312790.725
1923,201283.54607142857
1924,239950.90333333332
1925,225548.1193181818
1926,397991.38
1927,145120.641091588
1928,172822.30548905846
1929,128857.84197726395
1930,121962.67507326006
1931,138178.10345994792
1932,138341.77288461535
1933,169369.07213786215
1934,184069.78867036954
1935,172507.33677839846
1936,190429.11874363548
1937,192325.36661196285
1938,171992.07657738097
1939,253270.6564285714
1940,201183.50440476192
1941,180936.7016848612
1942,188722.95015727915
1943,201289.1292857143
1944,312607.0966666667
1945,367800.56333333335
1946,166742.73018759018
1947,298990.4964285714
1948,169759.17377305878
1949,259461.755
1950,190770.83035714284
1951,293210.75
1952,241940.425
1953,166574.04162712814
1954,205607.3
1955,133523.7020855445
1956,300642.505
1957,160532.9156845713
