Id,SalePrice
1461,134558.14
1462,160568.16
1463,181590.05
1464,193006.81
1465,174732.4
1466,179086.7
1467,182236.9
1468,172472.22
1469,179240.23
1470,120101.49
1471,201223.1
1472,96604.12
1473,99427.35
1474,152388.7
1475,124095.26
1476,362955.8
1477,268817.84
1478,303595.3
1479,251238.9
1480,465355.3
1481,306542.25
1482,209104.36
1483,175487.48
1484,163510.06
1485,168647.08
1486,201176.55
1487,330928.5
1488,246313.7
1489,206399.62
1490,228388.2
1491,197448.0
1492,97346.67
1493,196862.73
1494,308872.88
1495,319790.16
1496,230079.98
1497,174899.95
1498,158375.73
1499,160054.39
1500,153477.69
1501,173820.47
1502,146481.12
1503,314527.66
1504,223303.2
1505,216069.64
1506,186062.02
1507,258150.05
1508,204343.62
1509,153047.38
1510,139279.81
1511,140685.64
1512,169727.84
1513,145634.69
1514,188767.47
1515,207204.77
1516,167457.31
1517,163947.58
1518,135399.94
1519,239154.77
1520,127266.016
1521,137903.19
1522,170944.42
1523,107788.875
1524,125619.02
1525,125077.734
1526,115949.37
1527,90573.58
1528,141540.78
1529,137082.08
1530,184172.3
1531,102719.61
1532,106301.42
1533,149268.84
1534,118451.18
1535,176940.31
1536,119007.3
1537,76965.49
1538,190687.16
1539,194900.56
1540,100791.44
1541,162170.69
1542,132387.12
1543,225317.44
1544,81735.64
1545,102503.53
1546,125090.234
1547,133720.86
1548,136274.53
1549,97144.49
1550,129729.24
1551,121909.984
1552,147442.02
1553,161090.05
1554,110386.1
1555,171495.77
1556,90912.79
1557,117731.85
1558,86283.97
1559,76990.95
1560,127238.695
1561,135469.97
1562,124437.59
1563,115458.03
1564,155754.88
1565,152206.16
1566,240593.58
1567,72557.57
1568,238286.92
1569,132615.69
1570,135491.02
1571,121000.95
1572,156232.44
1573,276026.03
1574,103314.72
1575,225130.98
1576,253758.69
1577,197785.42
1578,150797.73
1579,149842.27
1580,198955.58
1581,152285.98
1582,119257.8
1583,367581.2
1584,235017.12
1585,135068.64
1586,84914.914
1587,94766.64
1588,147507.64
1589,108141.266
1590,124096.43
1591,80325.18
1592,113500.24
1593,126315.63
1594,177635.64
1595,115014.07
1596,231965.06
1597,185719.81
1598,197223.6
1599,176488.61
1600,173385.64
1601,74688.61
1602,114051.266
1603,91565.586
1604,270755.0
1605,276357.03
1606,167467.2
1607,176039.03
1608,211959.39
1609,197042.48
1610,156124.44
1611,139264.61
1612,162120.17
1613,165484.06
1614,123518.79
1615,84937.27
1616,58718.555
1617,88777.47
1618,118475.76
1619,138911.06
1620,160252.45
1621,137320.05
1622,140098.45
1623,302961.44
1624,213679.88
1625,118035.914
1626,172463.11
1627,191550.17
1628,308352.72
1629,181910.44
1630,370843.66
1631,214696.98
1632,230995.27
1633,171272.8
1634,176580.17
1635,172943.2
1636,150362.36
1637,198007.33
1638,215083.11
1639,181061.47
1640,285609.1
1641,181285.1
1642,216562.3
1643,218258.83
1644,218218.95
1645,195943.8
1646,151541.34
1647,158703.17
1648,118157.78
1649,135255.44
1650,118504.03
1651,125210.49
1652,98650.27
1653,98514.45
1654,148218.12
1655,150765.0
1656,147871.77
1657,150528.67
1658,143027.19
1659,129867.01
1660,144549.47
1661,456847.7
1662,424261.12
1663,416633.2
1664,351307.5
1665,322428.66
1666,354403.47
1667,382222.34
1668,336738.78
1669,293095.6
1670,344005.94
1671,274179.94
1672,461832.3
1673,294115.56
1674,260891.89
1675,179623.81
1676,178533.42
1677,217244.97
1678,475202.66
1679,375295.62
1680,313744.88
1681,248230.06
1682,303770.28
1683,178226.11
1684,179778.88
1685,175717.9
1686,166559.11
1687,170378.67
1688,183958.88
1689,194400.73
1690,190123.94
1691,174003.47
1692,273495.5
1693,170130.95
1694,180537.08
1695,167895.42
1696,309155.7
1697,176422.75
1698,395416.44
1699,350753.6
1700,241765.47
1701,277002.44
1702,266412.4
1703,257827.7
1704,312061.6
1705,226426.45
1706,516173.9
1707,204557.3
1708,203281.92
1709,284562.16
1710,221719.47
1711,260806.12
1712,250400.72
1713,266540.88
1714,214348.81
1715,193362.98
1716,209143.25
1717,178663.64
1718,125467.08
1719,209505.55
1720,243225.36
1721,176418.44
1722,109992.664
1723,160283.8
1724,195668.66
1725,250145.89
1726,179896.89
1727,147064.2
1728,183059.34
1729,167901.69
1730,171377.69
1731,124804.31
1732,127975.11
1733,120066.38
1734,124430.94
1735,127291.07
1736,106403.31
1737,384280.94
1738,227784.97
1739,336928.53
1740,203784.31
1741,183523.89
1742,172138.67
1743,169552.94
1744,315192.66
1745,211345.66
1746,205273.53
1747,213897.67
1748,235124.8
1749,146390.95
1750,139170.23
1751,245692.3
1752,111370.625
1753,145639.77
1754,210793.14
1755,175223.7
1756,128542.18
1757,127638.76
1758,136837.1
1759,164686.12
1760,164318.36
1761,152317.58
1762,176339.53
1763,167900.05
1764,109254.79
1765,178512.83
1766,184670.9
1767,234295.58
1768,139936.64
1769,186272.73
1770,146105.11
1771,127880.445
1772,131571.61
1773,134209.88
1774,108735.06
1775,135185.89
1776,108884.77
1777,109266.64
1778,134197.66
1779,113304.836
1780,188293.83
1781,128209.77
1782,82793.45
1783,139623.78
1784,96894.31
1785,121575.26
1786,157852.33
1787,155706.94
1788,56139.82
1789,105720.22
1790,84373.82
1791,194661.72
1792,162510.47
1793,138175.88
1794,141331.97
1795,132563.73
1796,120071.4
1797,137892.89
1798,108123.85
1799,107219.51
1800,112817.24
1801,140542.55
1802,154168.47
1803,145531.67
1804,144150.9
1805,133979.23
1806,121860.76
1807,143424.31
1808,127519.28
1809,124912.6
1810,145382.23
1811,93714.08
1812,105678.21
1813,119938.37
1814,92685.83
1815,51363.016
1816,92530.64
1817,104838.31
1818,156845.78
1819,120086.29
1820,47783.633
1821,113560.31
1822,151709.73
1823,48331.215
1824,133646.4
1825,121213.21
1826,86281.8
1827,92592.11
1828,126099.38
1829,112834.64
1830,151172.66
1831,175159.52
1832,90767.65
1833,142340.66
1834,116584.81
1835,148943.66
1836,117461.55
1837,92955.04
1838,142376.45
1839,77830.72
1840,161651.92
1841,142467.11
1842,71139.39
1843,140412.16
1844,127882.58
1845,146578.45
1846,151179.38
1847,163321.08
1848,54492.047
1849,115823.55
1850,118628.586
1851,161401.69
1852,119654.68
1853,118078.76
1854,178320.66
1855,148862.95
1856,228079.89
1857,161399.9
1858,129758.67
1859,112576.266
1860,139050.67
1861,114494.016
1862,364526.2
1863,352467.53
1864,352583.16
1865,336352.3
1866,345818.4
1867,247500.4
1868,335243.7
1869,201936.08
1870,248416.77
1871,250437.81
1872,169787.94
1873,242748.6
1874,146112.14
1875,225932.44
1876,198737.45
1877,222966.58
1878,210542.67
1879,126147.94
1880,126655.516
1881,252303.61
1882,268457.9
1883,196988.77
1884,216076.28
1885,274427.03
1886,306127.6
1887,217531.1
1888,301521.06
1889,173489.72
1890,135288.67
1891,136588.47
1892,98048.15
1893,139222.25
1894,127169.03
1895,148430.1
1896,129020.766
1897,110369.55
1898,117944.37
1899,143733.97
1900,138398.58
1901,164702.27
1902,130263.48
1903,215802.64
1904,128757.1
1905,177699.12
1906,172123.84
1907,219840.84
1908,111194.97
1909,139396.47
1910,123264.54
1911,197817.19
1912,291634.25
1913,142069.27
1914,70507.74
1915,308581.28
1916,68777.58
1917,273185.56
1918,144201.42
1919,169383.4
1920,160552.0
1921,418541.78
1922,310046.1
1923,221087.78
1924,228509.89
1925,216525.8
1926,416292.7
1927,138659.73
1928,143811.06
1929,122377.664
1930,133047.02
1931,147057.67
1932,144783.06
1933,178736.2
1934,184290.53
1935,178978.66
1936,184329.7
1937,187628.27
1938,165452.88
1939,218513.67
1940,173803.44
1941,177312.34
1942,176705.8
1943,186868.19
1944,303212.88
1945,364528.53
1946,174551.72
1947,311790.97
1948,204181.98
1949,226976.3
1950,176056.72
1951,266014.1
1952,225445.97
