Set,일자,품목0 변동률,품목1 변동률,품목2 변동률,품목3 변동률,품목4 변동률,품목5 변동률,품목6 변동률,품목7 변동률,품목8 변동률,품목9 변동률,품목10 변동률,품목11 변동률,품목12 변동률,품목13 변동률,품목14 변동률,품목15 변동률,품목16 변동률,품목17 변동률,품목18 변동률,품목19 변동률,품목20 변동률,품목21 변동률,품목22 변동률,품목23 변동률,품목24 변동률,품목25 변동률,품목26 변동률,품목27 변동률,품목28 변동률,품목29 변동률,품목30 변동률,품목31 변동률,품목32 변동률,품목33 변동률,품목34 변동률,품목35 변동률,품목36 변동률
0,d+1,0.35291756272401437,0.14894557184980098,0.5962662327858049,-0.6393238414489507,-0.9968673863223824,-0.35166335330984905,-0.7016090465465465,-0.2996482763157728,-0.39392990850614135,-0.9390643694665392,-0.47526973163841346,-0.7940776527303596,-0.4217547235728255,-0.9969298481032701,0.507228966937211,-0.7016970938470529,,-0.5206233608735616,-0.3927633332622973,-0.6696337975441827,-0.7752352603552662,-0.3001780745411269,-0.9280469044494918,0.1027343489784872,-0.6546683172000054,-0.08665409956951137,0.08593719659834796,-0.20749177883812367,-0.8223161136033672,-0.9923404493294438,-0.9565107423000812,0.04147871569364706,-0.5962626206189237,-0.40599939266646606,-1.1846673424819514,-0.2311109712935517,-0.49407906807237884
0,d+2,0.09121128870806286,-0.2612483751297253,-0.7699623375620214,-0.663901912719452,-0.9972387188608051,-0.5281803475433152,,-0.3933465514141278,-0.3632182889340966,-0.9390170897401456,-0.475555266460872,-0.7634858984110675,-0.5335544318976587,-0.9969522279409501,0.8204845713939338,-0.6426518863071708,-0.9457768644192396,-0.5223773606870474,-0.38356996622593637,-0.35693076081872854,-0.8129018188040024,-0.20402883082219406,-0.92996534016221,-0.18613447424489915,-0.8494260097448676,-0.5295304970575357,-0.06695250704146821,-0.4929063321442488,-0.8812496211388672,-0.9902417823239186,-0.9563329024345585,-0.3429671976249232,-0.6140769301033763,-0.4554782999512502,-0.6636121165808431,-0.32937843635404995,-0.49812016635287004
0,d+3,,,,,,,-0.6698526099629042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+4,0.3831031031031031,-0.36862665038651726,0.7416476189371619,-0.507595387451877,-0.9974097504307379,-0.5097277142494631,,-0.13413632096327388,-0.4952908103531384,-0.9390222644235069,-0.4840423603112042,-0.7751968693084855,-0.5269419307094191,-0.9967944399373414,0.5011106244841474,-0.6272971090074669,-0.9291698136033318,-0.5031620092833725,-0.4030144459243642,-0.204532772759251,-0.7960359495216486,-0.24636395513853218,-0.9284178367277309,0.11484616045613819,-0.7357322099224687,0.07154934009422693,0.13206582364531186,-0.2321694731391792,-0.8161404158358719,-0.9906473250059479,-0.9565075653340833,0.08510867204176907,-0.613100929625529,-0.3384088661520074,-0.866796525776093,-0.1747615341083519,-0.4879124474176979
0,d+5,0.3473984436048952,-0.10842970661968855,0.6866937076367702,-0.5119411437858234,-0.9970357982114855,-0.6577695739961831,,-0.19045085788919228,-0.38297520635635507,-0.9380491767262129,-0.48566597546859663,-0.7744451191038026,-0.45998374241198997,-0.9970395048929804,0.6917307392995043,-0.9851666991544934,-0.9421346860193889,-0.5258858038929513,-0.3985990537698537,-0.3441098486259378,-0.7808847784670102,-0.2633787038869255,-0.9277486010740494,0.11063461345466703,-0.7122061446279768,-0.11370961526265806,0.0463112137447123,-0.2463126705344014,-0.8703629958894018,-0.9905871890905447,-0.9567026780368458,0.0015610289410096115,-0.6071510629309803,-0.32487344162190285,-0.7336585543029501,-0.14999010524009254,-0.4788338314122685
0,d+6,0.2960558752300688,0.11860083538937828,0.8296069722602978,-0.48354851025515394,-0.9973066479294371,-0.329851980412998,,-0.2561203221347506,-0.30515680399043976,-0.9392019504013396,-0.4830976803515355,-0.8069489442075659,-0.4724747623843222,-0.9968302236655412,0.46880301995184154,-0.878566457303188,,-0.5132752097152286,-0.4061341375694004,-0.16374448715659096,-0.7729850750854033,-0.27256014476999435,-0.9295025122657724,-0.06533486037781132,-0.6226729496267942,-0.2445744389112524,-0.07210782162548403,-0.23518042883178733,-0.8063053255533448,-0.9910196267069844,-0.956932589243376,-0.09204951677782311,-0.6061883170522067,-0.3919326102591337,-0.5769179010535801,-0.317495888610648,-0.48009648003046024
0,d+7,0.3151364525816139,0.027054482274521754,0.7777991022735519,-0.48051501886688275,-0.9972496185771176,-0.4533402429352411,-0.6547676500029441,-0.22558070427233917,-0.331593804661198,-0.9376129432463565,-0.4781975835843211,-0.7891066173883631,-0.4288725514845301,-0.9968924772268766,0.4637943791022962,-0.8112602009008241,-0.9461781080056039,-0.5028560285359793,-0.3765246051730691,-0.3078036129097524,-0.7623511642789105,-0.2563264932944983,-0.9280454642465132,0.07548748713119618,-0.6941126990885423,-0.08509196342504925,-0.10827137838903841,-0.20044722042546273,-0.8097949372721492,-0.9906427032023858,-0.957037778996178,-0.1486317668021272,-0.6487390266410745,-0.37451705240838656,-0.549637559669297,-0.29890352225780764,-0.4807910804709913
0,d+8,0.2615759759759761,0.2938818079647775,0.568801305520737,-0.6344045978637667,-0.9971632015327824,-0.3779344986375133,-0.64862734057587,-0.3467207679540043,-0.34904057726900267,-0.9395013105225392,-0.48485250375971745,-0.8072423859242752,-0.4263194461523166,-0.9968476629208406,0.2186566552828519,-0.635115592335262,-0.9425498688022126,-0.5103758890989456,-0.40509538080243535,-0.6153831662912523,-0.7826259458923883,-0.2813395729643276,-0.9275444763052307,0.1100943265383655,-0.7415041404681129,0.036105390375513795,-0.09891096254702554,-0.22944724033505293,-0.8521206092132341,-0.9917764074623068,-0.956872115159302,-0.08490773801673465,-0.6230407422984893,-0.422782154502796,-0.8032827667461392,-0.4111344954941517,-0.48997344825589734
0,d+9,0.12700716200071044,-0.17989805785320762,-0.8578841898170095,-0.6666528809765171,-0.9971464038616797,-0.5558560826398389,-0.726713625390096,-0.4406782789892085,-0.3631946728174796,-0.940771887100509,-0.4842717485031733,-0.7921296066751788,-0.5182267429151329,-0.9967972124441624,0.6720057362526811,-0.8019655901390322,-0.9458146104399265,-0.5276303111172892,-0.42656320674014053,-0.3071530650280263,-0.8169777380568725,-0.19718759832306368,-0.9280910130660465,-0.2942599991941953,-0.7676248818232265,-0.6319738233955587,-0.1483840814060188,-0.4685953163744845,-0.8566052182244042,-0.9917457872221478,-0.9568858898862722,-0.40472571941592705,-0.6269398676907172,-0.47815710902129877,-0.9810261652577743,-0.3570184058759844,-0.487933140293383
0,d+10,,,,,,,-0.69130005005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
