Set,일자,품목0 변동률,품목1 변동률,품목2 변동률,품목3 변동률,품목4 변동률,품목5 변동률,품목6 변동률,품목7 변동률,품목8 변동률,품목9 변동률,품목10 변동률,품목11 변동률,품목12 변동률,품목13 변동률,품목14 변동률,품목15 변동률,품목16 변동률,품목17 변동률,품목18 변동률,품목19 변동률,품목20 변동률,품목21 변동률,품목22 변동률,품목23 변동률,품목24 변동률,품목25 변동률,품목26 변동률,품목27 변동률,품목28 변동률,품목29 변동률,품목30 변동률,품목31 변동률,품목32 변동률,품목33 변동률,품목34 변동률,품목35 변동률,품목36 변동률
0,d+1,-16245.688785559752,-66581.98904599177,-37986.770902544406,-104474.52456449733,-50117.72897853968,-4070.567284093336,-272.0008611552729,-9679.190328549217,-4775.114853576595,-267559.1259161912,-19829.28312704687,-233615.80092482903,-11691.349089865094,-16597.463913479987,-6989.0010969081695,-9157.471546024786,,-9878.15327865975,59923.043434183666,-19088.885029330046,-15006.022741522625,-26684.68278221785,-31226.96744831066,-15491.839385207402,-2826.10985189134,-12134.765269414802,-8760.326324100204,-6148.238874724685,-151858.47298800867,-57550.33790945503,-15356.10521079515,-27278.42103703152,-5061.141610120508,-12084.426721501726,-1674.5372353664882,-4863.88340549559,-14068.996125959911
0,d+2,-20789.41651328748,-114758.33546799707,-65234.218091134324,-172094.73311536855,-85053.88320724516,-8690.369150747627,,-18270.131222853768,-9568.028115593934,-407305.3801151362,-26698.73623432462,-330167.71003688924,-21231.759131570656,-17987.534483623727,-12219.424977032702,-13327.933474542318,-517.8057208681528,-18689.179848680807,86340.13157524016,-29355.57979824469,-22766.854887512935,-68508.48467126316,-54752.23290525898,-19655.171198664237,-4830.3014727752925,-16654.277488744512,-12798.1310205078,-9207.695568570569,-267745.3571689421,-84255.86431461523,-128964.40801740618,-41676.041595612405,-4416.8038334425,-21232.272759865693,-12298.261327060676,-7592.332538874977,-17521.40316928752
0,d+3,,,,,,,-142.79857798975445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+4,-9286.436371855727,-96885.53963563702,-36717.43947675287,-121756.44038326653,-77538.55034069829,-19583.740854592495,,-14385.65758942041,-5477.609630652627,-335464.88443683257,-34627.340515999655,-359604.23787862144,-16420.827627094397,-7887.323579491674,-10666.947718049645,-7940.400257718298,-469.5716726691365,-15682.107699674896,73461.54943032656,-16813.213906003242,-14302.155186017126,-43714.35258763097,-30046.615492548146,-16589.019439047315,-3542.274121460598,-13396.961887604562,-10559.272574504417,-8730.071899640812,-197996.9762012634,-40997.255726026684,-80075.9540653234,-35638.66221352232,-5954.713514608234,-19064.413415362396,-16148.56050657521,-5543.457394893164,-19434.485392468236
0,d+5,-1759.378475249443,-85877.36394292935,-30448.245148019734,-128034.76257932886,-83096.97504149332,-19032.109240930386,,-11230.185282194267,-4251.64978482994,-425073.66564974387,-13707.904778112335,-333878.27163243416,-16987.414227520407,-1627.8477300438183,-10627.16213940804,-6894.361850103317,-514.1081217236427,-12707.083241358561,57838.17042152776,-13415.773817795989,-10833.910040911074,-22691.68023788451,-16435.345688595742,-16400.71834494846,-3392.4345315719543,-11428.690803416372,-10503.944550344031,-8869.152126833038,-128978.45548313574,-13719.379243920417,-32496.039798837293,-35690.781615554835,552.4040241653224,-17911.378567246407,-12474.492824505418,-5378.135081303778,-14784.200347850188
0,d+6,1315.8522393361104,-44419.57978857244,-3933.9991722900345,-68619.63339223519,-57467.33701595665,-13009.61236438022,,-4874.264586449935,-878.6316129134295,-419998.6993747242,-20328.48478576799,-264893.1892615625,-8511.207747610933,-824.5760528447846,-5535.080856364606,-3207.5421229833073,,-9120.011233942823,48964.08018984865,-7337.933354398586,-8792.777482628724,21697.18556134575,-13949.439064656442,-13060.345717552267,-1538.480839244454,-7669.989188643591,-7265.658362450603,-6039.397011807779,-58772.38778743392,-13534.898810367786,4403.415014522457,-22928.258883672825,1675.1521631757785,-8958.814823980145,-4929.578112104904,-3577.0237939905087,-9937.701815572851
0,d+7,1706.421518292486,-5007.936858023973,-5427.603275475299,-13644.167275047566,-14723.763867254227,-1236.621666855778,-539.8748748748748,-1075.6256289369933,-712.6718575100391,-65453.12569773078,-966.0380421726752,-63565.73194221415,-1608.989955811576,-1126.108545961345,-908.6097541535871,-1312.0541651316764,-149.62371512044015,-918.1510791411067,20019.678627473215,-2133.6862145104046,-1343.381747747624,-723.2009626000398,-6839.762911889961,-3785.652041366164,-522.9218966307533,-2543.3747970764152,-1417.5929220446008,-1318.1022698592915,-32360.851980899515,-4383.399373129132,-13802.742498361667,-2897.059221528388,1519.7011986042648,-871.223864417704,-168.57643938471156,-1144.365420779163,-1554.151600876487
0,d+8,-16415.29632858665,-60645.460568740054,-39755.96421076107,-108122.52876258618,-61591.85755436418,-10136.998276260252,-546.6594535712183,-8490.045660726182,-5172.187687712239,-318792.9582986985,-24076.138866563386,-271377.67945360835,-12607.81850606286,-16387.987031990822,-7220.576578621616,-9467.083786964147,-441.8903978584495,-10868.453003408882,42585.76560464981,-19401.52984207024,-15978.996054516807,-26170.59712301165,-37127.604935617026,-13009.271761438858,-2793.3175795460775,-8095.7317589603435,-7902.64348021702,-5852.0273375865745,-172094.29607702215,-57155.36322688031,-31620.280007851234,-25145.223952235512,-4795.349316497053,-12145.10986255469,-4042.572369829303,-5275.326259330374,-14220.011966306858
0,d+9,-19270.07007007007,-100942.39195627144,-65791.06702561461,-169596.15336529206,-94790.42272898088,-13101.556910066785,-754.3288877112407,-16128.621618881214,-9635.441542000488,-435445.4020081689,-31599.365523197623,-348969.60305532167,-21364.633155256226,-18363.936666948517,-12355.093641997742,-13495.665086836972,-542.810909615917,-18195.866846664252,54645.5810183197,-27653.13975839039,-23170.397194151134,-57532.12502785091,-55914.04358119464,-15227.702330004438,-4416.322488798556,-10481.31137050368,-10443.53341158622,-8187.088858796201,-268893.0208004565,-83624.14002878383,-133201.2075737062,-37378.594969545244,-3940.564438775754,-21053.209533096342,-12459.553486608556,-7522.748036374146,-18306.838628051577
0,d+10,,,,,,,-620.5035182241064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
