Set,일자,품목0 변동률,품목1 변동률,품목2 변동률,품목3 변동률,품목4 변동률,품목5 변동률,품목6 변동률,품목7 변동률,품목8 변동률,품목9 변동률,품목10 변동률,품목11 변동률,품목12 변동률,품목13 변동률,품목14 변동률,품목15 변동률,품목16 변동률,품목17 변동률,품목18 변동률,품목19 변동률,품목20 변동률,품목21 변동률,품목22 변동률,품목23 변동률,품목24 변동률,품목25 변동률,품목26 변동률,품목27 변동률,품목28 변동률,품목29 변동률,품목30 변동률,품목31 변동률,품목32 변동률,품목33 변동률,품목34 변동률,품목35 변동률,품목36 변동률
0,d+1,-2.11489864057606e-05,5.495246025439489e-05,-5.30860680507177e-05,-3.6885806490055685e-07,3.4351161413442525e-05,-1.156780820679955e-05,4.895983115468409e-05,-1.21360972092536e-05,5.097928641294933e-06,-3.386087731166592e-05,5.098158175940534e-06,-4.2086318403491103e-05,-4.8107323839038876e-05,-1.5077000718157714e-05,7.332267778809012e-06,-6.591711240956969e-05,,-3.975699937867257e-05,5.663308688330828e-06,1.1512445648615712e-06,-5.548626297120541e-06,1.0326507980155335e-05,-0.00011932010626825283,1.1434056299199195e-05,-2.0438012190959654e-05,-1.7841818656665418e-05,-3.8889382691388405e-05,-1.9887814216967647e-05,-0.0001317641851135316,4.717447485316722e-05,-0.0001878058725048118,2.5600640531698755e-05,-4.038044590187118e-06,-5.560894560675188e-05,-1.9546011651330117e-05,1.1121336658030604e-05,-1.7681767686827656e-07
0,d+2,-2.8495780942232553e-05,-3.801667601901564e-06,1.434499024343113e-05,2.7950933055661825e-05,2.5674627535512627e-05,-2.494430400063428e-05,,-7.07724342553446e-05,1.6202129970691438e-05,-4.1483380272939706e-05,-0.0001089578729002503,-5.927350763752315e-05,-2.529342722636918e-05,-1.3331415940238456e-05,-1.3495698039313508e-05,2.0753083366507046e-05,1.9516776671474822e-05,9.296314341997251e-05,-5.991758842394478e-06,-9.701692412335888e-06,8.408667950509174e-05,0.00029140510086592944,0.00014840082989715778,-4.2042083875122676e-05,8.487485496668194e-05,1.0312249634536513e-05,-2.6720511684508544e-05,-4.876348237745021e-05,5.854082185765011e-05,-0.00012623551338147702,-5.6915869387082e-05,-1.159964693273803e-05,-5.836011521783757e-05,-2.3330493933380295e-06,8.01808863576269e-06,-3.0302926953875225e-06,-7.36477264497348e-05
0,d+3,,,,,,,2.052655817582288e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+4,-1.5199863088895348e-05,-6.722918719648254e-06,-7.95450305373945e-06,-5.8505746461718416e-05,2.633776749183002e-05,-7.5287459641550425e-06,,5.514541647136503e-06,-2.591435972304659e-05,7.260794299332827e-05,-9.611033165391803e-05,3.684476967489234e-05,-2.6483237576914342e-05,-4.022778443317979e-05,-2.1411496968110072e-05,1.6967011930088623e-05,7.35375529438152e-06,7.513409150977158e-05,1.262824183585147e-05,-3.362070036933086e-05,3.7658653094096406e-05,0.0002747241141639489,0.00017587692630737146,5.17350293576346e-08,0.00011867424345674678,6.40673177158522e-07,5.775884427984519e-05,1.2810492677110525e-05,0.0001107917410411702,-2.765658122201795e-05,-9.160120651013693e-05,3.958216400816438e-05,2.8257448599414764e-05,5.577432536269932e-06,-2.910604463741664e-06,-4.0462171379023006e-05,-5.7132375450126454e-05
0,d+5,-1.224993509638671e-05,-2.395350936242941e-05,1.9912409749294002e-05,1.406654994420068e-05,8.258352570462465e-07,1.5888311423256033e-05,,-3.854675335736507e-05,1.1626437342143015e-05,-3.620275827062602e-05,-5.433516682116767e-05,7.892568229112373e-05,-1.6600059450657556e-05,-1.26925143102784e-05,3.0101027924201764e-06,-5.133789400069893e-05,2.591527265871665e-05,-0.00010471684512394648,6.524567875793517e-06,-2.0125733037826706e-05,-3.230071460599964e-05,-2.9067661963990836e-05,-0.00015839077118706934,-2.1425912317231624e-05,-0.00013506484805040627,-5.132379890579669e-05,5.363050008054255e-05,-3.333134930228532e-05,-0.00032087102062228293,-0.00017514858788467488,2.9336816543154382e-05,-1.0125218899536432e-06,-6.0748142984552836e-05,3.089409872090221e-05,-3.334854168051877e-06,-5.0638392839359226e-05,-9.323611989512836e-05
0,d+6,-2.727886079628015e-05,4.2516056939359915e-05,-7.094237073399966e-05,-3.863714696909164e-06,1.0264312499281205e-05,-6.563551058273111e-06,,-6.392214321958748e-05,-1.8737136861037426e-05,-4.8573053675779124e-05,5.986506767971374e-05,-7.840982895426647e-06,5.721754953407901e-06,-1.869982067520991e-05,2.0597730496947386e-05,4.3426018428082845e-05,,3.754192587995845e-05,-1.087420163640975e-05,-4.544322869447991e-05,1.5253284835788324e-05,-4.009528766329442e-05,-0.00012448784259569195,-2.1152161641573922e-05,5.833605214361026e-05,-4.459322262878366e-05,-3.640026443595017e-05,-3.3513410910127217e-06,-9.553249077781154e-05,-8.92156719778006e-06,-7.032664349013275e-06,1.5798317309745306e-05,-2.455243066913977e-05,-7.005144775576775e-06,9.651758631895845e-07,1.6649980453788855e-05,3.122038097988949e-05
0,d+7,4.048949336433207e-05,1.9928553700042166e-05,-6.812829566648066e-05,-4.507619500394384e-05,4.062353653058579e-05,-1.5834759142000944e-06,8.12358645410116e-06,1.2914849937292774e-05,1.8033339125803216e-05,2.89291611056066e-06,-2.8214524730941682e-05,2.454700787554944e-05,1.2794432441815805e-05,-3.589677240905984e-06,-1.2163398964861995e-05,-6.000082259472462e-05,-2.1321151079009635e-05,-2.7361168376736894e-05,-1.6323364487123097e-05,4.9090409356658704e-05,-1.682478470414667e-05,-0.00012416258446593242,0.00020630853259286306,3.585801340892548e-05,1.5622651667319103e-05,-6.443126860164712e-06,-2.2055113429985895e-05,-3.365043623768505e-05,0.0001892471082766819,-1.620851492232301e-05,2.6136417867227486e-05,1.6236171037279024e-05,-2.962565504711293e-05,-2.3923460352210936e-06,-2.6340099123480303e-05,-2.8318121529735e-05,-7.314565118337286e-06
0,d+8,-2.7672420807904678e-05,6.73547710655589e-05,2.7513453207355727e-05,-3.281594872869862e-05,6.235979994217444e-05,2.6734142334447263e-05,-1.0825602072660896e-05,-2.9024137904834147e-05,-1.4346786773094767e-05,-7.613658259482707e-05,-2.2169095787712676e-05,-7.25036849478317e-05,-3.0494516512688604e-05,-9.027933965517999e-05,-1.4677449472344422e-05,-7.939214904498903e-05,-9.56847557575364e-06,3.395938281343991e-05,-1.3685475456210449e-05,-2.700423688646964e-05,-5.899125343203787e-05,2.0524132340753674e-05,-0.00016945091130804595,-7.210419573223915e-06,-5.456836861586705e-05,-3.543915265746526e-05,1.7877760259268634e-05,-1.3833653545193692e-05,-0.00019569548620546143,-2.6067925580683315e-06,-2.249489465328321e-05,1.6470321663143258e-05,-8.178703609816819e-05,2.1726116322497944e-05,-3.283429862981163e-05,-4.2921304564286515e-05,4.5467866570682315e-05
0,d+9,-3.023491620652911e-05,-4.265163994497795e-05,-0.00011546403611939264,-3.6695990121484855e-05,-3.743550756042879e-05,-6.674733988414192e-06,3.650379423541188e-05,-5.9783906969968556e-05,-1.9784941202019994e-05,-0.00012628131036758288,-7.982165340010484e-05,-5.593925701635547e-05,4.553412664171349e-05,-9.842134636553703e-05,1.4129332330788482e-06,1.842702094753521e-05,-5.1722106131791185e-05,-9.752887475380005e-05,-9.046735723126891e-06,1.5647126972692456e-05,-1.3865728020264545e-05,-0.00011332767936837816,-0.00044736252745496195,-1.6484152128488707e-05,1.8989991837546664e-05,-1.526234360450107e-05,9.539880080545146e-06,-5.295052555032228e-06,-0.00015616772650451843,-0.0001005364220183592,-0.00037051751578568934,-1.9038724314234604e-05,-2.0703152102473847e-05,1.9128076702108993e-05,-3.4392958971651067e-06,4.2285980673236626e-05,-0.00010756498788358082
0,d+10,,,,,,,1.6239511570393924e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+11,-6.425715780296426e-06,4.972033203650192e-07,-2.6496647760951086e-06,-8.17272920057667e-05,-2.1752548393269598e-05,-1.5139060361548127e-05,5.122364276040746e-05,-3.8052720413831564e-05,-3.0662188596918763e-06,-1.0076371058680253e-05,-5.509768697742315e-05,-2.4840220698563933e-06,-8.332854984768613e-06,1.5411953781580978e-06,-8.880842295593322e-06,-8.023666960088975e-05,-5.275274181962037e-05,-1.683233581619834e-05,-1.6280860865678476e-05,4.369777632914031e-06,1.4725272560185613e-06,1.0468868581456153e-05,0.00020236579024625174,-4.89067682878708e-05,0.00011326369315846845,-2.225467576297503e-05,1.4502131180706672e-05,-1.2356976235216233e-05,-0.00016828835178330978,-0.0001024256079711804,-0.0001524111704618244,-3.8280235799916146e-05,-3.259637918837437e-05,3.754314438199092e-05,-1.882626906244943e-05,-4.452700783587051e-05,4.009032753610144e-05
0,d+12,3.5968259872776e-05,9.782015790037657e-05,1.1327001743186101e-05,1.8071045335049873e-05,-1.9100692756039735e-05,-6.629142201843887e-06,-7.059949655537891e-06,-6.896833600702901e-05,1.0818254946351094e-05,5.471435169125431e-06,-8.440493343703838e-05,-2.638916235043799e-06,3.437656652997087e-05,-2.1041308294178747e-05,4.792030747373302e-05,-7.061931773240779e-05,-2.3464692628949343e-05,-0.00011278371391866539,-5.937412585125115e-06,-6.963896575115185e-07,8.614061169067711e-06,7.122158309800673e-05,-6.74374575281236e-05,-1.870000363298647e-06,1.3012873015240094e-05,-2.01870584278524e-05,-2.010075433667326e-05,-2.6295588674610165e-05,0.0001708197000837498,1.7988471074927074e-05,1.0699498583861733e-05,1.020652256863584e-05,-4.032016039205953e-05,-1.5647145873947485e-05,9.314584646642025e-06,3.1489612075326955e-05,-3.7225812755015135e-05
0,d+13,2.829779198553392e-05,0.0002039895801300369,0.00014352306938270442,-5.1074846946556324e-05,-6.581473137768506e-05,-6.388408828698779e-06,,3.180785671476344e-05,-2.8803050533686395e-05,0.00010015175099801159,6.166909698665549e-05,-2.1466522440636123e-05,-1.8042881790425598e-05,-6.597397391362139e-06,-1.2377095092542393e-05,-7.977640181208201e-05,-8.209162440212618e-05,-6.784861805455048e-05,1.371355201110224e-05,-8.364928355994604e-06,2.3706110151744005e-05,-8.705516286741299e-07,2.5194043583569865e-05,3.487300431659914e-05,0.00020633317542313644,-4.910777623014614e-07,1.7370418117878073e-05,-1.2517300300913055e-05,1.146205339573337e-05,-8.376598751333003e-05,-2.617569068323642e-05,-1.9098643985007308e-05,2.0182747760379184e-05,-3.406546064198933e-05,-2.4347186247890638e-05,-5.9321413145115385e-05,6.181622031549098e-05
