Set,일자,품목0 변동률,품목1 변동률,품목2 변동률,품목3 변동률,품목4 변동률,품목5 변동률,품목6 변동률,품목7 변동률,품목8 변동률,품목9 변동률,품목10 변동률,품목11 변동률,품목12 변동률,품목13 변동률,품목14 변동률,품목15 변동률,품목16 변동률,품목17 변동률,품목18 변동률,품목19 변동률,품목20 변동률,품목21 변동률,품목22 변동률,품목23 변동률,품목24 변동률,품목25 변동률,품목26 변동률,품목27 변동률,품목28 변동률,품목29 변동률,품목30 변동률,품목31 변동률,품목32 변동률,품목33 변동률,품목34 변동률,품목35 변동률,품목36 변동률
0,d+1,-0.002407218573412122,-0.005517158964315855,-0.004981288326958735,-0.0034760541970501753,-0.00257444916014237,-0.0010911448313826004,-0.0007832881410822585,-0.004200118453261086,-0.0026684495537032432,-0.00870359150057303,-0.00868405880294671,-0.003598787447296859,-0.003426338946002794,-0.0031453554693037177,-0.0014543680762557987,-0.007037541592822481,,-0.0045597612049798,-0.0008032073911840515,-0.003681752950567729,-0.0032487571630887757,-0.005691286459515381,-0.008901596968134534,-0.0021189641981766674,-0.005670079474632156,-0.0012400725536635467,-0.0017656272815129075,-0.0017534230823878843,-0.010488660551466642,-0.008513319643437088,-0.007885769741988461,-0.004005323782030809,-1.9752417860371128e-05,-0.0017154491677950695,-0.003304347650820089,-0.003792711311972236,-0.006255258491877628
0,d+2,-0.003614884561981336,-0.00847330207636625,-0.006193301404601857,-0.005790959794954029,-0.004367003637001331,-0.0012551371165854385,,-0.004891418251895944,-0.0037283783275221015,-0.015051431844774798,-0.015502160966356792,-0.0039525319384079854,-0.006249249324005085,-0.004857835327881862,-0.003125544008225109,-0.010180321194358246,-0.0011095763192298471,-0.005579048369365642,-0.0006001940411651161,-0.0047986464006147915,-0.0036878565376500107,-0.011411311716865852,-0.013515351218767555,-0.0023799627812492352,-0.007942509950090673,-0.0009191674779764788,-0.0009442472582550447,-0.0014220535040507085,-0.01766406985273185,-0.012078855188211158,-0.010546091859772472,-0.0028904594598887783,1.9443118216095374e-05,-0.0015528744432833793,-0.0023734847752033906,-0.0036898271053535316,-0.005988202082107295
0,d+3,,,,,,,3.7162854030501084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+4,-0.0033463565500984854,-0.004164268155056069,-0.003475129339044972,-0.004019500351402884,-0.00294422260598066,-0.0006382699481426282,,-0.0020961757455497157,-0.0028716648120822056,-0.011024295899066505,-0.01133571001389422,-0.0020643203508697444,-0.004057822204144845,-0.0028450245969690135,-0.0024134157077951657,-0.004838099504549848,-0.0004851590599324209,-0.002807652812060635,-0.0002808454999085889,-0.002694584906893055,-0.002152825491488341,-0.00570009539776155,-0.007594690216065199,-0.0007209095078186095,-0.0039000568930396373,-0.0004741817574516984,-5.9418832218041285e-05,-0.0008430858792502835,-0.014235801411171766,-0.007078980133839342,-0.007100391632889913,-0.0005112671311433012,8.146627663386346e-05,-0.00044459271319449803,-0.00127595045424623,-0.0029180845440780435,-0.0032948774976565053
0,d+5,-3.8952286480028416e-05,-0.00029024255774615424,-8.190176234557529e-05,-0.0015082388244218854,-0.0009199740525334441,-0.00014838614525245825,,0.00019154089469123134,-0.0006322341224304782,-0.0010915427636909545,-0.0018981388978822407,-0.0011427333622971117,-0.0002221448708364667,-0.00044763931470505976,-0.0005986267426300082,0.00113578993780746,0.00010078141415452596,-6.011940154297996e-05,-3.289214382377099e-05,0.0002657893297538344,-0.00011670971610618471,-0.0012955646059821296,-0.0014756795518060845,0.00022710395934500186,-0.0009965702422901873,-0.00019780038987651671,0.00030810041929986627,-0.0001975772342343171,-0.005212849342392213,-0.0015244179996580448,-0.00035350156842490853,0.0014307207126751241,-1.8312805239240165e-05,0.00029643338015494737,-0.00018516039110457572,-0.0010742346377664897,0.0007048887275609121
0,d+6,0.0001999105428008654,-0.0003007733077057914,0.0013971845679989151,-0.0013952656005502657,-0.0009188873232068363,-0.00011089927821891771,,0.0010222440909114152,-0.000372086758808904,-0.0006214925149440301,-0.001577927042858538,-0.0006288989165286219,-0.0008440731718137923,-0.0002083862054469745,-0.0006330541586435346,0.0025321879066743935,,0.0006868226255646559,-5.630640354644977e-05,0.0007270562847138338,0.0003251328788946309,-0.0006836069722479694,-0.00022391943062744337,-6.891144172983913e-07,-0.0004932115422912291,-0.0002952117508950256,7.885007971031927e-05,2.877693900537443e-05,-0.00440682236688502,-0.0005271072880127074,0.0019500671876825242,0.0027130703619776247,3.2460041978981554e-05,0.001245677871703054,0.0005255253842910017,0.00011465063102835111,0.0035648368975446498
0,d+7,-0.00016025297555620136,-0.0010758035031795915,-0.0004159777459833642,-0.0015965700960901515,-0.0011950716961779935,-0.00016940621260226924,-0.0006613961019843373,0.0025915137946002555,-0.001014398326091731,-0.0029670360755720804,-0.0032427641633354432,-0.0005250237922858948,-0.002041103407888442,-0.0005969273250398156,-0.0008289042461567055,0.000868577349987525,-0.0008780683822383407,0.00045227272435139867,-0.0001557120869450251,9.58512708440557e-06,-0.00010654609381878088,-0.000674521434091964,-0.0010788700264942875,-0.0005011923944991814,-0.0011065452614794095,-0.000680038863590727,-0.0008749856508192365,-0.0003634633586638845,-0.006397491696104646,-0.0034388577802460995,-0.00013166636141430122,0.0029717731744969373,-1.6345287419567805e-05,0.0012847265537987431,0.00012837948397654913,-0.0010533906800740094,0.000669532410743659
0,d+8,-0.001622539700991314,-0.0030442177385285453,-0.0038781692508841757,-0.0035588958848708848,-0.002869797782639727,-0.0006242657731890522,-0.0007233783783783783,0.0008060791651101283,-0.002894443981669806,-0.009654728992400214,-0.009361917738498112,-0.0021344127624950233,-0.004004654014523563,-0.0030841535484866602,-0.0019585758693593355,-0.004239781678601131,-0.0011671431687301122,-0.002245284772624619,-0.0003227674529734239,-0.0023552133657396175,-0.0018510388731602574,-0.004395442170188662,-0.006752590092644155,-0.0010589407994505396,-0.0038424662516227163,-0.001059561470497523,-0.0014203430970662363,-0.000981048155864213,-0.013016359384547514,-0.009364717556005438,-0.0059933967931316496,0.0008051835250817839,-2.5944618224788502e-05,-6.365694241398302e-05,-0.00127395839595384,-0.0033618625916373925,-0.004596612419308105
0,d+9,-0.0030451168587942784,-0.005100993066073604,-0.004978461656453647,-0.005643339253065499,-0.0046583913284278375,-0.0006552289810050107,-0.0007453023243832067,-0.0005828655389113863,-0.0038696476976657736,-0.015441802455527105,-0.015845227573956025,-0.0026395652217196825,-0.005928631904731307,-0.005241953458989913,-0.0030188485188480116,-0.00738444939815422,-0.0006582751272572178,-0.0032563102793992695,-0.0003855769911500283,-0.003359468112887451,-0.0026363887346894034,-0.00697906895055533,-0.010970403740429069,-0.001313589232965849,-0.005105864267872219,-0.0010940991080801927,-0.0012946558751890656,-0.0013764734090909317,-0.018777353408719506,-0.012167106396804397,-0.008992615501851124,-5.7165013380592274e-05,-6.881430349858361e-05,-0.0005766135411420218,-0.0013325840079064157,-0.004180931564388687,-0.005679119974626161
0,d+10,,,,,,,-0.0005102325119236883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
