Set,일자,품목0 변동률,품목1 변동률,품목2 변동률,품목3 변동률,품목4 변동률,품목5 변동률,품목6 변동률,품목7 변동률,품목8 변동률,품목9 변동률,품목10 변동률,품목11 변동률,품목12 변동률,품목13 변동률,품목14 변동률,품목15 변동률,품목16 변동률,품목17 변동률,품목18 변동률,품목19 변동률,품목20 변동률,품목21 변동률,품목22 변동률,품목23 변동률,품목24 변동률,품목25 변동률,품목26 변동률,품목27 변동률,품목28 변동률,품목29 변동률,품목30 변동률,품목31 변동률,품목32 변동률,품목33 변동률,품목34 변동률,품목35 변동률,품목36 변동률
0,d+1,-0.16873465207142627,-0.24800265170328137,-0.13262445204615858,-0.176294139761528,-0.13360544479140624,-0.23436804635784775,-0.019246108608608606,-0.12543215748627481,-0.13753213394013458,-0.0658755435402643,-0.10677475847723573,-0.5007900863076359,-0.10799119773044501,-0.14424471593049226,-0.38478131102584684,-0.17909727660857427,,-0.3082566178204382,-0.18159525718627373,-0.22922915400775182,-0.1782488506709226,-0.1985742931125906,-0.14111505639235103,-0.37123727197825385,-0.1188698306668237,-0.2585898029863021,-0.11185532706496476,-0.2986689684186144,-0.0810358994590455,-0.14400097904213152,-0.12933445815654615,-0.26289627574493446,-0.2025131143645877,-0.2836438106718151,-0.3125154363010394,-0.1735902674150016,-0.17857079933039757
0,d+2,-0.36676260776905933,-0.5161775262265024,-0.4526579283963534,-0.4231622694694652,-0.3946447088077642,-0.32368895494654115,,-0.2884443738618123,-0.4232688079058596,-0.43311641087003594,-0.5183036668473001,-0.5653191636300827,-0.42560354127047884,-0.4003302924846559,-0.5490548584256767,-0.3916972903024739,-0.02863788635794677,-0.5456855680927793,-0.22324792893427275,-0.4425409055974556,-0.34448032144063456,-0.3438796655243876,-0.39783354163401846,-0.4768769514618837,-0.33183718064590734,-0.34337559965091435,-0.1391853348755167,-0.4245460604053119,-0.4376412353710704,-0.4159903644209737,-0.2890810170933726,-0.3890879841952583,-0.3041086446269258,-0.4046675700011642,-0.3965519171951088,-0.32550845443444887,-0.49546077906916114
0,d+3,,,,,,,-0.03905775260554672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+4,-0.2776957602764054,-0.27093545845783845,-0.21222923960086917,-0.25513476946791797,-0.2531999793210388,-0.21018594464863347,,-0.21975913551794418,-0.24625131486458057,-0.22251935541691387,-0.21843630815945853,-0.4272559414262144,-0.28696183370670153,-0.32570199363670665,-0.37115130030238996,-0.28612703317298604,-0.01066647058745614,-0.33338496510538584,-0.22171059699173176,-0.2826547994692816,-0.23864704142898205,-0.3036643235383579,-0.21008005080758654,-0.41976440232469076,-0.20416045892848808,-0.319568396908498,-0.10555302393094046,-0.3785487476784736,-0.22551050497223327,-0.17544284904394264,-0.16218185405022734,-0.3268229210657348,-0.2134078081542157,-0.27452678225137583,-0.31957073754762405,-0.20032003102601442,-0.19922001400579054
0,d+5,-0.021431571959055828,-0.17609690064889832,0.0691908110383807,-0.17950666834622897,-0.09052304320833003,-0.21653917929901528,,-0.05719039914432415,-0.034154700756141174,0.048077192839578016,0.017469286250089346,-0.3009771893461819,-0.05948603564949218,-0.12243064877991451,-0.29328112771150766,0.01677913390389778,-0.007972865056794978,-0.18738559498986065,-0.2265280728468471,-0.17877179834269277,-0.16765064799223248,-0.12124473213565957,-0.020916975717981543,-0.48317347500486735,-0.03587997698368773,-0.34288777056258424,-0.10693480474364152,-0.3911961827502745,0.005751436971143254,0.020661412325763222,-0.029796282696763914,-0.3319532587115985,-0.1474896895515635,-0.23095212623210754,-0.28858892293484484,-0.07452444798077015,-0.0017256206723320088
0,d+6,-0.026178340921566727,-0.14181296690617973,-0.02438309003455423,-0.13922897549393384,-0.07458582403087549,-0.13594880434216577,,-0.02453937851192366,-0.05318404023525541,-0.099112637069034,-0.1392035623839854,-0.29981647429002595,-0.07800119880578509,-0.06670086047106197,-0.1502113539175305,0.0013820187436939591,,-0.17244200185431316,-0.19933788534242683,-0.12796422276490685,-0.17734564746547024,-0.12134313916517964,-0.19818076308597654,-0.41271793440402116,-0.04082676246269701,-0.2600045013254494,-0.10004636988340315,-0.2823874417231723,-0.0700269830002125,-0.05186740117830467,-0.11074829407440677,-0.23015804529168662,-0.09590367909664523,-0.10887289418722126,-0.2012978947957645,-0.0788609583072875,-0.062138540594391306
0,d+7,-0.03161713972036553,-0.036229690830328336,-0.025883136197145922,-0.07603529795195643,-0.06361519750259612,-0.02692217560320428,-0.013346139521874814,-0.028745064304620448,-0.044569475368026565,-0.03617034275824974,-0.04434489596327279,-0.04490420432954724,-0.03944832933537739,-0.05313974159430459,-0.04965051405475758,-0.02614499164769235,0.004283842777233971,-0.05387389445838234,-0.08039644333579199,-0.07365979768523488,-0.05958016104725258,-0.05552897361707737,-0.08201985833410985,-0.14606265076004363,-0.05322329330271121,-0.09433985189055369,-0.03425462444929945,-0.05780838883401778,-0.05425456646384741,-0.06388259778462788,-0.07121670473577157,-0.013546701566038741,-0.03134588018025068,-0.028084906541909822,-0.05417869746098933,-0.04585380513094549,-0.04269546382649975
0,d+8,-0.19807996383480253,-0.2747192873652214,-0.15911268131219264,-0.2636006547986207,-0.19316485861403226,-0.24020579288895047,-0.021253429900488723,-0.13020421712194907,-0.16019464398339103,-0.09132235160666093,-0.13843768853795885,-0.5161213372832828,-0.13731772224627523,-0.18688109382793808,-0.40986231662360467,-0.21195464349685786,-0.02491666534210546,-0.35749702869889727,-0.21288823445290414,-0.28288869177805614,-0.22881699509770595,-0.2532251223010393,-0.18236611821068702,-0.45623158700134764,-0.1638213177423879,-0.29808089293308554,-0.13579794835464354,-0.3153174861160063,-0.12367480765862608,-0.18839189603178494,-0.1657524739719838,-0.25581573330431356,-0.22494299423684025,-0.2890361196754844,-0.32047321181936184,-0.22153051643683686,-0.20200251123289412
0,d+9,-0.36966272078530144,-0.48503215405779065,-0.4543133778581179,-0.47314865825977237,-0.4216228365327421,-0.31637406582531336,-0.02427145527880822,-0.2850500403187072,-0.42345743145797743,-0.46283399508705936,-0.5603096409270073,-0.5664838916310154,-0.43091942789547893,-0.4132769369490124,-0.5638736113219713,-0.39936782942868776,-0.03134044022233201,-0.5512202798607192,-0.24728724191349005,-0.44418534700501744,-0.3554837186433966,-0.3721208246621815,-0.4413161392925977,-0.5269889186069884,-0.3430338762669234,-0.3643070025336706,-0.15121026063500223,-0.4202791115412613,-0.4490636197044443,-0.44322689073298355,-0.32841226475988783,-0.360489824400573,-0.31644060994183176,-0.40618944459379924,-0.3889213113031447,-0.3313289063403928,-0.5012135422101404
0,d+10,,,,,,,-0.027575375375375372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
