datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,,,,,,3.5,11.1,3.1,6.2,0.0,60.3,,,,,,,-3.6,7.8,-6.3,-0.5,0.0,79.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,3606.39,80.0,289289.0,6.0,371501.0,37150101.0,702.0,2587.975688325991,27240.0,1304.9598142644875,3841.1972895500726,13460.0,13780.0,41000.0,34600.0,27000.0,9980.0,6213.181818181818,3980.0,,,,,,5.2,12.9,3.3,7.9,0.0,60.8,,,,,,,-2.7,10.1,-5.2,1.4,0.0,79.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,2807.19,1280.0,3594402.0,11.0,110001.0,11000101.0,695.0,3300.6055767952125,24064.0,2433.7023277238673,5114.39620920072,16282.0,7782.0,40000.0,34000.0,27000.0,9980.0,6213.181818181818,3980.0,,,,,,7.1,11.6,2.3,6.9,0.0,47.2,,,,,,,-1.3,8.6,-4.8,1.0,0.0,69.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,2802.8,1000.0,2797200.0,1.0,110001.0,11000101.0,800.0,3316.285493158029,42897.0,2424.7441625339943,5709.785260264559,31255.0,11642.0,40000.0,34000.0,27000.0,9980.0,6213.181818181818,3980.0,,,,,,4.6,12.2,2.2,6.7,0.0,51.6,,,,,,,-1.2,9.7,-4.5,1.7,0.0,71.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,4805.19,140.0,674674.0,4.0,330101.0,33010101.0,138.0,3203.942325129158,34454.0,2428.3489289432086,5565.8732769754615,25937.0,8517.0,40000.0,34400.0,30000.0,9980.0,6213.181818181818,3980.0,,,,,,5.3,8.9,3.3,6.6,3.2,72.4,,,,,,,-2.4,6.3,-4.4,0.9,0.0,82.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,9609.6,5.0,48048.0,1.0,320101.0,32010101.0,801.0,2867.1833531135526,54600.0,2190.4485068242006,3419.8520206288467,24545.0,30055.0,40000.0,34400.0,30000.0,8000.0,6145.0,3980.0,,,,,,7.6,9.3,4.7,7.0,3.3,68.3,,,,,,,2.2,7.4,-2.4,3.4,0.0,79.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,2672.67,880.0,2353851.5,18.0,220001.0,22000105.0,697.0,2670.7972297872343,18800.0,2029.7312948545864,3610.326649180328,11175.0,7625.0,,,,,,,,,,,,3.7,10.2,1.2,5.8,0.0,72.2,,,,,,,-2.8,8.8,-3.0,1.1,0.0,83.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,,,,,,10.6,11.1,8.2,9.9,2.5,73.7,,,,,,,2.8,10.8,1.8,5.3,0.0,78.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,2997.0,62.0,185814.0,1.0,230001.0,23000103.0,770.0,2902.0688923296443,65877.0,2232.691091071731,4031.5244684669988,41363.0,24514.0,40000.0,34400.0,30000.0,8000.0,6145.0,3980.0,,,,,,7.9,10.7,3.8,7.5,2.6,55.0,,,,,,,3.7,8.3,-2.8,4.9,0.0,59.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,4464.46,50.0,223223.0,1.0,380201.0,38020101.0,621.0,2641.278977564652,29195.0,1816.2684589966957,3735.4861553784854,16645.0,12550.0,40000.0,34200.0,30000.0,8000.0,6145.0,3980.0,,,,,,3.1,6.3,1.0,3.4,0.0,41.0,,,,,,,-3.0,3.4,-3.7,-0.7,0.0,49.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,8161.83,132.0,1079078.0,2.0,230003.0,23000303.0,690.0,2737.812736252256,42116.0,2191.282128314799,3976.8443875572098,29225.0,12891.0,40000.0,34200.0,30000.0,7660.0,6137.272727272727,3980.0,,,,,,-0.1,4.0,-3.8,0.2,0.0,33.9,,,,,,,-3.0,2.3,-8.1,-3.3,0.0,37.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130112,3296.7,10.0,33033.0,1.0,350402.0,35040201.0,560.0,3292.772245836876,39994.0,2316.6390526447262,7216.171046686747,32026.0,7968.0,40000.0,34200.0,30000.0,7660.0,6062.666666666667,3980.0,,,,,,0.4,8.6,1.0,4.6,0.0,45.8,,,,,,,-2.5,3.5,-4.1,-0.2,0.0,56.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130113,2857.14,880.0,2520518.0,6.0,250001.0,25000102.0,690.0,2661.8908547025367,50813.0,2079.913972180303,3534.44111455413,30482.0,20331.0,40000.0,33900.0,28000.0,7660.0,6031.063829787234,3980.0,,,,,,0.5,5.6,-3.0,0.3,0.0,38.8,,,,,,,-2.4,1.2,-6.5,-3.9,0.0,41.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130114,1648.35,1600.0,2635362.0,7.0,110001.0,11000104.0,540.0,2702.002053318208,17630.0,1929.7302697302698,3716.495564304462,10010.0,7620.0,,,,,,,,,,,,-2.5,-1.0,-5.7,-3.7,0.0,33.9,,,,,,,-6.7,-3.7,-9.6,-6.7,0.0,35.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130115,,,,,,,,,,,,,,,,,,,,,,,,,-6.1,3.9,-8.0,-3.4,0.0,28.6,,,,,,,-9.5,1.4,-14.0,-8.0,0.0,40.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130116,3996.0,5000.0,19980000.0,1.0,240004.0,24000401.0,502.0,2838.066114822197,65719.0,2066.270522686274,4379.580498038858,43793.0,21926.0,40000.0,33900.0,28000.0,7660.0,6062.666666666667,3980.0,,,,,,-2.6,6.7,-4.6,0.4,0.0,40.4,,,,,,,-9.8,4.3,-14.2,-6.7,0.0,59.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130117,4685.31,245.0,1148850.0,5.0,220001.0,22000105.0,702.0,3655.615473575519,53265.0,2225.1174728137744,6469.281457138083,35312.0,17953.0,40000.0,33500.0,26000.0,7660.0,6058.048780487805,3980.0,,,,,,-0.6,8.6,-2.2,2.4,0.0,39.7,,,,,,,-8.3,5.9,-12.2,-5.1,0.0,60.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
