datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-3.3,7.1,-6.7,-0.2,0.0, ,-0.1,9.7,-2.8,3.0,0.0, ,-1.5,9.5,-3.1,1.6,0.0,86.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,1301.3,150.0,194444.25,3.0,320201.0,32020102.0,138.0,1789.4787257911637,130820.0,1239.1560467655186,2399.7753095437697,68790.0,62030.0,28000.0,23000.0,18000.0,2000.0,1548.235294117647,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,1.2,8.4,-2.4,4.6,0.0, ,5.5,9.2,1.1,5.6,0.0, ,-1.9,10.8,-3.2,3.0,0.0,86.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,2157.84,704.0,1516382.1,10.0,330101.0,33010101.0,363.0,1896.4420227776625,714428.0,1412.3536048995172,2364.1203025018367,351055.0,363373.0,28000.0,21600.0,16000.0,2000.0,1555.0588235294117,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-3.0,6.2,-7.2,-1.4,0.0, ,0.5,7.0,-2.9,2.0,0.0, ,0.3,8.4,-4.2,0.5,0.0,83.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,2357.64,1104.0,2597400.0,12.0,110008.0,11000802.0,638.0,1893.6485093222184,689750.0,1396.4301294117013,2474.3906626874495,371597.0,318153.0,28000.0,21200.0,16000.0,2000.0,1552.5882352941176,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-1.9,8.7,-4.3,0.6,0.0, ,1.7,9.3,1.0,4.6,0.0, ,-3.9,9.6,-4.5,1.4,0.0,74.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,2397.6,136.0,326926.6,2.0,250003.0,25000301.0,305.0,1880.350391929576,469046.0,1284.2910261133497,2551.482833621147,248417.0,220629.0,26000.0,21000.0,16000.0,2000.0,1581.764705882353,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-4.0,7.6,-5.8,1.0,0.0, ,2.1,7.8,1.0,4.6,0.0, ,-3.7,8.3,-4.4,1.4,0.0,70.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,2457.54,192.0,471727.8,2.0,240001.0,24000102.0,506.0,2026.389082864732,591120.0,1340.0948168278117,2800.2186521859617,313279.0,277841.0,27000.0,21500.0,16000.0,2000.0,1573.5294117647059,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,1.1,10.7,-2.4,3.7,0.0, ,3.3,11.9,1.4,4.9,0.0, ,4.1,10.1,-2.5,4.4,0.0,69.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,889.11,1530.0,1362160.8,17.0,220001.0,22000106.0,711.0,2000.634819338724,438395.0,1255.3585482671547,2885.920046931769,238019.0,200376.0,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-2.8,8.6,-5.3,0.3,0.0, ,1.8,10.3,-1.3,5.6,0.0, ,-2.8,9.0,-5.8,1.0,0.0,79.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-0.2,9.8,-1.5,6.0,0.0, ,3.4,10.3,2.1,5.6,0.0, ,2.1,12.6,1.0,5.8,0.0,69.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,3496.5,4.0,13986.0,1.0,380303.0,38030301.0,678.0,2050.009811187585,742287.0,1331.3763674410975,2928.7467740309753,408343.0,333944.0,30000.0,21700.0,13000.0,2000.0,1579.4117647058824,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,3.4,4.0,-5.9,1.7,0.0, ,4.4,5.1,-2.1,3.1,0.0, ,4.7,6.2,-3.9,3.0,0.0,62.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,2752.75,360.0,991991.0,7.0,110001.0,11000105.0,450.0,2120.7948209286496,534368.0,1282.0603229489143,2951.176988745761,265847.0,268521.0,30000.0,22200.0,13000.0,2100.0,1594.235294117647,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-6.7,1.3,-10.2,-6.4,0.0, ,-2.7,2.2,-6.0,-3.1,0.0, ,-3.4,3.8,-4.6,-1.7,0.0,61.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,2217.78,190.0,422422.0,5.0,360301.0,36030101.0,540.0,2089.6109385342647,604597.0,1204.2341291022512,2953.853880212452,298647.0,305950.0,35000.0,23900.0,15000.0,2100.0,1606.0,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-7.6,1.1,-13.7,-7.9,0.0, ,-6.0,2.3,-8.5,-3.7,0.0, ,-4.5,1.2,-10.9,-5.9,0.0,66.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130112,3356.64,2080.0,6998491.5,13.0,311201.0,31120106.0,660.0,2181.3145181895848,413231.0,1352.1770560333428,2991.148314562615,204182.0,209049.0,35000.0,23900.0,15000.0,2100.0,1656.7058823529412,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-2.0,1.4,-8.6,-4.5,0.0, ,-0.5,1.9,-4.6,-1.7,0.0, ,-5.8,4.7,-8.1,-3.3,0.0,77.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130113,960.96,30.0,28771.2,1.0,330101.0,33010101.0,363.0,2291.1971318745364,562747.0,1391.9610327517942,3160.2148609905576,276565.0,286182.0,33000.0,23200.0,13000.0,2150.0,1676.1176470588234,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-9.6,-1.3,-12.7,-7.8,0.0, ,-5.2,-1.0,-7.4,-5.0,0.0, ,-8.3,-2.5,-10.8,-6.3,2.5,76.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130114,2842.84,408.0,1156342.5,4.0,230003.0,23000301.0,666.0,2368.962020574262,378434.0,1443.8428802548765,3195.744604389555,178596.0,199838.0,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-12.3,-4.8,-14.5,-10.1,0.0, ,-7.3,-4.2,-9.0,-7.0,0.0, ,-5.6,-4.5,-10.2,-6.4,2.5,50.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130115,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-12.0,-1.0,-17.3,-10.2,0.0, ,-7.8,-1.0,-8.9,-5.9,0.0, ,-10.5,-1.0,-16.0,-9.2,0.0,59.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130116,1238.76,729.0,908407.5,12.0,220001.0,22000103.0,678.0,2392.1535908929905,711474.0,1588.4166530830719,3304.874507176945,378324.0,333150.0,35000.0,25100.0,17000.0,2150.0,1702.5882352941176,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-12.4,2.5,-15.4,-8.5,0.0, ,-4.7,3.6,-9.3,-4.1,0.0, ,-11.6,2.0,-15.1,-8.9,0.0,63.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130117,2332.33,628.0,1460538.0,5.0,250003.0,25000301.0,702.0,2318.8868578775587,556689.0,1607.0260178638164,3251.587717874231,315722.0,240967.0,35000.0,25000.0,17000.0,2180.0,1712.3529411764705,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-10.8,3.5,-14.1,-6.8,0.0, ,-5.3,5.0,-8.3,-3.4,0.0, ,-10.8,2.7,-13.1,-6.5,0.0,71.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130118,3103.1,48.0,148851.0,2.0,380303.0,38030302.0,627.0,2451.791206367727,578511.0,1635.386442804017,3309.1436542690994,296332.0,282179.0,35000.0,25300.0,16000.0,2180.0,1719.8823529411766,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-3.9,2.9,-8.8,-4.3,0.0, ,0.6,4.4,-3.4,0.2,0.0, ,-6.4,3.4,-7.6,-2.8,0.0,78.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130119,1231.23,50.0,61561.5,1.0,240001.0,24000103.0,580.0,2415.2113621873045,460549.0,1626.1876709804214,3294.3343676464524,242712.0,217837.0,35000.0,25600.0,17000.0,2380.0,1787.2941176470588,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-7.5,3.0,-10.5,-4.8,0.0, ,-3.0,4.8,-6.0,-1.9,0.0, ,-6.2,4.5,-7.7,-3.3,0.0,73.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130120,1998.0,800.0,1601600.0,1.0,210009.0,21000902.0,600.0,2554.281578033456,603536.0,1761.4197086244155,3349.295568365306,302177.0,301359.0,35000.0,25400.0,17000.0,2380.0,1793.5294117647059,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-5.7,-1.1,-12.4,-5.1,1.5, ,-2.0,-1.0,-7.8,-3.3,3.3, ,-2.8,-1.0,-10.9,-3.7,5.0,74.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130121,1238.76,1290.0,1600398.8,16.0,380201.0,38020102.0,636.0,2504.3518181410345,454737.0,1769.343221830394,3354.404844190149,243871.0,210866.0,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-13.6,-1.0,-16.1,-8.6,1.5, ,-7.7,1.4,-10.5,-5.8,3.0, ,-11.8,-1.0,-13.0,-5.9,1.9,80.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130122,2482.48,48.0,119080.8,3.0,210009.0,21000901.0,627.0,3730.189583333333,384.0,2480.85,3908.6666666666665,48.0,336.0,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-3.5,-3.1,-13.4,-7.7,0.0, ,-3.0,-1.7,-9.0,-6.6,1.0, ,-0.8,-1.0,-9.6,-5.4,3.5,67.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130123,3586.41,11632.0,41794753.0,54.0,110001.0,11000102.0,545.0,2520.2670923391183,786698.0,1770.2527532850982,3383.6656601149557,420992.0,365706.0,35000.0,26400.0,18000.0,2380.0,1810.8235294117646,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-14.6,-4.0,-18.6,-11.9,0.0, ,-9.1,-2.2,-11.5,-7.6,0.0, ,-8.8,-3.2,-12.9,-8.2,0.0,67.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130124,2952.95,40.0,117882.0,2.0,360301.0,36030102.0,545.0,2388.689920731368,572080.0,1651.9564105063735,3070.7337412325883,275014.0,297066.0,35000.0,26100.0,18000.0,2660.0,1817.0588235294117,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-15.9,-1.0,-18.5,-11.0,0.0, ,-8.5,-1.0,-12.3,-7.1,0.0, ,-13.4,-1.0,-16.5,-10.3,0.0,69.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130125,,,,,,,,,,,,,,35000.0,25200.0,16000.0,2660.0,1813.6470588235295,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-14.3,1.7,-18.1,-11.4,0.0, ,-6.5,2.3,-11.6,-6.5,0.0, ,-12.6,1.4,-16.7,-10.7,0.0,69.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130126,,,,,,,,,,,,,,35000.0,24600.0,16000.0,2660.0,1808.9411764705883,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-12.1,2.9,-14.1,-5.4,0.0, ,-6.3,3.4,-8.8,-2.4,0.0, ,-11.3,3.8,-14.7,-6.1,0.0,70.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130127,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,2.4,4.1,-9.1,-2.9,3.4, ,5.0,5.6,-4.8,-1.5,2.5, ,3.9,5.4,-8.1,-0.4,3.5,55.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130128,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-9.8,4.7,-13.1,-5.6,3.5, ,-5.2,3.3,-8.9,-3.1,2.5, ,-8.2,7.5,-11.6,-3.8,3.5,60.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130129,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-0.9,-1.0,-1.7,-1.3,2.7, ,0.8,1.2,1.0,1.1,2.3, ,-0.6,3.1,1.0,1.9,2.2,85.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130130,,,,,,,,,,,,,,,,,,,,17903.0,31457.0,1034470.0,821281.0,-789824.0,-1.2,-1.0,-12.7,-5.3,3.5, ,-0.4,-1.0,-7.2,-4.7,3.0, ,-0.1,-1.0,-10.8,-4.5,5.3,69.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130131,,,,,,,,,,,,,,30000.0,21700.0,14000.0,2660.0,1811.1764705882354,1000.0,17903.0,31457.0,1034470.0,821281.0,-789824.0,-13.2,-1.0,-15.3,-9.2,0.0, ,-7.1,1.1,-10.9,-6.6,0.0, ,-11.1,-1.0,-13.4,-8.3,0.0,63.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20130201,959.04,460.0,444444.0,6.0,230003.0,23000303.0,323.0,1498.3046770558592,1052857.0,946.6105254046364,1967.395178224973,483829.0,569028.0,25000.0,18500.0,11000.0,2280.0,1780.595238095238,1000.0,20350.0,33070.0,4847497.0,2914801.0,-2881731.0,-11.1,-1.0,-11.2,-7.3,0.0, ,-6.2,1.0,-6.9,-4.9,0.0, ,-9.1,2.3,-10.6,-5.4,0.0,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
