datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,0.7,8.7,-2.1,2.8,0.0,83.4 ,-1.7,6.3,-4.3,1.1,0.0, ,-0.6,11.7,-2.2,4.1,0.0,93.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,1168.83,5900.0,6874218.9,6.0,240001.0,24000101.0,502 ,814.592672000568,84491.0,561.7709614286558,1195.5956349771527,50789.0,33702.0,17000.0,14200.0,12000.0,7000.0,5729.444444444444,5000.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,1.8,11.0,1.0,5.5,0.0,80.9 ,2.1,8.8,1.2,4.3,0.0, ,0.4,11.0,-1.7,5.3,0.0,96.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,730.73,9160.0,6678115.2,19.0,380303.0,38030302.0,695 ,942.5525981329756,770638.0,707.486292997964,1170.274469948957,379204.0,391434.0,17000.0,14200.0,12000.0,7000.0,5683.333333333333,5000.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,4.9,8.8,-3.1,3.2,0.0,72.4 ,0.3,7.1,-4.8,0.2,0.0, ,0.6,9.5,-3.8,2.3,0.0,92.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,989.01,242168.0,239463664.44,129.0,110001.0,11000106.0,690 ,902.5162781771148,831934.0,672.476728010911,1095.0644475336244,379063.0,452871.0,17000.0,14400.0,13000.0,7000.0,5636.315789473684,4660.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,-2.0,10.0,-2.7,3.6,0.0,69.9 ,-0.7,9.0,-2.2,4.4,0.0, ,-0.4,9.6,-2.4,3.9,0.0,95.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1451.45,480.0,696696.0,1.0,320201.0,32020101.0,138 ,873.895334166109,793731.0,666.0457535981612,1017.0419908834442,323707.0,470024.0,16000.0,14200.0,13000.0,7000.0,5636.315789473684,4660.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,-1.6,9.0,-2.5,3.1,0.0,69.8 ,-2.1,7.8,-2.9,2.5,0.0, ,-1.2,10.6,-2.0,4.4,0.0,86.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,1041.04,1360.0,1418580.0,4.0,210009.0,21000901.0,920 ,819.6086435848417,863681.0,607.7074534013694,957.457358496696,340407.0,523274.0,14000.0,13400.0,12000.0,7000.0,5578.421052631579,4660.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,5.7,10.8,1.0,5.6,0.0,65.4 ,4.9,10.4,1.0,5.2,0.0, ,6.8,12.8,1.0,6.9,0.0,84.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,729.27,4152.0,3032529.5,9.0,230003.0,23000301.0,690 ,729.4721608599315,882768.0,568.1168061772328,822.3983089916525,322604.0,560164.0,,,,,,,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,-0.1,9.3,-3.6,2.5,0.0,79.2 ,-0.6,10.3,-3.2,2.8,0.0, ,0.3,10.3,-2.7,4.5,0.0,90.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,2.0,12.4,1.2,6.7,0.0,66.7 ,1.2,11.6,1.0,6.1,0.0, ,4.7,15.0,4.2,8.1,0.0,84.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,650.65,7410.0,4802392.8,9.0,370101.0,37010103.0,695 ,810.0688437188763,805254.0,587.6753228907414,1017.4232626698699,388537.0,416717.0,15000.0,13600.0,12000.0,7000.0,5495.789473684211,4500.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,5.7,6.4,-1.8,4.0,0.0,69.0 ,5.0,5.4,-4.4,2.6,0.0, ,6.8,9.6,-2.6,5.4,0.0,82.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,770.77,1040.0,800800.0,2.0,310401.0,31040101.0,537 ,821.4304512429569,542537.0,612.5461181351243,1011.0603315200001,258162.0,284375.0,16000.0,13800.0,12000.0,7000.0,5490.526315789473,4500.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,-1.1,2.5,-4.6,-1.4,0.0,59.1 ,-5.3,1.9,-8.9,-4.8,0.0, ,-2.3,6.2,-4.5,0.1,0.0,85.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,920.92,4384.0,4017978.0,3.0,240001.0,24000103.0,585 ,781.2750968599829,825728.0,567.8714808920134,962.7676682719783,379501.0,446227.0,16000.0,13800.0,12000.0,6000.0,5332.105263157895,4500.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,-4.1,2.2,-11.0,-4.4,0.0,55.0 ,-6.9,-1.0,-13.0,-7.5,0.0, ,-2.8,2.6,-8.2,-3.5,0.0,81.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130112,609.39,4035.0,2457240.3,12.0,210009.0,21000902.0,695 ,749.7281344304273,869327.0,555.985565364168,897.5317519219185,376200.0,493127.0,16000.0,13600.0,11000.0,6000.0,5268.9473684210525,4000.0,58210.0,24708.0,2575667.0,1255333.0,-1230625.0,-3.8,2.5,-4.3,-1.8,1.0,70.9 ,-3.6,2.1,-7.3,-3.8,0.0, ,-4.6,8.4,-4.6,1.1,0.0,88.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
