datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,1.3,9.5,-1.8,4.6,0.0, ,3.6,9.5,3.0,5.8,0.0,47.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,2102.1,300.0,630630.0,1.0,240001.0,24000103.0,356.0,1836.6843653239928,5710.0,1501.596090909091,2295.518931950207,3300.0,2410.0,50000.0,49200.0,46000.0,11450.0,6794.318181818182,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,3.4,10.9,2.0,5.7,0.0, ,6.0,13.3,4.8,8.5,0.0,46.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,639.36,380.0,243443.2,10.0,250001.0,25000101.0,360.0,1771.8606062335382,13668.0,1169.0213363996422,2579.6714203047422,7827.0,5841.0,50000.0,49200.0,46000.0,11450.0,6786.590909090909,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,3.7,8.3,-3.3,3.2,0.0, ,6.4,11.3,2.3,6.4,0.0,38.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,5205.2,50.0,259740.0,1.0,310901.0,31090105.0,800.0,1766.828034101877,18650.0,1166.888210900474,2310.0101666326113,8862.0,9788.0,50000.0,49200.0,46000.0,11450.0,6809.318181818182,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,0.1,10.0,1.0,5.5,0.0, ,6.7,11.0,1.0,5.9,0.0,44.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1768.23,680.0,1205204.0,7.0,250003.0,25000301.0,356.0,1660.0617697096548,18633.0,1081.6255914382273,2094.2149666478767,7989.0,10644.0,50000.0,49200.0,46000.0,11450.0,6659.545454545455,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,-0.2,8.8,-2.2,4.5,0.0, ,1.4,3.7,1.0,2.3,8.0,86.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,359.64,180.0,64064.0,4.0,250001.0,25000101.0,360.0,1827.154669033376,17887.0,1281.8718561026783,2278.751831050695,8103.0,9784.0,50000.0,49200.0,46000.0,11450.0,6659.545454545455,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,6.5,11.5,2.3,7.0,0.0, ,2.1,9.1,1.4,4.0,10.5,87.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,2252.25,12.0,26973.0,1.0,350101.0,35010101.0,565.0,1766.0513591699562,18746.0,1114.2489628550618,2142.6714627556603,6865.0,11881.0,,,,,,,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,2.0,10.3,-2.1,4.0,0.0, ,3.3,10.4,1.0,5.2,0.0,67.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,2.4,12.1,1.9,7.1,0.0, ,4.0,8.2,3.6,5.8,1.0,84.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,2662.66,5.0,13323.31,2.0,330201.0,33020101.0,138.0,1778.592530174768,14648.0,1074.1838516330783,2234.5727768780926,5756.0,8892.0,50000.0,49200.0,46000.0,11450.0,6667.045454545455,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,5.9,6.2,-1.4,4.6,0.0, ,5.1,10.2,2.6,6.0,1.0,55.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,1501.5,220.0,329670.0,1.0,350101.0,35010101.0,576.0,1805.5951004120125,23543.0,1299.9499036891934,2354.2767893897794,12252.0,11291.0,50000.0,49200.0,46000.0,11450.0,6678.409090909091,2200.0,0.0,0.0,128800.0,72232.0,-72232.0,,,,,,,-1.5,2.7,-6.3,-1.6,0.0, ,2.5,5.2,-1.1,2.7,0.0,34.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
