datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,226137.0,177702.0,1046830.0,205871.0,-28169.0,0.7,8.7,-2.1,2.8,0.0,83.4 ,,,,,,,-2.0,5.7,-4.7,-0.3,0.0,88.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,879.12,10124.0,8938252.8,14.0,380401.0,38040101.0,630.0,855.0924986460803,195728.0,741.1433005984621,1009.5119940196856,112622.0,83106.0,25000.0,23800.0,22000.0,4000.0,3115.925925925926,2480.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,1.8,11.0,1.0,5.5,0.0,80.9 ,,,,,,,-0.6,6.3,-1.3,3.7,0.0,90.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,1311.31,1540.0,2012235.75,6.0,320101.0,32010102.0,138.0,1079.7000924161775,1439261.0,880.5312155271159,1190.9961471214497,515949.0,923312.0,26000.0,25000.0,23000.0,3660.0,3084.814814814815,2480.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,4.9,8.8,-3.1,3.2,0.0,72.4 ,,,,,,,0.3,5.9,-3.7,0.4,0.0,78.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,920.92,5280.0,4864330.8,2.0,310101.0,31010101.0,697.0,1145.5090561082866,1461228.0,975.2523442127396,1305.222375221995,707269.0,753959.0,27000.0,25200.0,23000.0,4000.0,3055.185185185185,2480.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,-2.0,10.0,-2.7,3.6,0.0,69.9 ,,,,,,,-1.6,8.9,-3.7,1.5,0.0,76.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1098.9,31880.0,35017782.8,24.0,360301.0,36030101.0,699.0,1082.7588245633096,1813070.0,913.3088926560315,1188.7186915504724,697552.0,1115518.0,26000.0,25200.0,24000.0,4000.0,3085.4166666666665,2480.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,-1.6,9.0,-2.5,3.1,0.0,69.8 ,,,,,,,-4.1,5.0,-5.8,-0.6,0.0,87.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,920.92,26340.0,24353429.1,23.0,250001.0,25000101.0,699.0,949.1775955059824,1973468.0,826.1250927831909,1030.7323560184016,786608.0,1186860.0,25000.0,23800.0,22000.0,4000.0,3096.25,2480.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,5.7,10.8,1.0,5.6,0.0,65.4 ,,,,,,,1.9,9.8,-2.8,2.0,0.0,81.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,960.96,4878.0,4665861.2,1.0,310101.0,31010103.0,699.0,922.0659134070696,1602013.0,826.8779606203731,1005.0881701917053,746325.0,855688.0,,,,,,,226137.0,177702.0,1046830.0,205871.0,-28169.0,-0.1,9.3,-3.6,2.5,0.0,79.2 ,,,,,,,-3.0,9.2,-5.4,-0.4,0.0,88.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,226137.0,177702.0,1046830.0,205871.0,-28169.0,2.0,12.4,1.2,6.7,0.0,66.7 ,,,,,,,-1.3,7.4,-2.0,3.1,0.0,89.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,900.9,5200.0,4684680.0,1.0,311201.0,31120101.0,695.0,880.2976375891003,1912448.0,756.9802973106437,988.3280691871469,893039.0,1019409.0,24000.0,22600.0,22000.0,4000.0,3072.1739130434785,2580.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,5.7,6.4,-1.8,4.0,0.0,69.0 ,,,,,,,2.2,7.0,-3.5,2.7,0.0,72.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,2247.75,120.0,269730.0,1.0,310401.0,31040101.0,456.0,843.5417291118277,1899496.0,724.5697733240063,936.8340654948867,834848.0,1064648.0,24000.0,22600.0,21000.0,4000.0,3043.478260869565,2580.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,-1.1,2.5,-4.6,-1.4,0.0,59.1 ,,,,,,,-3.8,2.2,-5.9,-3.0,0.0,56.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,939.06,19098.0,17868250.4,4.0,310101.0,31010103.0,699.0,820.246151523435,1627900.0,715.5943937573543,913.3836328532254,766566.0,861334.0,22000.0,21400.0,21000.0,4000.0,3021.7391304347825,2580.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,-4.1,2.2,-11.0,-4.4,0.0,55.0 ,,,,,,,-6.2,1.0,-11.3,-6.6,0.0,50.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130112,1278.72,750.0,959040.0,2.0,210001.0,21000102.0,635.0,806.2503438887782,1660249.0,703.2699109083973,894.3319027967596,765392.0,894857.0,20000.0,20000.0,20000.0,3500.0,2892.0833333333335,1880.0,226137.0,177702.0,1046830.0,205871.0,-28169.0,-3.8,2.5,-4.3,-1.8,1.0,70.9 ,,,,,,,-3.8,2.4,-7.0,-3.1,0.0,55.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
