datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,227.0,3017.0,64590.0,89127.0,-86110.0,-3.9,5.9,-6.9,-1.7,0.0,81.9,0.1,8.4,-2.1,4.3,0.0, ,-3.5,6.4,-5.9,-0.3,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,1161.16,230.0,266733.0,2.0,350101.0,35010102.0,561.0,1476.4401574467036,161877.0,1274.3575692867446,1846.6550347095872,104717.0,57160.0,30000.0,25200.0,20000.0,7130.0,4441.777777777777,2990.0,227.0,3017.0,64590.0,89127.0,-86110.0,-2.6,6.7,-3.4,0.2,0.0,88.8,5.3,9.8,1.0,5.5,0.0, ,0.9,10.0,-2.4,5.0,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,2022.02,3000.0,6041452.5,18.0,110001.0,11000104.0,526.0,1567.4294675989863,509768.0,1282.114402284657,1891.9956930224755,271288.0,238480.0,30000.0,25200.0,20000.0,7130.0,4462.666666666667,3060.0,227.0,3017.0,64590.0,89127.0,-86110.0,-2.3,6.2,-5.8,-1.1,0.0,78.4,-1.0,7.0,-3.0,1.2,0.0, ,2.7,7.1,-6.0,0.9,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,1161.16,3600.0,4181214.6,16.0,220001.0,22000104.0,585.0,1514.9926494561605,572228.0,1248.9293940101336,1850.4918662525836,319139.0,253089.0,30000.0,25200.0,20000.0,7130.0,4461.111111111111,2990.0,227.0,3017.0,64590.0,89127.0,-86110.0,-4.8,8.4,-5.3,0.1,0.0,76.6,1.9,8.9,-1.4,4.2,0.0, ,-3.9,10.4,-4.3,2.8,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1291.29,2310.0,2974522.5,6.0,240001.0,24000101.0,534.0,1478.6108898071575,527321.0,1233.0085878428868,1756.0750315993544,279721.0,247600.0,30000.0,25200.0,20000.0,7130.0,4429.555555555556,2980.0,227.0,3017.0,64590.0,89127.0,-86110.0,-3.0,7.5,-4.6,0.6,0.0,74.4,-0.4,8.1,-1.6,4.8,0.0, ,-4.6,7.7,-5.2,0.8,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,699.3,150.0,105105.0,1.0,240001.0,24000102.0,529.0,1559.5386599485596,612375.0,1279.180738931396,1990.203147862388,370914.0,241461.0,30000.0,25200.0,20000.0,7130.0,4422.888888888889,2980.0,227.0,3017.0,64590.0,89127.0,-86110.0,-0.6,8.4,-3.3,1.4,0.0,77.9,5.3,10.3,1.0,5.2,0.0, ,3.9,10.5,-2.9,4.3,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,2977.02,20.0,59659.6,1.0,380303.0,38030302.0,138.0,1455.6934155251267,367778.0,1185.916696084705,1731.6249287517526,185963.0,181815.0,,,,,,,227.0,3017.0,64590.0,89127.0,-86110.0,-3.6,9.5,-6.0,-0.2,0.0,80.3,1.0,9.8,-2.2,4.6,0.0, ,-3.1,9.3,-5.7,0.3,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,227.0,3017.0,64590.0,89127.0,-86110.0,-0.9,12.1,-1.6,5.5,0.0,74.0,4.3,9.8,3.6,6.2,0.0, ,-1.7,12.1,-2.7,6.3,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,1321.32,4150.0,5463031.5,16.0,110001.0,11000101.0,469.0,1491.3481731213744,734167.0,1224.5649968689847,1883.4875267419798,436919.0,297248.0,30000.0,26200.0,20000.0,7130.0,4394.888888888889,3250.0,227.0,3017.0,64590.0,89127.0,-86110.0,3.5,7.2,-4.1,3.2,0.0,59.4,4.3,5.0,-3.5,2.6,0.0, ,5.0,6.0,-5.1,3.1,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,1088.91,250.0,273226.5,10.0,110001.0,11000103.0,356.0,1465.7641748685928,691931.0,1185.6788575699227,1827.6250826813387,390037.0,301894.0,30000.0,26600.0,22000.0,7130.0,4397.777777777777,3480.0,227.0,3017.0,64590.0,89127.0,-86110.0,-4.2,1.2,-7.5,-4.9,0.0,60.8,-4.6,2.2,-6.9,-4.1,0.0, ,-5.3,3.4,-7.7,-3.2,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
