datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,195334.0,168896.0,120.0,43.0,168853.0,0.7,8.7,-2.1,2.8,0.0,83.4 ,2.5,10.5,1.0,4.8,0.0,87.8,-2.0,10.5,-5.2,0.6,0.0,90.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,759.24,3200.0,2420377.2,4.0,240001.0,24000103.0,534.0,731.8627938628431,171643.0,475.93186938919206,1109.0478407004398,102258.0,69385.0,1100.0,960.0,800.0,5000.0,4382.105263157895,4000.0,195334.0,168896.0,120.0,43.0,168853.0,1.8,11.0,1.0,5.5,0.0,80.9 ,2.7,10.1,1.3,5.6,0.0,90.7,-2.6,12.9,-3.2,6.1,0.0,90.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,1498.5,104.0,155844.0,2.0,210009.0,21000903.0,780.0,864.5811820298761,1629282.0,741.8314028491925,1372.9064895396173,1312372.0,316910.0,1200.0,1000.0,800.0,5000.0,4355.263157894737,4000.0,195334.0,168896.0,120.0,43.0,168853.0,4.9,8.8,-3.1,3.2,0.0,72.4 ,4.2,8.1,1.0,4.4,0.0,87.4,1.7,10.0,-3.9,2.3,0.0,87.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,840.84,42200.0,35327417.22,10.0,110001.0,11000101.0,536.0,823.0365345480068,1319367.0,653.1509294006966,994.2242689826759,662202.0,657165.0,1300.0,1040.0,800.0,5000.0,4380.0,4000.0,195334.0,168896.0,120.0,43.0,168853.0,-2.0,10.0,-2.7,3.6,0.0,69.9 ,1.4,10.2,1.0,5.0,0.0,81.0,-4.1,10.5,-5.0,0.7,0.0,92.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,560.56,105.0,59140.8,2.0,240004.0,24000403.0,506.0,791.0369949152416,1213627.0,654.6662100816972,984.6925647786078,712142.0,501485.0,1100.0,980.0,800.0,5000.0,4378.5,3930.0,195334.0,168896.0,120.0,43.0,168853.0,-1.6,9.0,-2.5,3.1,0.0,69.8 ,0.5,9.9,1.0,5.8,0.0,61.6,-2.6,10.7,-2.8,3.1,0.0,88.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,1591.59,3506.0,5565928.5,11.0,110001.0,11000103.0,526.0,773.2151445455772,1299175.0,665.3953933038468,1097.0701298783347,974679.0,324496.0,1000.0,940.0,800.0,5000.0,4353.5,3930.0,195334.0,168896.0,120.0,43.0,168853.0,5.7,10.8,1.0,5.6,0.0,65.4 ,8.1,10.4,2.9,7.2,0.0,70.5,4.3,13.0,-1.8,5.6,0.0,84.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,1848.15,28.0,51851.8,1.0,380201.0,38020101.0,780.0,741.2123332763937,919099.0,616.2803569804881,1123.8339059107466,692867.0,226232.0,,,,,,,195334.0,168896.0,120.0,43.0,168853.0,-0.1,9.3,-3.6,2.5,0.0,79.2 ,3.8,9.6,1.4,5.5,0.0,79.4,-1.8,10.4,-4.2,2.5,0.0,89.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,195334.0,168896.0,120.0,43.0,168853.0,2.0,12.4,1.2,6.7,0.0,66.7 ,5.7,11.0,5.4,7.7,0.0,71.7,4.5,13.5,4.0,7.3,1.5,84.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,1758.24,262.0,462462.0,2.0,230001.0,23000103.0,340.0,760.7466165392857,1287214.0,657.2209874996394,1077.8080279129663,970372.0,316842.0,1000.0,940.0,800.0,5000.0,4278.5,3930.0,195334.0,168896.0,120.0,43.0,168853.0,5.7,6.4,-1.8,4.0,0.0,69.0 ,6.3,7.0,-1.0,5.2,0.0,70.3,6.6,7.9,-3.0,4.5,1.5,82.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,499.5,1200.0,600600.0,1.0,110001.0,11000106.0,534.0,735.0507022452422,1126961.0,568.993145662716,891.4855202586965,546667.0,580294.0,1000.0,940.0,800.0,5000.0,4278.5,3930.0,195334.0,168896.0,120.0,43.0,168853.0,-1.1,2.5,-4.6,-1.4,0.0,59.1 ,-0.3,5.0,-2.1,1.9,0.0,64.6,-2.4,5.4,-4.0,1.1,0.0,76.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,2212.21,445.0,984414.6,10.0,110001.0,11000104.0,627.0,739.998494246543,1131233.0,627.4094973552557,1060.4729303946604,837132.0,294101.0,1100.0,1000.0,800.0,5000.0,4278.5,3930.0,195334.0,168896.0,120.0,43.0,168853.0,-4.1,2.2,-11.0,-4.4,0.0,55.0 ,-2.6,1.9,-7.1,-3.1,0.0,67.9,-0.5,2.9,-4.8,-1.6,0.0,63.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
