datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,-3.9,-7.5,-5.8,0.0, ,0.1,8.4,-2.1,4.3,0.0, ,-2.2,8.7,-4.4,1.4,0.0,78.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,2192.19,348.0,762636.6,8.0,240004.0,24000402.0,565.0,2215.757341335105,36117.0,1613.6259373514586,3055.8422592346974,21038.0,15079.0,16000.0,12100.0,10000.0,1280.0,653.8961038961039,400.0,,,,,,-4.3,-2.1,-5.8,-3.5,0.0, ,5.3,9.8,1.0,5.5,0.0, ,3.4,9.8,2.9,5.9,0.0,70.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,6493.5,724.0,4701294.0,1.0,330201.0,33020101.0,450.0,1928.688013024056,248233.0,1402.5509425406794,2506.4226698558923,129918.0,118315.0,15000.0,12400.0,10000.0,1280.0,653.1168831168832,400.0,,,,,,-6.2,-2.9,-8.1,-5.8,0.0, ,-1.0,7.0,-3.0,1.2,0.0, ,3.0,7.7,-4.0,2.1,0.0,62.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,1048.95,80.0,83916.0,4.0,380101.0,38010102.0,590.0,1866.7571817524995,220063.0,1403.3516771292009,2392.415413128237,116957.0,103106.0,15000.0,12300.0,8000.0,1280.0,652.2077922077922,400.0,,,,,,-6.0,-1.0,-6.7,-4.6,0.0, ,1.9,8.9,-1.4,4.2,0.0, ,-1.9,10.2,-2.3,3.9,0.0,59.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1621.62,48.0,77922.0,1.0,110008.0,11000803.0,412.0,1807.21655298659,220452.0,1387.2543492538275,2347.4541826610944,124033.0,96419.0,16000.0,12400.0,8000.0,1280.0,649.2207792207793,400.0,,,,,,-4.8,-4.1,-6.2,-5.0,4.6, ,-0.4,8.1,-1.6,4.8,0.0, ,-1.2,7.9,-3.0,2.9,0.0,59.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,1201.2,112.0,135135.0,4.0,230001.0,23000102.0,465.0,1779.241933317439,222277.0,1307.8920718076747,2225.90650456071,108150.0,114127.0,16000.0,12400.0,8000.0,1280.0,649.6103896103896,400.0,,,,,,-5.5,-2.1,-5.6,-4.2,8.0, ,5.3,10.3,1.0,5.2,0.0, ,5.3,11.4,1.0,6.1,0.0,52.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,619.38,144.0,89910.0,1.0,230003.0,23000302.0,930.0,1659.7637911577376,244304.0,1254.2550855855498,2087.391339410811,125395.0,118909.0,,,,,,,,,,,,-3.7,4.8,-3.9,-1.2,0.0, ,1.0,9.8,-2.2,4.6,0.0, ,-0.4,11.0,-2.9,3.3,0.0,70.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,-1.0,-2.8,-2.2,10.1, ,4.3,9.8,3.6,6.2,0.0, ,0.8,11.7,1.0,6.3,0.0,61.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,2252.25,108.0,243243.0,1.0,240001.0,24000103.0,580.0,1763.3943014999938,265801.0,1331.4889922370173,2251.7585226257956,141054.0,124747.0,15000.0,12500.0,8000.0,1280.0,649.6103896103896,400.0,,,,,,-2.3,-1.8,-9.5,-5.7,15.9, ,4.3,5.0,-3.5,2.6,0.0, ,5.3,5.7,-1.6,3.8,0.0,53.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,1501.5,40.0,60060.0,1.0,220001.0,22000105.0,702.0,1655.132998140709,227506.0,1262.8213170441502,2094.4457563080014,120182.0,107324.0,15000.0,11500.0,7000.0,1280.0,650.1298701298701,400.0,,,,,,-10.0,-9.5,-15.4,-12.5,0.0, ,-4.6,2.2,-6.9,-4.1,0.0, ,-3.2,2.1,-6.1,-2.7,0.0,43.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
