datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-1.8,3.3,-7.9,-2.2,0.0,91.3,-3.0,6.8,-5.1,0.3,0.0,93.1,-1.3,10.5,-2.8,2.2,0.0,88.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,699.3,220.0,153446.4,2.0,371501.0,37150101.0,769.0,885.3899840063837,288240.0,709.9743300095748,983.51353954437,103397.0,184843.0,22000.0,21200.0,20000.0,2320.0,1788.6666666666667,1400.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-2.9,3.6,-3.0,0.9,0.0,93.7,0.9,9.6,1.0,4.4,0.0,92.6,-1.4,10.7,-2.3,3.2,0.0,93.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,1061.06,14850.0,15678663.0,4.0,230003.0,23000303.0,534.0,898.5040190161004,2257771.0,661.8267978071234,1009.7653381260677,721974.0,1535797.0,23000.0,21400.0,20000.0,2320.0,1788.888888888889,1400.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,1.2,4.2,-6.3,-1.0,0.0,79.1,3.0,7.3,-3.3,2.8,0.0,83.6,-1.8,9.2,-4.8,0.4,0.0,89.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,1071.07,3000.0,3196800.0,1.0,330101.0,33010102.0,800.0,970.4453473282306,1685400.0,843.6428978074166,1070.2436648556659,742275.0,943125.0,24000.0,22000.0,20000.0,2320.0,1788.888888888889,1400.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-1.1,6.9,-4.2,1.6,0.0,78.7,-1.7,9.5,-3.8,3.2,0.0,85.8,-2.4,9.8,-3.3,2.1,0.0,90.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1191.19,7000.0,8353345.0,7.0,110001.0,11000101.0,740.0,973.0212748584012,2290976.0,800.3240393350268,1095.365230647965,949993.0,1340983.0,25000.0,22600.0,22000.0,2320.0,1789.5555555555557,1400.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-4.7,3.8,-6.5,-1.8,0.0,91.6,-1.6,8.6,-3.8,2.6,0.0,82.6,-2.1,9.4,-2.7,3.5,0.0,75.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,1251.25,4480.0,5605600.0,3.0,380401.0,38040101.0,902.0,1073.4881474870465,1692630.0,904.8861186769833,1179.9143577274242,654988.0,1037642.0,25000.0,22600.0,22000.0,2320.0,1788.6666666666667,1400.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,0.5,7.0,-3.7,1.2,0.0,85.8,4.9,10.4,-1.3,4.9,0.0,80.9,6.5,12.4,1.0,6.8,0.0,69.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,1161.16,16642.0,19374955.6,11.0,311201.0,31120106.0,585.0,1097.7157815167832,1518556.0,906.5922544616593,1206.9997358287264,552429.0,966127.0,,,,,,,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-4.2,9.5,-7.1,-1.1,0.0,87.0,-1.6,8.8,-4.6,1.5,0.0,89.4,2.1,10.1,-3.1,3.9,0.0,79.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-0.5,8.2,-1.7,2.6,0.0,91.8,0.4,12.1,1.0,7.0,0.0,82.4,5.4,13.4,5.2,7.9,0.0,65.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,1298.7,15000.0,19405575.0,2.0,311201.0,31120101.0,760.0,1126.6814518597396,1953365.0,923.8243572443758,1219.8855672416487,614946.0,1338419.0,27000.0,25200.0,24000.0,2320.0,1828.0,1400.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,2.0,3.5,-3.9,1.0,1.5,83.0,5.7,6.9,-1.1,4.5,0.0,82.2,6.2,8.7,-3.3,4.8,0.0,69.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,890.89,80000.0,71368560.0,2.0,240001.0,24000103.0,525.0,1081.92917242678,2647141.0,903.4116361522896,1197.7804132322372,1041804.0,1605337.0,27000.0,25200.0,24000.0,2320.0,1874.888888888889,1500.0,3410.0,3782.0,6524900.0,2258222.0,-2254440.0,-3.4,-1.4,-7.7,-4.6,1.5,68.8,-1.6,2.7,-6.1,-2.1,0.0,71.3,-3.9,5.3,-5.3,-0.9,0.0,74.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
