datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,-1.6,6.8,-2.9,1.1,0.0, ,3.2,10.6,1.7,5.3,0.0,79.4,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,1148.85,190.0,218181.6,5.0,320201.0,32020102.0,138.0,1513.4622143085348,43820.0,924.0516920857378,2244.5000092535784,24260.0,19560.0,82000.0,76600.0,70000.0,9250.0,5829.772727272727,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,-2.1,7.6,-2.2,3.1,0.0, ,6.0,11.5,3.1,6.7,0.0,77.3,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,1101.1,4700.0,5164830.0,6.0,210009.0,21000903.0,608.0,1748.6951410708252,517825.0,984.926839672656,2655.2819053320663,281050.0,236775.0,80000.0,76200.0,70000.0,9250.0,5829.772727272727,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,4.0,7.7,-3.3,3.0,0.0, ,3.1,9.1,-1.0,5.0,0.0,69.3,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,2772.77,13660.0,37876038.2,1.0,370101.0,37010102.0,712.0,1640.6929625569892,351601.0,985.8703005383072,2518.439263843865,201372.0,150229.0,80000.0,76200.0,70000.0,9250.0,5841.136363636364,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,-3.4,9.1,-3.9,2.1,0.0, ,4.9,10.8,2.1,5.5,0.0,62.6,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1001.0,200.0,199800.0,1.0,380201.0,38020101.0,680.0,1812.3873147732209,377548.0,922.7954471790844,2652.081314445915,183327.0,194221.0,80000.0,77200.0,75000.0,9400.0,6026.279069767442,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,-3.0,8.7,-3.6,1.7,0.0, ,4.2,8.0,2.8,5.8,0.0,49.7,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,1078.92,100.0,107392.5,2.0,230001.0,23000103.0,800.0,1840.9766019057768,361952.0,969.3895237159329,2476.578247367566,152640.0,209312.0,78000.0,76800.0,75000.0,9400.0,6026.279069767442,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,1.1,10.1,-2.6,3.3,0.0, ,7.2,11.7,2.9,6.9,0.0,61.0,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,1098.9,500.0,550550.0,5.0,350402.0,35040202.0,560.0,1519.4536037687724,168596.0,906.523843702298,2348.9792572724737,96956.0,71640.0,,,,,,,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,-2.4,10.2,-4.8,0.8,0.0, ,2.5,10.5,1.0,5.5,0.0,71.3,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,0.8,13.1,1.0,5.9,0.0, ,7.8,11.0,4.0,7.0,0.0,62.5,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,879.12,20000.0,17632615.0,35.0,110001.0,11000104.0,800.0,1703.863980190964,359230.0,930.74654021002,2322.6454329352327,159699.0,199531.0,78000.0,75600.0,72000.0,9400.0,6031.627906976744,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,7.2,7.8,-3.4,3.8,0.0, ,5.6,5.8,-1.9,3.8,0.0,59.9,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,1151.15,430.0,496496.0,6.0,350402.0,35040202.0,910.0,1684.5483505429004,362221.0,937.4036910306414,2534.9072812365343,192812.0,169409.0,78000.0,75600.0,72000.0,9400.0,6013.488372093023,4000.0,11600.0,10347.0,5345870.0,2612649.0,-2602302.0,-3.8,2.0,-5.1,-2.7,0.0, ,-0.8,3.5,-3.1,0.1,0.0,57.8,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
