datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,286913.0,732428.0,0.0,0.0,732428.0,0.7,8.7,-2.1,2.8,0.0,83.4 ,-1.2,10.9,-2.4,4.1,0.0,82.3,-0.9,3.3,-5.4,-0.5,0.0,84.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,2412.41,1030.0,2475522.0,20.0,240001.0,24000101.0,546 ,3166.160105364528,35306.0,2752.5741049364974,3568.104254677464,17401.0,17905.0,43000.0,39600.0,35000.0,8400.0,5981.666666666667,4160.0,286913.0,732428.0,0.0,0.0,732428.0,1.8,11.0,1.0,5.5,0.0,80.9 ,0.1,12.9,1.0,6.1,0.0,83.8,-1.9,3.9,-2.5,1.0,0.0,89.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,2782.78,505.0,1405093.5,20.0,250001.0,25000102.0,576 ,3095.195772192872,250238.0,2746.7326509912396,3412.6614484317606,119295.0,130943.0,41000.0,38800.0,35000.0,8400.0,6001.428571428572,4160.0,286913.0,732428.0,0.0,0.0,732428.0,4.9,8.8,-3.1,3.2,0.0,72.4 ,5.1,8.7,-1.5,4.4,0.0,76.7,1.4,5.0,-4.6,0.6,0.0,68.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,3236.76,2800.0,9058932.0,17.0,110001.0,11000102.0,546 ,2968.7851477766467,148447.0,2450.1482827695395,3339.744292934312,61902.0,86545.0,40000.0,38600.0,35000.0,8400.0,6001.428571428572,4160.0,286913.0,732428.0,0.0,0.0,732428.0,-2.0,10.0,-2.7,3.6,0.0,69.9 ,-1.9,10.8,-3.4,2.5,0.0,87.7,0.5,6.4,-3.2,2.0,0.0,72.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,2942.94,80.0,235735.5,6.0,350402.0,35040201.0,579 ,3147.63636952721,81791.0,2777.1369833939725,3555.8473853269957,42876.0,38915.0,40000.0,37800.0,35000.0,8400.0,6160.238095238095,4330.0,286913.0,732428.0,0.0,0.0,732428.0,-1.6,9.0,-2.5,3.1,0.0,69.8 ,-0.2,7.7,-1.5,4.3,0.0,77.5,-3.5,3.9,-5.6,-0.9,0.0,87.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,5774.22,645.0,3725770.5,9.0,250003.0,25000301.0,360 ,3035.716086559392,192030.0,2744.3460360111703,3557.055428085873,123184.0,68846.0,40000.0,37800.0,35000.0,8400.0,6149.523809523809,4450.0,286913.0,732428.0,0.0,0.0,732428.0,5.7,10.8,1.0,5.6,0.0,65.4 ,4.8,12.4,1.7,6.5,1.0,77.9,0.5,6.2,-3.2,1.6,0.0,81.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,3266.73,1057.0,3461858.4,34.0,380401.0,38040102.0,660 ,2959.5024458853386,113047.0,2504.467841968663,3347.3092508847812,52015.0,61032.0,,,,,,,286913.0,732428.0,0.0,0.0,732428.0,-0.1,9.3,-3.6,2.5,0.0,79.2 ,1.2,8.7,-1.7,5.1,1.0,81.3,-3.6,8.0,-6.4,0.1,0.0,81.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,286913.0,732428.0,0.0,0.0,732428.0,2.0,12.4,1.2,6.7,0.0,66.7 ,5.6,13.5,4.4,6.9,0.0,74.6,3.9,8.3,1.0,4.2,0.0,83.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,3133.13,530.0,1658657.0,5.0,311201.0,31120101.0,323 ,3092.725906149749,161470.0,2728.972944224112,3520.2537380233885,87242.0,74228.0,40000.0,37400.0,35000.0,8400.0,6164.761904761905,4450.0,286913.0,732428.0,0.0,0.0,732428.0,5.7,6.4,-1.8,4.0,0.0,69.0 ,6.3,6.7,1.0,4.7,0.0,67.2,2.5,3.9,-2.5,1.5,1.5,77.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,2007.99,130.0,261261.0,5.0,240001.0,24000103.0,501 ,3043.688607799952,150283.0,2672.987497596426,3461.9702896190342,79673.0,70610.0,40000.0,37000.0,34000.0,7400.0,6152.857142857143,4450.0,286913.0,732428.0,0.0,0.0,732428.0,-1.1,2.5,-4.6,-1.4,0.0,59.1 ,1.6,4.2,1.0,2.2,0.0,62.0,-3.9,-2.1,-7.2,-4.6,1.5,62.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
