datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,0.5,11.5,1.0,5.8,0.0,76.4,4.8,11.3,3.5,6.5,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,2592.59,2260.0,5852142.0,14.0,210009.0,21000901.0,980 ,2013.3222291035472,224440.0,1578.9178879784117,2632.7307299041277,131921.0,92519.0,43000.0,39200.0,35000.0,30000.0,18206.052631578947,9900.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,2.2,13.3,1.4,7.3,0.0,77.4,5.9,12.1,5.3,8.7,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,1801.8,6050.0,10896886.0,29.0,110001.0,11000104.0,750 ,2131.31179460024,1328244.0,1627.4327150636345,2672.6366088745,687915.0,640329.0,43000.0,39200.0,35000.0,30000.0,18250.78947368421,9900.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,7.3,10.0,1.0,6.1,0.0,70.9,8.0,10.9,4.8,7.5,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,2397.6,1300.0,3121875.0,6.0,360301.0,36030102.0,597 ,1884.9184352404543,1513800.0,1577.9345566821855,2277.0032347467277,849041.0,664759.0,43000.0,39200.0,35000.0,30000.0,18250.78947368421,9900.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,0.4,11.7,1.0,7.0,0.0,79.9,6.1,11.8,5.3,7.7,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1501.5,360.0,539460.0,2.0,110001.0,11000104.0,370 ,1900.2214337390496,1729450.0,1577.3345137163637,2336.4273595536933,993813.0,735637.0,43000.0,39600.0,35000.0,30000.0,18479.444444444445,12250.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,3.1,10.1,2.4,6.6,0.0,61.2,6.6,10.1,6.3,8.1,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,2537.46,16290.0,41345304.0,71.0,110001.0,11000103.0,763 ,1902.188538946128,1987887.0,1496.9263875252232,2374.058735956187,1069422.0,918465.0,43000.0,39600.0,35000.0,30000.0,18482.777777777777,12370.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,7.3,13.5,4.1,8.2,1.4,74.6,8.1,10.6,6.6,8.1,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,1081.08,2232.0,2396201.4,9.0,311201.0,31120106.0,760 ,1857.085133152148,1386797.0,1493.6138005008768,2267.085923128623,735111.0,651686.0,,,,,,,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,3.5,10.5,1.4,6.3,1.5,74.3,6.6,9.5,5.1,7.4,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,8.4,13.0,6.9,8.8,0.0,71.9,7.0,12.4,6.8,9.0,3.2, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,2777.22,2360.0,6577571.0,27.0,311201.0,31120103.0,471 ,1990.6671831205265,2458086.0,1585.3039790932116,2449.6016037347,1305222.0,1152864.0,43000.0,39600.0,35000.0,30000.0,18729.39393939394,12370.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,7.8,7.9,3.3,6.0,0.0,69.6,7.9,9.4,3.6,7.1,3.5, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,1388.61,920.0,1281517.2,9.0,250001.0,25000102.0,568 ,2096.948944733176,2236604.0,1662.8673440645023,2807.0876538141515,1388106.0,848498.0,43000.0,39600.0,35000.0,30000.0,18874.848484848484,12370.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,3.6,6.4,2.3,3.9,0.0,61.0,3.3,7.0,1.7,3.8,0.0, ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,3316.68,6865.0,22782059.3,38.0,350301.0,35030101.0,570 ,2194.5837850293497,2392615.0,1739.7468641852186,2967.3199059226968,1506110.0,886505.0,43000.0,39600.0,35000.0,30000.0,18874.848484848484,12370.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,2.1,4.4,-2.3,1.7,0.0,55.1,0.9,4.6,-1.8,1.8,0.0, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130112,2597.4,8580.0,22320657.0,22.0,360301.0,36030103.0,745 ,2364.6497032817497,2201752.0,1772.7707028186187,3023.9691929627147,1160214.0,1041538.0,45000.0,41000.0,40000.0,30000.0,19019.032258064515,12370.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,-0.4,8.6,1.0,4.8,0.0,67.6,1.8,7.6,1.4,4.4,0.0, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130113,1248.75,2110.0,2637360.0,16.0,110008.0,11000801.0,336 ,2441.522637255928,2832038.0,1806.6294659341565,3070.588819912452,1409491.0,1422547.0,45000.0,41400.0,37000.0,30000.0,19002.90322580645,11870.0,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,2.3,8.1,-1.6,2.5,0.0,61.3,2.7,6.7,1.0,3.2,0.0, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130114,4374.37,1020.0,4455040.5,4.0,230001.0,23000102.0,360 ,2524.1258265734896,2097978.0,1876.7455464629224,3083.115842724773,972130.0,1125848.0,,,,,,,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,1.1,1.6,-1.9,-0.9,0.0,67.4,-0.1,1.8,-3.7,-1.3,0.0, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130115,,,,,,,,,,,,,,,,,,,,311489.0,754969.0,0.0,0.0,754969.0,,,,,,,-2.3,1.4,-5.8,-3.3,0.0,55.1,-4.0,4.1,-5.8,-1.6,0.0, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
