datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130101,,,,,,,,,,,,,,,,,,,,0.0,0.0,29241041.0,22704575.0,-22704575.0,2.3,8.5,1.0,4.7,0.0, ,,,,,,,-3.6,7.8,-6.3,-0.5,0.0,79.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130102,1458.54,13689.0,19922058.0,7.0,210009.0,21000903.0,800.0,1440.191285469115,154994.0,1207.913497021859,1624.9517763851402,68667.0,86327.0,26000.0,24200.0,22000.0,330.0,284.8709677419355,230.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,4.5,9.7,3.6,5.7,0.0, ,,,,,,,-2.7,10.1,-5.2,1.4,0.0,79.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130103,3216.78,55.0,176922.9,2.0,110001.0,11000101.0,800.0,1465.5462359685112,756584.0,1302.6753136722266,1603.3662076386993,346776.0,409808.0,26000.0,24000.0,22000.0,330.0,284.5483870967742,230.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,3.7,7.9,1.0,3.8,0.0, ,,,,,,,-1.3,8.6,-4.8,1.0,0.0,69.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130104,1528.47,6435.0,9842833.0,81.0,250003.0,25000301.0,800.0,1396.6706997380168,535912.0,1211.4219925750585,1562.917185050382,253470.0,282442.0,26000.0,23800.0,22000.0,330.0,283.9032258064516,230.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,1.8,10.1,1.5,4.4,0.0, ,,,,,,,-1.2,9.7,-4.5,1.7,0.0,71.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130105,1478.52,4849.0,7199192.0,75.0,230003.0,23000303.0,800.0,1380.9035308957143,365083.0,1101.6125977253582,1559.5850996887393,142440.0,222643.0,26000.0,23800.0,22000.0,330.0,284.5483870967742,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,1.5,8.2,1.0,5.4,0.0, ,,,,,,,-2.4,6.3,-4.4,0.9,0.0,82.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130106,1248.75,3445.0,4301943.75,2.0,220001.0,22000105.0,157.0,1493.768889888307,438255.0,1376.7552629147815,1627.0581592061658,233376.0,204879.0,26000.0,23800.0,22000.0,330.0,284.5483870967742,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,5.7,10.7,3.7,6.4,0.0, ,,,,,,,2.2,7.4,-2.4,3.4,0.0,79.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130107,1581.58,14530.0,22874103.0,23.0,110001.0,11000104.0,800.0,1376.5932444717837,250352.0,1159.5843276370886,1560.5897553162438,114871.0,135481.0,,,,,,,0.0,0.0,29241041.0,22704575.0,-22704575.0,3.7,9.8,1.0,5.2,0.0, ,,,,,,,-2.8,8.8,-3.0,1.1,0.0,83.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130108,,,,,,,,,,,,,,,,,,,,0.0,0.0,29241041.0,22704575.0,-22704575.0,5.1,12.4,4.1,7.2,0.0, ,,,,,,,2.8,10.8,1.8,5.3,0.0,78.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130109,1671.67,24.0,39960.0,1.0,350402.0,35040202.0,500.0,1492.54027230531,502414.0,1365.5337242935805,1583.4368093403816,209578.0,292836.0,26000.0,23800.0,22000.0,330.0,283.258064516129,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,5.3,5.5,1.0,3.8,0.0, ,,,,,,,3.7,8.3,-2.8,4.9,0.0,59.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130110,1731.73,2106.0,3648645.0,2.0,380101.0,38010102.0,135.0,1408.7854136427245,797524.0,1265.0065263567892,1587.168505689321,441594.0,355930.0,26000.0,23400.0,21000.0,330.0,283.258064516129,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-1.3,2.3,-4.3,-1.8,0.0, ,,,,,,,-3.0,3.4,-3.7,-0.7,0.0,49.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20130111,1328.67,29816.0,39645606.0,34.0,110001.0,11000104.0,800.0,1481.276837997128,461677.0,1377.697331270221,1618.4308843962065,263033.0,198644.0,26000.0,23800.0,22000.0,330.0,281.96774193548384,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-5.1,1.1,-8.0,-4.7,0.0, ,,,,,,,-3.0,2.3,-8.1,-3.3,0.0,37.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130112,1548.45,4238.0,6547446.0,56.0,230003.0,23000303.0,800.0,1528.758080902965,405597.0,1418.706075809132,1669.2899893898311,227466.0,178131.0,26000.0,23800.0,22000.0,330.0,280.9,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-1.0,3.1,-3.1,-0.7,0.0, ,,,,,,,-2.5,3.5,-4.1,-0.2,0.0,56.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130113,1598.4,3588.0,5736258.0,49.0,230003.0,23000302.0,800.0,1504.6075187498045,511152.0,1344.627625841226,1667.9755456349992,258254.0,252898.0,26000.0,23800.0,22000.0,330.0,281.96774193548384,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-3.6,-1.3,-6.7,-4.2,0.0, ,,,,,,,-2.4,1.2,-6.5,-3.9,0.0,41.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130114,2002.0,2392.0,4791703.5,19.0,220001.0,22000103.0,800.0,1354.3373216041705,422025.0,1098.4180164895674,1588.3602906420251,201582.0,220443.0,,,,,,,0.0,0.0,29241041.0,22704575.0,-22704575.0,-6.5,-4.1,-8.0,-6.6,0.0, ,,,,,,,-6.7,-3.7,-9.6,-6.7,0.0,35.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130115,,,,,,,,,,,,,,,,,,,,0.0,0.0,29241041.0,22704575.0,-22704575.0,-7.6,-1.4,-9.7,-5.9,0.0, ,,,,,,,-9.5,1.4,-14.0,-8.0,0.0,40.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130116,1578.42,1703.0,2692305.0,37.0,310101.0,31010103.0,901.0,1523.6275040660416,609315.0,1318.2571499153894,1659.7480360661286,242877.0,366438.0,26000.0,23800.0,22000.0,330.0,281.96774193548384,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-5.9,2.7,-9.3,-4.3,0.0, ,,,,,,,-9.8,4.3,-14.2,-6.7,0.0,59.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130117,1498.5,3354.0,5041953.0,45.0,330101.0,33010101.0,801.0,1524.9217734222432,518727.0,1392.6260995014081,1699.40555933052,295031.0,223696.0,26000.0,24200.0,23000.0,330.0,281.96774193548384,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-4.1,3.1,-7.3,-3.0,0.0, ,,,,,,,-8.3,5.9,-12.2,-5.1,0.0,60.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20130118,1631.63,6890.0,11228217.0,89.0,250003.0,25000301.0,800.0,1509.5976809076417,572737.0,1318.985028599851,1674.1845192304563,265386.0,307351.0,26000.0,24200.0,23000.0,330.0,281.96774193548384,220.0,0.0,0.0,29241041.0,22704575.0,-22704575.0,-0.7,3.9,-3.0,0.2,0.0, ,,,,,,,-6.6,4.5,-9.3,-3.2,0.0,61.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
