datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,19131.0,81897.0,1.0,57.0,81840.0
201302,19826.0,89488.0,0.0,0.0,89488.0
201303,17805.0,79289.0,0.0,0.0,79289.0
201304,16655.0,76514.0,0.0,0.0,76514.0
201305,18056.0,86571.0,0.0,0.0,86571.0
201306,17088.0,77004.0,0.0,0.0,77004.0
201307,15703.0,80606.0,0.0,0.0,80606.0
201308,13855.0,68514.0,0.0,0.0,68514.0
201309,18507.0,89985.0,0.0,0.0,89985.0
201310,21053.0,94822.0,0.0,0.0,94822.0
201311,35695.0,150477.0,0.0,0.0,150477.0
201312,22301.0,149487.0,0.0,0.0,149487.0
201401,12692.0,60898.0,0.0,0.0,60898.0
201402,14434.0,71024.0,0.0,0.0,71024.0
201403,11513.0,60961.0,0.0,0.0,60961.0
201404,15142.0,78412.0,0.0,0.0,78412.0
201405,34161.0,203999.0,0.0,0.0,203999.0
201406,13311.0,73844.0,0.0,0.0,73844.0
201407,13500.0,68941.0,0.0,0.0,68941.0
201408,19403.0,99229.0,0.0,0.0,99229.0
201409,9789.0,59203.0,0.0,0.0,59203.0
201410,21729.0,105342.0,0.0,0.0,105342.0
201411,35232.0,135414.0,3.0,38.0,135376.0
201412,29655.0,118465.0,0.0,0.0,118465.0
201501,34640.0,141267.0,0.0,0.0,141267.0
201502,19872.0,89026.0,0.0,0.0,89026.0
201503,14953.0,85858.0,0.0,0.0,85858.0
201504,23631.0,116986.0,0.0,0.0,116986.0
201505,25647.0,117839.0,0.0,0.0,117839.0
201506,21621.0,115365.0,0.0,0.0,115365.0
201507,28073.0,124238.0,0.0,0.0,124238.0
201508,24881.0,125862.0,0.0,0.0,125862.0
201509,25304.0,121316.0,0.0,0.0,121316.0
201510,20036.0,98328.0,0.0,0.0,98328.0
201511,20854.0,92019.0,0.0,0.0,92019.0
201512,23464.0,110732.0,0.0,0.0,110732.0
201601,27016.0,141777.0,0.0,0.0,141777.0
201602,30578.0,131269.0,0.0,0.0,131269.0
201603,28833.0,115711.0,0.0,0.0,115711.0
201604,22872.0,113844.0,0.0,0.0,113844.0
201605,19987.0,81771.0,0.0,0.0,81771.0
201606,31288.0,187220.0,0.0,0.0,187220.0
201607,17246.0,71606.0,0.0,0.0,71606.0
201608,22719.0,94786.0,0.0,0.0,94786.0
201609,16542.0,82990.0,0.0,0.0,82990.0
201610,18816.0,89624.0,0.0,0.0,89624.0
201611,24821.0,124711.0,0.0,0.0,124711.0
201612,25251.0,107981.0,1.0,49.0,107932.0
201301,219.0,1915.0,0.0,0.0,1915.0
201302,248.0,1937.0,0.0,0.0,1937.0
201303,381.0,2630.0,0.0,0.0,2630.0
201304,313.0,2093.0,1.0,143.0,1950.0
201305,633.0,2849.0,0.0,0.0,2849.0
201306,246.0,1819.0,0.0,0.0,1819.0
201307,291.0,1961.0,0.0,0.0,1961.0
201308,988.0,3810.0,0.0,0.0,3810.0
201309,328.0,2701.0,0.0,0.0,2701.0
201310,195.0,1470.0,0.0,0.0,1470.0
201311,366.0,4184.0,0.0,10.0,4174.0
201312,301.0,2430.0,0.0,0.0,2430.0
201401,579.0,4328.0,0.0,0.0,4328.0
201402,537.0,3623.0,0.0,0.0,3623.0
201403,530.0,3973.0,0.0,0.0,3973.0
201404,440.0,3098.0,13.0,53.0,3045.0
201405,735.0,3235.0,0.0,0.0,3235.0
201406,327.0,2737.0,0.0,0.0,2737.0
201407,485.0,3382.0,0.0,0.0,3382.0
201408,583.0,3423.0,1.0,16.0,3407.0
201409,420.0,3184.0,0.0,0.0,3184.0
201410,580.0,3842.0,0.0,0.0,3842.0
201411,414.0,2844.0,0.0,0.0,2844.0
201412,380.0,2718.0,0.0,0.0,2718.0
201501,660.0,4252.0,0.0,0.0,4252.0
201502,570.0,3465.0,0.0,0.0,3465.0
201503,671.0,3143.0,0.0,0.0,3143.0
201504,480.0,4029.0,0.0,0.0,4029.0
201505,404.0,2514.0,0.0,0.0,2514.0
201506,428.0,2350.0,0.0,0.0,2350.0
201507,449.0,2766.0,0.0,0.0,2766.0
201508,347.0,6745.0,0.0,0.0,6745.0
201509,413.0,3872.0,0.0,0.0,3872.0
201510,558.0,4250.0,0.0,0.0,4250.0
201511,376.0,2900.0,0.0,0.0,2900.0
201512,448.0,4053.0,0.0,0.0,4053.0
201601,424.0,3382.0,0.0,0.0,3382.0
201602,411.0,2952.0,0.0,0.0,2952.0
201603,547.0,3973.0,0.0,0.0,3973.0
201604,10.0,535.0,0.0,0.0,535.0
201605,148.0,975.0,0.0,0.0,975.0
201606,364.0,5655.0,0.0,0.0,5655.0
201607,293.0,4146.0,0.0,0.0,4146.0
201608,404.0,952.0,0.0,0.0,952.0
201609,163.0,2075.0,0.0,0.0,2075.0
201610,9.0,676.0,0.0,0.0,676.0
201611,5.0,196.0,0.0,0.0,196.0
201612,6.0,16.0,0.0,0.0,16.0
