datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-1.6,6.8,-2.9,1.1,0.0, 
20130102,-2.1,7.6,-2.2,3.1,0.0, 
20130103,4.0,7.7,-3.3,3.0,0.0, 
20130104,-3.4,9.1,-3.9,2.1,0.0, 
20130105,-3.0,8.7,-3.6,1.7,0.0, 
20130106,1.1,10.1,-2.6,3.3,0.0, 
20130107,-2.4,10.2,-4.8,0.8,0.0, 
20130108,0.8,13.1,1.0,5.9,0.0, 
20130109,7.2,7.8,-3.4,3.8,0.0, 
20130110,-3.8,2.0,-5.1,-2.7,0.0, 
20130111,-4.0,1.0,-10.5,-4.7,0.0, 
20130112,-2.2,2.0,-4.0,-1.6,1.8, 
20130113,-4.2,-2.7,-10.4,-4.6,2.0, 
20130114,-7.0,-4.4,-10.4,-7.4,0.0, 
20130115,-11.5,-1.7,-15.6,-9.5,0.0, 
20130116,-11.9,2.6,-14.3,-8.2,0.0, 
20130117,-9.0,4.1,-11.9,-5.8,0.0, 
20130118,-7.2,3.7,-8.6,-3.5,0.0, 
20130119,-5.1,5.9,-6.7,-2.0,0.0, 
20130120,-4.1,-2.1,-5.6,-3.4,0.0, 
20130121,-8.4,-1.0,-12.0,-6.1,0.0, 
20130122,-2.5,-1.9,-9.3,-5.4,1.0, 
20130123,-9.0,-3.8,-14.9,-9.3,1.0, 
20130124,-12.4,-1.1,-15.6,-9.3,0.0, 
20130125,-12.0,-1.0,-15.5,-10.2,0.0, 
20130126,-11.2,4.3,-14.5,-7.0,0.0, 
20130127,-4.5,4.5,-7.5,-0.8,2.5, 
20130128,-7.8,6.9,-11.5,-4.4,2.5, 
20130129,-1.0,2.0,-1.1,1.2,2.2, 
20130130,0.1,-1.0,-5.6,-3.7,1.1, 
20130131,-5.0,-1.0,-12.3,-7.0,1.0, 
20130201,-8.8,1.8,-10.2,-5.1,0.0, 
20130202,-8.2,2.8,-12.7,-5.8,0.0, 
20130203,-1.8,6.2,-4.9,0.1,0.0, 
20130204,-5.1,8.8,-7.8,-0.8,0.0, 
20130205,1.4,7.4,-1.6,2.4,0.0, 
20130206,0.8,2.5,-5.9,-1.3,0.0, 
20130207,-6.5,4.1,-8.9,-3.6,0.0, 
20130208,-3.6,3.9,-7.5,-2.2,0.0, 
20130209,-3.1,-1.0,-6.3,-3.7,0.0, 
20130210,-6.4,-1.7,-9.8,-5.7,0.0, 
20130211,-7.0,-1.0,-12.5,-6.7,0.0, 
20130212,-6.5,3.8,-10.6,-4.5,0.0, 
20130213,-6.3,5.2,-10.1,-3.3,0.0, 
20130214,-1.9,6.2,-5.7,-0.6,0.0, 
20130215,-6.2,8.8,-9.3,-1.9,0.0, 
20130216,-4.2,13.8,-7.6,2.6,0.0, 
20130217,5.9,9.8,-4.1,4.8,4.2, 
20130218,-4.6,3.5,-8.5,-2.9,4.5, 
20130219,-3.4,8.8,-7.1,0.4,0.0, 
20130220,2.6,5.7,-5.1,2.0,9.2, 
20130221,-5.9,8.2,-8.9,-2.2,10.0, 
20130222,-2.7,2.5,-3.6,0.9,8.8, 
20130223,2.5,3.8,-4.3,1.1,14.0, 
20130224,-3.7,5.1,-7.5,-1.5,0.0, 
20130225,-1.3,8.4,-4.6,1.1,0.0, 
20130226,-2.7,9.3,-3.0,1.7,0.0, 
20130227,-3.3,11.4,-5.8,1.3,0.0, 
20130228,-3.0,12.5,-6.0,2.0,0.0, 
20130301,-1.5,12.5,-2.2,4.0,0.0, 
20130302,3.1,4.5,-1.9,2.3,1.0, 
20130303,-3.2,10.1,-6.4,0.7,1.0, 
20130304,-2.8,13.2,-5.4,2.7,0.0, 
20130305,-1.8,13.1,-3.9,3.7,0.0, 
20130306,5.7,6.3,-1.1,3.6,1.0, 
20130307,-3.6,3.7,-4.8,-0.9,1.0, 
20130308,-2.3,5.1,-7.3,-0.6,0.0, 
20130309,1.0,10.3,-4.8,3.8,0.0, 
20130310,-0.3,11.5,-5.1,3.2,0.0, 
20130311,-1.9,15.8,-5.4,4.0,0.0, 
20130312,0.2,16.2,-3.5,7.2,0.0, 
20130313,2.7,14.3,1.6,6.9,0.0, 
20130314,1.1,11.6,-2.8,4.6,1.0, 
20130315,-0.3,11.9,-1.3,6.8,1.0, 
20130316,-1.6,13.6,-4.5,3.8,0.0, 
20130317,-0.3,15.7,-4.1,5.1,0.0, 
20130318,0.8,16.4,1.0,7.8,0.0, 
20130319,1.3,18.9,-3.4,7.6,0.0, 
20130320,2.5,15.2,-1.3,8.5,0.0, 
20130321,7.1,12.4,1.0,6.6,0.0, 
20130322,-0.3,14.5,-3.0,5.6,0.0, 
20130323,4.7,15.0,1.0,7.2,0.0, 
20130324,1.9,14.2,-1.8,7.6,0.0, 
20130325,7.3,8.2,2.2,4.8,7.4, 
20130326,3.0,8.4,2.7,4.7,2.0, 
20130327,3.2,8.2,1.0,4.4,2.3, 
20130328,0.3,12.4,1.0,6.8,2.5, 
20130329,4.7,15.6,1.0,8.1,0.0, 
20130330,1.7,19.6,-1.7,9.5,0.0, 
20130331,6.3,10.8,5.1,8.4,3.3, 
20130401,5.1,12.1,4.1,6.3,1.9, 
20130402,3.9,14.7,1.9,7.4,2.5, 
20130403,2.9,19.9,-1.1,10.8,0.0, 
20130404,4.8,22.0,1.0,11.7,0.0, 
20130405,9.5,18.3,7.2,11.9,1.5, 
20130406,11.7,17.3,7.5,13.1,10.6, 
20130407,7.8,25.8,7.1,14.5,13.0, 
20130408,10.4,24.2,7.2,15.7,0.0, 
20130409,13.6,14.7,8.3,12.1,0.0, 
20130410,7.5,20.2,5.4,12.6,0.0, 
20130411,11.5,18.6,6.3,11.0,9.2, 
20130412,7.0,17.7,1.8,10.4,11.0, 
20130413,8.9,20.4,1.3,11.7,0.0, 
20130414,10.7,20.6,4.1,13.2,0.0, 
20130415,13.6,25.4,8.3,16.2,0.0, 
20130416,9.7,27.1,7.3,16.3,0.0, 
20130417,11.8,13.4,9.5,11.5,15.5, 
20130418,8.9,20.8,7.2,11.9,9.7, 
20130419,9.3,19.1,3.7,11.4,10.5, 
20130420,9.0,16.8,7.7,11.8,0.0, 
20130421,6.9,20.7,3.4,11.9,0.0, 
20130422,8.6,21.1,4.6,12.2,0.0, 
20130423,7.0,23.3,3.4,13.1,0.0, 
20130424,7.7,24.1,3.1,13.8,0.0, 
20130425,8.8,23.5,7.4,15.3,0.0, 
20130426,13.4,21.2,8.3,15.7,0.0, 
20130427,7.4,20.0,2.4,11.5,0.0, 
20130428,6.3,23.9,2.5,13.2,0.0, 
20130429,10.7,25.5,5.4,15.4,0.0, 
20130430,11.1,28.9,6.9,17.9,0.0, 
20130501,14.7,27.9,10.6,18.8,0.0, 
20130502,12.2,28.9,7.1,17.2,0.0, 
20130503,11.1,30.1,7.2,18.0,0.0, 
20130504,12.6,28.9,8.5,18.4,0.0, 
20130505,17.9,29.2,14.2,21.4,0.0, 
20130506,18.6,22.9,8.4,16.7,0.0, 
20130507,9.6,23.7,6.2,14.7,0.0, 
20130508,8.5,25.5,4.3,14.9,0.0, 
20130509,14.4,19.8,12.9,15.7,3.2, 
20130510,12.9,18.5,12.8,14.4,3.3, 
20130511,13.3,22.3,10.3,15.4,4.5, 
20130512,13.5,24.8,12.3,16.8,0.0, 
20130513,15.1,26.9,12.2,17.8,8.9, 
20130514,11.6,21.5,8.5,15.0,9.0, 
20130515,9.2,22.0,6.3,14.7,0.0, 
20130516,15.0,22.9,11.4,16.4,0.0, 
20130517,12.1,26.2,9.1,16.6,0.0, 
20130518,12.2,27.5,9.4,17.7,0.0, 
20130519,13.6,29.3,10.0,19.6,0.0, 
20130520,14.3,29.2,9.3,19.0,0.0, 
20130521,14.0,28.9,10.7,19.4,0.0, 
20130522,12.8,29.5,9.4,19.3,0.0, 
20130523,14.9,26.1,11.8,18.9,0.0, 
20130524,17.2,27.0,15.1,19.7,8.7, 
20130525,14.6,27.4,11.9,18.6,9.0, 
20130526,12.2,21.1,7.9,14.7,0.0, 
20130527,11.3,26.0,7.7,16.5,0.0, 
20130528,12.1,28.9,8.8,19.2,0.0, 
20130529,18.0,31.6,13.4,22.4,0.0, 
20130530,18.4,30.3,14.0,22.0,0.0, 
20130531,15.7,30.6,13.7,21.1,0.0, 
20130601,17.7,26.2,15.2,19.6,10.5, 
20130602,15.4,26.0,10.9,18.3,11.0, 
20130603,17.3,25.4,12.6,19.5,0.0, 
20130604,12.5,27.5,8.8,18.4,0.0, 
20130605,14.7,29.6,10.6,20.1,0.0, 
20130606,18.9,22.3,13.4,17.5,3.6, 
20130607,18.0,19.2,16.3,18.0,2.4, 
20130608,16.3,25.5,14.4,19.0,5.0, 
20130609,14.3,28.6,11.8,20.0,0.0, 
20130610,20.3,26.9,14.2,20.9,1.9, 
20130611,13.6,29.7,9.6,19.4,2.0, 
20130612,15.2,27.0,10.0,19.0,0.0, 
20130613,15.6,27.3,12.1,18.0,3.3, 
20130614,13.9,27.3,13.5,19.3,3.5, 
20130615,15.0,30.3,12.1,20.8,0.0, 
20130616,16.2,32.4,13.4,22.6,0.0, 
20130617,21.1,32.4,14.8,23.6,0.0, 
20130618,18.4,33.5,14.5,23.8,0.0, 
20130619,18.9,33.3,14.2,23.7,0.0, 
20130620,19.9,32.5,15.8,23.5,0.0, 
20130621,18.9,31.7,15.6,23.6,0.0, 
20130622,21.7,32.7,16.7,24.3,0.0, 
20130623,19.3,34.2,16.5,25.0,0.0, 
20130624,20.4,32.9,19.2,23.4,1.0, 
20130625,20.2,30.2,18.5,21.4,18.0, 
20130626,18.5,29.1,17.7,22.9,31.5, 
20130627,20.7,30.4,18.3,23.9,0.0, 
20130628,20.7,32.2,18.9,24.7,0.0, 
20130629,21.6,31.4,20.4,24.3,8.2, 
20130630,20.1,32.2,18.6,24.5,8.5, 
20130701,22.5,26.7,20.9,23.2,1.8, 
20130702,22.3,29.1,22.0,24.4,14.5, 
20130703,23.2,26.9,22.3,24.1,65.0, 
20130704,23.1,32.2,22.5,25.9,45.5, 
20130705,22.3,33.8,21.5,26.3,53.5, 
20130706,21.8,33.4,19.9,25.8,0.0, 
20130707,23.7,28.7,21.5,25.2,1.5, 
20130708,23.6,27.5,22.1,24.1,36.4, 
20130709,23.8,32.7,22.9,26.4,17.7, 
20130710,24.2,27.6,23.6,24.8,19.6, 
20130711,24.2,31.2,23.1,25.8,28.4, 
20130712,23.7,33.0,22.5,26.8,28.5, 
20130713,22.1,32.3,21.2,25.7,0.0, 
20130714,21.7,34.1,20.9,24.8,24.1, 
20130715,22.1,29.2,21.8,24.6,7.1, 
20130716,22.8,24.6,22.5,23.4,69.8, 
20130717,23.2,29.7,22.7,25.3,17.3, 
20130718,22.9,29.5,22.0,24.2,1.4, 
20130719,23.1,32.1,23.1,26.3,1.5, 
20130720,23.0,34.2,22.1,27.0,0.0, 
20130721,24.8,33.7,23.8,27.8,0.0, 
20130722,25.6,31.4,24.8,27.6,3.0, 
20130723,24.7,26.3,24.4,25.3,7.5, 
20130724,25.8,26.7,24.7,25.6,33.4, 
20130725,24.9,32.1,22.2,26.7,47.5, 
20130726,21.4,31.2,19.1,24.9,0.0, 
20130727,18.9,32.5,15.9,23.7,0.0, 
20130728,22.3,24.8,21.0,23.2,6.1, 
20130729,23.5,25.5,21.8,23.7,8.0, 
20130730,22.1,31.8,21.2,25.4,8.5, 
20130731,23.1,24.5,22.0,23.3,40.4, 
20130801,21.7,32.3,21.5,25.5,4.3, 
20130802,23.8,33.3,22.1,27.0,2.0, 
20130803,23.8,30.8,21.4,25.9,0.0, 
20130804,22.0,34.6,20.7,26.9,0.0, 
20130805,24.2,37.0,22.9,29.2,0.0, 
20130806,25.5,36.2,23.4,28.8,1.9, 
20130807,25.3,34.0,23.8,27.9,2.0, 
20130808,23.0,32.9,20.8,25.9,0.0, 
20130809,23.3,24.5,21.3,23.3,9.1, 
20130810,23.7,29.1,23.1,24.7,16.0, 
20130811,23.1,31.1,21.4,25.3,22.0, 
20130812,20.9,30.4,19.7,24.4,0.0, 
20130813,20.9,27.4,20.0,23.2,0.0, 
20130814,20.8,25.0,19.8,22.0,4.6, 
20130815,21.5,25.3,20.9,22.5,23.8, 
20130816,21.4,28.9,20.8,23.8,3.4, 
20130817,21.2,29.9,20.7,23.3,27.8, 
20130818,22.2,30.3,20.9,24.7,31.5, 
20130819,20.9,30.3,19.7,24.1,0.0, 
20130820,22.2,26.9,21.9,24.1,8.6, 
20130821,26.2,28.3,21.7,24.9,9.8, 
20130822,23.4,31.6,22.9,26.2,19.5, 
20130823,24.5,30.9,24.1,25.8,49.7, 
20130824,24.7,30.6,22.6,26.1,26.2, 
20130825,22.5,30.7,17.5,24.4,37.5, 
20130826,16.6,29.4,15.2,20.9,0.0, 
20130827,15.8,26.3,14.1,19.6,0.0, 
20130828,18.3,27.4,16.6,21.8,12.1, 
20130829,22.0,24.9,15.8,20.7,2.1, 
20130830,16.1,21.2,13.6,16.9,1.5, 
20130831,13.1,27.1,13.0,18.6,0.0, 
20130901,15.0,28.6,12.6,19.3,0.0, 
20130902,15.5,27.1,13.3,19.2,0.0, 
20130903,15.1,29.2,13.2,19.3,0.0, 
