datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,36.0,2320.0,5317178.0,4230311.0,-4227991.0
201302,66.0,222.0,6103230.0,5116941.0,-5116719.0
201303,92.0,600.0,7954301.0,6794373.0,-6793773.0
201304,84.0,115.0,7094725.0,5410721.0,-5410606.0
201305,69.0,712.0,8372476.0,6963920.0,-6963208.0
201306,16974.0,16180.0,8233213.0,7066854.0,-7050674.0
201307,60.0,106.0,6755267.0,5731802.0,-5731696.0
201308,0.0,0.0,6212510.0,4944728.0,-4944728.0
201309,0.0,0.0,5796302.0,4493921.0,-4493921.0
201310,60.0,154.0,5451965.0,4584006.0,-4583852.0
201311,0.0,0.0,6090371.0,5137829.0,-5137829.0
201312,60.0,176.0,5616657.0,4748854.0,-4748678.0
201401,27.0,1734.0,5921989.0,4971552.0,-4969818.0
201402,0.0,0.0,5719701.0,4825472.0,-4825472.0
201403,60.0,144.0,6615407.0,5735636.0,-5735492.0
201404,0.0,0.0,7397319.0,6199038.0,-6199038.0
201405,60.0,165.0,7852831.0,6786267.0,-6786102.0
201406,13.0,719.0,7179246.0,6110870.0,-6110151.0
201407,3.0,205.0,6649196.0,5495129.0,-5494924.0
201408,24.0,58.0,5897806.0,4443438.0,-4443380.0
201409,48.0,130.0,4954957.0,4077417.0,-4077287.0
201410,25.0,1632.0,7250262.0,6151920.0,-6150288.0
201411,78.0,2586.0,6779628.0,5325538.0,-5322952.0
201412,0.0,0.0,5301332.0,3929113.0,-3929113.0
201501,60.0,159.0,6014272.0,4460687.0,-4460528.0
201502,0.0,0.0,5260892.0,3978400.0,-3978400.0
201503,0.0,0.0,6363858.0,5051804.0,-5051804.0
201504,0.0,0.0,7000161.0,5943221.0,-5943221.0
201505,8.0,528.0,6849998.0,5766883.0,-5766355.0
201506,24.0,36.0,5229827.0,4516628.0,-4516592.0
201507,26.0,233.0,6178913.0,5342706.0,-5342473.0
201508,12.0,11.0,4990299.0,4032233.0,-4032222.0
201509,0.0,0.0,4510505.0,3862265.0,-3862265.0
201510,2.0,190.0,6364347.0,5455729.0,-5455539.0
201511,120.0,5762.0,5773753.0,4747234.0,-4741472.0
201512,72.0,141.0,6114649.0,4671068.0,-4670927.0
201601,12.0,27.0,4548006.0,3559515.0,-3559488.0
201602,13.0,213.0,5048076.0,3576379.0,-3576166.0
201603,23.0,49.0,5104900.0,3968917.0,-3968868.0
201604,40.0,713.0,5383087.0,4248276.0,-4247563.0
201605,24.0,46.0,5705098.0,4509875.0,-4509829.0
201606,26.0,230.0,5541366.0,4249931.0,-4249701.0
201607,44.0,817.0,5070968.0,3839145.0,-3838328.0
201608,0.0,0.0,4640611.0,3553208.0,-3553208.0
201609,42.0,2640.0,4613963.0,3564090.0,-3561450.0
201610,0.0,0.0,5429426.0,4307473.0,-4307473.0
201611,10.0,638.0,4942579.0,3929234.0,-3928596.0
201612,0.0,0.0,5810955.0,4261946.0,-4261946.0
201301,0.0,0.0,46000.0,76692.0,-76692.0
201302,0.0,0.0,13002.0,17733.0,-17733.0
201303,0.0,0.0,52521.0,78519.0,-78519.0
201304,0.0,0.0,34327.0,51680.0,-51680.0
201305,0.0,0.0,45408.0,61617.0,-61617.0
201306,0.0,0.0,34410.0,58923.0,-58923.0
201307,0.0,0.0,47800.0,65584.0,-65584.0
201308,0.0,0.0,36954.0,52002.0,-52002.0
201309,2.0,12.0,33000.0,47535.0,-47523.0
201310,0.0,0.0,48990.0,76793.0,-76793.0
201311,0.0,0.0,16000.0,24492.0,-24492.0
201312,0.0,0.0,46000.0,64870.0,-64870.0
201401,0.0,0.0,13000.0,17446.0,-17446.0
201402,0.0,0.0,46010.0,74231.0,-74231.0
201403,0.0,0.0,106078.0,166906.0,-166906.0
201404,0.0,0.0,46000.0,74284.0,-74284.0
201405,0.0,0.0,34709.0,49979.0,-49979.0
201406,0.0,0.0,78245.0,132469.0,-132469.0
201407,0.0,0.0,36424.0,50083.0,-50083.0
201408,0.0,0.0,50505.0,62413.0,-62413.0
201409,0.0,0.0,78243.0,134047.0,-134047.0
201410,0.0,0.0,34810.0,58996.0,-58996.0
201411,0.0,0.0,48197.0,51216.0,-51216.0
201412,0.0,0.0,13225.0,17830.0,-17830.0
201501,0.0,0.0,78353.0,85582.0,-85582.0
201502,0.0,0.0,35337.0,54651.0,-54651.0
201503,0.0,0.0,38168.0,58618.0,-58618.0
201504,0.0,0.0,103558.0,138797.0,-138797.0
201505,0.0,0.0,79479.0,111106.0,-111106.0
201506,0.0,0.0,22244.0,32662.0,-32662.0
201507,0.0,0.0,59846.0,99774.0,-99774.0
