datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,2.6,7.7,1.0,4.1,0.0,68.4
20130102,5.6,9.4,3.1,6.2,0.0,72.1
20130103,2.3,7.6,1.0,4.2,0.0,57.0
20130104,3.7,9.1,2.9,5.2,0.0,54.4
20130105,2.3,7.8,1.4,4.8,0.0,46.8
20130106,5.3,10.3,4.1,6.4,0.0,52.3
20130107,5.3,10.4,2.6,6.0,0.0,60.2
20130108,6.9,11.2,4.9,7.6,0.0,54.8
20130109,4.5,5.1,-2.1,3.1,0.0,58.8
20130110,-2.6,2.2,-6.5,-2.6,0.0,44.9
20130111,-6.4,1.9,-7.6,-4.4,0.0,32.4
20130112,-0.1,2.3,-5.0,-1.8,0.0,40.6
20130113,-5.1,-1.2,-7.6,-5.0,0.0,42.1
20130114,-7.6,-4.5,-9.7,-7.5,0.0,30.6
20130115,-8.5,-1.3,-10.1,-6.1,0.0,31.6
20130116,-5.2,3.4,-7.1,-3.1,0.0,33.8
20130117,-2.6,3.5,-4.2,-1.0,0.0,40.1
20130118,0.2,3.7,-1.3,2.1,0.0,62.9
20130119,-1.3,4.4,-3.6,-0.6,0.0,55.5
20130120,-0.2,-1.0,-7.1,-3.7,1.9,63.0
20130121,-6.8,-1.0,-7.6,-4.3,2.0,66.5
20130122,-2.6,-1.1,-9.8,-6.8,1.0,49.0
20130123,-9.7,-4.6,-11.5,-8.2,0.0,44.9
20130124,-8.7,-2.0,-10.4,-6.4,0.0,48.3
20130125,-6.5,-1.0,-8.5,-5.1,0.0,47.0
20130126,-3.7,4.3,-5.4,-0.7,0.0,56.9
20130127,3.5,3.8,-4.5,-1.5,3.9,48.1
20130128,-5.1,4.7,-5.9,-1.1,4.0,33.5
20130129,2.7,3.2,1.0,2.4,2.4,59.0
20130130,-0.6,-1.0,-7.0,-4.4,3.5,61.0
20130131,-7.0,-1.0,-8.4,-5.0,0.0,38.0
20130201,-3.9,-1.0,-6.7,-3.4,0.0,40.7
20130202,-6.8,2.9,-8.2,-2.9,0.0,47.1
20130203,0.7,6.5,1.0,3.1,0.0,60.9
20130204,1.5,4.1,1.0,2.9,0.0,62.9
20130205,3.7,3.8,1.0,2.4,0.0,70.4
20130206,-0.4,2.2,-3.8,-1.3,0.0,49.3
20130207,-2.7,2.6,-4.0,-1.5,0.0,41.8
20130208,-1.7,1.4,-4.0,-2.1,0.0,45.7
20130209,-2.7,-1.0,-6.2,-4.1,0.0,43.8
20130210,-5.7,-1.5,-8.5,-5.8,0.0,40.8
20130211,-6.1,-1.0,-8.3,-5.0,0.0,42.3
20130212,-4.4,4.2,-5.7,-1.8,0.0,45.2
20130213,-1.3,7.2,-2.8,1.3,0.0,55.4
20130214,0.2,5.9,-2.7,1.4,0.0,43.8
20130215,0.7,8.6,-1.5,4.7,0.0,47.4
20130216,4.3,12.2,1.0,6.7,0.0,53.2
20130217,9.1,9.8,-4.4,2.9,3.4,59.1
20130218,-4.7,3.6,-6.3,-3.1,3.5,42.5
20130219,-0.2,6.9,-1.1,4.5,1.0,61.0
20130220,5.6,5.8,-4.7,-0.1,1.2,55.9
20130221,-4.5,6.5,-6.5,-0.6,0.0,33.0
20130222,3.0,4.0,1.0,2.7,2.5,63.4
20130223,-0.6,3.3,-3.5,-0.8,3.0,55.3
20130224,-3.6,4.0,-4.9,-0.8,0.0,46.7
20130225,1.3,8.4,-1.0,4.6,0.0,59.1
20130226,2.8,9.9,1.0,5.0,0.0,54.6
20130227,2.5,10.4,1.0,5.1,0.0,35.3
20130228,2.7,13.1,1.3,6.3,0.0,34.3
20130301,5.8,12.5,2.4,6.2,3.2,54.6
20130302,2.3,6.6,1.0,2.9,4.7,61.7
20130303,0.1,10.8,1.0,6.6,0.0,45.4
20130304,4.5,12.0,2.3,6.3,0.0,55.0
20130305,5.2,11.0,2.2,5.6,0.0,67.9
20130306,4.1,4.8,-2.1,1.6,0.0,40.0
20130307,-1.0,3.6,-3.5,-0.8,0.0,34.8
20130308,-3.1,6.1,-4.1,0.4,0.0,46.0
20130309,-0.4,10.5,-1.1,6.5,0.0,44.2
20130310,2.4,12.2,1.0,5.6,0.0,33.7
20130311,4.3,16.9,2.6,8.0,0.0,33.3
20130312,7.0,14.9,6.3,9.0,0.0,51.7
20130313,6.1,12.4,1.8,6.7,0.0,50.8
20130314,5.1,11.4,1.4,5.6,0.0,38.4
20130315,4.9,13.0,1.2,6.6,0.0,27.7
20130316,4.7,13.5,2.5,6.8,0.0,37.3
20130317,4.3,15.4,3.2,8.0,0.0,43.1
20130318,7.8,16.5,6.6,10.0,0.0,29.4
20130319,6.9,18.4,5.2,11.1,0.0,37.6
20130320,10.4,16.3,8.3,11.3,0.0,33.7
20130321,7.6,13.6,4.2,8.0,0.0,46.0
20130322,5.4,14.4,3.7,8.0,0.0,30.0
20130323,7.4,14.8,6.0,9.4,0.0,31.0
20130324,6.9,14.8,5.4,9.2,0.0,39.1
20130325,9.1,14.4,5.7,8.8,0.0,37.8
20130326,5.6,14.1,4.9,7.6,0.0,48.2
20130327,6.2,10.9,4.8,6.7,1.0,64.9
20130328,5.9,14.0,3.9,7.7,1.0,57.3
20130329,6.1,15.0,4.4,8.7,0.0,52.3
20130330,7.1,17.7,4.5,10.3,0.0,47.5
20130331,11.2,14.1,6.4,9.6,1.4,64.2
20130401,6.3,15.3,5.5,9.0,1.5,56.6
20130402,6.5,16.4,4.8,9.6,0.0,49.7
20130403,7.8,20.1,5.7,11.8,0.0,42.1
20130404,10.8,23.0,8.8,14.5,0.0,33.3
20130405,14.3,14.9,10.8,12.6,14.4,53.4
20130406,12.5,12.8,9.4,10.8,3.3,87.0
20130407,10.1,23.0,9.1,13.9,2.0,67.9
20130408,12.4,19.3,8.0,12.5,0.0,71.0
20130409,10.8,19.4,10.1,14.3,0.0,61.7
20130410,13.4,22.3,11.0,16.1,0.0,20.7
20130411,15.5,19.9,11.6,15.3,0.0,35.3
20130412,11.4,16.7,8.4,11.8,0.0,12.8
20130413,8.9,19.9,7.2,12.6,0.0,51.1
20130414,12.1,19.2,11.1,13.3,6.2,51.3
20130415,11.4,24.5,10.8,16.3,6.5,59.0
20130416,15.1,24.4,13.1,18.7,0.0,49.4
20130417,19.6,20.3,12.0,15.5,4.7,61.9
20130418,12.3,18.9,9.9,12.2,5.6,72.5
20130419,10.0,18.8,8.4,12.8,6.5,40.7
20130420,11.8,18.7,10.0,13.1,0.0,40.0
20130421,10.3,19.3,8.8,13.1,0.0,51.6
20130422,11.5,22.2,9.0,14.7,0.0,47.5
20130423,12.9,22.9,9.6,15.4,0.0,35.9
20130424,12.7,22.2,10.5,15.7,0.0,30.1
20130425,14.0,21.2,13.4,16.1,0.0,51.4
20130426,13.6,20.9,10.7,15.2,0.0,36.4
20130427,11.5,20.6,9.0,13.8,0.0,35.4
20130428,10.5,22.1,9.8,14.5,0.0,53.2
20130429,11.5,24.2,10.5,16.8,0.0,41.7
20130430,15.5,28.0,14.6,19.4,0.0,51.7
20130501,14.5,28.0,13.7,19.9,0.0,50.3
20130502,18.1,27.5,14.9,20.5,0.0,42.0
20130503,17.9,30.3,15.4,21.6,0.0,31.0
20130504,19.9,27.3,16.8,21.2,0.0,37.9
20130505,19.6,27.5,15.8,21.0,0.0,51.2
20130506,15.3,20.2,11.2,15.3,0.0,27.2
20130507,12.8,23.3,10.6,16.4,0.0,40.4
20130508,14.2,23.9,13.3,18.0,0.0,39.2
20130509,18.1,22.7,14.8,17.0,3.2,54.8
20130510,15.4,20.7,13.7,16.0,2.5,71.2
20130511,14.2,24.7,13.6,18.6,2.5,60.8
20130512,19.1,21.3,16.7,19.2,0.0,66.9
20130513,17.0,22.7,12.2,16.8,5.9,73.3
20130514,12.0,21.0,11.4,15.6,6.0,55.3
20130515,12.7,20.8,12.5,15.8,0.0,56.9
20130516,12.8,23.7,12.8,16.8,0.0,59.9
20130517,15.4,25.9,13.6,19.1,0.0,46.1
20130518,16.7,27.8,15.4,20.9,0.0,36.5
20130519,18.5,26.3,16.6,19.1,0.0,48.2
20130520,17.6,27.0,16.3,21.0,0.0,39.2
20130521,18.6,27.3,15.9,21.4,0.0,42.1
20130522,18.8,28.5,16.2,21.7,0.0,49.9
20130523,19.2,25.1,16.8,20.0,4.1,61.6
20130524,17.3,27.2,16.5,20.8,4.5,63.3
20130525,19.2,25.3,15.1,19.8,0.0,43.8
20130526,14.3,23.0,12.3,17.2,0.0,35.9
20130527,15.1,26.1,13.8,19.3,0.0,45.1
20130528,16.5,28.4,16.1,21.2,0.0,42.4
20130529,18.4,30.1,17.6,22.3,0.0,60.1
20130530,18.9,31.5,18.0,23.6,0.0,42.3
20130531,19.1,30.0,17.9,22.8,0.0,48.5
20130601,21.0,27.8,20.0,23.2,0.0,53.2
20130602,19.8,26.7,16.1,20.8,0.0,31.7
20130603,18.5,26.8,16.1,20.5,0.0,38.5
20130604,18.6,28.9,16.2,21.9,0.0,33.6
20130605,20.0,31.0,17.9,24.2,0.0,28.8
20130606,23.2,24.0,14.2,19.9,5.6,49.9
20130607,14.9,19.2,14.8,17.5,7.2,86.9
20130608,16.7,25.9,15.4,19.7,8.5,65.5
20130609,18.9,26.3,17.4,20.8,0.0,66.7
20130610,19.9,26.0,15.8,20.3,4.5,54.2
20130611,19.6,29.0,16.3,23.1,5.0,29.4
20130612,21.1,27.9,17.4,22.0,0.0,38.6
20130613,19.5,26.1,18.3,21.3,0.0,61.2
20130614,18.6,27.1,17.5,21.6,0.0,60.2
20130615,18.9,29.9,17.2,22.2,0.0,62.2
20130616,21.0,32.8,19.9,25.0,0.0,54.6
20130617,22.2,29.6,20.3,24.1,0.0,49.0
20130618,21.2,31.7,19.8,24.3,0.0,48.5
20130619,21.3,30.5,18.6,24.6,0.0,49.5
20130620,21.6,33.0,20.8,25.6,0.0,43.6
20130621,24.0,32.2,21.4,25.3,0.0,48.0
20130622,21.1,30.6,20.8,24.6,0.0,57.5
20130623,22.9,34.8,21.4,26.7,0.0,50.8
20130624,25.3,27.8,21.5,24.5,1.0,52.5
20130625,20.5,29.3,20.1,23.5,2.4,70.6
20130626,21.7,30.8,19.2,23.0,24.3,72.5
20130627,22.0,29.9,20.9,24.6,35.5,65.4
20130628,23.5,31.5,21.8,25.9,0.0,61.0
20130629,24.7,31.4,21.8,25.9,0.0,59.5
20130630,23.1,30.9,21.9,25.4,0.0,64.9
20130701,24.0,31.4,22.0,24.9,0.0,70.1
20130702,24.1,27.0,21.9,24.6,11.4,87.4
20130703,22.1,29.8,21.9,24.6,55.3,84.9
20130704,24.2,31.9,23.4,26.5,4.1,73.6
20130705,24.1,33.2,23.2,27.3,1.5,65.0
20130706,25.8,34.2,24.5,27.8,1.5,66.0
20130707,25.8,28.3,24.8,26.3,4.8,77.6
20130708,25.6,28.4,24.2,25.9,5.5,84.0
20130709,26.0,30.9,23.9,26.3,10.9,82.8
20130710,23.5,25.6,22.4,24.2,55.8,91.3
20130711,22.8,31.5,22.3,25.9,134.5,79.2
20130712,25.8,31.1,24.5,27.1,0.0,74.9
20130713,24.9,32.0,24.0,27.7,0.0,66.9
20130714,27.0,33.7,25.8,28.6,0.0,65.1
20130715,26.6,27.8,22.5,24.9,34.1,86.0
20130716,24.4,29.8,23.1,25.8,25.8,82.1
20130717,26.0,29.5,23.7,26.8,4.8,75.7
20130718,23.5,30.7,23.4,26.1,1.5,80.0
20130719,25.1,33.5,24.3,27.8,1.5,70.6
20130720,26.9,34.6,25.8,29.5,0.0,64.9
20130721,28.6,32.6,26.7,29.3,0.0,71.4
20130722,28.8,33.4,26.9,29.0,0.0,74.7
20130723,26.8,28.7,25.9,26.9,63.2,86.6
20130724,26.6,27.4,24.8,26.2,9.1,80.5
20130725,26.3,34.6,24.3,29.0,3.0,64.6
20130726,27.0,33.0,24.5,28.4,0.0,54.3
20130727,27.5,29.6,24.3,27.2,0.0,55.7
20130728,24.2,27.0,23.5,25.1,6.4,90.2
20130729,25.3,30.4,25.1,26.9,9.0,72.1
20130730,25.7,32.3,24.7,27.6,0.0,63.0
20130731,27.4,27.5,24.1,25.7,4.0,78.1
20130801,25.1,33.4,23.8,28.1,1.6,71.5
20130802,27.7,33.0,26.7,29.8,1.5,68.1
20130803,29.7,33.1,27.0,29.6,0.0,60.5
20130804,28.4,34.5,25.7,29.8,0.0,57.5
20130805,29.4,36.4,27.7,31.5,0.0,60.2
20130806,31.0,33.1,25.5,29.7,5.0,67.1
20130807,27.8,33.9,25.6,28.6,5.0,68.5
20130808,26.8,31.1,25.1,27.8,0.0,64.4
20130809,27.0,31.6,25.0,27.6,0.0,61.1
20130810,24.0,26.3,23.4,24.4,8.1,88.4
20130811,24.2,32.2,23.9,26.7,8.8,70.9
20130812,24.9,31.9,23.2,27.4,3.5,57.7
20130813,26.3,27.7,24.0,26.1,0.0,61.4
20130814,24.8,26.6,22.7,24.4,1.0,65.2
20130815,24.4,24.5,20.8,22.1,47.9,87.6
20130816,21.0,26.8,20.7,23.2,42.5,78.8
20130817,22.0,28.9,21.3,24.3,1.4,77.2
20130818,24.7,30.0,23.5,26.0,1.5,73.2
20130819,24.8,28.6,22.9,25.7,0.0,73.5
20130820,25.7,26.0,21.9,23.2,52.3,89.7
20130821,23.5,29.8,23.4,25.5,8.4,81.0
20130822,24.8,32.2,23.3,27.0,4.0,69.8
20130823,25.5,31.0,24.0,27.0,20.0,80.7
20130824,27.4,28.7,24.0,26.8,7.8,84.1
20130825,23.8,30.3,22.7,25.6,10.0,63.5
20130826,23.1,29.0,19.5,24.2,0.0,51.5
20130827,22.3,27.3,20.1,23.0,0.0,57.6
20130828,22.8,27.0,17.6,22.1,8.0,66.9
20130829,17.7,23.1,16.4,19.2,9.5,59.2
20130830,16.6,23.5,15.8,19.3,0.0,49.1
20130831,20.6,27.2,17.5,22.2,0.0,61.3
20130901,27.4,27.7,20.9,23.9,0.0,52.5
20130902,21.0,29.4,19.3,23.5,0.0,56.4
20130903,19.9,29.8,19.6,24.8,0.0,54.9
20130904,23.1,29.9,20.2,24.8,0.0,50.0
20130905,23.8,24.8,21.1,22.4,0.0,56.1
20130906,21.7,23.9,18.3,20.9,1.9,68.8
20130907,18.8,27.1,17.8,22.2,2.0,67.9
20130908,22.3,29.0,20.8,24.2,0.0,65.2
20130909,21.4,28.4,20.2,23.8,0.0,70.1
20130910,22.3,26.0,20.7,23.3,0.0,68.1
20130911,22.3,24.1,18.1,21.0,20.3,77.7
20130912,20.2,27.3,18.7,22.4,23.0,56.9
20130913,18.9,26.4,17.5,21.6,0.0,44.8
20130914,20.0,27.9,16.6,22.5,0.0,44.4
20130915,21.8,27.5,18.8,22.8,0.0,44.4
20130916,19.8,27.4,17.3,21.9,0.0,46.8
20130917,20.8,28.8,18.4,22.8,0.0,48.4
20130918,21.0,27.0,17.6,21.8,0.0,58.5
20130919,20.7,26.7,19.4,22.5,4.3,76.0
20130920,20.8,24.1,14.7,19.6,4.5,45.6
20130921,18.9,26.1,15.4,20.5,0.0,53.7
20130922,19.2,26.9,16.7,20.8,0.0,53.9
20130923,19.8,27.5,18.6,21.7,0.0,67.6
20130924,20.4,28.2,19.2,22.5,0.0,69.7
20130925,21.0,28.9,18.3,23.6,0.0,54.7
20130926,22.5,30.2,20.1,24.4,0.0,54.9
20130927,24.7,26.2,19.3,22.4,0.0,64.4
20130928,19.3,24.2,14.4,19.1,0.0,49.8
20130929,14.9,22.9,12.0,17.1,0.0,37.0
20130930,15.9,25.2,15.6,20.0,0.0,59.4
20131001,19.1,21.5,14.9,18.0,2.1,69.6
20131002,15.1,27.6,15.1,20.8,1.0,65.3
20131003,18.1,22.3,12.9,16.9,1.0,47.5
20131004,13.4,23.4,10.4,16.1,0.0,44.6
20131005,16.2,22.6,14.2,18.2,0.0,53.9
20131006,17.8,23.0,16.2,18.4,0.0,60.6
20131007,16.7,27.2,16.7,20.9,0.0,66.4
20131008,20.5,27.6,20.0,22.2,0.0,64.4
20131009,20.8,26.6,18.8,21.7,0.0,66.1
20131010,19.0,24.8,18.7,21.2,0.0,74.1
20131011,20.9,20.9,11.8,15.5,13.5,78.6
20131012,11.8,14.3,8.8,11.4,16.0,65.9
20131013,9.0,18.1,6.9,12.4,0.0,53.5
20131014,12.4,19.8,10.4,14.4,0.0,41.9
20131015,13.1,21.7,10.6,15.7,0.0,36.2
20131016,15.9,20.8,13.5,16.5,0.0,44.9
20131017,14.4,22.6,10.2,16.1,0.0,44.1
20131018,15.7,19.0,14.9,16.3,0.0,54.7
20131019,15.4,22.4,12.9,16.9,0.0,53.0
20131020,15.7,22.6,12.3,16.9,0.0,54.0
20131021,15.0,23.8,12.5,17.6,0.0,51.7
20131022,16.2,23.3,12.7,16.5,0.0,47.2
20131023,12.8,18.9,9.3,13.6,0.0,45.7
