datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.5,6.4,-5.9,-0.3,0.0, 
20130102,0.9,10.0,-2.4,5.0,0.0, 
20130103,2.7,7.1,-6.0,0.9,0.0, 
20130104,-3.9,10.4,-4.3,2.8,0.0, 
20130105,-4.6,7.7,-5.2,0.8,0.0, 
20130106,3.9,10.5,-2.9,4.3,0.0, 
20130107,-3.1,9.3,-5.7,0.3,0.0, 
20130108,-1.7,12.1,-2.7,6.3,0.0, 
20130109,5.0,6.0,-5.1,3.1,0.0, 
20130110,-5.3,3.4,-7.7,-3.2,0.0, 
20130111,-5.7,1.3,-13.6,-7.0,0.0, 
20130112,-2.9,4.1,-6.2,-1.2,1.0, 
20130113,-4.6,-1.0,-12.1,-6.3,1.0, 
20130114,-7.9,-4.2,-10.9,-7.6,0.0, 
20130115,-9.8,-1.0,-16.8,-9.2,0.0, 
20130116,-12.6,2.4,-16.0,-9.2,0.0, 
20130117,-11.8,3.1,-14.0,-7.3,0.0, 
20130118,-7.3,3.4,-9.6,-3.4,0.0, 
20130119,-6.9,3.0,-8.2,-4.4,0.0, 
20130120,-3.1,-1.1,-11.1,-3.7,1.4, 
20130121,-12.2,-1.7,-16.2,-7.7,1.1, 
20130122,-2.0,-1.6,-9.9,-6.3,1.0, 
20130123,-9.9,-3.7,-17.6,-10.3,0.0, 
20130124,-15.3,-1.0,-18.8,-10.2,0.0, 
20130125,-13.1,1.5,-18.0,-11.1,0.0, 
20130126,-11.9,3.0,-15.8,-7.6,0.0, 
20130127,0.2,3.9,-9.4,-1.6,3.5, 
20130128,-10.0,4.4,-13.1,-5.3,3.5, 
20130129,-1.1,1.5,-1.2,0.1,3.1, 
20130130,0.6,-1.0,-12.0,-4.9,5.0, 
20130131,-12.4,-1.0,-14.9,-8.2,0.0, 
20130201,-9.9,2.5,-11.0,-6.1,0.0, 
20130202,-9.1,3.6,-14.0,-5.8,0.0, 
20130203,-0.6,7.2,-5.6,-0.3,0.0, 
20130204,-5.0,3.8,-8.1,-2.6,0.0, 
20130205,0.1,4.8,1.0,2.2,0.0, 
20130206,-1.4,2.7,-6.4,-1.7,0.0, 
20130207,-5.4,3.4,-9.6,-4.0,0.0, 
20130208,-3.4,3.2,-8.7,-3.2,0.0, 
20130209,-2.2,-1.0,-7.9,-4.2,0.0, 
20130210,-7.7,-2.2,-9.6,-6.1,0.0, 
20130211,-8.1,-1.0,-13.1,-6.0,0.0, 
20130212,-6.8,4.8,-12.6,-4.5,0.0, 
20130213,-6.4,5.1,-11.1,-3.1,0.0, 
20130214,-1.8,6.3,-9.3,-1.4,0.0, 
20130215,-7.1,8.1,-10.1,-2.4,0.0, 
20130216,-5.1,12.9,-8.8,2.7,0.0, 
20130217,8.7,10.6,-3.8,4.0,4.2, 
