datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,0.0,0.0,128800.0,72232.0,-72232.0
201302,0.0,0.0,104000.0,60372.0,-60372.0
201303,4.0,78.0,213000.0,130320.0,-130242.0
201304,0.0,0.0,646000.0,410515.0,-410515.0
201305,0.0,0.0,174001.0,88380.0,-88380.0
201306,0.0,0.0,228000.0,123546.0,-123546.0
201307,2.0,39.0,296800.0,198239.0,-198200.0
201308,0.0,0.0,192000.0,151986.0,-151986.0
201309,0.0,0.0,424800.0,257264.0,-257264.0
201310,0.0,0.0,724400.0,463038.0,-463038.0
201311,0.0,0.0,308801.0,172841.0,-172841.0
201312,0.0,0.0,180090.0,118674.0,-118674.0
201401,0.0,0.0,415829.0,280165.0,-280165.0
201402,0.0,0.0,90210.0,55341.0,-55341.0
201403,0.0,0.0,179970.0,109964.0,-109964.0
201404,0.0,0.0,990040.0,1200847.0,-1200847.0
201405,0.0,0.0,184000.0,133170.0,-133170.0
201406,12000.0,8920.0,36400.0,27329.0,-18409.0
201407,0.0,0.0,356000.0,305904.0,-305904.0
201408,0.0,0.0,878420.0,776715.0,-776715.0
201409,0.0,0.0,779220.0,807505.0,-807505.0
201410,5019.0,25362.0,627354.0,406879.0,-381517.0
201411,0.0,0.0,598720.0,404049.0,-404049.0
201412,0.0,0.0,674510.0,407782.0,-407782.0
201501,0.0,0.0,905760.0,672845.0,-672845.0
201502,0.0,0.0,575160.0,395615.0,-395615.0
201503,0.0,0.0,1124000.0,837482.0,-837482.0
201504,16.0,148.0,2867940.0,2604358.0,-2604210.0
201505,32400.0,33992.0,801000.0,588910.0,-554918.0
201506,0.0,0.0,897170.0,663934.0,-663934.0
201507,0.0,0.0,770040.0,620100.0,-620100.0
201508,0.0,0.0,828710.0,637120.0,-637120.0
201509,0.0,0.0,193400.0,184434.0,-184434.0
201510,0.0,0.0,383100.0,311833.0,-311833.0
201511,731.0,2747.0,1842210.0,1759931.0,-1757184.0
201512,0.0,0.0,924390.0,927163.0,-927163.0
201601,0.0,0.0,271140.0,252259.0,-252259.0
201602,0.0,0.0,653200.0,528791.0,-528791.0
201603,0.0,0.0,295200.0,349002.0,-349002.0
201604,0.0,0.0,2463570.0,3639495.0,-3639495.0
201605,138.0,615.0,842110.0,802316.0,-801701.0
201606,0.0,0.0,563480.0,523572.0,-523572.0
201607,0.0,0.0,283800.0,323146.0,-323146.0
201608,0.0,0.0,157320.0,191664.0,-191664.0
201609,0.0,0.0,1612850.0,2284792.0,-2284792.0
201610,0.0,0.0,424170.0,446604.0,-446604.0
201611,0.0,0.0,352910.0,375940.0,-375940.0
201612,0.0,0.0,51680.0,102058.0,-102058.0
201301,0.0,0.0,0.0,8.0,-8.0
201302,0.0,0.0,3.0,31.0,-31.0
201303,27.0,743.0,20007.0,10129.0,-9386.0
201304,0.0,0.0,2.0,23.0,-23.0
201305,0.0,0.0,8009.0,4362.0,-4362.0
201306,0.0,0.0,19001.0,30326.0,-30326.0
201307,0.0,0.0,26010.0,9852.0,-9852.0
201309,0.0,0.0,2.0,16.0,-16.0
201311,0.0,0.0,16925.0,30385.0,-30385.0
201403,0.0,0.0,26003.0,14388.0,-14388.0
201404,0.0,0.0,30907.0,24987.0,-24987.0
201405,0.0,0.0,10011.0,4193.0,-4193.0
201406,0.0,0.0,19108.0,32082.0,-32082.0
201407,0.0,0.0,18562.0,12601.0,-12601.0
201408,0.0,0.0,38004.0,17164.0,-17164.0
201409,0.0,0.0,3014.0,3249.0,-3249.0
201410,0.0,0.0,31016.0,16713.0,-16713.0
201411,0.0,0.0,39303.0,41205.0,-41205.0
201412,0.0,0.0,17419.0,7561.0,-7561.0
201501,0.0,0.0,9023.0,3927.0,-3927.0
201502,0.0,0.0,8402.0,3511.0,-3511.0
201503,0.0,0.0,21456.0,10293.0,-10293.0
201504,0.0,0.0,9458.0,4010.0,-4010.0
201505,0.0,0.0,10014.0,24347.0,-24347.0
201506,0.0,0.0,28407.0,11822.0,-11822.0
201507,0.0,0.0,10005.0,4209.0,-4209.0
201508,0.0,0.0,30000.0,12429.0,-12429.0
201509,0.0,0.0,28.0,183.0,-183.0
201510,0.0,0.0,20000.0,8296.0,-8296.0
201511,0.0,0.0,20106.0,29407.0,-29407.0
201512,0.0,0.0,30001.0,12435.0,-12435.0
