datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,0.1,8.4,-2.1,4.3,0.0, 
20130102,5.3,9.8,1.0,5.5,0.0, 
20130103,-1.0,7.0,-3.0,1.2,0.0, 
20130104,1.9,8.9,-1.4,4.2,0.0, 
20130105,-0.4,8.1,-1.6,4.8,0.0, 
20130106,5.3,10.3,1.0,5.2,0.0, 
20130107,1.0,9.8,-2.2,4.6,0.0, 
20130108,4.3,9.8,3.6,6.2,0.0, 
20130109,4.3,5.0,-3.5,2.6,0.0, 
20130110,-4.6,2.2,-6.9,-4.1,0.0, 
20130111,-6.5,2.1,-10.1,-5.3,0.0, 
20130112,-1.3,2.2,-7.2,-2.1,0.0, 
20130113,-7.3,-1.0,-9.7,-5.9,0.0, 
20130114,-9.1,-4.7,-11.5,-8.0,0.0, 
20130115,-8.5,-1.0,-11.7,-6.8,0.0, 
20130116,-7.5,2.4,-10.6,-5.2,0.0, 
20130117,-6.1,3.4,-9.0,-3.8,0.0, 
20130118,0.5,3.9,-3.8,-0.5,0.0, 
20130119,-2.6,3.4,-7.1,-2.2,0.0, 
20130120,-2.0,-1.0,-9.9,-3.9,5.2, 
20130121,-9.8,-1.0,-11.4,-6.1,1.6, 
20130122,-2.8,-1.7,-11.9,-7.2,1.4, 
20130123,-10.5,-3.6,-13.6,-9.2,0.0, 
20130124,-10.9,-1.4,-13.0,-7.8,0.0, 
20130125,-7.4,-1.0,-12.7,-7.5,0.0, 
20130126,-6.7,3.8,-8.3,-1.9,0.0, 
20130127,5.1,5.4,-6.4,-2.0,2.0, 
20130128,-6.3,2.5,-9.2,-3.8,2.0, 
20130129,0.7,2.6,1.0,1.4,3.3, 
20130130,-0.7,-1.0,-9.4,-5.3,5.0, 
20130131,-9.9,-1.0,-11.7,-6.8,0.0, 
20130201,-6.1,-1.0,-7.2,-4.8,0.0, 
20130202,-7.5,3.6,-11.0,-4.3,0.0, 
20130203,-0.5,6.2,-4.2,1.3,0.0, 
20130204,-0.9,3.1,-3.8,0.3,0.0, 
20130205,2.1,3.2,-2.8,1.3,1.0, 
20130206,-2.8,2.4,-5.1,-1.8,1.0, 
20130207,-4.7,1.6,-6.3,-3.7,0.0, 
20130208,-2.5,-1.0,-6.5,-3.7,0.0, 
20130209,-4.2,-1.2,-6.5,-4.4,0.0, 
20130210,-6.0,-1.7,-9.3,-6.0,0.0, 
20130211,-5.8,1.3,-10.1,-5.5,0.0, 
20130212,-4.8,4.1,-8.0,-2.9,0.0, 
20130213,-4.8,6.1,-6.3,-1.0,0.0, 
