datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,5700.0,20111.0,0.0,11.0,20100.0
201302,3380.0,9235.0,0.0,0.0,9235.0
201303,7240.0,17405.0,0.0,0.0,17405.0
201304,4940.0,11929.0,0.0,0.0,11929.0
201305,3900.0,5170.0,0.0,0.0,5170.0
201306,2662.0,3394.0,0.0,0.0,3394.0
201307,3770.0,6963.0,0.0,0.0,6963.0
201308,4615.0,9240.0,0.0,0.0,9240.0
201309,4057.0,5953.0,0.0,0.0,5953.0
201310,2600.0,5021.0,0.0,0.0,5021.0
201311,4870.0,10541.0,0.0,0.0,10541.0
201312,2640.0,6219.0,0.0,0.0,6219.0
201401,4815.0,19982.0,0.0,0.0,19982.0
201402,1510.0,4701.0,0.0,0.0,4701.0
201403,1389.0,3635.0,0.0,0.0,3635.0
201404,5789.0,15499.0,0.0,0.0,15499.0
201405,8503.0,20440.0,0.0,0.0,20440.0
201406,4265.0,7608.0,0.0,0.0,7608.0
201407,4085.0,8586.0,0.0,0.0,8586.0
201408,5560.0,11403.0,0.0,0.0,11403.0
201409,2179.0,5495.0,0.0,0.0,5495.0
201410,8050.0,15201.0,0.0,0.0,15201.0
201411,4190.0,9071.0,0.0,0.0,9071.0
201412,3146.0,8602.0,0.0,0.0,8602.0
201501,10340.0,28399.0,0.0,0.0,28399.0
201502,336.0,1553.0,0.0,0.0,1553.0
201503,3373.0,7529.0,0.0,0.0,7529.0
201504,5818.0,15123.0,0.0,0.0,15123.0
201505,14825.0,32286.0,0.0,0.0,32286.0
201506,10141.0,23014.0,0.0,0.0,23014.0
201507,9947.0,24881.0,0.0,0.0,24881.0
201508,1907.0,5726.0,0.0,0.0,5726.0
201509,7650.0,17144.0,0.0,0.0,17144.0
201510,6483.0,15163.0,0.0,0.0,15163.0
201511,9845.0,22862.0,0.0,0.0,22862.0
201512,7068.0,15904.0,0.0,0.0,15904.0
201601,5120.0,20332.0,0.0,0.0,20332.0
201602,12475.0,16224.0,0.0,0.0,16224.0
201603,21437.0,32226.0,0.0,0.0,32226.0
201604,9435.0,23540.0,0.0,0.0,23540.0
201605,11830.0,28535.0,0.0,0.0,28535.0
201606,14719.0,32026.0,0.0,0.0,32026.0
201607,22681.0,46002.0,0.0,0.0,46002.0
201608,9276.0,26540.0,0.0,0.0,26540.0
201609,2481.0,17482.0,0.0,0.0,17482.0
201610,6744.0,20555.0,0.0,0.0,20555.0
201611,8728.0,21106.0,0.0,0.0,21106.0
201612,3508.0,11023.0,0.0,0.0,11023.0
201301,0.0,0.0,878000.0,275645.0,-275645.0
201302,0.0,0.0,921500.0,310649.0,-310649.0
201303,0.0,0.0,1200960.0,398746.0,-398746.0
201304,0.0,0.0,1251453.0,445047.0,-445047.0
201305,51000.0,19230.0,771040.0,254207.0,-234977.0
201306,0.0,0.0,965100.0,298394.0,-298394.0
201307,0.0,0.0,816400.0,275386.0,-275386.0
201308,0.0,0.0,738700.0,254533.0,-254533.0
201309,0.0,0.0,1425400.0,492111.0,-492111.0
201310,0.0,0.0,1025800.0,395264.0,-395264.0
201311,0.0,0.0,1320120.0,476782.0,-476782.0
201312,0.0,0.0,1062800.0,369938.0,-369938.0
201401,0.0,0.0,654400.0,211298.0,-211298.0
201402,0.0,0.0,844560.0,267219.0,-267219.0
201403,0.0,0.0,805320.0,280038.0,-280038.0
201404,60.0,243.0,1120800.0,414671.0,-414428.0
201405,0.0,0.0,817140.0,301947.0,-301947.0
201406,0.0,0.0,940961.0,354026.0,-354026.0
201407,0.0,0.0,863001.0,322686.0,-322686.0
201408,0.0,0.0,1301600.0,483325.0,-483325.0
201409,0.0,0.0,865600.0,324136.0,-324136.0
201410,60.0,228.0,1060400.0,402350.0,-402122.0
201411,120.0,468.0,1018131.0,383623.0,-383155.0
201412,0.0,0.0,1100400.0,405704.0,-405704.0
201501,240.0,880.0,1064590.0,420691.0,-419811.0
201502,0.0,0.0,759020.0,276777.0,-276777.0
201503,0.0,0.0,1000120.0,370987.0,-370987.0
201504,0.0,0.0,906900.0,329654.0,-329654.0
201505,0.0,0.0,1019200.0,393550.0,-393550.0
201506,0.0,0.0,681600.0,247230.0,-247230.0
201507,0.0,0.0,895400.0,326841.0,-326841.0
201508,0.0,0.0,722100.0,265419.0,-265419.0
201509,0.0,0.0,1036175.0,371084.0,-371084.0
201510,0.0,0.0,1078600.0,389258.0,-389258.0
201511,0.0,0.0,949500.0,363788.0,-363788.0
201512,0.0,0.0,754000.0,284343.0,-284343.0
201601,0.0,0.0,834400.0,280927.0,-280927.0
201602,0.0,0.0,482400.0,152264.0,-152264.0
201603,0.0,0.0,997520.0,362907.0,-362907.0
201604,0.0,0.0,818000.0,334417.0,-334417.0
201605,0.0,0.0,1073202.0,412417.0,-412417.0
201606,0.0,0.0,901450.0,364348.0,-364348.0
201607,0.0,0.0,1157620.0,449211.0,-449211.0
201608,150.0,1534.0,748100.0,252773.0,-251239.0
201609,14.0,16.0,661500.0,226397.0,-226381.0
201610,0.0,0.0,876700.0,300375.0,-300375.0
201611,0.0,0.0,938000.0,352965.0,-352965.0
201612,0.0,0.0,993602.0,372574.0,-372574.0
201301,8370.0,42703.0,700691.0,642923.0,-600220.0
201302,8604.0,43981.0,498737.0,557810.0,-513829.0
201303,29506.0,59196.0,815379.0,800676.0,-741480.0
201304,9938.0,52757.0,486565.0,481070.0,-428313.0
201305,11221.0,60956.0,1119330.0,981485.0,-920529.0
201306,11145.0,57543.0,756890.0,658644.0,-601101.0
201307,9970.0,52927.0,650912.0,613949.0,-561022.0
201308,13460.0,63888.0,684249.0,653498.0,-589610.0
201309,12145.0,59002.0,526636.0,516635.0,-457633.0
201310,71220.0,96549.0,591169.0,551086.0,-454537.0
201311,14412.0,76863.0,554708.0,510867.0,-434004.0
201312,10312.0,58134.0,360865.0,461516.0,-403382.0
201401,8433.0,45641.0,965244.0,871559.0,-825918.0
201402,9080.0,52188.0,541896.0,565906.0,-513718.0
201403,9140.0,47565.0,516955.0,479943.0,-432378.0
201404,9107.0,49527.0,668811.0,706788.0,-657261.0
201405,11021.0,47260.0,827650.0,766694.0,-719434.0
201406,9132.0,51693.0,972336.0,877985.0,-826292.0
201407,11688.0,63250.0,981832.0,934889.0,-871639.0
201408,10568.0,55221.0,771516.0,733836.0,-678615.0
201409,28172.0,63083.0,380527.0,324316.0,-261233.0
201410,24736.0,71013.0,786952.0,694769.0,-623756.0
201411,13502.0,72885.0,810239.0,770060.0,-697175.0
201412,61655.0,98156.0,690331.0,592059.0,-493903.0
201501,19889.0,64266.0,711313.0,696126.0,-631860.0
201502,10480.0,55767.0,555385.0,484718.0,-428951.0
201503,11424.0,60166.0,723992.0,757424.0,-697258.0
201504,10759.0,51044.0,1052465.0,969879.0,-918835.0
201505,11573.0,59768.0,795611.0,725721.0,-665953.0
201506,11388.0,53488.0,733608.0,684574.0,-631086.0
201507,11386.0,58012.0,859319.0,815197.0,-757185.0
201508,15773.0,69468.0,625884.0,588219.0,-518751.0
201509,9427.0,47574.0,684648.0,620434.0,-572860.0
201510,8925.0,45530.0,670225.0,595616.0,-550086.0
201511,12437.0,68332.0,848494.0,821044.0,-752712.0
201512,6752.0,34398.0,840487.0,775675.0,-741277.0
201601,12334.0,65732.0,785207.0,692171.0,-626439.0
201602,11266.0,57410.0,552155.0,548142.0,-490732.0
201603,1326.0,8404.0,535033.0,515500.0,-507096.0
201604,5875.0,13486.0,624187.0,600991.0,-587505.0
201605,1492.0,8294.0,1047003.0,1017081.0,-1008787.0
201606,25636.0,43447.0,1151166.0,1105630.0,-1062183.0
201607,3698.0,16696.0,726433.0,725441.0,-708745.0
201608,3552.0,15139.0,627461.0,583845.0,-568706.0
201609,2587.0,12878.0,499834.0,522369.0,-509491.0
201610,4535.0,32848.0,683548.0,693157.0,-660309.0
201611,7607.0,32111.0,712967.0,694685.0,-662574.0
201612,2342.0,9132.0,627079.0,725375.0,-716243.0
