datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원)
20130101,,,,,,,,
20130102,9190.8,5.0,46046.0,1.0,330201.0,33020101.0,331 ,6947.209166226912
20130102,6606.6,1250.0,8245746.0,26.0,240004.0,24000402.0,800 ,6947.209166226912
20130102,12787.2,10.0,128128.0,2.0,350402.0,35040201.0,560 ,6947.209166226912
20130102,10129.86,175.0,1776775.0,2.0,380201.0,38020101.0,800 ,6947.209166226912
20130102,8591.4,40.0,343656.0,4.0,350101.0,35010102.0,561 ,6947.209166226912
20130102,12012.0,5.0,59940.0,1.0,350402.0,35040202.0,910 ,6947.209166226912
20130102,5005.0,40.0,199800.0,2.0,371501.0,37150102.0,800 ,6947.209166226912
20130102,4464.46,180.0,803172.37,4.0,320201.0,32020102.0,138 ,6947.209166226912
20130102,7322.67,120.0,879120.0,4.0,240001.0,24000103.0,699 ,6947.209166226912
20130102,6993.0,10.0,70070.0,1.0,350402.0,35040202.0,580 ,6947.209166226912
20130102,11211.2,50.0,560560.0,2.0,240004.0,24000403.0,800 ,6947.209166226912
20130102,5205.2,10.0,51948.0,1.0,371501.0,37150101.0,702 ,6947.209166226912
20130103,10519.47,45.0,474474.0,2.0,370101.0,37010102.0,800 ,10055.851948051948
20130103,9790.2,5.0,48951.0,1.0,320301.0,32030101.0,138 ,10055.851948051948
20130103,8608.6,10.0,86086.0,2.0,350101.0,35010102.0,561 ,10055.851948051948
20130103,11788.2,90.0,1063062.0,2.0,311201.0,31120106.0,800 ,10055.851948051948
20130103,9909.9,130.0,1285713.0,9.0,220001.0,22000105.0,702 ,10055.851948051948
20130103,10510.5,50.0,525525.0,6.0,310401.0,31040101.0,800 ,10055.851948051948
20130103,4804.8,30.0,143856.0,1.0,371501.0,37150102.0,800 ,10055.851948051948
20130103,2832.83,90.0,254745.0,1.0,240001.0,24000103.0,517 ,10055.851948051948
20130103,11268.72,250.0,2817180.0,10.0,250001.0,25000102.0,800 ,10055.851948051948
20130103,9209.2,100.0,920920.0,2.0,311201.0,31120103.0,471 ,10055.851948051948
20130103,12387.6,200.0,2477520.0,10.0,240004.0,24000401.0,800 ,10055.851948051948
20130103,9460.53,60.0,567432.0,6.0,330101.0,33010102.0,800 ,10055.851948051948
20130103,11588.4,100.0,1161160.0,2.0,230001.0,23000102.0,800 ,10055.851948051948
20130103,12827.16,43.0,552552.0,4.0,370101.0,37010101.0,800 ,10055.851948051948
20130103,8891.1,340.0,3023973.0,13.0,230003.0,23000303.0,800 ,10055.851948051948
20130103,9390.6,10.0,94094.0,1.0,370101.0,37010102.0,800 ,10055.851948051948
20130103,9689.68,125.0,1208790.0,5.0,380303.0,38030301.0,138 ,10055.851948051948
20130103,10290.28,535.0,5505500.0,2.0,110001.0,11000104.0,800 ,10055.851948051948
20130103,9990.0,200.0,2002000.0,4.0,240004.0,24000403.0,800 ,10055.851948051948
20130103,11411.4,100.0,1141140.0,5.0,230001.0,23000103.0,800 ,10055.851948051948
20130103,5644.35,17.0,95904.0,2.0,240001.0,24000103.0,500 ,10055.851948051948
20130103,8008.0,150.0,1198800.0,1.0,110001.0,11000103.0,800 ,10055.851948051948
20130103,6796.79,150.0,1017981.0,3.0,240001.0,24000103.0,699 ,10055.851948051948
20130103,10810.8,10.0,108108.0,1.0,370101.0,37010103.0,800 ,10055.851948051948
20130103,11288.7,625.0,7068061.0,14.0,210009.0,21000902.0,801 ,10055.851948051948
20130104,8608.6,5.0,42957.0,1.0,350101.0,35010102.0,561 ,9690.05163961039
20130104,10989.0,5.0,55055.0,1.0,220001.0,22000105.0,702 ,9690.05163961039
20130104,10810.8,25.0,269730.0,1.0,330101.0,33010101.0,901 ,9690.05163961039
20130104,11011.0,150.0,1651650.0,8.0,380201.0,38020102.0,800 ,9690.05163961039
20130104,9190.8,70.0,644644.0,4.0,310101.0,31010101.0,138 ,9690.05163961039
20130104,9840.15,200.0,1971970.0,9.0,250003.0,25000301.0,800 ,9690.05163961039
20130104,10789.2,100.0,1078920.0,1.0,311201.0,31120106.0,800 ,9690.05163961039
20130104,13413.4,20.0,267732.0,1.0,370101.0,37010102.0,800 ,9690.05163961039
20130104,5484.51,67.0,368368.0,13.0,240001.0,24000103.0,500 ,9690.05163961039
20130104,8008.0,100.0,799200.0,1.0,240001.0,24000103.0,800 ,9690.05163961039
20130104,10520.51,10.0,105034.86,1.0,320101.0,32010102.0,157 ,9690.05163961039
20130104,9069.06,725.0,6560433.0,12.0,110001.0,11000101.0,800 ,9690.05163961039
20130104,9529.52,325.0,3091905.0,4.0,250001.0,25000101.0,157 ,9690.05163961039
20130104,10010.0,105.0,1048950.0,2.0,240001.0,24000102.0,800 ,9690.05163961039
20130104,9589.58,250.0,2397395.0,4.0,240004.0,24000401.0,800 ,9690.05163961039
20130104,9990.0,125.0,1251250.0,1.0,110008.0,11000802.0,800 ,9690.05163961039
20130104,8008.0,150.0,1198800.0,2.0,350301.0,35030101.0,560 ,9690.05163961039
20130104,10009.98,200.0,2006004.0,8.0,311201.0,31120103.0,471 ,9690.05163961039
20130104,15685.67,15.0,234765.0,1.0,370101.0,37010101.0,800 ,9690.05163961039
20130104,6786.78,150.0,1015983.0,2.0,240001.0,24000103.0,699 ,9690.05163961039
20130104,10589.4,50.0,529470.0,1.0,230003.0,23000303.0,800 ,9690.05163961039
20130104,11588.4,674.0,7822815.0,3.0,110001.0,11000104.0,800 ,9690.05163961039
20130104,7992.0,175.0,1401400.0,4.0,240001.0,24000101.0,800 ,9690.05163961039
20130105,10130.12,585.0,5922917.0,34.0,250001.0,25000102.0,800 ,8294.302412899511
20130105,9590.4,50.0,480480.0,1.0,110008.0,11000802.0,800 ,8294.302412899511
20130105,9929.92,125.0,1241240.0,6.0,380303.0,38030301.0,800 ,8294.302412899511
20130105,8698.69,10.0,86853.06,1.0,320201.0,32020101.0,157 ,8294.302412899511
