datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,8.7,10.8,4.9,8.1,0.0,81.4
20130102,8.8,12.4,7.4,9.9,0.0,86.0
20130103,8.4,9.2,6.7,7.9,0.0,74.9
20130104,7.0,11.1,7.0,8.8,0.0,82.6
20130105,7.8,11.2,7.1,9.0,0.0,69.4
20130106,9.6,10.9,8.8,9.7,0.0,76.4
20130107,9.5,10.7,8.9,9.8,0.0,74.7
20130108,8.4,10.8,7.9,9.0,2.4,87.2
20130109,8.6,8.8,4.8,6.9,2.5,73.3
20130110,4.9,6.5,4.0,5.3,0.0,66.3
20130111,4.0,5.3,1.6,3.5,0.0,66.7
20130112,5.3,8.4,5.0,6.3,0.0,69.2
20130113,5.2,8.6,2.2,5.3,0.0,66.2
20130114,2.9,3.5,1.0,2.3,0.0,71.1
20130115,1.0,3.7,1.0,2.5,0.0,65.6
20130116,2.9,5.3,2.2,3.5,0.0,63.8
20130117,2.3,6.2,1.6,3.7,0.0,67.6
20130118,3.9,7.0,3.9,5.2,0.0,69.4
20130119,5.2,6.2,3.5,4.8,0.0,75.3
20130120,5.7,6.5,1.0,2.9,0.0,74.9
20130121,1.9,5.5,1.5,3.3,0.0,67.2
20130122,5.1,5.2,1.0,2.5,0.0,69.5
20130123,-0.2,2.2,1.0,1.4,0.0,71.4
20130124,1.4,4.1,1.3,2.5,0.0,64.8
20130125,1.7,4.9,1.5,2.6,0.0,67.6
20130126,1.8,7.9,1.0,4.3,0.0,78.0
20130127,8.2,9.5,1.7,5.2,0.0,72.4
20130128,1.8,9.1,1.0,4.7,0.0,69.5
20130129,9.2,12.2,5.8,9.5,0.0,92.8
20130130,5.0,6.0,1.0,3.2,0.0,73.8
20130131,0.7,3.9,1.0,2.4,0.0,71.3
20130201,2.0,6.0,1.4,3.1,0.0,68.9
20130202,1.8,5.3,1.5,3.1,0.0,73.1
20130203,3.3,6.7,2.9,5.0,0.0,75.3
20130204,6.0,9.1,5.6,7.3,2.3,78.0
20130205,7.8,8.4,6.3,7.4,3.7,88.4
20130206,6.1,6.5,2.9,4.3,0.0,67.8
20130207,3.2,6.0,2.4,3.7,0.0,71.2
20130208,3.4,4.8,2.0,3.7,0.0,77.2
20130209,3.3,3.8,1.0,2.3,0.0,75.3
20130210,0.2,2.0,-1.4,0.9,1.0,80.2
20130211,0.1,2.9,1.0,2.1,1.0,76.9
20130212,2.7,5.9,2.3,3.9,0.0,61.3
20130213,3.2,9.2,1.0,6.0,0.0,72.9
20130214,7.8,8.0,4.1,5.8,0.0,69.9
20130215,3.8,8.5,1.8,4.7,0.0,75.3
20130216,2.0,13.3,1.6,9.6,0.0,89.5
20130217,12.8,13.5,2.3,6.7,0.0,79.8
20130218,2.6,4.7,1.9,3.2,0.0,63.5
20130219,1.8,11.4,-1.3,8.0,0.0,73.4
20130220,11.6,12.8,1.1,5.4,2.0,82.3
20130221,1.5,8.0,1.0,4.8,2.0,72.5
20130222,8.3,11.7,4.7,8.7,17.3,92.3
20130223,4.9,5.1,2.2,3.9,26.0,70.9
20130224,2.6,5.2,2.3,3.7,0.0,62.8
20130225,5.4,8.7,4.0,6.5,0.0,76.7
20130226,6.6,8.7,5.0,6.8,0.0,69.6
20130227,4.9,9.1,4.3,6.1,0.0,62.3
20130228,5.3,10.7,2.6,6.6,0.0,61.4
20130301,5.7,12.1,4.1,8.3,0.0,71.9
20130302,6.7,6.8,3.4,4.6,0.0,69.1
20130303,4.3,9.0,3.8,6.0,0.0,64.0
20130304,5.5,11.7,3.3,7.6,0.0,79.2
20130305,5.7,10.7,5.0,7.6,0.0,79.1
20130306,6.9,7.4,3.1,4.9,0.0,65.0
20130307,3.4,6.3,1.8,3.7,0.0,68.5
20130308,2.8,6.8,2.5,4.7,0.0,60.2
20130309,6.3,10.5,5.3,7.8,0.0,66.2
20130310,7.8,10.3,3.3,7.5,0.0,69.6
20130311,3.0,13.5,2.4,7.6,0.0,67.0
20130312,5.0,14.6,4.3,9.0,0.0,66.5
20130313,9.4,9.7,6.0,7.3,0.0,75.6
20130314,6.5,8.9,5.7,6.8,0.0,68.2
20130315,5.9,9.4,5.2,6.7,0.0,62.1
20130316,5.4,8.6,2.1,5.8,0.0,72.4
20130317,5.9,10.6,5.7,7.8,0.0,67.3
20130318,7.4,13.0,5.2,8.8,0.0,71.8
20130319,8.6,14.6,8.2,10.5,0.0,59.6
20130320,9.2,11.5,7.4,10.1,4.3,84.4
20130321,7.5,8.5,6.7,7.6,7.0,75.5
20130322,6.6,9.9,6.0,7.5,0.0,72.0
20130323,8.0,9.9,7.0,8.1,0.0,76.8
20130324,7.3,10.5,6.7,8.2,0.0,78.3
20130325,9.2,11.6,5.8,8.5,0.0,87.3
20130326,6.2,9.9,4.3,7.3,0.0,80.7
20130327,7.3,10.5,5.8,8.3,2.8,85.1
20130328,8.6,12.6,4.1,9.2,2.4,77.9
20130329,8.4,12.3,7.7,9.6,3.0,92.9
20130330,8.8,11.8,7.5,9.5,3.0,81.0
20130331,9.9,11.0,8.1,9.1,5.1,90.3
20130401,8.2,10.9,7.9,8.9,5.5,84.5
20130402,8.6,12.6,6.3,10.0,0.0,68.0
20130403,9.3,14.1,6.1,10.9,0.0,77.8
20130404,10.7,15.0,7.5,12.2,0.0,84.4
20130405,13.6,15.7,12.9,14.2,7.7,87.8
20130406,13.4,13.5,9.5,11.7,2.6,100.0
20130407,9.1,13.2,7.8,10.3,2.5,97.6
20130408,11.2,13.2,7.9,10.2,0.0,98.3
20130409,8.6,15.6,8.2,11.4,0.0,90.1
20130410,13.1,16.2,11.8,13.5,0.0,65.2
20130411,11.1,12.5,9.5,10.8,7.4,89.1
20130412,10.9,13.3,10.0,11.2,8.5,62.8
20130413,11.0,15.0,10.4,12.5,0.0,71.4
20130414,11.3,15.8,11.1,13.2,0.0,86.6
20130415,13.1,18.1,12.0,14.3,0.0,96.2
20130416,13.6,16.4,13.1,14.0,0.0,99.9
20130417,13.3,16.9,10.9,13.3,3.0,99.9
20130418,11.0,16.0,9.2,11.9,3.5,94.9
20130419,11.5,16.7,9.4,12.7,0.0,61.8
20130420,9.0,14.7,8.9,12.6,1.4,67.2
20130421,11.5,15.5,10.5,12.8,1.5,84.0
20130422,11.1,14.0,10.1,11.7,0.0,90.2
20130423,10.4,15.6,8.5,12.0,0.0,93.5
20130424,9.9,18.9,7.8,13.8,0.0,81.1
20130425,15.4,19.6,12.8,16.0,0.0,89.6
20130426,14.6,15.7,11.8,13.8,1.0,83.0
20130427,12.2,14.8,11.4,12.5,1.0,78.3
20130428,12.6,17.2,12.1,14.2,0.0,77.9
20130429,15.0,18.3,11.8,14.6,0.0,87.7
20130430,13.3,19.0,13.0,16.1,0.0,78.7
20130501,14.5,19.3,13.2,15.4,0.0,88.1
20130502,15.8,19.3,14.7,16.3,0.0,72.4
20130503,15.8,20.1,11.6,17.0,0.0,70.2
20130504,18.2,20.9,15.5,17.5,4.2,81.7
20130505,16.1,17.9,14.6,16.1,1.3,99.5
20130506,14.6,16.6,12.4,14.6,1.0,76.4
20130507,11.7,19.1,10.5,14.8,0.0,84.4
20130508,14.2,18.2,11.2,15.3,0.0,80.7
20130509,14.7,16.9,12.8,14.4,11.7,92.9
20130510,14.8,16.5,13.6,14.6,14.0,94.8
20130511,15.1,19.8,14.9,16.9,0.0,92.4
20130512,16.8,20.3,13.8,17.1,0.0,91.4
20130513,14.1,18.8,12.2,15.1,0.0,97.1
20130514,12.3,18.3,10.5,14.3,0.0,87.8
20130515,13.6,18.2,11.0,14.8,0.0,80.2
20130516,14.3,18.8,12.0,15.1,0.0,87.2
20130517,13.8,19.1,12.4,16.3,0.0,83.2
20130518,14.2,23.0,12.1,17.4,0.0,77.9
20130519,15.2,18.4,12.6,14.9,0.0,90.2
20130520,14.6,22.0,14.0,17.5,0.0,67.5
20130521,15.1,23.5,14.4,18.8,0.0,70.5
20130522,16.8,24.7,14.6,18.7,0.0,84.7
20130523,16.6,21.5,16.0,18.4,0.0,92.7
20130524,17.4,21.7,15.8,17.8,0.0,96.3
20130525,15.9,23.3,14.5,17.6,0.0,85.2
20130526,14.6,18.8,13.4,15.9,0.0,77.9
20130527,12.8,20.6,11.2,16.3,0.0,70.7
20130528,15.0,20.1,14.6,17.4,0.0,90.2
20130529,16.8,22.7,15.6,18.3,0.0,94.5
20130530,15.4,21.5,14.2,18.0,0.0,95.2
