datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,76.0,291.0,0.0,0.0,291.0
201302,68.0,260.0,0.0,0.0,260.0
201303,328.0,808.0,0.0,0.0,808.0
201304,576.0,2260.0,1.0,13.0,2247.0
201305,560.0,1859.0,0.0,0.0,1859.0
201306,96.0,674.0,0.0,0.0,674.0
201307,210.0,1925.0,0.0,0.0,1925.0
201308,50.0,776.0,0.0,0.0,776.0
201309,20.0,142.0,0.0,0.0,142.0
201310,362.0,1153.0,0.0,0.0,1153.0
201311,178.0,1639.0,0.0,0.0,1639.0
201312,208.0,1530.0,0.0,0.0,1530.0
201401,102.0,721.0,2.0,32.0,689.0
201402,128.0,1042.0,3.0,21.0,1021.0
201403,759.0,1574.0,0.0,0.0,1574.0
201404,90.0,754.0,11.0,49.0,705.0
201405,272.0,1261.0,0.0,0.0,1261.0
201406,121.0,1307.0,0.0,0.0,1307.0
201407,24.0,218.0,0.0,0.0,218.0
201408,0.0,0.0,1.0,11.0,-11.0
201409,16.0,149.0,0.0,0.0,149.0
201410,80.0,715.0,0.0,0.0,715.0
201411,288.0,1794.0,0.0,1.0,1793.0
201412,94.0,334.0,0.0,0.0,334.0
201501,517.0,3721.0,0.0,0.0,3721.0
201502,363.0,4375.0,0.0,0.0,4375.0
201503,195.0,1489.0,0.0,0.0,1489.0
201504,95.0,404.0,0.0,0.0,404.0
201505,52.0,227.0,0.0,0.0,227.0
201506,131.0,733.0,10.0,110.0,623.0
201507,356.0,2730.0,0.0,0.0,2730.0
201508,24.0,130.0,12.0,209.0,-79.0
201509,209.0,1095.0,0.0,0.0,1095.0
201510,307.0,2564.0,0.0,0.0,2564.0
201511,429.0,2827.0,0.0,0.0,2827.0
201512,543.0,2850.0,0.0,0.0,2850.0
201601,744.0,4183.0,0.0,0.0,4183.0
201602,3303.0,16174.0,0.0,0.0,16174.0
201603,805.0,5725.0,0.0,0.0,5725.0
201604,640.0,5503.0,0.0,0.0,5503.0
201605,558.0,3784.0,0.0,0.0,3784.0
201606,636.0,4358.0,11.0,4.0,4354.0
201607,456.0,5266.0,162.0,1436.0,3830.0
201608,80.0,1026.0,546.0,4841.0,-3815.0
201609,20.0,136.0,999.0,9006.0,-8870.0
201610,216.0,1154.0,0.0,0.0,1154.0
201611,1520.0,10307.0,0.0,0.0,10307.0
201612,1499.0,11993.0,0.0,0.0,11993.0
201301,0.0,0.0,127594.0,99824.0,-99824.0
201302,450.0,839.0,32154.0,24610.0,-23771.0
201303,0.0,0.0,69623.0,52154.0,-52154.0
201304,200.0,374.0,547397.0,330047.0,-329673.0
201305,5.0,90.0,274501.0,176745.0,-176655.0
201306,0.0,0.0,190085.0,136951.0,-136951.0
201307,0.0,0.0,164212.0,128932.0,-128932.0
201308,50.0,72.0,221273.0,171425.0,-171353.0
201309,0.0,0.0,125993.0,101865.0,-101865.0
201310,0.0,0.0,112280.0,81249.0,-81249.0
201311,0.0,0.0,117887.0,101887.0,-101887.0
201312,300.0,513.0,141858.0,103228.0,-102715.0
201401,0.0,0.0,152000.0,128358.0,-128358.0
201402,0.0,0.0,109887.0,91414.0,-91414.0
201403,3.0,6.0,134663.0,102567.0,-102561.0
201404,0.0,0.0,488964.0,320548.0,-320548.0
201405,0.0,0.0,163690.0,131726.0,-131726.0
201406,0.0,0.0,333534.0,222094.0,-222094.0
201407,0.0,0.0,190487.0,144253.0,-144253.0
201408,0.0,0.0,118372.0,106656.0,-106656.0
201409,0.0,0.0,179080.0,159756.0,-159756.0
201410,0.0,0.0,145668.0,114977.0,-114977.0
201411,1000.0,854.0,171392.0,142097.0,-141243.0
201412,0.0,0.0,167116.0,136685.0,-136685.0
201501,0.0,0.0,203482.0,163813.0,-163813.0
201502,0.0,0.0,99737.0,84242.0,-84242.0
201503,0.0,0.0,217720.0,160487.0,-160487.0
201504,839.0,5100.0,450517.0,287432.0,-282332.0
201505,0.0,0.0,127962.0,111727.0,-111727.0
201506,22500.0,13148.0,144200.0,116787.0,-103639.0
201507,0.0,0.0,173448.0,141900.0,-141900.0
201508,0.0,0.0,231547.0,178457.0,-178457.0
201509,0.0,0.0,393630.0,272466.0,-272466.0
201510,0.0,0.0,179416.0,136846.0,-136846.0
201511,16270.0,13927.0,508228.0,304653.0,-290726.0
201512,0.0,0.0,205970.0,136275.0,-136275.0
201601,0.0,0.0,134750.0,98887.0,-98887.0
201602,0.0,0.0,44624.0,27393.0,-27393.0
201603,0.0,0.0,128480.0,104917.0,-104917.0
201604,34.0,20.0,354804.0,256914.0,-256894.0
201605,0.0,0.0,137010.0,102730.0,-102730.0
201606,0.0,0.0,174902.0,100594.0,-100594.0
201607,0.0,0.0,310170.0,219843.0,-219843.0
201608,3.0,25.0,109309.0,94410.0,-94385.0
201609,0.0,0.0,185761.0,160639.0,-160639.0
201610,0.0,0.0,89347.0,80004.0,-80004.0
201611,0.0,0.0,155138.0,130077.0,-130077.0
201612,0.0,0.0,166190.0,131212.0,-131212.0
