datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201306,335.0,1698.0,0.0,0.0,1698.0
201307,55640.0,300062.0,0.0,0.0,300062.0
201308,129630.0,675238.0,0.0,0.0,675238.0
201309,102099.0,567758.0,0.0,0.0,567758.0
201310,4572.0,29680.0,0.0,0.0,29680.0
201406,5639.0,35326.0,0.0,0.0,35326.0
201407,80182.0,469109.0,0.0,0.0,469109.0
201408,161466.0,857279.0,0.0,0.0,857279.0
201409,97753.0,569397.0,0.0,0.0,569397.0
201410,19869.0,119117.0,0.0,0.0,119117.0
201506,3682.0,25509.0,0.0,0.0,25509.0
201507,103707.0,520481.0,0.0,0.0,520481.0
201508,195219.0,923115.0,0.0,0.0,923115.0
201509,141579.0,699221.0,0.0,0.0,699221.0
201510,27667.0,133117.0,0.0,0.0,133117.0
201605,235.0,3279.0,0.0,0.0,3279.0
201606,10592.0,81052.0,0.0,0.0,81052.0
201607,126378.0,710117.0,0.0,0.0,710117.0
201608,150624.0,795021.0,0.0,0.0,795021.0
201609,100614.0,561629.0,0.0,0.0,561629.0
201610,7445.0,46185.0,0.0,0.0,46185.0
201301,4070.0,11556.0,414075.0,494685.0,-483129.0
201302,4618.0,13584.0,306177.0,355079.0,-341495.0
201303,4429.0,11967.0,272957.0,379155.0,-367188.0
201304,5879.0,15003.0,528068.0,597808.0,-582805.0
201305,5671.0,15076.0,533156.0,629652.0,-614576.0
201306,24308.0,33944.0,407750.0,509073.0,-475129.0
201307,1961.0,5455.0,600823.0,756782.0,-751327.0
201308,7891.0,19336.0,366652.0,476854.0,-457518.0
201309,17808.0,41339.0,456697.0,598288.0,-556949.0
201310,3102.0,9398.0,433945.0,540220.0,-530822.0
201311,3512.0,9989.0,304350.0,373785.0,-363796.0
201312,3206.0,10443.0,469225.0,574889.0,-564446.0
201401,2915.0,8993.0,354193.0,481551.0,-472558.0
201402,2476.0,8698.0,424469.0,480139.0,-471441.0
201403,2571.0,7063.0,393305.0,466421.0,-459358.0
201404,9666.0,25942.0,545512.0,641518.0,-615576.0
201405,9081.0,23828.0,698044.0,862271.0,-838443.0
201406,7313.0,22271.0,407035.0,411829.0,-389558.0
201407,19208.0,40755.0,1061636.0,1179693.0,-1138938.0
201408,8212.0,31687.0,603974.0,654184.0,-622497.0
201409,5345.0,15653.0,489605.0,580907.0,-565254.0
201410,2396.0,8865.0,364278.0,387985.0,-379120.0
201411,4277.0,11571.0,646338.0,702016.0,-690445.0
201412,3113.0,8513.0,471272.0,564856.0,-556343.0
201501,3592.0,10120.0,359275.0,380701.0,-370581.0
201502,7270.0,18612.0,285566.0,322576.0,-303964.0
201503,36936.0,59048.0,616882.0,647757.0,-588709.0
201504,6868.0,20022.0,476271.0,530280.0,-510258.0
201505,16756.0,52639.0,780697.0,895401.0,-842762.0
201506,14988.0,35685.0,774113.0,891790.0,-856105.0
201507,5789.0,16270.0,725759.0,819447.0,-803177.0
201508,2879.0,7858.0,785680.0,853124.0,-845266.0
201509,4427.0,13413.0,298026.0,315050.0,-301637.0
201510,3485.0,9251.0,598952.0,636705.0,-627454.0
