datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,3.6,9.5,3.0,5.8,0.0,47.7
20130102,6.0,13.3,4.8,8.5,0.0,46.1
20130103,6.4,11.3,2.3,6.4,0.0,38.2
20130104,6.7,11.0,1.0,5.9,0.0,44.6
20130105,1.4,3.7,1.0,2.3,8.0,86.9
20130106,2.1,9.1,1.4,4.0,10.5,87.4
20130107,3.3,10.4,1.0,5.2,0.0,67.3
20130108,4.0,8.2,3.6,5.8,1.0,84.3
20130109,5.1,10.2,2.6,6.0,1.0,55.5
20130110,2.5,5.2,-1.1,2.7,0.0,34.7
20130111,-1.1,3.9,-4.7,-1.1,0.0,21.4
20130112,-0.8,5.9,-2.2,3.0,0.0,29.8
20130113,-1.4,1.2,-4.3,-2.2,0.0,30.4
20130114,-4.1,-1.8,-7.8,-5.3,0.0,26.6
20130115,-7.1,3.9,-7.8,-3.5,0.0,25.6
20130116,-3.1,3.9,-3.4,-0.2,0.0,46.6
20130117,-2.2,8.2,-3.3,1.6,0.0,37.6
20130118,3.7,6.7,-1.5,3.6,0.0,37.4
20130119,1.0,7.0,-2.2,2.6,0.0,52.1
20130120,-0.1,2.9,-4.8,-1.2,18.2,74.0
20130121,-3.7,1.6,-5.5,-2.9,22.0,58.7
20130122,-1.7,-1.0,-7.0,-3.4,0.0,42.6
20130123,-6.9,-1.0,-9.8,-6.0,0.0,38.0
20130124,-5.6,2.1,-8.3,-4.4,0.0,33.8
20130125,-3.8,5.0,-5.9,-1.5,0.0,32.9
20130126,-2.3,8.3,-3.6,2.0,0.0,28.6
20130127,5.5,8.0,1.0,4.9,0.0,31.7
20130128,-0.3,6.4,-4.1,2.0,0.0,44.2
20130129,2.7,7.4,1.8,4.1,1.4,58.9
20130130,2.0,3.8,-4.0,0.6,4.8,82.8
20130131,-3.6,4.8,-5.9,-1.4,6.0,51.6
20130201,-0.8,4.4,-1.7,1.4,0.0,31.0
20130202,-1.4,9.8,-2.9,2.6,0.0,24.1
20130203,1.6,9.9,1.0,4.9,0.0,36.0
20130204,4.1,13.9,1.7,6.7,0.0,38.2
20130205,8.6,10.6,3.6,6.9,0.0,43.4
20130206,3.6,4.5,1.0,2.7,0.0,41.8
20130207,-0.2,6.1,-1.7,2.6,0.0,48.5
20130208,-0.3,7.2,-2.1,3.6,0.0,38.9
20130209,2.0,2.6,-4.2,-0.4,0.0,36.4
20130210,-4.5,-1.0,-6.5,-4.4,0.0,33.7
20130211,-5.0,3.6,-7.0,-2.8,0.0,33.8
20130212,-2.0,5.8,-3.5,0.3,0.0,40.6
20130213,1.1,8.4,-1.6,3.7,0.0,32.4
20130214,0.1,7.0,-1.9,2.3,0.0,58.8
20130215,2.2,13.6,1.0,6.5,0.0,27.8
20130216,7.3,16.5,6.7,10.9,0.0,28.3
