datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-1.6,8.7,-3.8,0.9,0.0, 
20130102,1.6,9.5,1.0,4.7,0.0, 
20130103,3.4,7.6,-2.6,3.3,0.0, 
20130104,-1.4,10.9,-2.3,4.8,0.0, 
20130105,-1.5,7.2,-2.8,2.1,0.0, 
20130106,3.8,12.7,1.0,5.2,0.0, 
20130107,-0.7,9.8,-3.9,2.0,0.0, 
20130108,0.3,13.7,1.0,8.2,0.0, 
20130109,5.1,6.0,1.0,4.1,0.0, 
20130110,-1.7,2.8,-5.4,-1.8,0.0, 
20130111,-5.0,1.4,-10.5,-5.4,0.0, 
20130112,-2.1,3.3,-4.4,-1.0,1.0, 
20130113,-4.7,-1.0,-9.6,-5.4,1.0, 
20130114,-7.5,-4.3,-10.3,-7.5,0.0, 
20130115,-10.3,-1.0,-14.4,-7.6,0.0, 
20130116,-9.8,4.7,-13.6,-6.6,0.0, 
20130117,-8.7,4.1,-12.0,-5.2,0.0, 
20130118,-5.9,5.1,-7.5,-2.1,0.0, 
20130119,-4.3,5.3,-5.4,-2.6,0.0, 
20130120,-2.8,-1.2,-8.4,-3.4,1.8, 
20130121,-9.0,-1.0,-14.3,-6.8,2.0, 
20130122,-1.8,-1.7,-10.0,-6.0,0.0, 
20130123,-10.4,-2.6,-16.6,-9.4,0.0, 
20130124,-13.0,-1.0,-17.0,-8.9,0.0, 
20130125,-11.3,3.1,-16.1,-8.2,0.0, 
20130126,-9.7,5.2,-14.0,-5.9,0.0, 
20130127,0.2,4.5,-5.7,-0.7,3.0, 
20130128,-7.1,5.6,-10.7,-4.4,3.0, 
20130129,0.1,1.8,1.0,1.3,2.9, 
20130130,0.1,-1.0,-9.7,-4.1,5.0, 
20130131,-10.3,2.4,-13.7,-7.5,0.0, 
20130201,-6.5,2.4,-9.4,-4.8,0.0, 
20130202,-6.8,3.4,-11.4,-4.9,0.0, 
20130203,0.5,6.9,-4.1,1.7,0.0, 
20130204,-2.9,4.3,-6.1,-1.1,0.0, 
20130205,1.2,5.1,1.0,2.0,0.0, 
20130206,-0.3,3.4,-3.6,-0.8,0.0, 
20130207,-3.3,4.0,-7.4,-2.6,0.0, 
20130208,-1.2,3.0,-6.3,-2.3,0.0, 
20130209,-2.2,-1.0,-6.1,-3.8,0.0, 
20130210,-6.6,-1.7,-8.2,-5.6,0.0, 
20130211,-7.2,-1.0,-8.9,-5.5,0.0, 
20130212,-4.0,4.7,-10.2,-3.0,0.0, 
20130213,-3.6,5.8,-9.1,-1.6,0.0, 
20130214,-0.6,6.4,-7.0,0.0,0.0, 
20130215,-3.5,9.4,-7.9,0.0,0.0, 
20130216,-2.3,13.8,-6.3,4.1,0.0, 
20130217,9.3,9.5,-2.9,4.2,2.0, 
20130218,-3.4,4.4,-6.7,-2.1,2.0, 
20130219,-2.3,7.4,-5.9,0.9,1.4, 
20130220,4.0,5.9,-3.9,1.8,4.2, 
20130221,-4.4,8.6,-8.2,-1.1,4.5, 
20130222,-2.2,2.5,-2.5,0.9,8.0, 
20130223,1.6,4.3,-2.9,0.6,12.0, 
20130224,-3.5,5.5,-5.3,-0.5,0.0, 
20130225,-0.8,8.6,-4.7,2.1,0.0, 
20130226,-0.3,10.8,-2.6,4.4,0.0, 
20130227,-0.8,11.8,-4.6,3.2,0.0, 
20130228,-0.6,12.5,-4.6,4.2,0.0, 
20130301,2.1,11.7,1.0,5.9,1.0, 
20130302,2.0,6.1,1.0,2.8,1.5, 
20130303,-1.0,11.2,-4.7,3.2,1.5, 
20130304,-0.4,15.4,-3.9,5.0,0.0, 
20130305,1.2,12.2,-2.0,4.6,0.0, 
20130306,4.7,5.4,-1.8,2.8,0.0, 
20130307,-1.0,3.0,-2.9,-0.3,0.0, 
20130308,-2.6,5.4,-5.8,0.7,0.0, 
20130309,0.1,10.2,-4.5,3.6,0.0, 
20130310,1.9,12.8,-2.6,5.9,0.0, 
20130311,0.3,17.5,-4.6,5.4,0.0, 
