datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-0.2,9.1,-2.0,4.5,0.0, 
20130102,3.7,10.5,1.2,5.4,0.0, 
20130103,3.8,7.8,-4.6,2.0,0.0, 
20130104,-1.5,10.3,-1.7,4.0,0.0, 
20130105,-1.5,8.3,-2.3,3.2,0.0, 
20130106,5.4,11.6,1.0,6.1,0.0, 
20130107,0.4,9.9,-1.9,4.2,0.0, 
20130108,1.7,12.7,1.0,6.5,0.0, 
20130109,5.4,5.6,-1.6,3.8,0.0, 
20130110,-2.7,2.2,-6.5,-2.4,0.0, 
20130111,-5.3,1.4,-10.6,-5.2,0.0, 
20130112,-2.8,2.8,-5.3,-1.5,0.0, 
20130113,-6.3,-1.2,-9.2,-5.2,0.0, 
20130114,-6.7,-4.2,-9.5,-6.8,0.0, 
20130115,-10.3,-1.0,-14.0,-7.7,0.0, 
20130116,-8.9,3.6,-12.4,-5.9,0.0, 
20130117,-7.7,4.1,-9.8,-4.2,0.0, 
20130118,-3.8,4.1,-6.2,-1.3,0.0, 
20130119,-1.1,4.8,-4.4,-1.3,0.0, 
20130120,-1.6,-1.1,-8.4,-3.2,1.9, 
20130121,-9.3,-1.0,-11.3,-6.1,1.3, 
20130122,-1.4,-1.1,-8.7,-5.8,1.0, 
20130123,-9.1,-4.1,-14.2,-8.9,0.0, 
20130124,-12.1,-1.0,-14.9,-8.5,0.0, 
20130125,-10.4,1.4,-13.2,-8.0,0.0, 
20130126,-8.5,4.4,-11.1,-4.4,0.0, 
20130127,2.6,4.5,-6.7,-1.3,3.0, 
20130128,-7.2,6.1,-9.9,-2.7,3.0, 
20130129,1.2,3.9,1.0,2.0,2.6, 
20130130,0.1,-1.0,-8.9,-4.3,4.1, 
20130131,-9.3,-1.0,-11.1,-6.3,0.0, 
20130201,-7.0,1.4,-8.3,-4.9,0.0, 
20130202,-6.4,3.2,-11.3,-3.4,0.0, 
20130203,0.9,7.0,-3.0,1.6,0.0, 
20130204,-2.5,6.3,-4.7,0.7,0.0, 
20130205,2.1,4.2,1.0,2.4,0.0, 
20130206,0.2,2.3,-4.5,-1.5,0.0, 
20130207,-4.3,4.4,-6.9,-2.3,0.0, 
20130208,-2.2,3.7,-5.9,-2.6,0.0, 
20130209,-1.9,-1.5,-5.8,-3.9,0.0, 
20130210,-6.1,-2.7,-7.8,-5.4,0.0, 
20130211,-6.6,-1.0,-9.0,-4.5,0.0, 
20130212,-5.6,4.1,-9.8,-3.2,0.0, 
20130213,-5.3,6.2,-7.6,-1.4,1.4, 
20130214,0.1,7.4,-5.1,0.3,1.5, 
20130215,-4.1,8.7,-6.6,0.2,0.0, 
20130216,-1.4,13.3,-4.1,5.2,0.0, 
20130217,11.1,11.3,-2.7,3.9,3.4, 
20130218,-3.1,3.2,-8.3,-2.9,3.5, 
20130219,-3.3,7.8,-5.2,1.2,1.1, 
20130220,5.0,6.4,-4.0,1.7,4.3, 
20130221,-5.0,7.3,-8.4,-1.6,4.5, 
20130222,-0.9,3.7,-1.1,2.3,6.7, 
20130223,0.9,2.4,-2.6,-0.1,9.0, 
20130224,-3.5,5.3,-7.5,-1.3,0.0, 
20130225,-1.4,9.2,-4.8,1.8,0.0, 
20130226,-0.5,9.6,-1.6,4.5,0.0, 
20130227,-1.8,10.6,-4.1,2.7,0.0, 
20130228,-1.6,13.2,-4.0,3.8,0.0, 
20130301,2.4,12.1,1.0,5.3,2.4, 
20130302,2.8,6.3,-2.1,2.3,4.3, 
20130303,-2.6,10.9,-4.4,2.5,0.0, 
20130304,0.3,12.9,-2.8,5.2,0.0, 
20130305,0.5,11.7,-1.2,6.7,0.0, 
20130306,4.8,5.4,-1.5,2.2,0.0, 
20130307,-2.2,2.4,-2.4,-0.9,0.0, 
20130308,-1.8,5.5,-6.6,0.4,0.0, 
20130309,0.5,9.8,-4.4,3.4,0.0, 
20130310,0.7,12.0,-3.7,4.1,0.0, 
20130311,0.1,16.6,-3.5,5.2,0.0, 
20130312,3.3,14.9,1.0,8.4,0.0, 
20130313,6.2,13.0,1.0,6.5,0.0, 
20130314,0.9,10.6,-2.3,4.8,0.0, 
20130315,-0.2,12.5,-3.0,4.9,0.0, 
20130316,-0.4,13.0,-2.8,5.3,0.0, 
20130317,0.7,15.8,-2.3,6.9,0.0, 
20130318,2.7,16.5,2.0,7.6,0.0, 
20130319,2.4,18.8,1.0,10.5,0.0, 
20130320,5.2,15.7,2.1,8.8,0.0, 
20130321,7.7,12.1,2.6,7.3,0.0, 
20130322,1.4,13.8,-1.6,6.8,0.0, 
20130323,4.9,14.8,1.2,6.9,0.0, 
20130324,2.2,15.2,1.0,8.4,0.0, 
20130325,5.2,11.8,3.8,7.6,0.0, 
20130326,2.7,12.3,1.0,6.5,0.0, 
20130327,5.6,10.9,3.2,6.8,0.0, 
20130328,1.6,13.3,1.0,7.4,0.0, 
20130329,5.9,15.2,1.3,8.5,0.0, 
20130330,2.6,18.1,1.0,9.8,0.0, 
20130331,6.8,13.4,5.9,8.5,1.7, 
20130401,6.8,14.4,5.8,8.8,2.0, 
20130402,4.1,15.3,1.0,8.6,0.0, 
20130403,3.9,19.4,1.0,9.9,0.0, 
20130404,6.1,21.6,2.7,12.5,0.0, 
20130405,12.2,15.2,9.6,12.0,9.8, 
20130406,13.3,15.1,9.9,11.7,1.8, 
20130407,9.3,23.8,7.6,13.9,1.0, 
20130408,10.5,20.2,6.1,12.1,0.0, 
20130409,9.0,17.3,8.6,12.3,0.0, 
20130410,11.8,21.6,9.6,14.9,0.0, 
20130411,12.6,18.4,7.4,12.5,4.8, 
20130412,11.6,15.8,4.6,11.4,5.0, 
20130413,6.7,20.6,2.6,11.6,0.0, 
20130414,9.5,19.8,5.3,12.7,0.0, 
20130415,11.1,25.2,8.3,16.7,0.0, 
20130416,11.8,26.6,9.6,17.6,0.0, 
20130417,15.6,16.7,10.7,13.8,6.8, 
20130418,9.9,18.2,7.6,11.3,5.4, 
20130419,8.7,17.6,4.4,11.2,6.5, 
20130420,10.3,17.2,8.6,12.0,0.0, 
20130421,9.7,19.8,4.0,11.8,0.0, 
20130422,8.5,21.1,5.4,13.0,0.0, 
20130423,9.0,22.3,4.9,13.6,0.0, 
20130424,9.5,22.5,5.1,13.8,0.0, 
20130425,10.0,23.1,8.5,15.1,0.0, 
20130426,13.0,20.3,10.5,14.8,0.0, 
20130427,9.5,18.9,4.1,12.5,0.0, 
20130428,8.2,22.1,4.9,13.9,0.0, 
