datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,2.3,8.5,1.0,4.7,0.0, 
20130102,4.5,9.7,3.6,5.7,0.0, 
20130103,3.7,7.9,1.0,3.8,0.0, 
20130104,1.8,10.1,1.5,4.4,0.0, 
20130105,1.5,8.2,1.0,5.4,0.0, 
20130106,5.7,10.7,3.7,6.4,0.0, 
20130107,3.7,9.8,1.0,5.2,0.0, 
20130108,5.1,12.4,4.1,7.2,0.0, 
20130109,5.3,5.5,1.0,3.8,0.0, 
20130110,-1.3,2.3,-4.3,-1.8,0.0, 
20130111,-5.1,1.1,-8.0,-4.7,0.0, 
20130112,-1.0,3.1,-3.1,-0.7,0.0, 
20130113,-3.6,-1.3,-6.7,-4.2,0.0, 
20130114,-6.5,-4.1,-8.0,-6.6,0.0, 
20130115,-7.6,-1.4,-9.7,-5.9,0.0, 
20130116,-5.9,2.7,-9.3,-4.3,0.0, 
20130117,-4.1,3.1,-7.3,-3.0,0.0, 
20130118,-0.7,3.9,-3.0,0.2,0.0, 
20130119,-2.8,3.9,-5.0,-1.8,0.0, 
20130120,-1.3,-1.0,-5.4,-2.8,1.9, 
20130121,-5.3,-1.0,-7.9,-4.4,1.3, 
20130122,-1.5,-1.2,-8.1,-5.6,1.0, 
20130123,-8.6,-3.7,-10.1,-7.3,0.0, 
20130124,-7.0,-1.0,-10.9,-6.1,0.0, 
20130125,-6.7,1.1,-9.9,-5.8,0.0, 
20130126,-5.2,3.6,-9.1,-2.2,0.0, 
20130127,3.9,4.6,-4.6,-0.7,3.0, 
20130128,-4.6,5.2,-7.5,-1.3,3.0, 
20130129,1.8,3.6,1.0,2.0,2.8, 
20130130,-0.1,-1.0,-5.6,-3.9,5.0, 
20130131,-6.1,-1.0,-9.4,-5.1,0.0, 
20130201,-4.6,-1.0,-6.0,-4.2,0.0, 
20130202,-5.2,3.0,-7.4,-2.4,0.0, 
20130203,0.5,6.7,-1.3,3.6,0.0, 
20130204,0.3,5.2,-2.9,1.8,0.0, 
20130205,2.9,3.9,1.0,2.5,0.0, 
20130206,0.2,1.7,-2.9,-1.1,0.0, 
20130207,-2.6,3.5,-4.9,-1.6,0.0, 
20130208,-1.9,1.7,-4.0,-2.0,0.0, 
20130209,-1.7,-1.1,-5.3,-3.6,0.0, 
20130210,-5.2,-2.8,-7.2,-5.2,0.0, 
20130211,-5.5,-1.0,-7.6,-3.8,0.0, 
20130212,-2.8,3.0,-6.5,-2.8,0.0, 
20130213,-2.2,5.4,-4.7,0.0,0.0, 
20130214,0.6,5.7,-3.9,0.7,0.0, 
20130215,-1.5,8.0,-4.1,1.7,0.0, 
20130216,1.7,11.9,-1.1,8.2,0.0, 
20130217,9.9,10.0,-2.7,3.3,3.4, 
20130218,-3.4,3.0,-5.6,-2.4,3.5, 
20130219,-1.1,7.5,-2.6,2.1,1.2, 
20130220,4.6,6.5,-3.4,1.0,6.2, 
20130221,-3.7,6.6,-6.6,-0.6,6.5, 
20130222,1.8,3.5,1.0,2.4,8.7, 
20130223,0.3,2.3,-2.3,-0.2,12.0, 
