datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.9,5.9,-6.9,-1.7,0.0,81.9
20130102,-2.6,6.7,-3.4,0.2,0.0,88.8
20130103,-2.3,6.2,-5.8,-1.1,0.0,78.4
20130104,-4.8,8.4,-5.3,0.1,0.0,76.6
20130105,-3.0,7.5,-4.6,0.6,0.0,74.4
20130106,-0.6,8.4,-3.3,1.4,0.0,77.9
20130107,-3.6,9.5,-6.0,-0.2,0.0,80.3
20130108,-0.9,12.1,-1.6,5.5,0.0,74.0
20130109,3.5,7.2,-4.1,3.2,0.0,59.4
20130110,-4.2,1.2,-7.5,-4.9,0.0,60.8
20130111,-7.9,-1.0,-11.3,-6.2,0.0,38.6
20130112,-4.6,3.1,-6.2,-2.3,0.0,46.5
20130113,-4.9,-2.0,-10.8,-6.9,0.0,49.1
20130114,-10.6,-5.0,-13.6,-9.5,0.0,41.2
20130115,-12.5,-1.0,-16.7,-10.2,0.0,47.5
20130116,-12.5,2.8,-15.6,-8.6,0.0,57.6
20130117,-9.9,3.7,-12.3,-6.3,0.0,59.4
20130118,-8.3,3.1,-10.7,-5.1,0.0,65.5
20130119,-7.4,5.7,-9.9,-3.8,0.0,63.2
20130120,-5.3,-1.1,-7.1,-4.0,1.9,69.8
20130121,-8.1,-2.5,-8.7,-5.8,2.0,69.0
20130122,-3.3,-2.6,-13.2,-6.9,0.0,48.8
20130123,-12.9,-4.1,-17.8,-12.1,0.0,59.6
20130124,-15.3,-1.1,-19.0,-11.7,0.0,59.7
20130125,-13.7,-1.0,-17.7,-11.0,0.0,60.1
20130126,-13.1,2.4,-16.4,-8.6,0.0,59.1
20130127,-0.1,2.7,-9.2,-2.2,2.0,51.7
20130128,-10.0,6.1,-13.8,-5.5,2.0,55.7
20130129,-1.6,1.8,-1.8,-0.6,2.3,69.0
20130130,-0.2,-1.0,-4.9,-3.1,3.6,74.3
20130131,-5.0,-1.0,-12.6,-6.4,0.0,62.1
20130201,-10.3,1.0,-12.8,-8.7,0.0,60.7
20130202,-10.1,1.8,-15.4,-8.7,0.0,58.0
20130203,-10.0,5.9,-11.6,-4.8,0.0,66.6
20130204,-6.8,6.5,-10.0,-2.5,0.0,70.4
20130205,0.6,5.0,-1.6,2.3,0.0,77.5
20130206,-0.8,2.0,-6.5,-2.0,0.0,56.5
20130207,-6.2,3.8,-9.9,-4.4,0.0,60.7
20130208,-3.6,3.1,-8.5,-3.0,0.0,59.4
20130209,-2.3,-1.0,-8.0,-4.5,0.0,47.5
20130210,-7.6,-2.0,-11.4,-6.9,0.0,44.4
20130211,-8.2,-1.0,-14.5,-8.4,0.0,52.0
20130212,-10.1,3.2,-13.6,-6.9,0.0,60.1
20130213,-8.7,5.0,-12.5,-5.0,0.0,62.5
20130214,-5.1,5.5,-9.2,-2.7,0.0,63.5
20130215,-6.8,7.8,-10.1,-2.8,0.0,58.7
20130216,-4.8,12.5,-8.4,1.8,0.0,59.4
20130217,5.6,9.5,-4.3,5.0,1.5,64.5
20130218,-4.6,2.4,-8.6,-3.8,1.5,51.5
20130219,-5.4,5.3,-8.6,-1.9,0.0,61.3
20130220,1.5,4.8,-4.1,1.1,5.7,64.1
20130221,-5.1,5.9,-9.1,-2.6,6.0,52.8
20130222,-3.3,2.5,-4.3,-0.2,3.7,81.2
20130223,1.6,3.1,-4.0,0.8,6.0,62.6
20130224,-4.8,4.4,-7.8,-2.8,0.0,55.2
20130225,-2.9,7.6,-6.6,-0.5,0.0,62.0
20130226,-4.0,8.3,-5.7,0.4,0.0,63.5
20130227,-3.3,9.3,-5.3,0.8,0.0,64.5
20130228,-3.2,12.3,-6.2,1.2,0.0,60.5
20130301,-1.7,11.1,-2.6,2.9,0.0,61.1
20130302,1.8,4.9,-2.0,2.4,0.0,78.5
20130303,-2.0,9.9,-6.1,0.4,0.0,64.2
20130304,-2.6,12.3,-5.8,2.1,0.0,60.5
20130305,-1.9,12.3,-4.5,2.9,0.0,57.0
20130306,3.7,5.3,-2.1,2.4,1.5,52.4
20130307,-2.3,3.6,-5.3,-1.7,1.5,31.7
20130308,-5.5,4.6,-8.5,-3.0,0.0,49.3
20130309,0.1,8.8,-5.6,2.6,0.0,43.9
20130310,0.5,11.1,-6.1,2.2,0.0,43.7
20130311,-2.7,15.2,-6.2,3.1,0.0,46.8
20130312,-0.2,14.7,-3.3,6.0,0.0,51.5
20130313,3.0,14.0,1.0,6.8,0.0,48.8
20130314,0.1,8.7,-3.7,1.8,0.0,68.7
20130315,-2.8,11.1,-6.5,1.4,0.0,62.1
20130316,-1.5,13.3,-5.4,2.8,0.0,52.4
20130317,-1.7,15.8,-5.2,4.0,0.0,46.9
20130318,0.6,15.6,1.0,8.8,0.0,42.3
20130319,0.4,18.6,-3.4,7.0,0.0,43.5
20130320,2.1,14.0,-1.9,7.7,0.0,39.0
20130321,5.6,8.8,-1.4,4.6,1.0,69.1
20130322,-1.3,13.6,-2.7,4.7,1.0,62.8
20130323,3.3,15.1,-1.2,6.7,0.0,48.7
20130324,-0.1,11.9,-1.0,8.0,0.0,55.7
