datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-2.0,10.5,-5.2,0.6,0.0,90.6
20130102,-2.6,12.9,-3.2,6.1,0.0,90.0
20130103,1.7,10.0,-3.9,2.3,0.0,87.4
20130104,-4.1,10.5,-5.0,0.7,0.0,92.2
20130105,-2.6,10.7,-2.8,3.1,0.0,88.4
20130106,4.3,13.0,-1.8,5.6,0.0,84.8
20130107,-1.8,10.4,-4.2,2.5,0.0,89.4
20130108,4.5,13.5,4.0,7.3,1.5,84.9
20130109,6.6,7.9,-3.0,4.5,1.5,82.6
20130110,-2.4,5.4,-4.0,1.1,0.0,76.0
20130111,-0.5,2.9,-4.8,-1.6,0.0,63.1
20130112,-3.0,6.5,-5.9,-0.3,0.0,88.0
20130113,-4.0,4.7,-8.0,-2.8,0.0,91.0
20130114,-2.5,-1.5,-5.5,-3.7,0.0,73.5
20130115,-6.2,1.6,-11.7,-6.3,0.0,65.7
20130116,-7.3,4.3,-11.7,-5.4,0.0,72.4
20130117,-9.4,5.3,-10.8,-4.4,0.0,76.1
20130118,-3.0,6.5,-7.1,-0.8,0.0,75.7
20130119,-3.5,6.8,-7.5,-0.9,0.0,78.2
20130120,-4.2,1.6,-5.4,-2.4,4.6,94.1
20130121,-8.0,1.6,-12.3,-6.0,6.0,92.0
20130122,-0.1,-1.0,-5.6,-2.8,1.1,89.7
20130123,-6.0,-2.1,-14.1,-6.8,1.5,86.5
20130124,-9.0,-1.0,-14.6,-8.7,0.0,87.4
20130125,-10.4,1.6,-12.5,-7.3,0.0,83.8
20130126,-9.5,7.3,-14.7,-4.9,0.0,79.5
20130127,-3.4,7.5,-5.8,0.5,0.0,71.9
20130128,-5.6,11.2,-10.1,-0.5,0.0,72.8
20130129,1.3,6.5,1.0,3.1,1.5,97.7
20130130,4.2,5.4,-7.1,-0.4,1.1,79.5
20130131,-7.0,4.8,-9.7,-3.8,1.0,70.4
20130201,-5.2,4.4,-7.5,-1.7,0.0,66.2
20130202,-5.7,7.0,-9.1,-2.7,0.0,64.4
20130203,-6.0,9.9,-7.9,-0.6,0.0,77.6
20130204,-1.9,12.2,-3.1,6.0,0.0,70.0
20130205,4.2,6.1,2.6,4.3,1.5,95.7
20130206,3.1,4.4,-4.3,1.6,2.0,68.0
20130207,-3.9,7.7,-4.5,-0.1,0.0,72.1
20130208,-4.0,4.2,-4.2,0.5,0.0,76.4
20130209,-0.3,-1.0,-4.4,-2.3,0.0,79.7
20130210,-4.3,-1.7,-6.1,-4.2,0.0,84.2
20130211,-4.2,1.4,-6.4,-3.7,0.0,83.7
20130212,-2.1,5.1,-5.4,-0.9,0.0,81.6
20130213,-6.2,7.0,-9.6,-0.8,0.0,82.5
20130214,4.9,8.0,-3.7,2.2,0.0,70.6
20130215,-4.4,12.1,-8.7,0.3,0.0,71.7
20130216,-4.1,15.1,-8.2,3.8,4.2,86.3
20130217,10.0,12.7,-2.4,7.0,1.7,72.3
20130218,-3.8,4.7,-5.4,-0.9,1.5,60.8
20130219,-4.6,10.7,-9.3,1.1,0.0,74.9
20130220,9.2,13.5,-4.7,4.8,8.7,77.0
20130221,-4.1,10.4,-9.0,-0.7,9.5,72.0
20130222,-1.4,8.2,-1.9,5.3,13.8,94.1
20130223,2.8,4.7,-2.3,1.7,23.5,74.5
20130224,-2.1,6.1,-4.8,-0.3,0.0,64.1
20130225,-3.3,9.2,-4.9,1.0,0.0,73.8
20130226,-2.4,10.2,-5.2,1.4,0.0,74.8
20130227,-3.2,11.8,-6.1,1.7,0.0,73.8
20130228,-4.7,13.1,-7.5,2.2,0.0,70.7
20130301,-1.2,13.8,-2.9,4.5,1.2,78.9
20130302,5.1,5.8,-2.5,2.7,3.8,84.7
20130303,-3.2,12.1,-6.6,1.8,4.0,74.1
20130304,-0.8,14.0,-4.3,4.6,0.0,71.7
20130305,-0.9,15.1,-2.9,5.3,0.0,66.9
20130306,4.3,6.7,-2.2,3.7,0.0,55.5
20130307,-5.4,3.2,-7.6,-2.4,0.0,76.0
20130308,-1.6,5.7,-2.3,0.9,0.0,78.1
20130309,0.5,11.0,-2.6,5.3,0.0,62.4
20130310,4.5,13.9,-4.9,4.5,0.0,65.4
20130311,-4.1,17.2,-6.9,4.2,0.0,59.1
20130312,-1.1,17.5,-5.8,6.3,0.0,55.7
20130313,4.5,14.6,1.0,7.8,0.0,58.0
20130314,3.5,11.0,-4.0,4.6,0.0,64.0
20130315,-2.1,12.5,-7.0,2.6,0.0,68.0
20130316,-2.4,12.8,-4.7,3.6,0.0,68.9
20130317,-2.7,16.2,-6.4,4.2,0.0,63.1
20130318,-1.5,16.3,-2.6,6.5,0.0,63.8
20130319,-1.2,19.3,-4.5,7.1,0.0,59.4
20130320,0.2,13.0,-2.4,5.9,5.7,89.0
20130321,6.1,11.0,-1.2,6.6,8.6,76.6
20130322,-1.6,13.7,-4.4,4.5,0.0,70.1
20130323,4.3,15.3,1.0,7.9,0.0,61.0
20130324,-1.0,13.6,-2.9,6.1,0.0,80.3
20130325,5.2,7.3,3.4,5.8,7.4,99.0
20130326,3.1,10.7,1.0,5.4,9.5,81.6
20130327,2.1,10.6,1.0,5.4,1.0,84.4
20130328,-0.8,14.4,-2.4,6.4,1.0,74.8
20130329,5.0,9.2,4.4,6.6,2.3,99.1
20130330,6.1,19.1,1.5,9.6,2.5,76.5
20130331,8.1,14.4,4.2,9.0,1.0,90.0
20130401,4.8,13.7,1.9,7.3,1.0,78.2
20130402,0.1,15.2,-4.2,6.6,0.0,65.5
20130403,-1.1,19.6,-4.3,7.6,0.0,62.1
20130404,2.4,22.3,-2.0,12.1,0.0,61.4
20130405,9.4,14.9,8.8,12.2,9.3,92.0
20130406,15.0,16.7,10.6,14.2,10.2,98.8
20130407,10.7,24.1,7.9,14.0,10.0,82.1
20130408,8.6,25.2,4.9,14.0,0.0,76.8
20130409,9.6,22.9,9.0,14.8,0.0,79.6
20130410,9.5,22.5,5.8,13.8,0.0,63.6
20130411,11.4,17.3,6.7,11.4,10.6,83.9
20130412,9.8,17.8,2.9,11.2,12.0,41.4
20130413,1.5,19.5,1.0,10.3,0.0,70.4
20130414,4.1,20.7,1.0,11.2,0.0,75.4
20130415,11.3,25.0,8.9,16.0,1.5,76.1
20130416,8.5,28.2,4.5,15.4,1.5,66.2
20130417,9.2,17.7,7.9,14.2,9.0,98.6
20130418,10.2,22.2,7.5,13.2,11.5,86.9
20130419,10.2,18.4,4.3,11.3,0.0,63.1
20130420,5.5,16.6,4.0,9.8,1.5,78.7
20130421,7.6,20.8,5.3,12.2,1.5,73.4
20130422,6.2,20.9,2.0,11.3,0.0,72.4
20130423,5.4,21.6,2.1,11.2,0.0,78.0
20130424,4.6,21.7,1.0,12.6,0.0,68.9
20130425,7.9,22.2,6.7,15.1,2.6,82.2
20130426,13.8,20.0,5.4,14.4,1.6,74.8
20130427,5.8,18.7,2.5,10.2,1.5,64.1
20130428,1.7,22.6,1.0,14.3,0.0,65.2
20130429,8.8,25.1,3.1,13.6,0.0,67.6
20130430,7.2,26.6,5.7,16.1,0.0,74.8
20130501,11.6,27.0,6.9,16.3,0.0,77.5
20130502,8.8,24.7,6.2,14.5,0.0,69.4
20130503,7.8,26.5,4.1,16.1,0.0,72.8
20130504,10.8,25.0,6.3,16.3,1.0,80.1
20130505,14.8,20.4,14.1,17.1,5.3,99.1
20130506,16.0,23.1,5.7,14.8,13.5,65.2
20130507,5.6,24.5,2.3,13.0,0.0,76.2
20130508,6.8,23.3,5.0,14.0,0.0,83.2
20130509,13.1,15.0,11.6,13.0,9.4,98.9
20130510,13.2,18.2,9.7,14.1,1.7,96.3
20130511,9.6,27.5,9.6,17.5,1.0,84.5
20130512,13.9,19.8,11.1,16.3,0.0,96.3
20130513,12.5,25.3,9.8,17.0,0.0,85.0
20130514,10.4,22.0,5.9,14.1,0.0,72.6
20130515,5.8,21.7,2.9,12.7,0.0,72.0
20130516,8.8,22.8,6.8,14.6,0.0,74.4
20130517,7.0,24.8,3.6,14.9,0.0,74.7
20130518,8.8,26.9,4.9,16.9,0.0,72.6
20130519,10.0,25.1,6.0,12.1,0.0,88.1
20130520,9.9,26.6,6.1,17.5,0.0,69.0
20130521,11.2,26.1,6.7,16.3,0.0,77.2
20130522,9.8,28.7,6.9,18.4,0.0,74.7
20130523,13.1,25.2,8.8,17.8,0.0,83.7
20130524,14.7,26.7,13.8,19.2,0.0,88.0
20130525,13.8,27.6,9.7,18.2,0.0,72.0
20130526,8.3,21.9,5.9,13.5,0.0,68.8
20130527,6.1,25.6,3.1,14.4,0.0,72.3
20130528,9.6,29.1,7.4,17.7,0.0,69.9
20130529,10.3,31.3,8.7,19.6,0.0,70.7
20130530,11.3,29.3,8.9,19.2,0.0,76.7
20130531,14.2,25.8,10.9,18.4,30.1,90.7
20130601,13.8,27.2,11.4,19.2,31.5,89.8
20130602,10.6,25.7,5.8,16.0,0.0,72.5
20130603,11.3,24.8,10.4,17.2,0.0,70.8
20130604,10.0,27.1,5.9,16.7,0.0,71.3
20130605,10.3,28.8,8.2,17.8,0.0,69.0
20130606,17.4,21.3,13.2,16.7,6.2,84.8
20130607,18.1,19.9,15.4,17.5,6.6,99.1
20130608,15.1,25.7,13.4,18.6,7.0,83.5
20130609,12.7,27.8,11.9,18.8,0.0,79.2
20130610,14.4,26.7,12.2,19.7,0.0,90.4
20130611,17.9,28.7,15.4,21.5,1.0,87.0
20130612,17.9,24.6,12.5,18.3,1.0,76.6
20130613,13.4,25.7,11.9,17.7,7.5,86.3
20130614,12.7,27.2,9.9,18.2,8.0,80.7
20130615,11.9,29.0,9.0,19.0,0.0,74.9
20130616,12.8,31.6,10.9,21.0,0.0,76.8
20130617,16.3,31.3,14.1,22.0,0.0,77.6
20130618,16.0,32.2,12.1,21.8,0.0,69.7
20130619,14.7,32.0,10.8,21.5,0.0,72.8
20130620,16.4,25.2,14.1,19.2,1.5,92.2
20130621,18.6,28.6,16.9,22.1,1.5,85.8
20130622,17.5,31.3,15.9,23.3,0.0,78.7
20130623,18.6,31.9,15.8,23.4,0.0,80.9
20130624,18.2,29.7,17.0,22.3,0.0,84.7
20130625,19.0,29.1,16.2,22.5,0.0,86.8
20130626,21.3,26.9,17.2,22.0,1.0,92.4
20130627,19.8,27.7,18.0,22.3,1.5,89.9
20130628,17.8,29.9,16.0,22.9,1.5,84.8
20130629,19.6,27.7,18.9,22.4,0.0,91.0
20130630,20.4,28.5,19.9,22.9,14.9,94.6
20130701,22.6,29.3,22.3,25.1,16.5,94.5
20130702,23.8,30.2,23.3,25.7,4.4,95.5
20130703,26.0,29.0,23.6,25.9,5.8,96.0
20130704,23.7,29.6,23.4,25.6,2.7,96.4
20130705,24.1,31.3,22.3,25.5,17.3,94.2
20130706,22.4,28.2,22.1,24.1,3.1,98.5
20130707,22.7,29.3,22.6,25.4,1.1,96.3
20130708,24.8,29.9,22.4,25.2,14.3,98.2
20130709,22.6,31.3,22.3,25.8,2.9,95.9
20130710,25.5,28.1,24.8,26.3,1.1,98.5
20130711,24.9,30.9,22.9,26.1,1.6,94.4
20130712,22.9,32.8,20.6,26.6,1.5,88.6
20130713,22.8,32.8,21.7,26.4,0.0,86.8
20130714,21.0,32.4,20.7,23.9,12.5,96.2
20130715,22.2,26.4,21.3,23.8,42.1,99.0
20130716,24.4,31.6,23.0,26.8,50.5,91.7
20130717,23.1,30.7,22.3,24.7,17.9,96.0
20130718,22.6,28.8,22.2,24.9,7.7,97.6
20130719,24.2,32.0,23.2,26.6,8.0,93.3
20130720,23.4,33.4,22.9,27.1,0.0,93.1
20130721,23.9,33.5,23.3,27.9,0.0,92.6
20130722,25.1,33.2,24.7,28.1,0.0,90.0
20130723,24.7,32.3,24.1,27.3,0.0,94.1
20130724,24.4,32.3,23.5,27.5,0.0,93.7
20130725,24.4,33.3,23.7,27.0,12.2,95.3
20130726,25.9,32.2,21.2,26.6,12.5,87.4
20130727,20.8,32.6,18.9,24.9,0.0,85.0
20130728,20.6,32.0,19.7,25.6,0.0,90.9
20130729,24.9,30.8,24.6,26.5,0.0,97.9
20130730,24.4,30.2,23.3,26.0,0.0,96.3
20130731,23.1,29.5,22.1,25.1,13.7,97.9
20130801,22.0,33.1,21.2,25.3,17.0,97.2
20130802,24.7,32.9,22.9,26.6,2.0,94.7
20130803,24.6,31.3,21.2,25.8,2.0,90.4
20130804,21.5,34.3,20.5,26.8,0.0,91.0
20130805,24.0,34.9,22.1,27.6,3.0,90.5
20130806,23.5,35.6,21.8,27.5,18.2,88.4
20130807,23.6,32.3,22.6,26.4,24.5,90.9
20130808,22.3,31.0,21.3,25.6,0.0,93.9
20130809,23.6,30.2,23.0,26.0,0.0,97.4
20130810,24.8,31.4,21.6,26.1,0.0,91.1
20130811,21.1,32.1,20.4,25.1,0.0,90.4
20130812,22.8,31.2,20.0,25.1,0.0,91.0
20130813,23.1,25.5,21.0,22.8,2.7,97.2
20130814,21.2,26.6,21.1,22.9,22.4,98.7
20130815,22.3,25.4,22.0,23.2,8.0,99.0
20130816,22.7,29.6,21.4,24.6,5.5,93.6
20130817,21.1,29.8,20.2,24.2,0.0,92.8
20130818,19.8,30.3,19.1,23.4,0.0,93.6
20130819,21.5,28.7,21.1,24.5,0.0,95.0
20130820,23.9,27.9,22.8,24.4,13.5,98.6
20130821,23.5,29.7,21.6,24.1,62.2,98.4
20130822,23.1,30.6,22.2,24.9,29.0,97.5
20130823,22.8,32.8,22.1,26.2,4.8,95.1
20130824,22.6,31.8,22.2,26.9,1.5,93.8
20130825,25.0,31.3,18.9,25.4,37.2,92.1
20130826,18.2,28.9,14.8,20.9,40.5,81.1
20130827,14.0,29.5,11.5,19.9,0.0,84.8
20130828,16.4,28.5,15.9,22.1,0.0,95.5
20130829,23.1,27.2,14.4,22.4,5.5,83.6
20130830,14.9,24.1,14.2,18.2,5.5,81.9
20130831,15.5,27.3,12.5,19.4,0.0,85.7
20130901,27.5,27.9,15.2,19.5,0.0,92.5
20130902,15.3,25.2,13.7,18.6,0.0,92.1
20130903,13.7,27.4,13.5,21.2,0.0,84.3
20130904,17.4,26.0,16.1,19.9,0.0,90.8
20130905,16.5,21.2,16.4,19.3,1.2,99.2
20130906,20.3,24.7,18.4,21.0,12.6,99.1
20130907,18.4,25.5,16.5,19.7,24.0,95.1
20130908,16.7,27.2,14.9,19.8,0.0,91.4
20130909,15.3,28.7,14.5,20.4,0.0,91.0
20130910,16.7,28.5,16.3,21.1,0.0,88.6
20130911,19.7,23.5,18.0,20.4,70.6,99.1
20130912,19.7,27.1,13.3,20.3,94.0,91.0
20130913,14.0,27.2,10.5,17.8,0.0,84.0
20130914,12.7,27.7,11.9,18.3,0.0,89.5
20130915,15.5,25.0,12.4,17.9,0.0,89.1
20130916,12.9,24.7,10.7,17.2,0.0,92.4
20130917,15.5,28.1,13.2,20.1,0.0,90.8
20130918,14.9,26.3,13.3,18.1,0.0,90.7
20130919,13.6,27.0,13.4,19.7,0.0,93.7
20130920,17.2,22.9,10.3,18.4,0.0,87.6
20130921,10.6,25.2,7.8,15.7,0.0,89.9
20130922,12.4,26.2,11.5,17.3,0.0,88.6
20130923,12.0,25.8,11.6,18.2,0.0,91.1
20130924,16.5,27.5,15.8,20.2,0.0,91.0
20130925,17.2,28.9,16.1,20.6,0.0,89.7
20130926,18.4,28.3,14.8,21.2,0.0,82.9
20130927,19.1,22.4,16.9,19.1,7.3,99.1
20130928,17.2,25.5,10.0,17.9,9.0,84.9
20130929,10.1,21.1,6.9,13.8,0.0,81.5
20130930,8.4,26.5,4.2,13.0,0.0,81.3
20131001,7.1,19.1,6.8,14.1,24.2,99.4
20131002,19.0,23.6,15.1,19.9,18.1,99.0
20131003,15.5,24.0,12.8,17.7,19.5,88.5
20131004,12.9,23.7,11.0,16.9,0.0,91.0
20131005,15.9,20.2,13.1,15.8,4.5,93.5
20131006,13.6,17.2,13.6,15.4,7.2,99.2
20131007,16.4,23.6,14.1,18.1,9.5,94.0
20131008,15.5,26.2,13.6,18.9,0.0,93.3
20131009,16.7,27.6,15.6,19.6,0.0,93.3
20131010,16.8,27.4,15.7,20.1,0.0,93.3
20131011,17.9,20.1,14.1,17.3,1.9,99.1
20131012,14.1,14.1,9.3,12.4,7.2,99.3
20131013,9.4,19.5,4.5,11.0,10.5,82.2
20131014,7.9,21.2,7.2,13.3,0.0,77.9
20131015,11.1,17.5,9.7,12.7,4.3,97.5
20131016,12.3,19.1,9.0,13.6,5.0,94.2
20131017,9.7,21.0,7.8,12.9,0.0,92.4
20131018,10.4,18.5,9.4,13.7,0.0,93.1
20131019,11.7,20.9,8.5,13.3,0.0,88.7
20131020,8.4,22.7,6.6,12.6,0.0,88.8
20131021,8.2,22.5,5.3,12.6,0.0,87.0
20131022,7.0,22.3,4.7,12.6,0.0,80.3
20131023,6.1,19.5,3.0,10.3,0.0,85.5
20131024,5.0,18.9,3.2,9.1,0.0,91.2
20131025,3.2,19.4,3.1,9.3,0.0,89.3
20131026,3.3,20.3,2.9,10.8,0.0,88.8
20131027,10.0,21.9,6.0,12.4,0.0,87.3
20131028,6.6,23.5,4.0,12.9,0.0,88.8
20131029,11.4,18.1,6.7,11.6,0.0,79.1
20131030,9.1,13.8,1.0,7.3,0.0,71.3
20131031,-0.5,17.3,-2.3,6.2,0.0,81.8
20131101,1.1,17.5,-1.7,8.9,0.0,90.0
20131102,4.5,17.4,2.5,9.5,0.0,92.9
20131103,7.6,18.0,6.3,10.1,0.0,90.7
20131104,7.7,12.9,-1.0,7.4,0.0,71.5
20131105,-0.3,15.9,-2.3,5.4,0.0,82.5
20131106,-2.1,19.2,-4.6,6.0,0.0,85.9
20131107,6.9,20.5,4.7,12.5,0.0,92.0
20131108,13.8,19.6,2.2,13.6,0.0,78.5
20131109,2.9,18.9,1.0,8.0,0.0,79.1
20131110,1.4,20.2,1.0,13.5,1.0,87.1
20131111,8.7,12.1,-1.8,7.1,1.0,68.6
20131112,-1.7,14.5,-4.6,3.6,0.0,84.0
20131113,-1.5,15.7,-2.2,6.0,0.0,83.5
20131114,6.6,14.8,-1.9,7.3,0.0,76.6
20131115,-0.3,12.2,-3.8,2.6,0.0,79.1
20131116,-2.8,10.8,-5.0,1.5,0.0,80.1
20131117,-4.1,13.2,-5.5,4.6,0.0,74.0
20131118,8.2,9.6,-3.3,2.6,0.0,64.4
20131119,-1.1,7.5,-4.3,1.9,0.0,61.1
20131120,1.9,9.6,-3.7,3.3,0.0,73.3
20131121,0.3,9.9,-5.2,1.6,0.0,83.5
20131122,-2.3,13.0,-3.0,5.6,0.0,87.6
20131123,4.0,6.9,-3.7,1.7,2.2,91.5
20131124,-1.4,9.8,-5.1,1.5,2.5,82.9
20131125,-4.8,12.2,-6.1,1.9,0.0,86.7
20131126,0.1,14.6,-1.7,7.9,0.0,88.1
20131127,-1.3,14.1,-6.1,2.2,0.0,88.9
20131128,-2.0,15.7,-3.4,6.5,0.0,91.1
20131129,8.9,12.1,2.9,7.9,0.0,65.7
20131130,4.2,7.5,-2.9,2.5,0.0,40.1
20131201,-1.4,5.3,-8.4,-1.0,0.0,54.5
20131202,-8.5,7.0,-8.9,-2.2,0.0,85.4
20131203,-5.8,12.4,-7.2,1.2,0.0,86.8
20131204,-0.3,6.1,-3.0,2.0,0.0,85.4
20131205,-3.2,2.8,-9.0,-3.0,0.0,76.3
20131206,-9.0,8.3,-10.2,-2.2,0.0,85.0
20131207,-3.8,9.1,-6.8,-0.2,0.0,94.4
20131208,-0.6,2.5,-6.3,-1.8,0.0,80.1
20131209,-5.8,6.4,-7.9,-0.7,0.0,89.7
20131210,-2.0,9.8,-3.6,3.3,1.7,92.2
20131211,2.9,2.9,-3.4,-1.1,2.5,79.6
20131212,-3.2,-1.0,-9.9,-5.3,0.0,77.9
20131213,-9.6,1.2,-11.1,-7.3,0.0,75.8
20131214,-10.7,5.6,-13.0,-5.4,0.0,69.2
20131215,-6.0,6.4,-11.0,-2.8,0.0,71.4
20131216,-0.8,2.6,-5.2,-1.1,0.0,75.4
20131217,-4.5,1.6,-10.6,-5.7,0.0,81.9
20131218,-9.7,6.4,-11.6,-2.6,0.0,87.8
20131219,0.8,3.2,-8.5,-2.0,0.0,81.4
20131220,-5.3,5.7,-8.3,-1.6,0.0,77.0
