datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.6,7.8,-6.3,-0.5,0.0,79.9
20130102,-2.7,10.1,-5.2,1.4,0.0,79.9
20130103,-1.3,8.6,-4.8,1.0,0.0,69.8
20130104,-1.2,9.7,-4.5,1.7,0.0,71.8
20130105,-2.4,6.3,-4.4,0.9,0.0,82.0
20130106,2.2,7.4,-2.4,3.4,0.0,79.7
20130107,-2.8,8.8,-3.0,1.1,0.0,83.1
20130108,2.8,10.8,1.8,5.3,0.0,78.3
20130109,3.7,8.3,-2.8,4.9,0.0,59.1
20130110,-3.0,3.4,-3.7,-0.7,0.0,49.2
20130111,-3.0,2.3,-8.1,-3.3,0.0,37.1
20130112,-2.5,3.5,-4.1,-0.2,0.0,56.3
20130113,-2.4,1.2,-6.5,-3.9,0.0,41.0
20130114,-6.7,-3.7,-9.6,-6.7,0.0,35.8
20130115,-9.5,1.4,-14.0,-8.0,0.0,40.6
20130116,-9.8,4.3,-14.2,-6.7,0.0,59.6
20130117,-8.3,5.9,-12.2,-5.1,0.0,60.9
20130118,-6.6,4.5,-9.3,-3.2,0.0,61.7
20130119,-6.5,7.9,-10.1,-2.9,0.0,71.5
20130120,-4.4,-1.0,-6.7,-3.5,0.0,73.7
20130121,-6.6,1.0,-13.1,-6.8,0.0,67.9
20130122,-3.1,-2.0,-8.8,-4.3,1.0,51.6
20130123,-9.4,-2.1,-15.8,-8.5,1.0,50.6
20130124,-12.6,1.0,-16.1,-9.8,0.0,54.2
20130125,-12.3,3.1,-16.3,-8.4,0.0,57.3
20130126,-11.7,5.5,-15.5,-5.5,0.0,52.7
20130127,-2.4,5.9,-3.2,2.2,0.0,33.9
20130128,-3.0,9.6,-11.5,-2.1,0.0,46.9
20130129,-0.6,8.1,-1.4,4.7,1.0,60.2
20130130,3.0,3.0,-5.8,0.2,1.0,66.8
20130131,-6.2,2.8,-11.4,-5.1,1.0,59.8
20130201,-3.6,5.0,-6.1,-1.5,0.0,38.0
