datadate,농산물 부류명,등급코드,등급명,조사단위(kg),시도별 구분,지역명,시장코드,시장명,가격(원)
20130101,,,,,,,,,
20130102,채소류,4.0,상품,1kg,1101.0,서울,110211.0,가락도매,12000.0
20130102,채소류,4.0,상품,1kg,2100.0,부산,210042.0,엄궁도매,13000.0
20130102,채소류,4.0,상품,1kg,2200.0,대구,220021.0,북부도매,13000.0
20130102,채소류,4.0,상품,1kg,2401.0,광주,240122.0,각화도매,17000.0
20130102,채소류,4.0,상품,1kg,2501.0,대전,250113.0,오정도매,11000.0
20130102,채소류,5.0,중품,1kg,1101.0,서울,110211.0,가락도매,10000.0
20130102,채소류,5.0,중품,1kg,2100.0,부산,210042.0,엄궁도매,11000.0
20130102,채소류,5.0,중품,1kg,2200.0,대구,220021.0,북부도매,11000.0
20130102,채소류,5.0,중품,1kg,2401.0,광주,240122.0,각화도매,14000.0
20130102,채소류,5.0,중품,1kg,2501.0,대전,250113.0,오정도매,9000.0
20130103,채소류,4.0,상품,1kg,1101.0,서울,110211.0,가락도매,12000.0
20130103,채소류,4.0,상품,1kg,2100.0,부산,210042.0,엄궁도매,13000.0
20130103,채소류,4.0,상품,1kg,2200.0,대구,220021.0,북부도매,13000.0
20130103,채소류,4.0,상품,1kg,2401.0,광주,240122.0,각화도매,17000.0
20130103,채소류,4.0,상품,1kg,2501.0,대전,250113.0,오정도매,11000.0
20130103,채소류,5.0,중품,1kg,1101.0,서울,110211.0,가락도매,10000.0
20130103,채소류,5.0,중품,1kg,2100.0,부산,210042.0,엄궁도매,11000.0
20130103,채소류,5.0,중품,1kg,2200.0,대구,220021.0,북부도매,11000.0
20130103,채소류,5.0,중품,1kg,2401.0,광주,240122.0,각화도매,14000.0
20130103,채소류,5.0,중품,1kg,2501.0,대전,250113.0,오정도매,9000.0
20130104,채소류,4.0,상품,1kg,1101.0,서울,110211.0,가락도매,12000.0
20130104,채소류,4.0,상품,1kg,2100.0,부산,210042.0,엄궁도매,13000.0
20130104,채소류,4.0,상품,1kg,2200.0,대구,220021.0,북부도매,13000.0
20130104,채소류,4.0,상품,1kg,2401.0,광주,240122.0,각화도매,15000.0
20130104,채소류,4.0,상품,1kg,2501.0,대전,250113.0,오정도매,11000.0
20130104,채소류,5.0,중품,1kg,1101.0,서울,110211.0,가락도매,10000.0
20130104,채소류,5.0,중품,1kg,2100.0,부산,210042.0,엄궁도매,11000.0
20130104,채소류,5.0,중품,1kg,2200.0,대구,220021.0,북부도매,11000.0
20130104,채소류,5.0,중품,1kg,2401.0,광주,240122.0,각화도매,12000.0
20130104,채소류,5.0,중품,1kg,2501.0,대전,250113.0,오정도매,9000.0
20130105,채소류,4.0,상품,1kg,1101.0,서울,110211.0,가락도매,12000.0
20130105,채소류,4.0,상품,1kg,2100.0,부산,210042.0,엄궁도매,13000.0
20130105,채소류,4.0,상품,1kg,2200.0,대구,220021.0,북부도매,13000.0
20130105,채소류,4.0,상품,1kg,2401.0,광주,240122.0,각화도매,15000.0
20130105,채소류,4.0,상품,1kg,2501.0,대전,250113.0,오정도매,12000.0
20130105,채소류,5.0,중품,1kg,1101.0,서울,110211.0,가락도매,10000.0
20130105,채소류,5.0,중품,1kg,2100.0,부산,210042.0,엄궁도매,11000.0
20130105,채소류,5.0,중품,1kg,2200.0,대구,220021.0,북부도매,11000.0
20130105,채소류,5.0,중품,1kg,2401.0,광주,240122.0,각화도매,12000.0
20130105,채소류,5.0,중품,1kg,2501.0,대전,250113.0,오정도매,10000.0
20130106,채소류,4.0,상품,1kg,1101.0,서울,110211.0,가락도매,12000.0
20130106,채소류,4.0,상품,1kg,2100.0,부산,210042.0,엄궁도매,13000.0
20130106,채소류,4.0,상품,1kg,2200.0,대구,220021.0,북부도매,13000.0
20130106,채소류,4.0,상품,1kg,2401.0,광주,240122.0,각화도매,15000.0
20130106,채소류,4.0,상품,1kg,2501.0,대전,250113.0,오정도매,12000.0
20130106,채소류,5.0,중품,1kg,1101.0,서울,110211.0,가락도매,10000.0
20130106,채소류,5.0,중품,1kg,2100.0,부산,210042.0,엄궁도매,11000.0
20130106,채소류,5.0,중품,1kg,2200.0,대구,220021.0,북부도매,11000.0
20130106,채소류,5.0,중품,1kg,2401.0,광주,240122.0,각화도매,12000.0
20130106,채소류,5.0,중품,1kg,2501.0,대전,250113.0,오정도매,10000.0
20130107,,,,,,,,,
20130108,,,,,,,,,
20130109,채소류,4.0,상품,1kg,1101.0,서울,110211.0,가락도매,12000.0
