datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,3.2,9.9,1.0,5.4,0.0, 
20130102,7.9,9.1,1.6,7.1,0.0, 
20130103,3.4,7.9,-1.5,4.7,0.0, 
20130104,6.4,7.9,3.3,6.0,0.0, 
20130105,4.9,7.9,2.8,5.6,0.0, 
20130106,7.0,9.4,2.3,6.2,0.0, 
20130107,2.1,8.6,1.0,4.5,0.0, 
20130108,6.1,7.5,4.6,6.4,0.0, 
20130109,5.1,5.5,-1.1,3.5,0.0, 
20130110,-0.9,1.5,-3.9,-1.8,1.0, 
20130111,-3.6,3.3,-6.7,-1.7,1.0, 
20130112,3.9,4.6,-2.7,1.5,0.0, 
20130113,-3.2,-1.1,-6.2,-3.6,0.0, 
20130114,-4.2,-3.6,-6.5,-5.3,0.0, 
20130115,-5.8,-1.0,-6.0,-3.7,0.0, 
20130116,-2.0,-1.0,-7.0,-3.7,0.0, 
20130117,-5.3,2.8,-5.9,-1.8,0.0, 
20130118,0.6,5.0,-2.4,1.6,0.0, 
20130119,0.1,3.4,-4.0,0.3,0.0, 
20130120,0.3,-1.1,-5.4,-3.1,6.4, 
20130121,-5.2,1.9,-7.7,-3.6,7.0, 
20130122,-0.2,-1.0,-6.2,-4.9,0.0, 
20130123,-5.9,-2.7,-7.5,-5.6,0.0, 
20130124,-5.6,-1.6,-7.1,-4.4,0.0, 
20130125,-6.1,1.2,-8.9,-5.4,0.0, 
20130126,-5.2,6.9,-5.3,0.2,0.0, 
20130127,6.5,7.1,-4.4,-0.7,2.5, 
20130128,-3.5,2.1,-5.8,-1.5,2.5, 
20130129,1.9,2.8,1.0,1.7,4.0, 
20130130,0.2,-1.0,-6.2,-3.9,6.0, 
20130131,-6.7,-1.0,-8.7,-5.0,0.0, 
20130201,-5.0,1.3,-5.8,-2.5,0.0, 
20130202,-3.9,3.9,-6.5,-0.6,0.0, 
20130203,2.0,6.7,-2.2,3.1,0.0, 
20130204,-0.6,3.7,-1.3,2.6,0.0, 
20130205,2.8,3.5,1.5,2.6,1.4, 
20130206,0.9,1.8,-1.9,-0.7,1.5, 
20130207,-0.4,-1.0,-3.5,-1.7,0.0, 
20130208,-0.7,1.6,-4.6,-2.2,0.0, 
20130209,-1.3,-1.1,-4.4,-3.2,0.0, 
20130210,-4.0,-3.0,-5.6,-4.6,0.0, 
20130211,-4.2,-1.0,-5.2,-3.3,0.0, 
20130212,-2.9,2.9,-6.2,-1.7,0.0, 
20130213,-3.4,4.3,-4.8,0.0,0.0, 
20130214,1.6,4.0,-4.0,0.8,0.0, 
20130215,-1.4,5.0,-3.5,1.3,0.0, 
20130216,0.6,10.3,-1.0,6.1,0.0, 
20130217,7.2,8.2,-3.0,1.8,1.5, 
20130218,-2.9,1.9,-6.8,-2.2,1.5, 
20130219,-2.6,7.3,-2.8,3.2,0.0, 
20130220,6.5,7.5,-3.0,-0.5,1.0, 
20130221,-3.1,1.7,-6.2,-2.7,0.0, 
20130222,-1.6,2.7,-1.9,1.2,6.3, 
20130223,-0.2,1.6,-1.9,-0.7,8.5, 
20130224,-1.7,3.8,-4.5,-0.5,0.0, 
20130225,-1.0,7.0,-2.4,2.6,0.0, 
20130226,2.6,7.3,-2.0,3.1,0.0, 
20130227,3.0,7.2,-2.5,3.0,0.0, 
20130228,1.7,8.2,1.0,5.1,0.0, 
20130301,3.8,8.0,2.7,4.6,1.2, 
20130302,2.0,3.1,-1.1,2.0,1.5, 
20130303,-0.9,6.5,-2.0,3.0,0.0, 
20130304,1.5,9.0,1.0,4.3,0.0, 
20130305,1.3,6.7,1.0,3.9,0.0, 
20130306,2.2,3.2,-1.3,1.9,0.0, 
20130307,-1.0,1.4,-2.0,-1.2,0.0, 
20130308,-1.3,6.5,-4.1,1.2,0.0, 
20130309,0.8,8.8,1.0,5.2,0.0, 
20130310,3.2,9.9,1.0,5.4,0.0, 
20130311,4.3,11.4,1.0,5.3,0.0, 
20130312,3.6,11.3,2.8,6.0,0.0, 
20130313,5.4,8.8,1.5,5.5,0.0, 
20130314,4.9,8.6,4.0,5.5,0.0, 
20130315,4.9,8.4,1.9,5.0,0.0, 
20130316,0.8,10.2,1.0,5.4,0.0, 
20130317,6.0,11.6,1.1,6.1,0.0, 
20130318,4.5,12.9,3.7,7.3,0.0, 
20130319,5.9,14.4,1.7,8.3,0.0, 
20130320,9.8,11.5,4.7,7.7,0.0, 
20130321,7.5,10.4,4.3,6.8,0.0, 
20130322,5.4,11.3,1.2,6.3,0.0, 
20130323,8.0,11.5,3.7,7.8,0.0, 
20130324,7.4,11.4,3.5,7.1,0.0, 
20130325,3.2,9.4,1.1,5.0,0.0, 
20130326,3.6,8.8,2.3,5.4,0.0, 
20130327,5.0,9.4,4.6,6.5,0.0, 
20130328,5.3,8.9,1.0,5.1,0.0, 
20130329,5.7,10.8,1.0,6.2,0.0, 
20130330,7.1,12.7,2.3,8.5,0.0, 
20130331,10.9,11.5,6.6,8.9,0.0, 
20130401,6.6,12.7,2.5,7.5,0.0, 
