datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-2.3,6.0,-4.9,-0.3,0.0,95.4
20130102,-1.8,7.7,-2.3,3.7,0.0,93.9
20130103,4.4,6.8,-3.6,1.5,0.0,82.1
20130104,-3.3,8.4,-4.3,1.9,0.0,88.4
20130105,-4.2,8.4,-4.9,1.3,0.0,83.7
20130106,3.2,9.9,-3.1,3.5,0.0,81.9
20130107,-3.7,9.4,-5.7,0.0,0.0,90.0
20130108,-0.6,13.0,-1.2,8.0,0.0,82.1
20130109,6.1,7.0,-4.6,3.5,0.0,76.7
20130110,-5.3,1.7,-8.2,-4.3,0.0,71.7
20130111,-5.3,-1.0,-11.6,-6.4,0.0,60.7
20130112,-3.7,2.4,-6.6,-1.8,0.0,73.9
20130113,-5.0,-1.9,-11.7,-6.2,0.0,68.2
20130114,-7.4,-4.5,-13.9,-8.8,0.0,55.7
20130115,-13.7,-1.8,-16.7,-10.4,0.0,69.5
20130116,-13.6,2.2,-16.0,-9.0,0.0,77.2
20130117,-10.7,4.7,-14.0,-6.8,0.0,78.0
20130118,-8.4,3.7,-10.4,-4.2,0.0,86.8
20130119,-7.2,6.2,-9.6,-3.6,0.0,81.9
20130120,-7.2,-2.4,-13.0,-5.0,1.3,90.4
20130121,-14.4,-1.0,-17.7,-8.8,1.5,89.3
20130122,-2.9,-2.3,-12.1,-6.1,0.0,67.5
20130123,-12.6,-4.0,-17.4,-11.4,0.0,74.5
20130124,-16.0,-1.7,-19.4,-11.5,0.0,76.5
20130125,-15.1,-1.0,-18.3,-11.5,0.0,77.3
20130126,-13.0,3.1,-17.0,-8.5,0.0,78.7
20130127,-3.0,2.7,-7.6,-0.9,3.0,71.1
20130128,-9.2,5.9,-13.2,-5.5,3.0,76.2
20130129,-0.6,2.3,1.0,1.2,2.2,91.9
20130130,0.7,1.1,-6.9,-3.6,3.9,91.1
20130131,-8.6,-1.0,-15.9,-8.3,0.0,86.1
20130201,-10.1,1.5,-11.5,-6.0,0.0,72.5
20130202,-8.7,2.3,-13.7,-6.2,0.0,74.0
20130203,-1.2,5.9,-4.9,0.1,0.0,80.8
20130204,-5.2,7.3,-8.3,-1.3,0.0,83.8
20130205,0.9,6.3,1.0,2.5,0.0,87.7
20130206,0.5,2.7,-5.9,-1.6,0.0,72.4
20130207,-6.5,3.9,-9.4,-3.9,0.0,83.1
20130208,-3.1,3.2,-7.9,-2.6,0.0,75.1
20130209,-2.0,-1.0,-6.5,-3.9,0.0,63.1
20130210,-6.7,-1.7,-9.0,-5.8,0.0,57.0
20130211,-7.4,-1.0,-13.5,-7.3,0.0,68.6
20130212,-8.9,3.7,-12.6,-5.4,0.0,74.9
20130213,-7.9,5.3,-11.7,-4.3,0.0,81.8
20130214,-3.2,6.1,-7.8,-2.1,0.0,78.8
20130215,-6.7,7.9,-10.1,-2.4,0.0,74.5
20130216,-4.7,13.1,-8.5,2.4,0.0,77.0
20130217,7.0,9.7,-4.7,5.3,4.7,77.4
20130218,-5.0,3.6,-8.9,-3.1,5.0,63.6
20130219,-2.3,7.2,-6.6,0.3,1.4,77.1
20130220,2.4,5.3,-5.2,1.7,9.4,74.7
20130221,-6.2,7.0,-9.1,-2.3,10.5,73.6
