datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,1.7,10.7,1.0,5.4,0.0,89.7
20130102,1.3,13.3,1.1,6.6,0.0,92.9
20130103,5.5,10.1,1.0,5.0,0.0,89.9
20130104,0.3,10.9,-1.7,3.9,0.0,96.6
20130105,2.8,9.9,1.6,6.2,0.0,76.2
20130106,8.0,13.0,2.5,7.5,1.0,86.3
20130107,2.3,9.8,1.4,5.6,1.0,87.5
20130108,6.2,12.0,5.8,7.7,1.5,91.9
20130109,7.2,7.7,1.1,5.6,1.5,80.0
20130110,1.4,5.7,1.0,3.4,0.0,72.5
20130111,2.0,3.7,-2.6,1.3,0.0,68.9
20130112,-1.2,7.6,-3.0,2.2,0.0,88.8
20130113,-0.1,7.7,-3.8,1.0,0.0,82.3
20130114,0.6,1.0,-2.6,-1.8,1.0,81.4
20130115,-2.5,1.6,-6.9,-3.8,1.0,72.7
20130116,-2.5,4.4,-4.7,-1.2,0.0,76.7
20130117,-4.1,5.5,-5.7,-0.8,0.0,74.4
20130118,-2.5,7.5,-3.1,2.2,0.0,75.7
20130119,-0.7,5.5,-1.6,2.8,0.0,83.8
20130120,-0.8,3.5,-1.4,1.8,3.7,90.9
20130121,-0.1,3.2,-1.7,1.0,4.5,87.3
20130122,1.0,3.3,-2.4,0.1,0.0,82.9
20130123,-2.0,-1.0,-6.2,-2.5,1.4,91.0
20130124,-2.0,2.3,-3.8,-1.5,1.5,88.7
20130125,-3.5,3.2,-5.3,-1.8,0.0,85.4
20130126,-3.2,6.8,-5.9,0.0,0.0,82.2
20130127,1.8,8.2,-2.8,3.3,0.0,76.6
20130128,-3.2,10.4,-6.9,1.5,0.0,66.9
20130129,5.9,7.9,4.1,6.0,1.0,85.6
20130130,2.9,4.1,-2.1,1.4,1.3,76.3
20130131,-2.7,3.5,-6.5,-2.3,0.0,74.8
20130201,-2.6,4.9,-3.3,0.1,0.0,69.9
20130202,-1.9,5.2,-5.0,-0.8,0.0,76.3
20130203,-3.9,8.7,-5.4,0.9,0.0,87.2
20130204,2.5,11.5,1.0,5.9,0.0,74.8
20130205,6.2,7.1,4.1,5.5,1.0,96.6
20130206,4.2,4.5,1.0,2.9,0.0,73.7
20130207,0.4,6.4,-1.9,2.2,0.0,73.0
20130208,0.2,4.4,1.0,2.8,0.0,80.8
20130209,1.9,2.0,-2.4,0.0,1.0,80.9
20130210,-2.9,-1.0,-3.2,-2.2,1.5,94.6
20130211,-2.9,1.5,-3.0,-1.6,2.5,91.4
20130212,1.1,4.9,-2.7,1.9,0.0,78.0
20130213,-3.0,8.1,-5.4,1.3,0.0,89.4
20130214,5.1,7.1,-2.0,3.8,0.0,81.7
20130215,-2.2,11.7,-4.7,1.9,0.0,82.2
20130216,-0.8,15.2,-2.3,7.0,3.6,92.3
20130217,12.5,12.5,1.0,6.2,5.0,85.2
20130218,-0.1,4.7,-3.5,1.7,0.0,70.2
20130219,-3.3,12.9,-5.4,3.9,0.0,77.2
20130220,12.8,12.9,1.0,6.0,2.0,86.0
20130221,-1.3,8.3,-5.9,1.3,2.0,67.8
20130222,5.2,9.5,3.2,6.6,7.6,91.3
20130223,3.0,4.0,1.0,2.7,13.5,77.2
20130224,0.4,4.8,-2.1,2.3,0.0,68.3
20130225,-2.5,9.2,-2.5,3.0,0.0,77.2
20130226,2.2,9.4,-2.1,3.7,0.0,79.3
