datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-2.0,5.7,-4.7,-0.3,0.0,88.4
20130102,-0.6,6.3,-1.3,3.7,0.0,90.0
20130103,0.3,5.9,-3.7,0.4,0.0,78.9
20130104,-1.6,8.9,-3.7,1.5,0.0,76.7
20130105,-4.1,5.0,-5.8,-0.6,0.0,87.0
20130106,1.9,9.8,-2.8,2.0,0.0,81.8
20130107,-3.0,9.2,-5.4,-0.4,0.0,88.3
20130108,-1.3,7.4,-2.0,3.1,0.0,89.9
20130109,2.2,7.0,-3.5,2.7,0.0,72.0
20130110,-3.8,2.2,-5.9,-3.0,0.0,56.4
20130111,-6.2,1.0,-11.3,-6.6,0.0,50.0
20130112,-3.8,2.4,-7.0,-3.1,0.0,55.0
20130113,-5.1,-1.0,-8.8,-6.0,0.0,48.9
20130114,-10.0,-4.5,-13.9,-9.6,0.0,51.3
20130115,-12.9,-1.5,-15.7,-9.7,0.0,57.1
20130116,-12.1,3.2,-15.9,-9.0,0.0,68.6
20130117,-9.7,4.5,-13.8,-6.7,0.0,68.8
20130118,-7.3,2.0,-8.7,-4.2,0.0,70.5
20130119,-6.2,5.7,-10.0,-3.8,0.0,73.8
20130120,-3.6,-1.0,-7.9,-3.6,0.0,77.5
20130121,-8.5,-2.1,-12.5,-6.9,0.0,84.1
20130122,-4.3,-3.8,-13.0,-7.4,0.0,63.3
20130123,-13.8,-4.5,-17.1,-11.4,0.0,70.0
20130124,-13.1,-1.8,-17.6,-10.4,0.0,68.4
20130125,-13.5,-1.0,-17.0,-10.8,0.0,70.7
20130126,-12.3,2.3,-15.6,-9.6,0.0,71.4
20130127,0.5,1.8,-8.9,-2.6,3.3,67.8
20130128,-9.6,4.2,-14.9,-6.5,3.5,74.8
20130129,-3.3,2.0,-3.7,-2.3,4.0,84.7
20130130,-0.4,-1.0,-6.0,-3.1,6.6,89.7
20130131,-6.5,-1.3,-12.8,-7.2,0.0,80.1
20130201,-10.2,1.5,-11.0,-7.2,0.0,69.2
20130202,-9.8,2.4,-14.1,-7.4,0.0,64.6
20130203,-6.9,5.3,-9.6,-3.1,0.0,77.1
20130204,-6.1,3.8,-9.8,-3.9,0.0,83.5
20130205,-0.2,2.5,-1.7,0.7,0.0,89.1
20130206,-0.2,2.9,-6.1,-2.0,0.0,68.5
20130207,-7.0,2.5,-11.5,-5.3,0.0,77.3
20130208,-3.9,2.3,-9.6,-3.8,0.0,72.8
20130209,-4.4,-1.0,-9.8,-5.4,0.0,64.7
20130210,-8.8,-2.4,-12.6,-7.7,0.0,59.7
20130211,-10.0,-1.0,-13.8,-8.1,0.0,62.5
20130212,-8.5,3.9,-12.8,-5.4,0.0,65.3
20130213,-6.3,4.9,-11.9,-3.7,0.0,69.8
20130214,-4.4,6.4,-10.4,-2.8,0.0,68.8
20130215,-5.7,7.7,-9.8,-2.0,0.0,66.2
20130216,-2.1,11.7,-6.6,3.3,0.0,65.9
20130217,8.9,9.2,-3.0,5.4,6.5,67.1
20130218,-3.2,3.1,-8.4,-3.1,7.0,55.1
20130219,-4.7,3.9,-6.5,-2.2,0.0,78.4
20130220,2.5,3.5,-6.1,0.8,0.0,73.2
20130221,-6.4,6.3,-10.4,-3.3,0.0,66.5
20130222,-2.7,2.2,-3.4,-1.2,2.1,82.9
20130223,0.1,3.1,-5.0,-0.9,3.0,78.7
20130224,-6.0,5.2,-8.9,-3.1,0.0,66.3
20130225,-1.9,6.9,-6.5,0.1,0.0,68.2
20130226,-2.4,8.9,-5.5,0.3,0.0,67.9
20130227,-4.0,10.3,-7.5,-0.2,0.0,69.9
20130228,-3.4,11.7,-7.0,1.5,0.0,65.0
20130301,0.2,8.8,-1.7,4.1,0.0,68.7
20130302,1.8,5.7,-1.6,2.6,0.0,88.8
20130303,-2.5,9.1,-5.5,1.0,0.0,71.1
20130304,-1.9,12.1,-5.2,2.3,0.0,70.8
20130305,-2.2,12.4,-4.7,3.1,0.0,71.8
20130306,2.6,5.3,-2.9,1.4,1.4,59.6
20130307,-3.5,3.7,-5.0,-1.7,0.0,40.8
20130308,-3.2,5.1,-7.8,-2.2,0.0,56.2
20130309,0.2,9.0,-4.7,2.7,0.0,56.2
20130310,-1.3,11.6,-5.0,2.7,0.0,49.9
20130311,-1.4,14.9,-5.9,3.6,0.0,55.1
20130312,0.5,11.9,-1.8,7.1,0.0,61.5
20130313,7.2,13.3,-2.2,6.0,0.0,64.3
20130314,-1.2,11.5,-4.1,1.4,0.0,73.6
20130315,-3.8,11.9,-7.1,1.1,0.0,65.9
20130316,-2.2,12.8,-5.9,2.8,0.0,62.3
20130317,-1.6,15.6,-5.3,4.4,0.0,54.8
20130318,3.1,15.6,1.0,7.6,0.0,48.9
20130319,2.2,18.0,-3.3,6.9,0.0,53.9
20130320,1.0,15.1,-2.5,6.9,0.0,58.2
20130321,3.8,8.3,-1.6,3.7,1.0,77.8
20130322,-2.0,14.2,-4.5,4.1,1.0,65.7
20130323,4.2,13.4,-2.1,5.6,0.0,62.6
20130324,-1.2,12.3,-3.8,3.9,0.0,73.1
20130325,1.3,6.4,1.0,3.4,1.6,92.0
20130326,1.9,9.4,1.8,3.5,2.3,93.8
20130327,2.2,8.4,1.3,3.6,1.8,91.3
20130328,2.0,9.5,1.0,4.5,1.5,85.6
20130329,0.6,14.6,-3.0,5.9,0.0,71.4
20130330,1.7,17.9,-2.3,8.7,0.0,64.4
