datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,0.9,9.0,-1.3,4.4,0.0, 
20130102,3.5,10.0,2.4,5.4,0.0, 
20130103,3.3,8.3,-3.4,2.7,0.0, 
20130104,-0.6,10.2,-1.0,5.8,0.0, 
20130105,-0.6,8.4,-2.0,3.7,0.0, 
20130106,6.2,11.3,1.9,6.4,0.0, 
20130107,0.9,9.7,-1.8,4.0,0.0, 
20130108,2.4,12.3,2.1,6.6,0.0, 
20130109,5.6,5.8,-1.1,4.3,0.0, 
20130110,-1.3,2.4,-5.9,-2.1,0.0, 
20130111,-5.0,1.7,-9.0,-4.3,0.0, 
20130112,-1.4,2.8,-3.7,-0.7,0.0, 
20130113,-4.2,-1.0,-8.2,-4.7,0.0, 
20130114,-6.8,-4.0,-8.7,-6.6,0.0, 
20130115,-7.8,-1.0,-12.8,-6.6,0.0, 
20130116,-8.8,2.9,-12.2,-5.7,0.0, 
20130117,-6.9,3.3,-10.0,-4.5,0.0, 
20130118,-2.5,3.9,-5.7,-1.1,0.0, 
20130119,-2.4,4.2,-4.9,-1.7,0.0, 
20130120,-1.5,-1.0,-6.7,-2.8,0.0, 
20130121,-7.4,-1.0,-11.3,-6.0,1.4, 
20130122,-1.0,-1.0,-8.5,-5.7,1.5, 
20130123,-9.0,-3.7,-12.2,-8.2,0.0, 
20130124,-11.0,-1.0,-14.5,-8.0,0.0, 
20130125,-9.1,1.8,-13.6,-7.2,0.0, 
20130126,-7.5,3.9,-10.9,-3.2,0.0, 
20130127,4.1,4.6,-5.5,-0.6,3.0, 
20130128,-6.3,5.7,-9.5,-2.3,3.0, 
20130129,1.3,3.5,1.0,1.9,3.3, 
20130130,0.5,-1.0,-7.5,-3.7,4.5, 
20130131,-8.2,-1.0,-11.3,-6.5,0.0, 
20130201,-5.9,1.5,-7.5,-4.1,0.0, 
20130202,-5.5,3.7,-10.0,-2.5,0.0, 
20130203,1.0,7.0,-2.3,2.9,0.0, 
20130204,-1.4,5.6,-4.8,0.8,0.0, 
20130205,2.4,4.7,1.0,2.7,0.0, 
20130206,0.4,2.4,-2.7,-0.4,0.0, 
20130207,-2.6,3.9,-6.4,-2.0,0.0, 
20130208,-1.4,2.9,-5.6,-2.3,0.0, 
20130209,-1.6,-1.0,-5.3,-3.3,0.0, 
20130210,-5.4,-2.3,-7.2,-4.8,0.0, 
20130211,-5.4,-1.0,-7.5,-4.2,0.0, 
20130212,-3.5,4.0,-9.1,-2.5,0.0, 
20130213,-3.6,5.9,-8.0,-1.2,1.0, 
20130214,-0.3,6.4,-5.2,0.2,1.0, 
20130215,-3.2,8.3,-6.5,0.5,0.0, 
20130216,-1.5,12.5,-4.1,5.1,0.0, 
20130217,9.6,9.9,-2.5,3.9,4.3, 
20130218,-3.2,3.4,-7.4,-2.1,4.5, 
20130219,-1.8,7.7,-4.7,1.9,1.5, 
20130220,5.3,6.7,-3.6,1.8,1.5, 
20130221,-4.0,6.6,-7.8,-1.3,1.5, 
