datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-0.6,11.7,-2.2,4.1,0.0,93.0
20130102,0.4,11.0,-1.7,5.3,0.0,96.9
20130103,0.6,9.5,-3.8,2.3,0.0,92.5
20130104,-0.4,9.6,-2.4,3.9,0.0,95.6
20130105,-1.2,10.6,-2.0,4.4,0.0,86.1
20130106,6.8,12.8,1.0,6.9,0.0,84.2
20130107,0.3,10.3,-2.7,4.5,0.0,90.5
20130108,4.7,15.0,4.2,8.1,0.0,84.4
20130109,6.8,9.6,-2.6,5.4,0.0,82.5
20130110,-2.3,6.2,-4.5,0.1,0.0,85.2
20130111,-2.8,2.6,-8.2,-3.5,0.0,81.2
20130112,-4.6,8.4,-4.6,1.1,0.0,88.6
20130113,-5.1,2.3,-7.3,-4.1,0.0,91.9
20130114,-5.0,-1.0,-7.8,-4.3,0.0,70.1
20130115,-8.8,1.4,-12.1,-7.2,0.0,77.3
20130116,-7.4,4.0,-10.5,-4.5,0.0,79.1
20130117,-7.3,5.0,-9.3,-3.6,0.0,80.2
20130118,-4.4,6.0,-5.7,-0.5,0.0,84.8
20130119,-4.1,7.4,-6.4,-0.6,0.0,82.7
20130120,-0.4,1.4,-8.3,-3.4,3.4,89.6
20130121,-7.9,3.8,-10.3,-4.3,2.1,93.2
20130122,0.4,-1.0,-9.1,-4.4,2.0,86.9
20130123,-9.2,-1.0,-12.4,-7.5,0.0,83.6
20130124,-9.8,1.9,-12.8,-6.7,0.0,86.3
20130125,-8.1,3.2,-12.0,-5.5,0.0,85.4
20130126,-7.5,6.8,-10.6,-2.6,0.0,83.9
20130127,5.1,5.6,-4.1,2.6,1.5,74.4
20130128,-4.3,9.1,-7.9,-0.3,1.5,74.5
20130129,2.1,6.6,1.1,3.3,3.2,93.6
20130130,0.9,1.9,-6.9,-1.5,1.2,84.6
20130131,-6.7,3.7,-9.4,-4.7,1.0,76.4
20130201,-5.0,6.1,-6.8,-1.9,0.0,73.9
20130202,-6.5,5.5,-8.9,-2.9,0.0,77.7
20130203,-1.1,8.4,-5.0,1.4,0.0,85.2
20130204,-1.6,9.0,-3.6,2.7,0.0,82.9
20130205,4.6,6.6,1.0,4.3,0.0,91.3
20130206,1.0,5.9,-4.4,0.5,0.0,79.6
20130207,-4.4,6.8,-5.1,-0.6,0.0,80.1
20130208,-2.9,5.2,-3.7,0.3,0.0,80.9
20130209,-1.7,2.6,-5.1,-2.3,0.0,75.7
20130210,-6.8,1.2,-8.2,-4.3,0.0,73.3
20130211,-4.7,3.6,-8.1,-2.8,0.0,74.6
20130212,-1.0,7.1,-5.8,0.4,0.0,77.3
20130213,-4.2,7.6,-7.1,0.2,0.0,89.1
20130214,-0.2,8.7,-4.5,1.3,0.0,77.8
20130215,-3.8,11.4,-7.1,1.2,0.0,76.3
20130216,-1.4,16.5,-5.8,6.6,1.5,83.0
20130217,12.4,12.8,-3.4,6.4,2.8,80.9
20130218,-4.0,6.6,-6.8,-1.1,3.0,73.0
20130219,-3.2,11.3,-6.4,3.0,1.3,74.6
20130220,9.3,11.2,-3.6,4.4,10.8,82.9
20130221,-4.2,9.0,-7.2,-0.3,12.5,76.7
20130222,0.4,4.8,1.0,3.3,14.6,94.0
20130223,2.8,6.6,-3.9,2.4,21.5,80.8
20130224,-3.5,7.3,-6.4,0.0,0.0,76.2
20130225,1.4,10.4,-3.7,4.0,0.0,73.2
20130226,3.7,11.7,-2.9,4.7,0.0,78.9
20130227,-0.6,12.5,-3.4,3.7,0.0,76.7
20130228,-1.4,14.1,-4.1,4.3,0.0,74.1
20130301,1.7,14.7,1.0,8.3,2.2,73.4
20130302,5.2,8.4,-2.4,3.8,3.8,85.1
20130303,-2.5,12.5,-5.0,2.2,4.0,77.6
20130304,0.1,15.0,-2.1,6.0,0.0,68.8
20130305,-0.1,15.0,-1.9,5.9,0.0,78.0
20130306,6.2,8.3,-2.5,3.9,0.0,65.0
20130307,-2.9,4.9,-3.8,-0.2,2.4,75.3
20130308,-0.7,7.0,-3.5,2.0,2.5,79.4
20130309,2.2,11.8,-2.9,4.7,0.0,78.7
20130310,1.7,14.5,-2.5,5.5,0.0,73.2
20130311,-0.1,18.4,-4.1,6.4,0.0,63.2
20130312,2.4,18.8,-2.5,8.4,0.0,61.6
20130313,6.0,15.8,1.0,8.4,0.0,69.7
20130314,3.8,13.9,-1.5,6.9,0.0,67.2
20130315,0.1,14.1,-3.6,5.5,0.0,69.5
20130316,1.9,14.3,-3.0,5.4,0.0,72.9
20130317,-0.6,18.0,-3.4,6.5,0.0,70.4
20130318,2.6,19.5,1.0,8.0,0.0,64.1
20130319,3.2,20.9,-1.2,11.2,0.0,61.0
20130320,7.1,14.3,1.0,8.0,0.0,81.2
20130321,7.1,14.0,1.5,8.5,0.0,75.8
20130322,0.9,15.3,-1.9,7.7,0.0,74.6
20130323,5.8,16.7,2.6,8.8,0.0,69.1
20130324,2.6,16.2,1.0,9.7,0.0,69.6
20130325,7.0,12.4,6.1,8.4,0.0,77.6
20130326,6.1,13.3,1.2,7.1,0.0,74.0
20130327,3.3,12.0,1.9,6.7,0.0,86.0
20130328,3.9,16.3,1.1,8.4,0.0,72.0
20130329,6.1,18.1,2.3,9.9,0.0,80.7
20130330,4.6,21.2,1.0,11.5,0.0,68.3
20130331,9.7,15.8,7.7,10.8,1.9,84.3
20130401,7.0,15.8,4.8,9.5,2.0,81.6
20130402,3.5,17.5,1.0,9.4,0.0,74.1
20130403,6.2,20.8,1.0,10.4,0.0,69.0
