datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-0.9,3.3,-5.4,-0.5,0.0,84.4
20130102,-1.9,3.9,-2.5,1.0,0.0,89.8
20130103,1.4,5.0,-4.6,0.6,0.0,68.5
20130104,0.5,6.4,-3.2,2.0,0.0,72.8
20130105,-3.5,3.9,-5.6,-0.9,0.0,87.0
20130106,0.5,6.2,-3.2,1.6,0.0,81.7
20130107,-3.6,8.0,-6.4,0.1,0.0,81.7
20130108,3.9,8.3,1.0,4.2,0.0,83.3
20130109,2.5,3.9,-2.5,1.5,1.5,77.9
20130110,-3.9,-2.1,-7.2,-4.6,1.5,62.0
20130111,-7.9,-3.6,-13.0,-7.4,0.0,49.7
20130112,-5.8,-1.0,-7.2,-4.3,0.0,59.4
20130113,-7.3,-6.6,-10.8,-8.5,0.0,61.2
20130114,-9.9,-8.5,-14.8,-11.5,0.0,51.0
20130115,-14.9,-3.3,-18.3,-11.7,0.0,58.6
20130116,-13.3,-1.0,-17.0,-10.5,0.0,68.0
20130117,-9.2,1.8,-14.2,-7.6,0.0,67.0
20130118,-8.8,-1.0,-9.3,-5.4,0.0,74.6
20130119,-7.0,3.4,-11.6,-4.9,0.0,68.6
20130120,-5.4,-3.8,-8.3,-5.6,1.0,81.4
20130121,-10.0,-4.8,-13.5,-8.1,1.0,84.7
20130122,-5.2,-4.5,-12.4,-8.9,0.0,62.1
20130123,-13.0,-7.4,-18.9,-13.1,0.0,68.3
20130124,-15.5,-4.4,-21.0,-12.8,0.0,68.3
20130125,-15.9,-2.5,-20.5,-11.8,0.0,67.6
20130126,-13.7,1.3,-18.8,-10.1,0.0,65.5
20130127,-0.9,-1.0,-9.6,-3.5,2.0,65.3
20130128,-11.1,4.2,-16.5,-7.0,2.0,62.1
20130129,-2.7,-1.0,-3.0,-1.8,3.3,79.4
20130130,-1.1,-1.0,-7.7,-4.5,1.2,83.9
20130131,-7.7,-2.1,-15.0,-8.2,1.0,74.5
20130201,-10.8,-2.1,-13.8,-7.3,0.0,67.8
20130202,-10.8,-1.0,-16.5,-8.7,0.0,64.4
20130203,-7.5,2.8,-10.8,-4.2,0.0,75.6
20130204,-5.7,5.2,-11.7,-3.3,0.0,74.0
20130205,0.6,2.4,-2.5,0.1,0.0,80.1
20130206,-2.4,-1.4,-9.1,-4.0,0.0,70.3
20130207,-10.1,1.6,-14.4,-7.4,0.0,70.7
20130208,-4.3,-1.0,-11.1,-5.8,0.0,68.3
20130209,-5.1,-4.5,-9.7,-6.9,0.0,64.4
20130210,-10.0,-6.5,-12.2,-9.6,0.0,62.4
20130211,-10.5,-4.4,-16.9,-9.7,0.0,64.5
20130212,-11.2,-1.0,-15.5,-7.6,0.0,69.6
20130213,-10.3,-1.0,-14.8,-8.9,0.0,73.5
20130214,-4.8,2.9,-11.0,-4.3,0.0,71.0
20130215,-5.6,5.6,-11.6,-3.8,0.0,64.8
20130216,-4.3,9.4,-8.1,1.2,0.0,66.3
20130217,7.5,7.9,-3.6,3.9,4.5,72.7
20130218,-4.8,-1.0,-9.7,-4.7,5.0,60.6
20130219,-5.0,2.9,-8.6,-3.0,0.0,76.7
20130220,1.4,3.1,-6.5,-0.6,4.6,73.7
20130221,-7.3,3.5,-10.8,-4.2,5.0,67.3
20130222,-3.0,1.5,-4.0,-2.4,3.4,89.3
20130223,0.6,-1.0,-5.1,-2.4,5.5,78.0
20130224,-5.8,1.2,-8.5,-5.0,0.0,65.5
20130225,-2.8,2.9,-5.8,-1.1,0.0,65.5
20130226,-0.5,5.5,-4.3,0.4,0.0,68.3
20130227,-2.8,6.5,-6.8,-0.7,0.0,74.6
20130228,-3.4,8.6,-7.2,0.2,0.0,68.6
20130301,-1.2,7.9,-3.0,1.5,0.0,75.6
20130302,0.1,2.3,-2.1,0.6,1.0,90.5
20130303,-2.8,5.5,-6.9,-1.1,0.0,75.0
