datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,286913.0,732428.0,0.0,0.0,732428.0
201302,261989.0,696610.0,0.0,0.0,696610.0
201303,326480.0,870544.0,0.0,0.0,870544.0
201304,375522.0,1022356.0,0.0,0.0,1022356.0
201305,279386.0,737274.0,0.0,0.0,737274.0
201306,361641.0,956557.0,0.0,0.0,956557.0
201307,452596.0,1168577.0,0.0,0.0,1168577.0
201308,385408.0,1050401.0,0.0,0.0,1050401.0
201309,281426.0,903149.0,0.0,0.0,903149.0
201310,353607.0,924992.0,0.0,0.0,924992.0
201311,387844.0,1044187.0,0.0,0.0,1044187.0
201312,450476.0,1206412.0,0.0,0.0,1206412.0
201401,359535.0,970433.0,0.0,0.0,970433.0
201402,298490.0,831371.0,1.0,15.0,831356.0
201403,316419.0,897020.0,0.0,0.0,897020.0
201404,431116.0,1182584.0,0.0,0.0,1182584.0
201405,333369.0,882541.0,0.0,0.0,882541.0
201406,357112.0,956843.0,0.0,0.0,956843.0
201407,574732.0,1524827.0,0.0,0.0,1524827.0
201408,599181.0,1631525.0,0.0,0.0,1631525.0
201409,358673.0,1076237.0,0.0,0.0,1076237.0
201410,355649.0,1075943.0,0.0,0.0,1075943.0
201411,408538.0,1143445.0,0.0,0.0,1143445.0
201412,547048.0,1480566.0,0.0,0.0,1480566.0
201501,356571.0,989727.0,0.0,0.0,989727.0
201502,332512.0,926093.0,0.0,0.0,926093.0
201503,476592.0,1368630.0,0.0,0.0,1368630.0
201504,486481.0,1360166.0,0.0,0.0,1360166.0
201505,384730.0,1041048.0,0.0,0.0,1041048.0
201506,383862.0,1059641.0,0.0,0.0,1059641.0
201507,600648.0,1596032.0,0.0,0.0,1596032.0
201508,475951.0,1339420.0,0.0,0.0,1339420.0
201509,424680.0,1268090.0,0.0,0.0,1268090.0
201510,456086.0,1337052.0,0.0,0.0,1337052.0
201511,408516.0,1190833.0,0.0,0.0,1190833.0
201512,462047.0,1325821.0,0.0,0.0,1325821.0
201601,346503.0,965356.0,0.0,0.0,965356.0
201602,342626.0,970109.0,0.0,0.0,970109.0
201603,335429.0,989511.0,0.0,0.0,989511.0
201604,289689.0,801775.0,0.0,0.0,801775.0
201605,270762.0,757760.0,0.0,0.0,757760.0
201606,348127.0,1040370.0,0.0,0.0,1040370.0
201607,514505.0,1452282.0,0.0,0.0,1452282.0
201608,506016.0,1450778.0,0.0,0.0,1450778.0
201609,280871.0,892791.0,0.0,0.0,892791.0
201610,290826.0,913521.0,0.0,0.0,913521.0
201611,366878.0,1161436.0,0.0,0.0,1161436.0
201612,422963.0,1149620.0,0.0,0.0,1149620.0
201301,0.0,0.0,10.0,58.0,-58.0
201302,43.0,80.0,5.0,20.0,60.0
201303,18048.0,16652.0,4537.0,5265.0,11387.0
201304,9128.0,7185.0,0.0,0.0,7185.0
201305,432.0,806.0,2726.0,3198.0,-2392.0
201306,14392.0,11121.0,1248.0,1247.0,9874.0
201307,8902.0,6870.0,2160.0,2542.0,4328.0
201308,16800.0,11272.0,8626.0,8017.0,3255.0
201309,22388.0,16140.0,3788.0,4843.0,11297.0
201310,21128.0,14880.0,0.0,0.0,14880.0
201311,1346.0,1394.0,3622.0,7976.0,-6582.0
201312,86.0,173.0,176.0,640.0,-467.0
201401,0.0,0.0,1815.0,2121.0,-2121.0
201402,0.0,0.0,12.0,169.0,-169.0
201403,3107.0,2925.0,3528.0,1886.0,1039.0
201404,1332.0,1697.0,3034.0,3244.0,-1547.0
201405,6464.0,4947.0,4252.0,3442.0,1505.0
201406,3850.0,3739.0,9299.0,7037.0,-3298.0
201407,1286.0,938.0,0.0,0.0,938.0
201408,156.0,306.0,11.0,164.0,142.0
201409,0.0,0.0,3944.0,3376.0,-3376.0
201410,2760.0,1995.0,5165.0,6296.0,-4301.0
201411,8744.0,6495.0,7260.0,8187.0,-1692.0
201412,5363.0,4858.0,0.0,0.0,4858.0
201501,4079.0,4093.0,0.0,0.0,4093.0
201502,8134.0,7028.0,1821.0,2226.0,4802.0
201503,912.0,4569.0,9991.0,8952.0,-4383.0
201504,8439.0,7184.0,10110.0,8969.0,-1785.0
201505,3421.0,2840.0,3585.0,2409.0,431.0
201506,3800.0,2756.0,13987.0,12515.0,-9759.0
201507,4970.0,4147.0,9107.0,3885.0,262.0
201508,632.0,976.0,12025.0,9735.0,-8759.0
201509,0.0,0.0,4046.0,5453.0,-5453.0
201510,1414.0,1075.0,1962.0,1067.0,8.0
201511,1249.0,1309.0,0.0,0.0,1309.0
201512,3302.0,2463.0,10331.0,5979.0,-3516.0
201601,2312.0,1897.0,11458.0,10640.0,-8743.0
201602,26.0,43.0,59.0,364.0,-321.0
201603,0.0,0.0,2680.0,1716.0,-1716.0
201604,86.0,173.0,156.0,647.0,-474.0
201605,475.0,882.0,11795.0,9884.0,-9002.0
201606,0.0,0.0,46974.0,37953.0,-37953.0
201607,89.0,169.0,2941.0,1652.0,-1483.0
201608,936.0,2508.0,43.0,416.0,2092.0
201609,43.0,67.0,1455.0,923.0,-856.0
201610,0.0,0.0,14042.0,9015.0,-9015.0
201611,0.0,0.0,17601.0,17122.0,-17122.0
201612,0.0,0.0,24984.0,23424.0,-23424.0
201301,46.0,76.0,1463592.0,1588738.0,-1588662.0
201302,0.0,0.0,1142252.0,1233061.0,-1233061.0
201303,0.0,0.0,1039965.0,888744.0,-888744.0
201304,0.0,0.0,1196102.0,1109471.0,-1109471.0
201305,0.0,0.0,1415489.0,1225083.0,-1225083.0
201306,0.0,0.0,1113158.0,879551.0,-879551.0
201307,0.0,0.0,769150.0,723383.0,-723383.0
201308,0.0,0.0,1420501.0,1228166.0,-1228166.0
201309,0.0,0.0,1225630.0,1134867.0,-1134867.0
201310,0.0,0.0,663960.0,687097.0,-687097.0
201311,1844.0,14636.0,1142406.0,1055543.0,-1040907.0
201312,0.0,0.0,1372223.0,1474001.0,-1474001.0
201401,4410.0,3774.0,1122907.0,1129968.0,-1126194.0
201402,0.0,0.0,1101568.0,1110249.0,-1110249.0
201403,6456.0,51227.0,1265744.0,1213380.0,-1162153.0
201404,0.0,0.0,1191102.0,1026042.0,-1026042.0
201405,6424.0,50977.0,778530.0,763202.0,-712225.0
201406,0.0,0.0,999563.0,907750.0,-907750.0
201407,0.0,0.0,1407171.0,1120338.0,-1120338.0
201408,0.0,0.0,1019800.0,930023.0,-930023.0
201409,0.0,0.0,1179562.0,986403.0,-986403.0
