datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,0.0,0.0,1864728.0,1195211.0,-1195211.0
201302,80.0,695.0,1285922.0,999313.0,-998618.0
201303,0.0,0.0,1489609.0,1464733.0,-1464733.0
201304,0.0,0.0,1441550.0,1190657.0,-1190657.0
201305,5.0,40.0,1212193.0,865478.0,-865438.0
201306,0.0,0.0,1622926.0,1395642.0,-1395642.0
201307,0.0,0.0,1535112.0,1298073.0,-1298073.0
201308,30.0,87.0,1252867.0,990423.0,-990336.0
201309,0.0,0.0,1015446.0,565704.0,-565704.0
201310,23.0,203.0,500157.0,319841.0,-319638.0
201311,0.0,0.0,1347217.0,930330.0,-930330.0
201312,0.0,0.0,1496027.0,1335154.0,-1335154.0
201401,0.0,0.0,1106514.0,760309.0,-760309.0
201402,23.0,237.0,1214198.0,924681.0,-924444.0
201403,0.0,0.0,649070.0,453890.0,-453890.0
201404,0.0,0.0,1696754.0,1184125.0,-1184125.0
201405,0.0,0.0,1548615.0,1262460.0,-1262460.0
201406,0.0,0.0,1208939.0,981267.0,-981267.0
201407,0.0,0.0,962545.0,732573.0,-732573.0
201408,0.0,0.0,1219201.0,868187.0,-868187.0
201409,0.0,25.0,844916.0,555178.0,-555153.0
201410,23.0,225.0,1144508.0,771079.0,-770854.0
201411,0.0,0.0,909238.0,644584.0,-644584.0
201412,0.0,0.0,1074095.0,735931.0,-735931.0
201501,0.0,0.0,1131393.0,817461.0,-817461.0
201502,0.0,0.0,570909.0,462794.0,-462794.0
201503,0.0,0.0,763884.0,572918.0,-572918.0
201504,70.0,550.0,1257114.0,1033457.0,-1032907.0
201505,108513.0,122030.0,1068326.0,741784.0,-619754.0
201506,36.0,269.0,764886.0,590955.0,-590686.0
201507,0.0,0.0,859751.0,609058.0,-609058.0
201508,30.0,230.0,1393485.0,917252.0,-917022.0
201509,0.0,0.0,1128754.0,753970.0,-753970.0
201510,11675.0,10920.0,830827.0,442033.0,-431113.0
201511,200.0,1887.0,884228.0,561702.0,-559815.0
201512,0.0,0.0,1028987.0,737868.0,-737868.0
201601,0.0,0.0,939394.0,607464.0,-607464.0
201602,0.0,0.0,928550.0,601511.0,-601511.0
201603,258.0,2307.0,895415.0,659141.0,-656834.0
201604,8.0,45.0,941010.0,687147.0,-687102.0
201605,0.0,0.0,890987.0,605411.0,-605411.0
201606,200.0,974.0,784159.0,576224.0,-575250.0
201607,50.0,498.0,439146.0,315782.0,-315284.0
201608,0.0,131.0,872023.0,601659.0,-601528.0
201609,40.0,57.0,1131709.0,684915.0,-684858.0
201610,205.0,1451.0,1109189.0,755065.0,-753614.0
201611,0.0,0.0,1502640.0,1120408.0,-1120408.0
201612,0.0,0.0,1465836.0,1154379.0,-1154379.0
