datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.3,7.1,-6.7,-0.2,0.0, 
20130102,1.2,8.4,-2.4,4.6,0.0, 
20130103,-3.0,6.2,-7.2,-1.4,0.0, 
20130104,-1.9,8.7,-4.3,0.6,0.0, 
20130105,-4.0,7.6,-5.8,1.0,0.0, 
20130106,1.1,10.7,-2.4,3.7,0.0, 
20130107,-2.8,8.6,-5.3,0.3,0.0, 
20130108,-0.2,9.8,-1.5,6.0,0.0, 
20130109,3.4,4.0,-5.9,1.7,0.0, 
20130110,-6.7,1.3,-10.2,-6.4,0.0, 
20130111,-7.6,1.1,-13.7,-7.9,0.0, 
20130112,-2.0,1.4,-8.6,-4.5,0.0, 
20130113,-9.6,-1.3,-12.7,-7.8,0.0, 
20130114,-12.3,-4.8,-14.5,-10.1,0.0, 
20130115,-12.0,-1.0,-17.3,-10.2,0.0, 
20130116,-12.4,2.5,-15.4,-8.5,0.0, 
20130117,-10.8,3.5,-14.1,-6.8,0.0, 
20130118,-3.9,2.9,-8.8,-4.3,0.0, 
20130119,-7.5,3.0,-10.5,-4.8,0.0, 
20130120,-5.7,-1.1,-12.4,-5.1,1.5, 
20130121,-13.6,-1.0,-16.1,-8.6,1.5, 
20130122,-3.5,-3.1,-13.4,-7.7,0.0, 
20130123,-14.6,-4.0,-18.6,-11.9,0.0, 
20130124,-15.9,-1.0,-18.5,-11.0,0.0, 
20130125,-14.3,1.7,-18.1,-11.4,0.0, 
20130126,-12.1,2.9,-14.1,-5.4,0.0, 
20130127,2.4,4.1,-9.1,-2.9,3.4, 
20130128,-9.8,4.7,-13.1,-5.6,3.5, 
20130129,-0.9,-1.0,-1.7,-1.3,2.7, 
20130130,-1.2,-1.0,-12.7,-5.3,3.5, 
20130131,-13.2,-1.0,-15.3,-9.2,0.0, 
20130201,-11.1,-1.0,-11.2,-7.3,0.0, 
20130202,-11.2,3.5,-15.4,-7.2,0.0, 
20130203,-6.1,5.8,-8.1,-2.0,0.0, 
20130204,-4.9,2.8,-8.0,-2.6,0.0, 
20130205,1.2,2.4,-4.1,0.3,0.0, 
20130206,-4.9,2.9,-7.9,-2.8,0.0, 
20130207,-6.9,2.7,-10.2,-5.7,0.0, 
20130208,-5.9,-1.0,-10.2,-5.8,0.0, 
20130209,-5.9,-2.1,-9.7,-5.4,0.0, 
20130210,-6.8,-2.3,-10.4,-6.8,0.0, 
20130211,-10.9,-1.0,-14.7,-8.5,0.0, 
20130212,-8.8,3.3,-13.1,-5.8,0.0, 
20130213,-8.0,5.5,-11.9,-4.0,0.0, 
20130214,-6.3,5.8,-10.6,-3.4,0.0, 
20130215,-6.5,7.0,-9.5,-2.3,0.0, 
