datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,280.0,305.0,0.0,0.0,305.0
201302,871.0,2126.0,15703.0,75632.0,-73506.0
201303,284.0,693.0,15620.0,72569.0,-71876.0
201304,17659.0,32867.0,0.0,0.0,32867.0
201305,52761.0,87787.0,0.0,0.0,87787.0
201306,56574.0,99035.0,10542.0,24764.0,74271.0
201307,26158.0,29387.0,20024.0,61275.0,-31888.0
201308,20830.0,27214.0,48262.0,128578.0,-101364.0
201309,18274.0,32635.0,0.0,0.0,32635.0
201310,7158.0,11247.0,0.0,0.0,11247.0
201311,8386.0,12776.0,0.0,0.0,12776.0
201312,3520.0,6932.0,0.0,0.0,6932.0
201401,75.0,43.0,4500.0,23043.0,-23000.0
201402,109.0,444.0,18500.0,90079.0,-89635.0
201403,1628.0,5019.0,0.0,0.0,5019.0
201404,3758.0,9647.0,0.0,0.0,9647.0
201405,67939.0,126293.0,0.0,0.0,126293.0
201406,64412.0,109664.0,0.0,0.0,109664.0
201407,67338.0,119261.0,48989.0,151890.0,-32629.0
201408,10350.0,21991.0,37035.0,116272.0,-94281.0
201409,7955.0,19176.0,37133.0,106981.0,-87805.0
201410,19747.0,35716.0,13031.0,43760.0,-8044.0
201411,15778.0,29605.0,0.0,0.0,29605.0
201412,8438.0,23446.0,0.0,0.0,23446.0
201501,6547.0,26501.0,1500.0,19118.0,7383.0
201502,2927.0,12642.0,26380.0,256698.0,-244056.0
201503,0.0,0.0,17560.0,152356.0,-152356.0
201504,6037.0,16989.0,0.0,0.0,16989.0
201505,65855.0,144038.0,0.0,0.0,144038.0
201506,51029.0,88505.0,0.0,0.0,88505.0
201507,53774.0,97835.0,0.0,0.0,97835.0
201508,23011.0,43513.0,16069.0,62552.0,-19039.0
201509,3990.0,5435.0,32005.0,83707.0,-78272.0
201510,70.0,54.0,19595.0,54742.0,-54688.0
201511,450.0,904.0,0.0,0.0,904.0
201512,,,,,
201601,0.0,0.0,5220.0,31598.0,-31598.0
201602,0.0,0.0,19424.0,148331.0,-148331.0
201603,79.0,516.0,5503.0,52571.0,-52055.0
201604,20353.0,40370.0,0.0,0.0,40370.0
201605,51853.0,85470.0,0.0,0.0,85470.0
201606,129595.0,221795.0,0.0,0.0,221795.0
201607,65759.0,103503.0,0.0,0.0,103503.0
201608,51148.0,77845.0,0.0,6.0,77839.0
201609,19214.0,40840.0,0.0,0.0,40840.0
201610,7655.0,14646.0,0.0,0.0,14646.0
201611,4453.0,9019.0,0.0,0.0,9019.0
201612,0.0,0.0,7.0,88.0,-88.0
