datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,0.4,11.5,-1.4,5.5,0.0,75.3
20130102,1.3,14.9,1.1,8.0,0.0,66.7
20130103,7.4,12.6,3.4,7.2,0.0,46.4
20130104,5.8,12.8,1.3,7.6,0.0,49.3
20130105,4.1,11.7,3.1,7.3,0.0,60.7
20130106,8.3,13.5,3.4,8.5,0.0,51.4
20130107,2.6,11.5,1.0,6.8,0.0,64.5
20130108,7.3,14.7,6.2,9.3,4.7,72.3
20130109,8.3,9.7,2.8,6.8,5.0,52.6
20130110,2.4,7.0,1.0,3.3,0.0,47.0
20130111,0.5,4.7,-3.1,0.8,0.0,38.7
20130112,0.8,8.6,-2.5,3.0,0.0,59.3
20130113,1.6,6.0,-2.5,2.0,0.0,54.8
20130114,-1.3,1.4,-4.5,-2.6,0.0,47.8
20130115,-5.0,4.3,-6.9,-2.7,0.0,32.6
20130116,-2.1,6.7,-3.5,0.9,0.0,34.4
20130117,-1.0,9.6,-4.5,1.3,0.0,39.5
20130118,-1.0,9.4,-1.7,4.6,0.0,42.4
20130119,3.2,9.9,-1.5,3.9,0.0,46.3
20130120,0.4,3.2,-1.6,1.1,0.0,62.6
20130121,-1.9,4.3,-2.7,0.1,0.0,56.4
20130122,0.2,1.9,-3.2,-0.6,0.0,58.8
20130123,-3.9,1.1,-5.9,-3.9,0.0,49.3
20130124,-4.1,3.7,-6.5,-2.1,0.0,51.9
20130125,-1.8,4.8,-3.6,-0.2,0.0,46.6
20130126,-0.6,8.5,-4.1,1.9,0.0,42.5
20130127,-1.0,8.0,-1.5,3.8,0.0,44.5
20130128,0.4,11.5,-4.4,4.0,0.0,35.6
20130129,4.2,7.9,3.6,5.5,4.1,75.3
20130130,7.6,7.7,-2.3,2.5,4.5,53.3
20130131,-2.7,7.9,-5.2,0.7,0.0,36.9
20130201,0.5,6.8,1.0,4.1,0.0,36.9
20130202,-0.9,8.9,-2.5,2.3,0.0,24.3
20130203,1.1,10.6,1.0,6.8,0.0,36.9
20130204,4.5,12.6,4.0,7.4,1.5,39.0
20130205,6.3,9.6,4.2,6.5,3.4,80.2
20130206,4.0,6.7,1.0,3.4,4.0,44.2
20130207,0.2,10.4,1.0,5.5,0.0,38.1
20130208,0.4,6.9,1.0,3.8,0.0,42.2
20130209,1.4,2.6,-2.4,0.2,0.0,49.7
20130210,-2.8,-1.0,-4.2,-2.9,0.0,49.3
20130211,-2.4,3.0,-4.6,-1.8,0.0,51.8
20130212,-0.7,7.3,-1.6,2.5,0.0,49.5
20130213,0.2,10.3,-4.2,3.6,0.0,49.8
20130214,4.0,10.2,1.0,5.4,0.0,42.4
20130215,2.7,13.0,-2.9,5.4,0.0,43.9
20130216,1.2,16.2,-2.9,7.6,2.0,62.4
20130217,9.9,12.8,1.0,9.0,3.7,56.5
20130218,0.5,6.7,-1.7,3.1,0.0,33.8
20130219,0.3,10.0,-4.3,4.4,0.0,43.1
20130220,8.3,12.8,1.0,7.5,0.0,50.5
20130221,-1.0,10.8,-3.7,2.7,0.0,42.7
20130222,1.3,8.8,1.2,5.4,21.1,81.4
20130223,5.8,8.1,1.0,3.8,33.5,49.4
20130224,-0.9,8.4,-1.9,2.4,0.0,33.7
20130225,-0.5,11.4,-2.0,5.1,0.0,43.7
20130226,1.1,12.9,1.0,7.1,0.0,45.4
20130227,2.3,13.5,1.0,6.8,0.0,50.7
20130228,3.2,14.1,-1.2,7.6,0.0,47.6
20130301,3.6,13.9,1.6,7.3,0.0,51.8
20130302,7.6,7.9,1.0,5.4,0.0,54.1
20130303,0.7,13.0,1.0,7.2,0.0,36.8
20130304,4.0,15.3,1.0,7.9,0.0,50.2
20130305,4.6,15.9,1.8,8.1,0.0,46.3
20130306,7.1,8.8,1.1,5.4,0.0,29.3
20130307,0.3,5.6,-2.9,1.5,0.0,41.3
20130308,-0.4,7.3,-1.6,4.2,0.0,45.1
20130309,2.9,13.5,1.0,7.2,0.0,33.6
20130310,6.2,16.1,1.6,8.4,0.0,30.7
20130311,3.8,16.9,1.0,9.0,0.0,27.6
20130312,5.1,17.7,1.0,9.3,0.0,32.0
20130313,11.5,17.0,7.1,11.5,0.0,24.8
20130314,9.7,14.1,4.2,8.8,0.0,25.9
20130315,4.3,13.5,2.8,7.0,0.0,33.0
20130316,4.3,14.1,2.1,8.0,0.0,39.8
20130317,5.9,17.0,1.3,8.8,0.0,25.0
20130318,4.4,17.0,2.9,8.8,0.0,36.7
20130319,5.6,19.1,3.3,10.9,0.0,30.6
20130320,8.0,13.2,4.3,8.7,4.4,60.1
