datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,3.5,11.1,3.1,6.2,0.0,60.3
20130102,5.2,12.9,3.3,7.9,0.0,60.8
20130103,7.1,11.6,2.3,6.9,0.0,47.2
20130104,4.6,12.2,2.2,6.7,0.0,51.6
20130105,5.3,8.9,3.3,6.6,3.2,72.4
20130106,7.6,9.3,4.7,7.0,3.3,68.3
20130107,3.7,10.2,1.2,5.8,0.0,72.2
20130108,10.6,11.1,8.2,9.9,2.5,73.7
20130109,7.9,10.7,3.8,7.5,2.6,55.0
20130110,3.1,6.3,1.0,3.4,0.0,41.0
20130111,-0.1,4.0,-3.8,0.2,0.0,33.9
20130112,0.4,8.6,1.0,4.6,0.0,45.8
20130113,0.5,5.6,-3.0,0.3,0.0,38.8
20130114,-2.5,-1.0,-5.7,-3.7,0.0,33.9
20130115,-6.1,3.9,-8.0,-3.4,0.0,28.6
20130116,-2.6,6.7,-4.6,0.4,0.0,40.4
20130117,-0.6,8.6,-2.2,2.4,0.0,39.7
20130118,1.5,6.8,1.0,4.3,0.0,43.8
20130119,2.2,8.4,1.0,5.4,0.0,62.1
20130120,3.4,3.7,-2.4,1.6,0.0,57.9
20130121,-2.8,3.3,-4.9,-1.5,0.0,53.6
20130122,-1.6,-1.0,-4.8,-2.2,0.0,52.0
20130123,-5.2,1.2,-7.5,-4.7,0.0,37.8
20130124,-4.8,3.4,-6.2,-2.6,0.0,36.6
20130125,-2.9,6.0,-4.5,-0.1,0.0,34.8
20130126,-1.5,9.7,-3.5,2.5,0.0,29.0
20130127,4.6,9.0,2.0,5.7,0.0,26.9
20130128,1.7,10.4,-1.6,5.3,0.0,34.1
20130129,5.1,7.2,4.7,6.0,0.0,61.5
20130130,5.5,6.1,1.0,4.1,1.0,54.6
20130131,-1.1,7.9,-4.3,1.4,0.0,40.9
20130201,1.0,7.4,-1.3,3.2,0.0,30.8
20130202,-0.5,9.5,-3.3,2.7,0.0,27.0
20130203,2.0,10.5,1.0,6.5,0.0,42.5
20130204,5.0,15.2,2.6,8.3,0.0,30.8
20130205,10.0,14.3,4.7,8.6,1.1,58.4
20130206,4.1,7.9,1.0,3.9,1.1,39.5
20130207,0.7,8.7,-1.4,4.4,0.0,51.8
20130208,3.9,9.1,1.0,4.8,0.0,46.9
20130209,2.7,4.6,-3.6,1.6,0.0,36.6
20130210,-4.1,1.5,-5.8,-3.1,0.0,37.1
20130211,-3.7,3.8,-5.9,-2.1,0.0,40.1
20130212,-1.7,7.5,-3.1,1.5,0.0,40.9
