datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,0.0,0.0,29241041.0,22704575.0,-22704575.0
201302,0.0,0.0,32945119.0,27141247.0,-27141247.0
201303,9.0,535.0,43170822.0,38029770.0,-38029235.0
201304,942.0,4261.0,44934839.0,41196395.0,-41192134.0
201305,10.0,594.0,46533172.0,42036585.0,-42035991.0
201306,100.0,6069.0,42698891.0,38955071.0,-38949002.0
201307,0.0,0.0,32009967.0,28414716.0,-28414716.0
201308,0.0,0.0,34889120.0,28243507.0,-28243507.0
201309,0.0,0.0,39072901.0,29097821.0,-29097821.0
201310,0.0,0.0,29918732.0,22812764.0,-22812764.0
201311,0.0,0.0,32414586.0,24642049.0,-24642049.0
201312,0.0,0.0,29550833.0,21871137.0,-21871137.0
201401,20.0,0.0,29586546.0,21891399.0,-21891399.0
201402,0.0,0.0,29330305.0,24374684.0,-24374684.0
201403,0.0,0.0,39742396.0,36282150.0,-36282150.0
201404,0.0,0.0,46047549.0,43760436.0,-43760436.0
201405,0.0,0.0,47314215.0,46104342.0,-46104342.0
201406,10.0,479.0,42511606.0,40424041.0,-40423562.0
201407,7.0,411.0,33022262.0,28969072.0,-28968661.0
201408,0.0,0.0,32998025.0,25040664.0,-25040664.0
201409,0.0,0.0,28470689.0,21273206.0,-21273206.0
201410,19.0,1088.0,34333029.0,26628085.0,-26626997.0
201411,0.0,0.0,33836974.0,24811910.0,-24811910.0
201412,0.0,0.0,29956434.0,20569435.0,-20569435.0
201501,0.0,0.0,30630763.0,20745607.0,-20745607.0
201502,260.0,570.0,29348868.0,21958750.0,-21958180.0
201503,0.0,0.0,35655249.0,28268263.0,-28268263.0
201504,0.0,0.0,41091831.0,35870484.0,-35870484.0
201505,0.0,0.0,38741037.0,35233703.0,-35233703.0
201506,1.0,85.0,31630959.0,28488054.0,-28487969.0
201507,4.0,26.0,27761868.0,24275811.0,-24275785.0
201508,0.0,0.0,25254476.0,20514781.0,-20514781.0
201509,1.0,91.0,24370866.0,19018788.0,-19018697.0
201510,8803.0,6960.0,29816221.0,23753229.0,-23746269.0
201511,0.0,0.0,26669526.0,21584847.0,-21584847.0
201512,0.0,0.0,27366207.0,21807589.0,-21807589.0
201601,0.0,0.0,26477294.0,19694287.0,-19694287.0
201602,0.0,0.0,27140117.0,20904085.0,-20904085.0
201603,0.0,0.0,31337306.0,25511628.0,-25511628.0
201604,0.0,0.0,32011174.0,26918436.0,-26918436.0
201605,0.0,0.0,33259138.0,28666948.0,-28666948.0
201606,2.0,196.0,33740337.0,27749027.0,-27748831.0
201607,13910.0,12807.0,30419144.0,24090556.0,-24077749.0
201608,10010.0,8166.0,24515480.0,18298563.0,-18290397.0
201609,0.0,0.0,30052185.0,21631381.0,-21631381.0
201610,0.0,0.0,25142934.0,19017500.0,-19017500.0
201611,0.0,0.0,27328013.0,21021590.0,-21021590.0
201612,0.0,0.0,30571272.0,22360318.0,-22360318.0
