datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.9,4.4,-7.7,-1.4,0.0, 
20130102,2.8,6.7,-1.1,3.5,0.0, 
20130103,-1.2,5.0,-6.3,-1.2,0.0, 
20130104,-1.7,6.8,-4.5,0.9,0.0, 
20130105,-4.6,6.2,-6.1,-0.7,0.0, 
20130106,0.6,8.1,-3.3,2.2,0.0, 
20130107,-3.5,8.9,-5.8,-0.4,0.0, 
20130108,-0.5,9.1,-1.3,4.2,1.0, 
20130109,2.6,4.1,-4.0,0.6,1.0, 
20130110,-4.4,-1.0,-8.6,-5.2,0.0, 
20130111,-8.8,-1.4,-12.4,-6.6,0.0, 
20130112,-3.9,-1.0,-7.9,-4.2,0.0, 
20130113,-8.0,-2.8,-10.4,-7.2,0.0, 
20130114,-10.7,-5.4,-13.6,-10.2,0.0, 
20130115,-14.1,-2.9,-17.4,-11.1,0.0, 
20130116,-13.5,2.0,-16.7,-9.2,0.0, 
20130117,-11.0,3.2,-14.2,-7.3,0.0, 
20130118,-8.9,-1.0,-10.0,-6.5,0.0, 
20130119,-8.5,3.1,-10.1,-5.0,0.0, 
20130120,-5.5,-1.8,-11.5,-5.5,0.0, 
20130121,-13.2,-3.3,-16.7,-9.5,0.0, 
20130122,-4.9,-4.5,-14.1,-9.4,0.0, 
20130123,-13.0,-5.9,-19.3,-12.6,0.0, 
20130124,-15.4,-3.2,-19.5,-12.5,0.0, 
20130125,-14.6,-1.0,-18.8,-11.0,0.0, 
20130126,-14.1,3.5,-16.3,-7.4,0.0, 
20130127,1.9,3.3,-10.6,-3.5,3.8, 
20130128,-11.0,2.7,-14.7,-7.4,4.0, 
20130129,-2.8,-1.0,-3.3,-2.4,1.4, 
20130130,-1.5,-1.3,-16.8,-6.5,1.5, 
20130131,-18.0,-3.6,-20.1,-12.7,0.0, 
20130201,-13.4,-1.0,-14.7,-6.1,0.0, 
20130202,-13.4,1.1,-18.9,-10.3,0.0, 
20130203,-8.5,3.6,-12.6,-5.2,0.0, 
20130204,-6.9,1.5,-10.4,-5.8,0.0, 
20130205,-0.8,1.1,-2.2,-1.4,1.4, 
20130206,-2.6,1.0,-8.7,-4.3,1.5, 
20130207,-9.6,-1.0,-13.2,-7.7,0.0, 
20130208,-5.6,2.1,-11.3,-5.0,0.0, 
20130209,-4.5,-2.3,-9.3,-6.3,0.0, 
20130210,-9.0,-3.8,-12.0,-8.5,0.0, 
20130211,-11.3,-1.0,-16.2,-8.8,0.0, 
20130212,-8.6,2.3,-14.7,-7.5,0.0, 
20130213,-9.7,3.6,-14.2,-6.3,0.0, 
20130214,-7.7,4.9,-12.9,-5.1,0.0, 
20130215,-7.8,6.4,-11.7,-2.7,0.0, 
20130216,-2.8,8.9,-7.6,1.7,0.0, 
20130217,7.4,8.9,-5.5,2.2,5.6, 
20130218,-6.2,1.6,-11.3,-5.8,6.0, 
20130219,-6.5,3.4,-9.7,-4.3,1.1, 
20130220,0.9,3.2,-8.5,-2.2,1.5, 
20130221,-8.8,4.2,-12.8,-5.4,0.0, 
20130222,-2.9,1.1,-3.4,-1.8,1.0, 
20130223,-0.8,2.1,-4.9,-2.1,1.0, 
20130224,-6.4,2.7,-10.9,-4.6,0.0, 
20130225,-1.6,6.6,-8.7,-0.9,0.0, 
20130226,-2.2,7.7,-6.8,-0.2,0.0, 
20130227,-4.9,9.2,-8.2,-0.9,0.0, 
20130228,-4.7,9.7,-7.6,0.7,0.0, 
20130301,-0.3,7.3,-1.4,4.2,1.4, 
20130302,-0.1,3.0,-3.7,0.4,0.0, 
20130303,-3.7,8.1,-8.4,-1.1,0.0, 
20130304,-0.9,10.2,-4.2,2.0,0.0, 
20130305,-3.1,9.5,-5.6,1.5,0.0, 
20130306,1.3,3.5,-4.0,-1.1,0.0, 
20130307,-5.0,2.1,-6.8,-3.9,0.0, 
20130308,-6.1,4.1,-10.0,-3.7,0.0, 
20130309,-3.4,7.0,-9.7,-1.1,0.0, 
20130310,-0.3,10.1,-7.9,1.1,0.0, 
20130311,-3.6,14.2,-7.4,2.3,0.0, 
20130312,0.4,9.4,-1.6,4.7,2.2, 
20130313,3.8,10.9,-3.5,4.0,3.0, 
20130314,-3.0,10.2,-5.3,0.6,0.0, 
20130315,-3.8,10.8,-7.9,0.6,0.0, 
20130316,-3.5,11.6,-6.9,1.8,0.0, 
20130317,-2.0,14.4,-5.8,3.7,0.0, 
20130318,1.7,14.7,1.0,7.2,0.0, 
20130319,-0.3,17.0,-4.1,5.6,0.0, 
20130320,0.3,14.0,-2.6,6.5,0.0, 
20130321,1.8,9.1,-2.2,3.4,0.0, 
20130322,-3.0,12.9,-6.8,3.2,0.0, 
20130323,1.5,13.2,-3.2,5.2,0.0, 
20130324,-0.9,12.7,-4.0,4.3,0.0, 
20130325,-0.4,7.7,1.1,3.8,3.0, 
20130326,2.5,9.7,1.0,4.1,3.5, 
20130327,1.0,7.4,1.0,3.1,1.5, 
20130328,-1.2,7.9,-4.3,1.7,1.0, 
20130329,-0.5,13.6,-4.8,4.3,0.0, 
20130330,-0.1,16.0,-3.4,6.7,0.0, 
20130331,6.0,7.3,2.2,5.0,6.2, 
20130401,3.6,10.5,1.0,5.0,2.0, 
20130402,-0.7,15.0,-4.0,5.8,1.5, 
20130403,2.8,19.5,-2.3,9.1,0.0, 
20130404,2.5,20.7,-1.1,11.6,0.0, 
