datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,0.3,7.9,-1.3,5.0,0.0,85.8
20130102,5.1,9.3,4.0,6.1,0.0,83.2
20130103,3.5,6.7,-1.6,2.9,0.0,70.8
20130104,1.4,8.5,1.0,3.9,0.0,69.7
20130105,0.9,8.0,1.0,5.3,0.0,61.7
20130106,5.5,9.3,3.0,5.9,0.0,63.8
20130107,2.7,9.6,1.0,4.8,0.0,76.9
20130108,4.3,11.1,3.3,6.9,0.0,67.9
20130109,5.4,5.9,-1.8,3.8,0.0,65.2
20130110,-2.0,1.7,-5.6,-2.1,0.0,51.4
20130111,-6.0,1.6,-9.0,-5.0,0.0,45.0
20130112,-0.3,1.6,-4.3,-1.0,0.0,51.3
20130113,-4.7,-2.0,-7.8,-4.9,0.0,50.1
20130114,-7.5,-5.5,-10.2,-7.6,0.0,37.4
20130115,-8.9,-2.0,-11.7,-6.9,0.0,40.6
20130116,-6.3,1.5,-10.0,-5.3,0.0,47.6
20130117,-5.1,3.1,-7.7,-3.1,0.0,53.5
20130118,-0.1,3.7,-3.1,0.2,0.0,72.7
20130119,-2.1,4.5,-4.4,-1.0,0.0,63.4
20130120,-0.8,-1.0,-8.0,-3.4,3.7,70.0
20130121,-7.5,-1.0,-11.9,-6.0,4.0,76.3
20130122,-1.5,-1.0,-10.2,-7.0,0.0,55.6
20130123,-10.6,-5.2,-12.9,-9.2,0.0,53.1
20130124,-9.7,-2.3,-14.5,-8.0,0.0,57.5
20130125,-9.2,-1.0,-12.7,-7.5,0.0,58.9
20130126,-7.2,3.8,-9.3,-2.3,0.0,70.0
20130127,4.0,4.5,-5.8,-1.2,8.1,57.1
20130128,-6.2,3.9,-8.7,-2.9,8.5,54.1
20130129,1.1,3.5,1.0,1.8,4.0,71.7
20130130,0.1,-1.0,-9.3,-4.8,6.0,73.5
20130131,-9.7,-1.0,-11.7,-6.4,0.0,57.3
20130201,-6.5,-1.0,-7.0,-4.6,0.0,52.8
20130202,-6.9,2.5,-10.3,-4.7,0.0,56.6
20130203,0.9,5.7,-2.2,2.5,0.0,72.6
20130204,-0.9,4.3,-2.7,1.2,0.0,79.1
20130205,2.3,3.2,1.0,2.4,1.0,77.6
20130206,-0.8,1.5,-3.0,-1.1,1.0,55.5
20130207,-2.7,2.8,-5.7,-2.0,0.0,55.2
20130208,-2.5,2.3,-4.8,-1.8,0.0,54.9
20130209,-2.0,-1.4,-5.8,-3.7,0.0,50.3
20130210,-5.8,-2.6,-8.8,-5.8,0.0,47.4
20130211,-6.3,-1.0,-8.8,-4.8,0.0,50.7
20130212,-3.7,3.1,-8.0,-2.6,0.0,55.8
20130213,-2.4,5.3,-5.6,-0.5,0.0,60.8
20130214,0.5,5.0,-3.9,0.5,0.0,54.4
20130215,-2.5,7.5,-4.5,1.0,0.0,60.2
20130216,0.7,11.1,-2.4,7.2,0.0,66.1
20130217,9.8,10.8,-3.4,3.4,3.8,63.9
20130218,-4.1,2.4,-6.8,-3.0,4.0,48.7
20130219,-1.3,7.0,-3.4,2.3,2.2,70.7
20130220,5.6,6.8,-3.5,0.9,3.8,62.8
20130221,-3.9,5.5,-7.9,-1.9,0.0,48.4
20130222,1.0,3.9,1.0,2.4,5.3,73.4
20130223,0.1,2.5,-2.5,-0.1,7.0,60.9
20130224,-2.9,3.7,-5.9,-0.7,0.0,53.8
20130225,0.5,7.5,-3.1,2.7,0.0,67.1
20130226,2.3,8.4,-1.7,4.4,0.0,62.4
20130227,1.4,8.9,-1.5,4.2,0.0,49.5
20130228,0.9,11.6,-1.5,6.9,0.0,46.1
20130301,2.8,11.3,2.0,5.2,4.7,65.9
20130302,2.8,5.7,1.0,3.0,1.3,70.5
20130303,-1.0,9.3,-2.3,2.9,1.0,60.8
20130304,1.2,10.8,1.0,6.4,0.0,66.8
20130305,2.5,10.9,1.0,5.4,1.0,75.6
20130306,4.7,4.8,-1.2,2.2,1.0,48.3
20130307,-0.2,2.0,-2.7,-0.4,0.0,42.9
20130308,-2.5,5.8,-5.8,0.4,0.0,53.9
20130309,0.1,9.5,-2.4,4.0,0.0,54.6
20130310,0.8,10.8,-1.1,6.2,0.0,43.3
20130311,1.2,14.7,1.0,8.1,0.0,40.1
20130312,4.6,14.0,3.6,8.2,0.0,59.3
20130313,7.2,11.1,2.1,7.0,0.0,57.9
20130314,5.6,10.1,2.3,6.4,0.0,43.3
20130315,3.8,11.4,1.0,6.4,0.0,41.5
20130316,2.0,12.2,1.0,6.6,0.0,46.9
20130317,2.3,14.0,1.0,7.5,0.0,51.7
20130318,6.3,15.5,5.3,9.0,0.0,35.4
20130319,4.6,16.8,2.7,9.3,0.0,48.4
20130320,8.2,15.2,5.2,10.1,0.0,46.7
20130321,6.8,12.0,3.1,7.7,0.0,54.0
20130322,5.8,13.0,1.1,7.2,0.0,40.5
20130323,5.8,13.7,4.5,8.8,0.0,41.8
20130324,5.5,13.4,2.7,8.0,0.0,50.6
20130325,6.9,12.5,3.7,7.7,0.0,50.3
20130326,4.0,11.8,3.8,6.9,0.0,55.1
20130327,6.0,11.1,3.4,6.6,0.0,71.1
20130328,3.7,12.5,1.3,6.7,0.0,67.1
20130329,4.7,14.0,3.7,8.4,0.0,58.7
20130330,5.9,17.0,3.4,10.0,0.0,54.3
20130331,10.6,12.6,6.8,9.4,0.0,75.2
20130401,6.1,14.3,5.4,8.8,0.0,66.9
20130402,4.7,15.3,2.4,8.5,0.0,61.5
20130403,6.6,18.9,2.9,10.3,0.0,53.8
20130404,8.0,21.6,5.6,13.0,0.0,41.8
20130405,12.3,14.9,10.6,12.0,18.6,63.4
20130406,12.9,15.0,10.3,11.6,5.1,90.1
20130407,10.4,21.5,9.2,14.1,3.5,76.2
20130408,11.0,18.9,7.6,12.9,0.0,78.4
20130409,11.4,18.2,9.3,13.8,0.0,72.0
20130410,12.9,20.5,10.6,15.1,0.0,29.1
20130411,13.5,19.6,11.8,15.0,0.0,40.4
20130412,11.8,15.8,7.3,11.9,0.0,19.4
20130413,8.1,19.5,4.4,12.1,0.0,60.0
20130414,12.8,19.2,9.9,13.4,4.3,59.6
20130415,9.3,23.9,8.8,15.0,4.5,73.1
20130416,12.4,24.5,11.1,17.3,0.0,63.1
20130417,17.0,17.4,10.1,14.4,4.4,76.4
20130418,9.6,17.8,8.4,11.6,6.7,86.0
20130419,8.8,18.2,8.5,12.5,7.5,49.8
20130420,11.3,18.2,9.2,12.6,0.0,51.5
20130421,8.2,19.7,6.2,12.3,0.0,62.3
20130422,8.5,21.0,6.9,13.7,0.0,58.6
20130423,9.4,22.0,6.7,13.6,0.0,50.1
20130424,8.9,21.9,7.2,14.0,0.0,44.7
20130425,12.0,21.2,11.5,16.0,0.0,59.6
20130426,14.6,20.4,9.4,15.2,0.0,42.7
20130427,12.6,20.0,6.9,13.5,0.0,44.4
20130428,8.7,21.3,7.5,13.8,0.0,61.2
20130429,9.7,23.7,7.6,15.8,0.0,54.1
20130430,16.0,27.5,13.0,18.9,0.0,61.2
20130501,12.8,26.3,11.5,18.4,0.0,63.5
20130502,15.0,26.2,12.3,19.1,0.0,55.9
20130503,14.9,28.4,12.3,19.8,0.0,44.6
20130504,15.4,26.2,13.3,19.8,0.0,50.2
20130505,19.8,26.6,15.9,20.6,0.0,61.5
20130506,15.8,20.4,9.0,15.1,0.0,37.2
20130507,10.6,22.5,8.3,15.3,0.0,50.1
20130508,12.1,23.5,9.3,16.6,0.0,52.9
20130509,15.3,20.6,13.7,16.1,1.4,67.5
20130510,14.0,20.4,12.1,15.5,3.3,83.8
20130511,12.7,23.9,11.5,17.4,3.5,78.3
20130512,18.1,21.4,15.5,19.2,0.0,77.8
20130513,14.9,22.8,12.9,16.5,11.3,83.7
20130514,11.6,20.6,10.8,15.7,11.5,58.7
20130515,13.1,20.8,12.1,15.9,0.0,63.9
20130516,12.8,20.9,12.1,16.1,0.0,71.2
20130517,12.2,25.4,11.0,18.0,0.0,58.8
20130518,13.2,26.7,11.9,19.0,0.0,51.2
20130519,15.8,25.6,12.7,16.7,0.0,64.7
20130520,14.7,27.0,12.8,20.0,0.0,47.5
20130521,15.8,26.8,14.0,20.0,0.0,53.9
20130522,16.6,26.8,14.0,20.4,0.0,62.5
20130523,16.8,24.4,14.9,18.9,6.7,76.0
20130524,16.7,26.2,16.2,20.3,7.5,73.7
20130525,15.5,25.2,12.6,18.8,0.0,56.7
20130526,15.1,22.3,11.8,17.0,0.0,44.8
20130527,13.1,25.2,10.6,17.8,0.0,58.2
20130528,13.5,27.5,12.1,19.7,0.0,55.8
20130529,18.4,29.0,15.6,21.6,0.0,73.2
20130530,18.0,30.0,15.8,22.1,0.0,51.9
20130531,17.7,28.0,15.4,21.8,0.0,53.7
20130601,21.5,26.0,19.7,22.5,3.0,69.5
20130602,19.4,25.5,13.4,20.1,3.0,43.6
20130603,18.9,25.4,15.1,20.0,0.0,46.8
20130604,15.3,28.2,13.4,20.8,0.0,45.8
20130605,18.0,28.2,14.2,22.1,0.0,42.0
20130606,21.0,22.2,14.3,18.8,4.2,64.6
20130607,15.0,19.3,14.7,17.4,10.8,94.2
20130608,15.9,25.3,14.0,19.1,13.5,77.5
20130609,16.4,26.1,15.8,20.5,0.0,76.4
20130610,20.2,25.9,13.8,20.2,2.9,61.1
20130611,16.0,28.6,13.1,21.5,3.0,43.3
20130612,19.2,25.8,15.1,21.0,0.0,50.5
20130613,18.7,25.7,16.7,20.5,0.0,72.1
20130614,16.8,26.5,15.9,20.7,0.0,71.1
20130615,17.8,29.6,15.1,22.0,0.0,69.4
20130616,18.7,31.6,17.6,23.6,0.0,68.6
20130617,19.9,29.3,17.8,23.1,0.0,57.6
