datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,42890.0,99970.0,0.0,0.0,99970.0
201302,3363.0,12678.0,0.0,0.0,12678.0
201303,2263.0,8635.0,0.0,0.0,8635.0
201304,1733.0,8450.0,0.0,0.0,8450.0
201305,300.0,1944.0,0.0,0.0,1944.0
201306,1112.0,7926.0,0.0,0.0,7926.0
201307,857.0,8373.0,0.0,0.0,8373.0
201308,821.0,5254.0,0.0,0.0,5254.0
201309,2624.0,15796.0,0.0,0.0,15796.0
201310,1385.0,6051.0,0.0,0.0,6051.0
201311,1318846.0,1496107.0,0.0,0.0,1496107.0
201312,339328.0,421299.0,0.0,0.0,421299.0
201401,29798.0,101115.0,0.0,0.0,101115.0
201402,8344.0,47826.0,0.0,0.0,47826.0
201403,684.0,8775.0,0.0,0.0,8775.0
201404,23.0,1783.0,2.0,5.0,1778.0
201405,502.0,7650.0,0.0,0.0,7650.0
201406,610.0,3523.0,0.0,3.0,3520.0
201407,2589.0,17812.0,0.0,0.0,17812.0
201408,4180.0,22583.0,0.0,0.0,22583.0
201409,6072.0,34993.0,0.0,0.0,34993.0
201410,6724.0,20348.0,0.0,0.0,20348.0
201411,1465587.0,1756369.0,0.0,0.0,1756369.0
201412,238334.0,341894.0,0.0,0.0,341894.0
201501,58368.0,172203.0,0.0,0.0,172203.0
201502,8474.0,33423.0,0.0,0.0,33423.0
201503,2061.0,10014.0,4599.0,12118.0,-2104.0
201504,328.0,9168.0,13457.0,35930.0,-26762.0
201505,2560.0,20639.0,0.0,0.0,20639.0
201506,3417.0,20791.0,0.0,0.0,20791.0
201507,4603.0,26618.0,0.0,6.0,26612.0
201508,5859.0,30789.0,0.0,0.0,30789.0
201509,8050.0,38637.0,0.0,0.0,38637.0
201510,3651.0,14332.0,0.0,0.0,14332.0
201511,1663839.0,1892369.0,1.0,63.0,1892306.0
201512,543306.0,663403.0,0.0,0.0,663403.0
201601,79647.0,184118.0,0.0,0.0,184118.0
201602,51859.0,249503.0,0.0,0.0,249503.0
201603,1420.0,7392.0,0.0,0.0,7392.0
201604,22.0,987.0,0.0,0.0,987.0
201605,1894.0,18290.0,0.0,0.0,18290.0
201606,4178.0,30636.0,1.0,35.0,30601.0
201607,12760.0,66955.0,0.0,0.0,66955.0
201608,9556.0,50458.0,0.0,0.0,50458.0
201609,14484.0,91280.0,0.0,0.0,91280.0
201610,133776.0,158098.0,2.0,24.0,158074.0
201611,3289766.0,3196567.0,0.0,0.0,3196567.0
201612,2396213.0,1928197.0,0.0,0.0,1928197.0
