datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.0,6.8,-5.1,0.3,0.0,93.1
20130102,0.9,9.6,1.0,4.4,0.0,92.6
20130103,3.0,7.3,-3.3,2.8,0.0,83.6
20130104,-1.7,9.5,-3.8,3.2,0.0,85.8
20130105,-1.6,8.6,-3.8,2.6,0.0,82.6
20130106,4.9,10.4,-1.3,4.9,0.0,80.9
20130107,-1.6,8.8,-4.6,1.5,0.0,89.4
20130108,0.4,12.1,1.0,7.0,0.0,82.4
20130109,5.7,6.9,-1.1,4.5,0.0,82.2
20130110,-1.6,2.7,-6.1,-2.1,0.0,71.3
20130111,-5.6,2.2,-11.3,-5.3,0.0,63.4
20130112,-1.3,3.1,-4.3,-1.2,1.0,75.7
20130113,-4.6,-1.0,-10.9,-5.6,1.0,67.5
20130114,-7.6,-3.7,-12.5,-7.8,0.0,53.0
20130115,-9.7,-1.0,-16.0,-8.2,0.0,59.5
20130116,-10.1,1.6,-14.8,-8.1,0.0,73.2
20130117,-9.3,3.1,-12.8,-6.0,0.0,75.6
20130118,-5.0,3.6,-8.6,-2.8,0.0,87.4
20130119,-2.6,2.2,-4.7,-2.1,0.0,89.6
20130120,-4.0,-1.2,-9.0,-3.2,2.0,86.2
20130121,-10.0,-1.0,-15.6,-7.4,2.0,92.2
20130122,-1.7,-1.4,-11.1,-6.0,0.0,69.2
20130123,-11.8,-3.7,-17.6,-10.1,0.0,73.1
20130124,-13.6,-1.1,-18.1,-9.5,0.0,75.3
20130125,-11.2,-1.0,-16.3,-9.5,0.0,76.1
20130126,-10.4,2.7,-14.7,-6.4,0.0,80.9
20130127,2.8,3.6,-7.3,-0.2,2.0,67.0
20130128,-7.5,3.5,-11.6,-5.0,2.0,76.6
20130129,-0.7,2.1,1.0,1.5,2.7,86.9
20130130,0.5,-1.0,-10.7,-4.3,1.2,90.5
20130131,-11.3,-1.3,-15.2,-8.1,1.0,80.9
20130201,-8.2,2.1,-11.2,-5.5,0.0,73.1
20130202,-7.1,3.5,-13.0,-5.0,0.0,68.3
20130203,0.9,5.9,-4.5,0.9,0.0,84.4
20130204,-3.5,3.6,-6.5,-1.2,0.0,91.1
20130205,0.9,4.6,1.0,2.3,0.0,93.0
20130206,-0.2,3.0,-4.3,-0.9,0.0,73.6
20130207,-4.9,2.5,-8.7,-3.4,0.0,84.6
20130208,-2.2,3.5,-7.2,-2.0,0.0,74.3
20130209,-1.9,-1.0,-6.7,-3.8,0.0,63.3
20130210,-6.6,-1.1,-8.9,-5.5,0.0,58.0
20130211,-7.6,-1.0,-10.5,-5.8,0.0,62.4
20130212,-4.5,5.0,-11.2,-3.3,0.0,71.0
20130213,-5.2,5.3,-9.7,-2.3,0.0,83.6
20130214,-2.2,6.1,-3.9,0.0,0.0,76.7
20130215,-2.8,8.1,-8.7,-0.6,0.0,69.5
20130216,-2.1,13.9,-6.8,4.0,0.0,78.1
20130217,7.1,9.5,-2.7,4.7,2.4,79.2
20130218,-3.2,4.3,-7.4,-2.1,2.5,59.8
20130219,-1.9,8.1,-6.6,1.4,1.0,74.7
20130220,5.7,6.3,-4.6,2.3,5.0,75.1
20130221,-4.6,6.3,-8.6,-1.8,5.5,70.1
20130222,-1.8,3.0,-3.1,1.1,7.2,91.1
20130223,2.2,4.4,-2.9,1.5,11.5,74.0
20130224,-3.6,5.7,-6.8,-0.8,0.0,66.4
20130225,-1.2,9.1,-5.5,1.7,0.0,71.1
