datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,11600.0,10347.0,5345870.0,2612649.0,-2602302.0
201302,10100.0,9263.0,5703670.0,2758728.0,-2749465.0
201303,10367.0,10124.0,11750115.0,4839254.0,-4829130.0
201304,10000.0,9606.0,9357776.0,3506626.0,-3497020.0
201305,12100.0,9997.0,7584400.0,2796549.0,-2786552.0
201306,10870.0,9355.0,9719477.0,4122683.0,-4113328.0
201307,13920.0,12025.0,8907500.0,3707154.0,-3695129.0
201308,12720.0,10911.0,6907006.0,2846833.0,-2835922.0
201309,14450.0,12438.0,11386755.0,4787092.0,-4774654.0
201310,14859.0,15311.0,9006000.0,3723648.0,-3708337.0
201311,16615.0,14222.0,7760000.0,3000286.0,-2986064.0
201312,15200.0,13176.0,8304990.0,3084299.0,-3071123.0
201401,8000.0,6994.0,5915040.0,2337705.0,-2330711.0
201402,10512.0,11808.0,6321690.0,3086638.0,-3074830.0
201403,13282.0,15981.0,9267131.0,5250372.0,-5234391.0
201404,17794.0,20575.0,8449340.0,4683759.0,-4663184.0
201405,17800.0,21803.0,6558190.0,3311620.0,-3289817.0
201406,13000.0,13097.0,6123530.0,3041785.0,-3028688.0
201407,11010.0,12240.0,9685530.0,4788441.0,-4776201.0
201408,19460.0,19149.0,7276210.0,3362703.0,-3343554.0
201409,17195.0,18532.0,11815050.0,5630391.0,-5611859.0
201410,18530.0,17921.0,10084990.0,5020800.0,-5002879.0
201411,11710.0,12182.0,8426480.0,4051258.0,-4039076.0
201412,23944.0,66806.0,9695230.0,4054618.0,-3987812.0
201501,23150.0,21548.0,7466150.0,2955077.0,-2933529.0
201502,16250.0,15543.0,6524716.0,2600322.0,-2584779.0
201503,17960.0,12710.0,13353720.0,4953438.0,-4940728.0
201504,16910.0,14159.0,8323700.0,3493465.0,-3479306.0
201505,18000.0,15964.0,4897803.0,2159588.0,-2143624.0
201506,19500.0,14208.0,7853590.0,3601382.0,-3587174.0
201507,17000.0,11030.0,9570280.0,3817081.0,-3806051.0
201508,18547.0,11958.0,7232500.0,2690482.0,-2678524.0
201509,15575.0,9776.0,10404140.0,3838620.0,-3828844.0
201510,17596.0,11363.0,10531000.0,3150809.0,-3139446.0
201511,19000.0,11862.0,8083306.0,2229339.0,-2217477.0
201512,27000.0,16690.0,11100770.0,3156396.0,-3139706.0
201601,22045.0,24792.0,8565913.0,2692585.0,-2667793.0
201602,18440.0,17527.0,5897390.0,2404303.0,-2386776.0
201603,16620.0,21333.0,9053150.0,4227681.0,-4206348.0
201604,20822.0,17253.0,7139500.0,2732680.0,-2715427.0
201605,13200.0,11362.0,7221300.0,2509176.0,-2497814.0
201606,7730.0,7345.0,8323780.0,3244862.0,-3237517.0
201607,20700.0,18839.0,10460300.0,3968863.0,-3950024.0
201608,15830.0,14523.0,5513750.0,2308741.0,-2294218.0
201609,13430.0,11552.0,12652700.0,5154149.0,-5142597.0
201610,15200.0,11696.0,8658010.0,3057025.0,-3045329.0
201611,12500.0,8969.0,7279620.0,2458066.0,-2449097.0
201612,20050.0,13815.0,10487740.0,3587398.0,-3573583.0
