datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,1505235.0,5415885.0,0.0,0.0,5415885.0
201302,1771326.0,6112757.0,0.0,0.0,6112757.0
201303,3244552.0,9271602.0,0.0,0.0,9271602.0
201304,4151123.0,9591459.0,0.0,0.0,9591459.0
201305,3972039.0,7995203.0,0.0,0.0,7995203.0
201306,5202239.0,10014716.0,0.0,0.0,10014716.0
201307,4036672.0,8076298.0,0.0,0.0,8076298.0
201308,1356764.0,4321090.0,0.0,0.0,4321090.0
201309,1041108.0,4210031.0,0.0,0.0,4210031.0
201310,1621595.0,5387046.0,0.0,0.0,5387046.0
201311,3779195.0,9971560.0,0.0,0.0,9971560.0
201312,3161061.0,9117403.0,0.0,0.0,9117403.0
201401,1987248.0,6707503.0,0.0,0.0,6707503.0
201402,1793062.0,7639708.0,0.0,0.0,7639708.0
201403,2446897.0,8489905.0,0.0,0.0,8489905.0
201404,3316696.0,9656811.0,0.0,0.0,9656811.0
201405,4528558.0,11821899.0,1.0,20.0,11821879.0
201406,3726188.0,7739389.0,0.0,0.0,7739389.0
201407,4281165.0,9724129.0,0.0,0.0,9724129.0
201408,1372334.0,4664876.0,0.0,0.0,4664876.0
201409,1296083.0,5496914.0,0.0,0.0,5496914.0
201410,1179152.0,4604499.0,5.0,22.0,4604477.0
201411,3132773.0,8857023.0,0.0,0.0,8857023.0
201412,2859737.0,6857350.0,0.0,0.0,6857350.0
201501,1735355.0,7391294.0,8.0,130.0,7391164.0
201502,2188750.0,7613713.0,0.0,0.0,7613713.0
201503,2826565.0,7350704.0,0.0,0.0,7350704.0
201504,4019978.0,10342454.0,0.0,0.0,10342454.0
201505,4459430.0,8970488.0,0.0,0.0,8970488.0
201506,4516288.0,8933976.0,0.0,0.0,8933976.0
201507,4346593.0,8240698.0,0.0,0.0,8240698.0
201508,2205947.0,6226146.0,0.0,0.0,6226146.0
201509,1291914.0,5007189.0,2.0,3.0,5007186.0
201510,1779593.0,5575812.0,0.0,0.0,5575812.0
201511,2737734.0,7529890.0,0.0,0.0,7529890.0
201512,3217123.0,8332675.0,0.0,0.0,8332675.0
201601,1548681.0,6934712.0,0.0,0.0,6934712.0
201602,1727496.0,6362425.0,0.0,0.0,6362425.0
201603,1892790.0,6789359.0,0.0,0.0,6789359.0
201604,3193962.0,8635221.0,0.0,0.0,8635221.0
201605,4068642.0,7950525.0,0.0,0.0,7950525.0
201606,3966904.0,7719140.0,1.0,9.0,7719131.0
201607,3982420.0,9468485.0,0.0,0.0,9468485.0
201608,1837442.0,7622141.0,0.0,0.0,7622141.0
201609,940252.0,4348084.0,0.0,0.0,4348084.0
201610,1389876.0,5730917.0,0.0,0.0,5730917.0
201611,3858959.0,10282624.0,0.0,0.0,10282624.0
201612,1866905.0,4593658.0,0.0,0.0,4593658.0
