datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,226137.0,177702.0,1046830.0,205871.0,-28169.0
201302,443853.0,288226.0,569040.0,104687.0,183539.0
201303,320905.0,192696.0,1075800.0,228032.0,-35336.0
201304,197833.0,119852.0,419100.0,81709.0,38143.0
201305,22369.0,21317.0,0.0,6.0,21311.0
201306,32020.0,43246.0,33376.0,14961.0,28285.0
201307,7258.0,6489.0,119120.0,33034.0,-26545.0
201308,16609.0,14976.0,120.0,28.0,14948.0
201309,28620.0,27548.0,47260.0,8483.0,19065.0
201310,65273.0,48163.0,86584.0,18839.0,29324.0
201311,580984.0,298433.0,40000.0,9141.0,289292.0
201312,1082129.0,517686.0,230320.0,51539.0,466147.0
201401,1178280.0,507607.0,24000.0,5740.0,501867.0
201402,183622.0,107343.0,38880.0,12406.0,94937.0
201403,58820.0,50277.0,131076.0,41907.0,8370.0
201404,7979.0,9130.0,420000.0,110848.0,-101718.0
201405,31702.0,51471.0,65684.0,24953.0,26518.0
201406,7644.0,7457.0,12672.0,5689.0,1768.0
201407,16384.0,14535.0,0.0,0.0,14535.0
201408,14260.0,16216.0,212672.0,76889.0,-60673.0
201409,11566.0,15283.0,108992.0,44589.0,-29306.0
201410,43593.0,45456.0,267900.0,76478.0,-31022.0
201411,666525.0,373576.0,301960.0,68511.0,305065.0
201412,1700261.0,1306005.0,146403.0,36036.0,1269969.0
201501,1637274.0,756603.0,328000.0,71387.0,685216.0
201502,780681.0,350268.0,164000.0,33271.0,316997.0
201503,446161.0,196356.0,362000.0,72780.0,123576.0
201504,153300.0,69528.0,117150.0,25669.0,43859.0
201505,235507.0,121110.0,0.0,0.0,121110.0
201506,232730.0,130064.0,30.0,333.0,129731.0
201507,191820.0,190183.0,0.0,0.0,190183.0
201508,76622.0,65489.0,0.0,0.0,65489.0
201509,41587.0,40274.0,46200.0,13494.0,26780.0
201510,22183.0,25221.0,235300.0,73359.0,-48138.0
201511,57557.0,63611.0,1369720.0,364298.0,-300687.0
201512,297751.0,250564.0,1392000.0,351129.0,-100565.0
201601,708304.0,545872.0,1128000.0,294112.0,251760.0
201602,1698848.0,913517.0,409400.0,183914.0,729603.0
201603,1178046.0,676805.0,361200.0,69731.0,607074.0
201604,454716.0,277416.0,82000.0,31488.0,245928.0
201605,441694.0,293081.0,68000.0,11582.0,281499.0
201606,460113.0,259342.0,0.0,0.0,259342.0
201607,75303.0,58732.0,75000.0,17578.0,41154.0
201608,60574.0,39632.0,68000.0,10992.0,28640.0
201609,16713.0,40597.0,19300.0,12103.0,28494.0
201610,28208.0,68132.0,192400.0,52355.0,15777.0
201611,451981.0,278501.0,194000.0,38915.0,239586.0
201612,1314837.0,763316.0,2516401.0,460247.0,303069.0
201301,2269.0,19494.0,270100.0,262498.0,-243004.0
201302,824.0,11865.0,263511.0,277141.0,-265276.0
201303,918.0,9432.0,408260.0,419958.0,-410526.0
201304,1034.0,16496.0,333535.0,372751.0,-356255.0
201305,1568.0,14743.0,243600.0,282224.0,-267481.0
201306,7067.0,62237.0,87804.0,81585.0,-19348.0
201307,1884.0,20224.0,183380.0,197571.0,-177347.0
201308,725.0,8721.0,104141.0,124898.0,-116177.0
201309,3046.0,35651.0,161930.0,173761.0,-138110.0
201310,526.0,7784.0,296280.0,298127.0,-290343.0
201311,4368.0,21897.0,105501.0,118300.0,-96403.0
201312,1436.0,20886.0,197790.0,207556.0,-186670.0
201401,2662.0,14928.0,260050.0,291357.0,-276429.0
201402,12777.0,33554.0,269320.0,298519.0,-264965.0
201403,1151.0,12380.0,209000.0,255752.0,-243372.0
201404,11439.0,55991.0,366045.0,373908.0,-317917.0
201405,1039.0,11257.0,206520.0,227956.0,-216699.0
201406,793.0,10501.0,131960.0,130316.0,-119815.0
201407,1221.0,11377.0,103500.0,122733.0,-111356.0
201408,926.0,10710.0,171080.0,195287.0,-184577.0
201409,3267.0,33959.0,112200.0,109870.0,-75911.0
201410,1881.0,19614.0,183720.0,225176.0,-205562.0
201411,975.0,11422.0,169561.0,184208.0,-172786.0
201412,13164.0,56920.0,199310.0,231114.0,-174194.0
201501,1643.0,23973.0,181440.0,231019.0,-207046.0
201502,1158.0,15594.0,168990.0,205455.0,-189861.0
201503,6134.0,54392.0,274915.0,322095.0,-267703.0
201504,7045.0,47483.0,177550.0,205166.0,-157683.0
201505,3423.0,23851.0,246646.0,286005.0,-262154.0
201506,3394.0,22185.0,111690.0,144989.0,-122804.0
201507,2562.0,27791.0,162235.0,205109.0,-177318.0
201508,3977.0,19070.0,217440.0,205406.0,-186336.0
201509,5105.0,35356.0,53310.0,68575.0,-33219.0
201510,30780.0,50784.0,258470.0,276997.0,-226213.0
201511,3566.0,23688.0,123410.0,140594.0,-116906.0
201512,13652.0,36122.0,270750.0,320653.0,-284531.0
201601,2256.0,17061.0,217353.0,296122.0,-279061.0
201602,3419.0,33810.0,156960.0,150124.0,-116314.0
201603,6569.0,47282.0,251001.0,254774.0,-207492.0
201604,4638.0,42886.0,175006.0,187259.0,-144373.0
201605,3141.0,31135.0,154657.0,178207.0,-147072.0
201606,2893.0,29193.0,254901.0,265486.0,-236293.0
201607,3911.0,48775.0,95020.0,108992.0,-60217.0
201608,1862.0,26926.0,168630.0,172206.0,-145280.0
201609,8680.0,67469.0,157850.0,185093.0,-117624.0
201610,4825.0,37172.0,122306.0,124532.0,-87360.0
201611,5652.0,42488.0,308771.0,320910.0,-278422.0
201612,5605.0,59035.0,142810.0,181416.0,-122381.0
