datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-2.8,9.4,-4.6,0.0,0.0,88.3
20130102,-3.6,7.3,-4.8,1.1,0.0,90.0
20130103,3.0,8.8,-7.1,-0.5,0.0,80.1
20130104,-5.5,9.3,-7.3,-1.0,0.0,85.7
20130105,-5.2,8.4,-5.3,0.6,0.0,83.3
20130106,1.2,10.7,-3.3,4.2,0.0,79.2
20130107,-4.1,9.0,-7.0,0.3,0.0,83.7
20130108,1.6,12.9,1.1,5.9,0.0,71.6
20130109,4.9,6.9,-3.9,2.8,1.5,73.9
20130110,-3.5,3.2,-6.8,-2.1,1.5,67.5
20130111,-4.6,-1.0,-11.6,-6.2,0.0,68.2
20130112,-6.7,5.8,-7.8,-2.2,0.0,75.3
20130113,-6.4,1.1,-11.3,-6.4,0.0,74.8
20130114,-6.1,-3.2,-9.5,-6.7,0.0,53.7
20130115,-10.0,-1.0,-16.6,-9.0,0.0,60.4
20130116,-11.4,3.3,-15.0,-8.2,0.0,67.5
20130117,-11.1,5.6,-13.7,-6.6,0.0,67.1
20130118,-8.2,5.0,-10.1,-3.9,0.0,71.4
20130119,-6.1,7.8,-9.4,-2.3,0.0,68.5
20130120,-5.3,-1.0,-8.4,-3.6,1.0,73.6
20130121,-10.8,1.8,-15.6,-6.8,1.0,79.4
20130122,-1.2,-1.1,-11.1,-5.2,1.0,68.0
20130123,-9.4,-2.8,-14.8,-8.5,1.0,64.4
20130124,-14.5,-1.0,-16.8,-10.9,0.0,72.6
20130125,-13.3,1.9,-17.0,-10.0,0.0,72.0
20130126,-11.9,7.9,-16.2,-6.2,0.0,66.9
20130127,-1.8,5.6,-5.3,1.0,3.9,58.9
20130128,-5.2,10.4,-11.1,-1.6,4.0,61.7
20130129,-1.4,3.1,-2.2,1.9,1.7,91.5
20130130,1.5,2.6,-9.2,-3.4,1.2,71.5
20130131,-10.2,4.4,-12.7,-6.0,1.0,64.9
20130201,-6.5,3.1,-9.6,-4.5,0.0,60.2
20130202,-7.2,5.4,-13.0,-5.1,0.0,58.6
20130203,-5.8,8.9,-9.7,-2.0,0.0,69.7
20130204,-5.2,10.4,-7.5,1.0,0.0,65.6
20130205,1.7,4.6,1.0,1.8,5.8,89.6
20130206,-0.3,3.0,-6.7,-1.8,8.0,65.3
20130207,-6.9,6.8,-8.1,-2.6,0.0,71.5
20130208,-4.9,2.7,-6.1,-2.1,0.0,71.8
20130209,-2.4,-1.0,-7.1,-4.0,0.0,59.5
20130210,-7.8,-1.5,-10.7,-6.5,0.0,61.3
20130211,-7.7,-1.0,-8.3,-5.4,0.0,59.7
20130212,-3.6,3.7,-8.0,-2.5,0.0,60.9
20130213,-8.0,5.5,-11.2,-4.1,0.0,78.7
20130214,2.9,7.3,-6.5,0.8,0.0,58.2
20130215,-7.0,11.2,-10.3,-1.3,0.0,63.4
20130216,-5.3,15.7,-9.6,3.1,4.4,71.0
20130217,8.4,11.6,-3.4,5.3,7.2,67.7
20130218,-3.8,3.6,-7.9,-3.2,8.5,52.9
20130219,-6.3,8.7,-10.1,-0.2,1.1,64.9
20130220,8.0,10.2,-5.8,1.6,13.7,58.6
20130221,-6.7,9.9,-10.0,-2.1,16.0,65.8
20130222,-3.5,4.0,-4.0,1.2,3.9,90.8
20130223,1.8,3.8,-4.5,-0.4,6.0,66.8
20130224,-4.6,5.2,-8.5,-2.5,0.0,60.1
20130225,-0.9,8.1,-4.0,1.4,0.0,60.9
20130226,-3.0,9.4,-5.6,1.1,0.0,67.2
20130227,-3.4,10.9,-6.5,1.0,0.0,67.1
20130228,-4.3,12.4,-7.3,1.3,0.0,67.1
20130301,-2.4,11.7,-3.7,3.0,0.0,65.9
20130302,2.2,3.9,-4.9,0.8,5.5,79.8
20130303,-5.2,10.9,-8.4,-0.1,6.0,68.7
20130304,-3.4,13.1,-5.3,2.8,0.0,64.0
20130305,-2.8,14.1,-4.5,3.4,0.0,63.7
20130306,4.4,5.7,-3.4,1.9,0.0,49.3
20130307,-2.9,2.1,-6.2,-3.1,1.5,60.8
20130308,-4.2,3.7,-5.5,-2.0,1.5,70.2
20130309,0.6,8.6,-3.7,3.6,0.0,59.0
20130310,2.2,11.8,-6.8,3.0,0.0,59.2
20130311,-3.8,16.0,-7.2,3.7,0.0,56.6
20130312,-1.3,16.7,-5.2,5.2,0.0,54.4
20130313,-0.2,13.8,-4.0,6.2,0.0,56.3
20130314,1.9,10.3,-5.3,3.3,0.0,55.4
20130315,-2.6,11.8,-7.2,2.1,0.0,58.5
20130316,-2.3,12.1,-5.9,2.3,0.0,60.4
20130317,-3.8,15.0,-7.2,3.6,0.0,54.6
20130318,-1.5,15.8,-2.5,6.1,0.0,54.1
20130319,-1.3,18.2,-5.1,5.9,0.0,53.8
20130320,0.4,11.8,-3.8,5.0,2.1,72.4
20130321,4.3,10.3,1.0,5.7,1.4,71.1
20130322,-1.0,13.0,-5.2,4.0,1.5,61.5
20130323,3.4,14.7,1.0,7.0,0.0,53.2
20130324,-0.1,13.0,-3.1,5.6,0.0,62.3
20130325,3.8,5.8,2.7,4.2,7.4,89.4
20130326,3.1,8.5,1.8,4.3,3.0,82.3
20130327,2.7,8.3,-1.2,3.9,3.9,82.9
20130328,-1.5,13.4,-3.4,4.8,4.5,65.2
20130329,3.3,14.2,1.0,7.4,1.0,76.3
20130330,3.2,17.6,-2.0,9.3,1.0,64.2
20130331,7.4,12.7,5.0,7.4,6.8,84.9
20130401,5.5,12.3,2.0,6.7,0.0,78.6
20130402,1.5,14.2,-1.6,7.5,0.0,65.5
20130403,0.1,18.2,-3.5,7.8,0.0,57.6
20130404,1.4,22.2,-1.9,12.3,0.0,53.2
20130405,9.2,14.9,7.6,10.9,3.2,79.0
20130406,14.1,15.5,5.6,12.8,9.0,90.2
20130407,6.5,24.7,5.5,13.3,10.0,75.5
20130408,9.3,23.9,6.6,14.0,0.0,72.8
20130409,10.5,19.8,8.4,12.7,0.0,72.5
20130410,7.6,19.6,3.0,11.9,0.0,50.1
20130411,9.3,16.5,6.9,10.3,11.0,74.6
20130412,8.3,17.1,1.3,10.0,13.0,39.1
20130413,8.5,19.1,2.8,11.9,0.0,46.4
20130414,14.1,19.0,9.9,14.9,0.0,38.0
20130415,13.9,24.1,6.3,16.1,0.0,58.9
20130416,8.0,28.2,3.0,14.8,0.0,59.4
20130417,9.2,12.4,7.3,10.4,18.9,88.1
20130418,8.2,20.3,7.5,12.1,12.1,80.3
20130419,8.4,16.9,3.5,10.3,12.0,57.6
20130420,6.7,14.6,6.1,8.8,3.3,74.4
20130421,6.9,18.6,4.2,10.9,3.5,72.2
20130422,6.8,19.5,2.8,11.3,0.0,66.5
20130423,5.3,21.9,1.0,11.7,0.0,63.8
20130424,5.5,22.8,1.0,12.1,0.0,60.1
20130425,6.5,21.5,6.4,15.2,0.0,67.2
20130426,11.4,19.6,8.0,13.7,1.0,59.0
20130427,8.0,17.3,1.9,10.3,1.0,47.0
20130428,8.1,21.8,1.0,12.5,0.0,53.0
20130429,9.1,23.9,2.6,14.0,0.0,55.9
20130430,9.9,27.2,6.4,17.0,0.0,57.6
20130501,15.4,27.7,7.1,17.5,0.0,61.6
20130502,10.4,25.9,6.5,15.4,0.0,63.1
20130503,9.2,27.7,4.5,17.0,0.0,58.4
20130504,13.4,26.2,8.1,17.6,0.0,64.9
20130505,15.9,24.7,11.8,17.3,3.2,78.8
20130506,15.6,20.9,6.4,14.4,3.5,52.7
20130507,5.7,22.5,2.9,13.0,0.0,62.0
20130508,5.9,22.2,2.8,13.1,0.0,68.4
20130509,13.2,17.5,10.2,13.0,12.0,85.1
20130510,12.1,16.1,8.5,12.8,4.1,92.2
20130511,9.5,25.3,8.8,16.2,3.0,78.1
20130512,11.5,21.6,11.0,16.1,0.0,83.2
20130513,11.8,24.3,9.3,15.9,0.0,79.2
20130514,8.7,21.2,6.3,13.2,0.0,65.8
20130515,7.2,20.5,4.8,13.4,0.0,64.3
20130516,8.5,20.9,6.6,13.6,0.0,73.7
20130517,8.4,24.6,4.6,15.1,0.0,68.1
20130518,10.2,25.7,6.0,16.0,0.0,68.8
20130519,9.6,24.5,6.1,11.4,0.0,86.1
20130520,8.7,26.9,6.2,16.9,0.0,58.7
20130521,12.1,25.8,7.8,17.0,0.0,64.8
20130522,10.7,27.6,6.8,18.0,0.0,63.2
20130523,14.0,24.8,10.0,17.7,0.0,73.2
20130524,14.6,25.1,12.4,17.9,1.5,80.2
20130525,11.8,25.3,8.8,16.3,1.5,68.3
20130526,11.0,20.6,5.5,13.2,0.0,64.2
20130527,6.8,24.9,3.8,14.6,0.0,65.4
20130528,8.7,28.9,6.8,18.1,0.0,62.1
20130529,14.0,30.4,11.3,20.9,0.0,61.0
20130530,12.7,29.3,9.4,19.2,0.0,66.4
20130531,13.5,28.4,11.1,17.7,8.9,78.9
20130601,15.3,26.6,15.2,19.3,9.5,80.2
20130602,15.3,25.5,6.3,16.9,0.0,59.4
20130603,14.7,23.8,10.6,17.2,0.0,62.6
20130604,9.6,26.4,5.5,16.3,0.0,58.9
20130605,11.4,28.6,6.9,18.5,0.0,52.9
20130606,17.6,21.1,13.2,16.5,4.1,71.7
20130607,16.9,19.0,14.7,17.1,1.8,87.0
20130608,14.3,25.2,13.0,18.1,2.0,69.9
20130609,12.4,27.5,10.0,18.8,0.0,66.4
20130610,19.7,25.2,16.6,20.8,0.0,71.0
20130611,17.7,29.0,13.6,21.3,0.0,53.6
20130612,13.1,25.5,10.7,17.3,0.0,71.9
20130613,15.2,24.8,13.0,17.2,11.9,86.0
20130614,11.9,26.0,10.3,17.4,14.0,77.5
20130615,14.0,27.3,11.3,18.9,0.0,71.8
20130616,13.6,31.2,10.9,21.1,0.0,64.1
20130617,15.7,31.6,10.7,21.0,0.0,59.2
20130618,15.4,32.7,10.7,21.4,0.0,59.4
20130619,15.1,31.3,11.7,21.9,0.0,60.7
20130620,16.1,27.5,13.1,20.6,0.0,65.2
