datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-2.2,8.7,-4.4,1.4,0.0,78.2
20130102,3.4,9.8,2.9,5.9,0.0,70.0
20130103,3.0,7.7,-4.0,2.1,0.0,62.7
20130104,-1.9,10.2,-2.3,3.9,0.0,59.7
20130105,-1.2,7.9,-3.0,2.9,0.0,59.4
20130106,5.3,11.4,1.0,6.1,0.0,52.4
20130107,-0.4,11.0,-2.9,3.3,0.0,70.1
20130108,0.8,11.7,1.0,6.3,0.0,61.4
20130109,5.3,5.7,-1.6,3.8,0.0,53.4
20130110,-3.2,2.1,-6.1,-2.7,0.0,43.0
20130111,-6.2,2.0,-9.6,-4.7,0.0,38.8
20130112,-1.1,2.5,-4.6,-1.0,0.0,43.5
20130113,-5.0,-1.0,-8.2,-4.9,0.0,41.7
20130114,-7.2,-4.5,-9.5,-7.2,0.0,30.1
20130115,-8.8,-1.0,-12.7,-6.9,0.0,36.1
20130116,-7.6,3.2,-11.8,-5.6,0.0,44.9
20130117,-7.2,3.8,-10.6,-4.2,0.0,51.4
20130118,-1.8,3.1,-5.8,-1.2,0.0,66.6
20130119,-3.7,5.1,-6.9,-2.1,0.0,59.4
20130120,-1.7,-1.0,-9.8,-3.6,1.9,59.9
20130121,-10.3,-1.0,-13.9,-6.8,2.0,70.6
20130122,-1.9,-1.3,-9.8,-6.5,0.0,45.6
20130123,-9.6,-3.8,-13.0,-8.7,0.0,44.7
20130124,-8.7,-1.0,-14.5,-8.1,0.0,52.2
20130125,-9.7,1.0,-14.2,-9.0,0.0,55.6
20130126,-8.8,3.5,-11.6,-3.4,0.0,64.1
20130127,3.7,3.9,-6.5,-1.4,3.9,45.9
20130128,-7.3,4.4,-10.2,-4.1,4.0,50.8
20130129,0.4,3.0,1.0,1.9,2.9,63.6
20130130,-0.2,-1.0,-9.5,-4.7,4.5,59.6
20130131,-9.7,-1.0,-12.6,-7.4,0.0,50.9
20130201,-7.4,1.0,-8.8,-5.4,0.0,45.9
20130202,-7.3,3.5,-11.0,-4.1,0.0,49.0
20130203,1.0,6.8,-3.9,1.4,0.0,63.4
20130204,-3.5,3.9,-5.9,-0.5,0.0,71.5
20130205,2.3,3.2,1.0,2.2,0.0,66.3
20130206,-1.0,2.3,-3.3,-1.0,0.0,44.0
20130207,-4.5,3.3,-7.8,-2.8,0.0,51.5
20130208,-3.5,2.2,-6.7,-2.7,0.0,49.3
20130209,-2.4,-1.2,-5.8,-4.0,0.0,40.5
20130210,-5.7,-2.0,-8.4,-5.7,0.0,37.5
20130211,-6.0,-1.0,-9.5,-5.0,0.0,40.0
20130212,-4.0,4.5,-9.8,-2.9,0.0,48.3
20130213,-5.3,5.8,-8.5,-1.8,0.0,61.6
20130214,0.1,6.4,-6.1,-0.1,0.0,50.2
20130215,-3.8,8.1,-6.9,-0.1,0.0,56.8
20130216,-2.2,11.1,-5.8,3.9,0.0,63.7
20130217,9.7,10.1,-3.8,3.6,3.8,52.8
20130218,-4.4,3.4,-8.0,-3.0,4.0,42.0
20130219,-2.5,6.7,-5.7,1.4,1.5,61.9
20130220,5.0,6.1,-4.3,0.4,1.1,52.7
20130221,-4.5,6.8,-8.7,-1.8,1.0,42.7
20130222,-1.3,3.2,-2.3,1.6,3.4,69.6
20130223,-0.3,3.1,-3.3,-0.4,4.5,49.7
20130224,-3.5,4.2,-7.2,-1.4,0.0,47.9
20130225,-1.2,8.2,-5.1,1.6,0.0,58.8
20130226,1.5,9.6,-4.2,3.1,0.0,54.2
20130227,-0.4,10.5,-4.8,3.1,0.0,46.0
20130228,-1.2,12.5,-4.5,4.0,0.0,44.4
20130301,1.8,12.2,1.0,5.0,3.8,59.8
20130302,2.0,6.8,-1.7,2.9,1.2,60.7
20130303,-2.2,10.6,-5.1,2.4,1.0,53.1
20130304,-0.7,12.8,-3.1,4.3,0.0,58.3
20130305,0.7,11.8,-1.8,5.5,0.0,65.5
20130306,4.6,4.6,-2.0,2.0,0.0,38.9
20130307,-0.7,2.7,-3.3,-0.6,0.0,33.3
20130308,-3.0,5.5,-7.0,-0.1,0.0,45.0
20130309,-0.8,9.8,-4.3,3.7,0.0,45.0
20130310,0.3,12.1,-3.0,4.5,0.0,38.3
20130311,-0.7,16.3,-3.9,5.8,0.0,39.6
20130312,3.0,15.0,1.2,7.4,0.0,52.0
20130313,6.9,12.3,1.0,6.9,0.0,48.2
20130314,5.4,11.2,-1.2,6.5,0.0,38.2
20130315,2.5,12.8,-2.9,5.3,0.0,38.2
20130316,1.3,13.1,-2.8,5.4,0.0,42.8
20130317,1.3,15.9,-2.0,7.0,0.0,45.9
20130318,4.5,16.4,3.6,8.9,0.0,31.6
20130319,4.0,18.4,1.0,10.4,0.0,41.6
20130320,5.4,15.6,1.8,8.6,0.0,44.5
20130321,7.1,13.2,3.0,7.9,0.0,45.0
20130322,3.7,14.1,-1.3,8.0,0.0,36.5
20130323,5.3,15.1,2.3,8.3,0.0,37.3
20130324,3.6,14.2,1.0,8.4,0.0,45.8
20130325,4.9,12.9,3.0,7.3,0.0,43.3
20130326,3.4,12.2,3.2,6.8,0.0,47.0
20130327,5.6,11.3,3.7,6.6,0.0,58.7
20130328,3.0,13.4,1.0,6.7,0.0,57.1
20130329,4.1,14.9,1.5,8.0,0.0,49.7
20130330,4.3,18.1,1.0,9.6,0.0,48.3
20130331,10.2,12.9,5.5,8.8,0.0,64.8
20130401,5.3,15.4,4.8,8.7,0.0,56.8
20130402,3.9,16.0,1.0,9.1,0.0,53.2
20130403,6.6,19.9,2.4,10.8,0.0,44.0
20130404,6.3,22.4,1.8,12.2,0.0,39.0
20130405,11.8,14.8,9.5,11.9,15.0,54.8
20130406,13.1,13.1,9.8,11.3,6.5,80.0
20130407,10.0,23.5,8.2,14.3,5.5,63.1
20130408,11.4,21.5,6.9,13.1,0.0,64.1
20130409,11.2,19.0,9.8,13.9,0.0,61.2
20130410,12.4,22.4,9.6,15.4,0.0,24.8
20130411,13.3,20.0,11.5,14.9,0.0,34.4
20130412,11.9,16.5,6.1,11.8,0.0,15.4
20130413,7.4,19.9,3.0,11.9,0.0,50.7
20130414,12.0,19.4,8.5,13.2,3.4,50.2
20130415,11.5,24.9,8.3,15.8,3.5,59.0
20130416,11.6,25.2,9.1,17.1,0.0,53.4
20130417,14.9,17.6,9.5,14.0,4.4,65.0
20130418,9.3,18.6,7.0,11.5,5.1,73.3
20130419,9.9,18.4,9.1,13.0,5.5,37.6
20130420,11.4,18.7,8.7,12.7,0.0,41.6
20130421,7.2,20.3,4.0,11.9,0.0,54.8
20130422,7.7,22.2,4.7,13.4,0.0,49.8
20130423,8.8,22.1,4.5,13.3,0.0,43.9
20130424,7.3,21.9,3.2,13.2,0.0,43.6
20130425,9.8,21.5,9.1,15.3,0.0,54.4
20130426,14.1,20.8,7.9,15.2,0.0,37.1
20130427,12.0,20.3,5.8,13.3,0.0,39.0
20130428,9.9,22.2,8.1,14.3,0.0,50.7
20130429,11.5,24.6,6.1,16.3,0.0,44.4
20130430,15.5,28.4,11.5,19.0,0.0,50.9
20130501,13.8,28.2,9.7,18.6,0.0,54.7
