datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-3.3,7.8,-6.1,-0.3,0.0,85.2
20130102,-2.6,10.1,-5.3,1.7,0.0,84.8
20130103,4.5,8.4,-3.6,2.9,0.0,69.0
20130104,-3.7,9.7,-4.5,0.9,0.0,77.5
20130105,-2.9,5.2,-4.2,0.5,3.5,93.1
20130106,3.3,6.8,-1.2,3.7,4.5,87.6
20130107,-1.6,9.2,-4.7,1.1,0.0,89.1
20130108,1.9,9.9,1.6,4.8,0.0,90.0
20130109,3.7,7.8,-3.1,4.3,0.0,71.1
20130110,-3.6,3.5,-5.1,-1.3,0.0,59.9
20130111,-3.0,2.0,-7.8,-3.4,0.0,43.5
20130112,-2.2,5.0,-3.5,0.4,0.0,59.1
20130113,-2.7,1.7,-6.3,-3.7,0.0,47.4
20130114,-6.4,-2.6,-10.7,-6.5,0.0,42.7
20130115,-10.8,1.1,-14.1,-8.5,0.0,46.2
20130116,-9.6,3.7,-13.8,-6.5,0.0,65.0
20130117,-8.1,5.1,-11.8,-5.1,0.0,66.1
20130118,-6.4,4.3,-9.3,-3.6,0.0,67.5
20130119,-4.7,7.7,-9.4,-2.7,0.0,79.7
20130120,-3.7,-1.0,-6.8,-3.8,0.0,82.8
20130121,-7.9,1.4,-13.6,-7.6,0.0,75.3
20130122,-4.3,-1.5,-9.1,-4.3,0.0,61.1
20130123,-8.7,-1.9,-12.0,-7.3,0.0,49.5
20130124,-8.8,-1.0,-15.1,-9.3,0.0,58.7
20130125,-11.2,2.9,-15.4,-7.8,0.0,60.7
20130126,-10.3,6.9,-14.6,-5.3,0.0,56.0
20130127,1.0,5.9,-3.3,1.8,0.0,38.5
20130128,-1.6,10.1,-10.6,-1.3,0.0,47.4
20130129,-0.8,6.9,1.0,4.2,0.0,67.1
20130130,2.7,3.0,-6.4,0.0,1.0,72.3
20130131,-7.2,4.5,-11.1,-4.4,1.0,61.3
20130201,-3.0,4.5,-4.9,-1.3,0.0,42.9
20130202,-4.3,6.3,-11.3,-2.7,0.0,43.6
20130203,-2.8,8.1,-8.4,-0.7,0.0,64.6
20130204,-4.4,12.5,-7.7,1.2,0.0,57.7
20130205,3.1,10.3,1.0,4.2,0.0,67.0
20130206,1.1,5.1,-5.0,0.2,0.0,54.8
20130207,-5.7,6.9,-9.4,-2.9,0.0,66.3
20130208,-2.9,6.1,-7.0,-0.4,0.0,61.7
20130209,-0.1,1.8,-6.7,-2.7,0.0,46.6
20130210,-7.1,-1.0,-9.5,-5.4,0.0,46.4
20130211,-6.5,1.2,-11.3,-5.9,0.0,53.5
20130212,-6.1,4.6,-11.0,-4.0,0.0,58.6
